[00:00:11.160] ひしひ
[02:33:21.399] なんだよ。れ、
[02:33:28.040] お前だよ。
[02:33:31.500] [拍手]
[02:33:37.800] やばい。これリロードが長い。
[02:33:46.240] ふざけんなよ。お前
[02:33:50.319] 任せろ。
[02:33:54.120] どれ?時間がない。押すんだ。
[02:33:56.800] もうなんかすごいオーバンブル。もうなんかすごいオーバンブルマ。
[02:34:01.560] お前のひどい1日になって
[02:34:03.279] 早くエンジかけて
[02:34:04.880] 分かってんのか?え?逆から来てる。
[02:34:15.520] なんだよ。なんだくそ。あそ、もう
[02:34:24.600] 笑笑。
[02:34:29.000] かった。もった。笑笑。
[02:34:30.680] はい、もうね。えっと、はい、もう。はい、もうショットガンできますと。
[02:34:37.520] はい、ショットガンできます。
[02:34:43.359] 全くお前のせいでひどい1
[02:34:44.520] 日になった。分かってんのか?え、反対から来る。
[02:35:04.070] [音楽]
[02:35:08.439] 何やってんだよ。おめえは
[02:35:17.880] めんなよ。
[02:35:22.240] エリー、準備しろ。よし、エリー、今だ。あ、こった。
[02:35:24.220] [音楽]
[02:35:31.560] 聞いたな。オッケー。
[02:35:33.399] ああ、戦者にも聞こえたはずだ。トラックに乗るぞ。
[02:35:40.560] 出せ、出せ。み込め。
[02:35:46.240] おい。ああ、いいね。
[02:35:53.450] [拍手]
[02:35:55.080] 置いてかれてほしい。前見えてるのかな?エリー、
[02:35:58.240] ここでいい。
[02:35:59.279] 変わってあげれば、変わってあげればよくない。あの、最初は緊急時だから。は
[02:36:05.000] るなさ。明らかに目線足りてなくない?
[02:36:08.080] 最初は緊急時だからいいけどさ、ある程度行ったら変わってあげないよ。本当に頑張ってたな。
[02:36:18.160] お前は絶対死んじまうよ。
[02:36:20.000] スムーズなギアチェンジいいと思います。あ、
[02:36:24.200] 運転担当が子供。
[02:36:26.000] ほら、なんだこれ?ガソリンが入った車は結構残ってる。助かる。
[02:36:33.319] あ、ガソリンをこれで入れてけって。
[02:36:35.160] アビル。お前のパートナーの言葉だ。辛いのは分かる。だからチャラだよな。
[02:36:46.080] そうだ。
[02:36:46.560] え、パートナーってどういう意味?
[02:36:48.080] なら取って相棒ってこと?
[02:36:50.560] それともそういう意味?パートナーって
[02:36:53.479] 相棒だろうね。
[02:36:54.560] あ、だよな。ポリコレ、ポリコレになんか気い使って言ってるわけじゃないよね。だからパートナーって言い方する。はい。
[02:37:03.110] [音楽]
[02:37:07.240] まさか
[02:37:09.399] いや、泣きにしもらずじゃん。
[02:37:10.800] 当時は普通に相棒かと
[02:37:12.370] [音楽]
[02:37:13.720] なんかね、色意味あったと俺は想像した。
[02:37:18.120] ああ、何これ?危なお前寝ろ。
[02:37:21.600] おい、寝てたんじゃないのか?お前も寝てただろ、今。
[02:37:23.880] あのさ、そうは見えなかったけど、この漫画結構面白いよ。でも問題がある。ここ次回に続く。
[02:37:31.880] なんか楽しそうじゃん。
[02:37:33.600] まったぶっちゃんってどこにあった?
[02:37:38.800] ああ、ビルの家。
[02:37:40.600] だっていろんなものがあったから
[02:37:43.359] 結構こんな世界でも明るく行って
[02:37:45.920] 他に何とった?
[02:37:48.160] えっとほら懐かしいんじゃないの?
[02:37:53.640] おい、こいつは俺より前の世代だぞ。なかいい曲だ。
[02:38:00.560] おいおいおい。楽しむ余裕もあります。
[02:38:05.359] ま、何よりマしか。
[02:38:08.680] お、
[02:38:10.120] これは今夜ビルが寂しがっちゃうかな。
[02:38:13.390] [音楽]
[02:38:15.080] もしくないけど。
[02:38:16.160] ほら、ほら、やっぱりそういうことだろ。これ
[02:38:18.680] 子供が見るもんじゃない。男のほら、そういうことやん。
[02:38:22.640] この男もつけて歩き回ってるわけ。
[02:38:25.200] もう見る。
[02:38:25.800] いいから落ち着いて。どんなもんか知りたいだけだって。
[02:38:29.880] ポリコレにどうのこうのって言って。
[02:38:31.000] これはいいんか?こういう風にそのなんか着かすような。これは
[02:38:36.000] 嘘分かってるってば。
[02:38:39.359] それじゃさよなら。
[02:38:46.600] 楽しそうじゃねえか。でもこの曲
[02:38:50.050] [音楽]
[02:38:53.319] 悪くないね。
[02:38:55.180] [音楽]
[02:38:57.479] みんなお疲れ。
[02:38:59.279] 少しは寝とけ。笑笑。疲れてないってか。
[02:39:08.730] [音楽]
[02:39:11.359] ああ、まずいぞ。
[02:39:14.560] 最高だ。
[02:39:18.279] どうするの?
[02:39:20.399] これって結局どこ目指してるんだっけ?
[02:39:24.800] 元いた街じゃねえの?仕方ない。
[02:39:32.880] 違うんかな?
[02:39:36.560] ファイアフライの基じゃなかったっけ?今はおじさんのとこ?
[02:39:41.040] トおじさんのとこでしょ?だから元いた街じゃないの?な
[02:39:45.040] んなの?あ、トミーさん
[02:39:49.920] 治療してあげる。
[02:39:51.520] シートベルトをつけろ。助けてくれ。
[02:39:53.479] え、じゃあいつは
[02:39:56.279] ピンピンしてるさ。
[02:39:57.279] おお。ああ、なるほどね。お、
[02:40:06.780] [音楽]
[02:40:11.160] [拍手]
[02:40:12.600] いや、もう最悪。もう最悪です。あ、もう最悪。終わり。終わり。終わり。もう最悪です。こんなあ、
[02:40:24.240] 大丈夫、大丈夫よ。
[02:40:25.840] 出るんだ。早く。
[02:40:28.760] もう終わりだよ、これ。来い。
[02:40:32.800] 話してよ。腰抜けろ。
[02:40:38.370] [音楽]
[02:40:41.840] ああ、せっかく車あったのにもう終わりだよ、これ。
[02:40:48.080] 危なよ。それもか。クソじ
[02:40:54.760] やろ。
[02:40:58.560] やだ。
[02:41:03.520] 俺がやだ。だ、め、
[02:41:08.600] 殺す。
[02:41:13.200] ふざけんなよ。なんなのあいつら。
[02:41:16.000] 大丈夫か?さ、行くぞ。オ、
[02:41:20.680] 危ない、危な。
[02:41:26.720] なんでこんなムービーシーンなんだか戦うシーンなんだかわか
[02:41:46.560] 後ろ
[02:41:50.240] 後ろにもいる。え、後ろなんだよ。くそ。
[02:41:56.560] いや、待って。と、そんなこと言われたって俺わかんねえって。
[02:42:05.319] くそ。ど、どこにいんの?あと
[02:42:13.319] いや、もうどこよ。
[02:42:14.840] ちょっとマジョエル
[02:42:25.160] やっつけた。違う。
[02:42:31.399] ん?
[02:42:37.720] 何?
[02:42:40.840] くそ。
[02:42:44.240] もう無理。
[02:42:49.399] やべえ。体力ないな。で、こ、もう、もうくそ。もう難しい難しいな。
[02:43:00.250] [音楽]
[02:43:03.680] 笑笑。
[02:43:05.279] ここにいる。笑笑。
[02:43:08.439] バスの向こう銃でも死ぬとは。
[02:43:11.030] [音楽]
[02:43:16.840] 相当やばいぞ。
[02:43:21.840] 行きにくい時代やで。もう弾全然ねえし。
[02:43:25.680] 手ご相手だ。
[02:43:27.880] ライフルのが狙いやすい説。
[02:43:39.880] 後ろも来てんだって。
[02:43:43.760] ねえのか?
[02:43:52.200] このゲーム敵多すぎ。
[02:44:25.760] んなよ。バカがなめんな。カす。
[02:44:36.560] よし、今ので最後だろう。バ
[02:44:39.600] か?
[02:44:41.760] うん、大丈夫。
[02:44:43.760] よし、こっから出るぞ。
[02:44:46.680] 行き行けるもん。全部敵だ。
[02:44:48.359] その辺り見て使えそうなものを探せ。
[02:44:52.399] 分かった。
[02:44:53.080] 味方なんていない。殺すしかないんだ。だ、さすがにそろそろ弾がやべえ。
[02:45:01.960] 正規末の俺か俺以外かやめてね。信じれるのは自分だけ。
[02:45:07.600] そろそろ弾がやばいね。回復とかもなくなってきたな。
[02:45:11.120] 正規最強の暴君ちゃま。
[02:45:12.320] [音楽]
[02:45:14.720] しろしろ物資がなくなってまいりました。
[02:45:27.319] も全然物資落ちてねえし。もっと落としてよ。
[02:45:32.760] シュルシュル。あ、いっぱいあります。ここ
[02:45:35.200] 何かある?
[02:45:37.600] うん。レガしかないな。
[02:45:40.640] 逃げ道は他にあるはずだ。
[02:45:48.200] ま、ちょっとこの辺色々探してみようかな。
[02:45:54.040] 両手レガで殴ろう。
[02:45:57.200] レガ最強。レ
[02:46:14.120] レが最強説。最初に組んでた女の人いなくなったの?ライフルとかぶちかましてえな。
[02:46:20.280] [音楽]
[02:46:22.279] 最初に組んでた女の人死んだ残念ながら。
[02:46:30.600] へえ。
[02:46:34.520] 火炎瓶作っとくか。どうすっかな。
[02:46:39.840] ちょっと待て。まだ行かないよ。
[02:46:42.040] 死んだんか?
[02:46:44.240] 死んじゃった。
[02:46:48.520] 立派な最後だったよ。
[02:46:51.640] そうだね。俺たちを逃して
[02:46:53.399] さすがに来た道は戻れないな。
[02:46:59.000] 他にもまかな。
[02:46:59.920] そうな雰囲気なかったけど。なるほどね。でもだいぶあけなかったよね。物資
[02:47:05.840] そうだね。死ぬシーンとかないもんね。戻ったら死んでましたみたいな。
[02:47:11.040] 体にダイナマイト巻きつけて敵の群れに突っ込んだ。
[02:47:15.000] そんな立派な最後じゃないけど。まあまあ
[02:47:16.319] でもそんなような感じ
[02:47:18.080] 。物資多いね。やっぱここある程度使う
[02:47:22.080] とあれしてたんだ。うわ、回復作るか。
[02:47:25.680] 火炎作る
[02:47:28.640] 。火炎瓶と回復が同じ材料なんだよね。
[02:47:34.000] 悩ましいところ。ああ、回復するべきだっ
[02:47:36.240] たかな
[02:47:43.600] 。違うならまだね。
[02:47:46.279] うん。
[02:47:53.800] 来い。
[02:47:57.279] よし、行け。何か支えられるものを探せ。
[02:48:02.600] ああ、なんか全体的にボロボロだけど。
[02:48:06.399] エリ。分かった。
[02:48:08.720] せオ。
[02:48:16.080] あ、そういうこと。
[02:48:21.399] 大丈夫。もう思った。
[02:48:23.240] 別に閉じればよくない?
[02:48:31.080] おお。待って。これはこれはワークベンチだ。
[02:48:35.720] 殴った。
[02:48:37.200] レベル2
[02:48:41.680] レベラうお何これ?
[02:48:45.520] 殴んな。レベ2来た。あ、円幕来たぜ。
[02:48:50.840] 火薬と砂糖を使って敵から姿を隠すを工作することができる。円幕は、え、煙と爆発音で周囲の敵を動に同様に落とし入れる。え、敵は円幕の煙があるうちを打つことができない。
[02:49:04.640] あーあ、そうなんだ
[02:49:07.520] 。なるほどね。わあ、増えてきたね、
[02:49:10.640] アイテムね
[02:49:13.840] 。違う違う違う違う違う違う違う違う
[02:49:18.399] 。いもうねえよ。ピストルの玉ももう
[02:49:22.000] だいぶなくなる。対人ようじゃん。うわ、
[02:49:26.399] 待ってんだこれ
[02:49:29.359] 。人間なんだ。もう、もう人間が敵なんだ
[02:49:32.600] よ。
[02:49:34.040] 生き残るためにはな。お前らまさか動くとかねえだろうな。いただきただけただき。
[02:49:48.200] ハンターの順にしたいが
[02:49:50.239] 気をつけないとな。
[02:49:55.319] やだ。助からなかった人が大帝いる。
[02:50:00.840] あの時引き返しておけばよかった。
[02:50:04.359] でも助かった。
[02:50:06.359] なんとかな。よし、ここから出よう。
[02:50:13.990] [音楽]
[02:50:21.680] 何して?
