[00:00:25.480] 会館ちゃまきちゃグググ
[03:49:33.239] コンビニまで行かなきゃいけないと思われ
[03:49:35.840] てる笑笑バーキンあるよ店舗だけあるね
[03:49:41.479] 行ったこない
[03:49:45.359] アイス買っ
[03:49:46.960] てあるわベジ我慢してると石生成されるぞ
[03:49:51.000] よし怖えから便所行ってこよちょっと
[03:49:52.680] おしっこしてくるわちょっと待ってむず
[03:49:54.680] すぎんねんちょっと待ってくれあちょここ
[03:49:56.760] でクリアさせて
[03:49:59.560] ねてえぞ
[03:50:04.399] ダブル
[03:50:12.279] 笑笑シンプルに失敗した
[03:50:20.479] 笑笑レントゲニプ弾みたいなの映る
[03:50:31.159] ぞこっぱ
[03:51:22.880] お
[03:51:29.680] かりあった
[03:51:34.840] な
[03:51:36.439] よし
[03:51:41.199] 配送な
[03:51:48.080] ああ誰かお菓子差し入れしてくんねえか
[03:52:04.520] な52人もいるし1人くらい近い人いそう
[03:52:09.279] ないてもいいよ
[03:52:13.040] なのやお客様の中に栃済の方いらっしゃい
[03:52:17.920] ますかいないんだなこれがいないんだな
[03:52:20.040] これ
[03:52:20.720] がなんでできねん
[03:52:25.080] てもうここ正直
[03:52:28.040] もう無理普通にプレイすることはも俺にゃ
[03:52:31.439] 言ったこともないですオリオン通りム
[03:52:37.560] 男オリオ通り最高
[03:52:55.920] よしオリオン通りのピクミン思い出し
[03:52:59.920] たまたVR配信やりてえよな結局飛田行っ
[03:53:04.960] てないしねやっぱ飛田行きたく
[03:53:08.159] ね楽しかったねなやりてえよなGoog
[03:53:12.800] VRで配信やろう
[03:53:16.560] よ行きたいワンチャンBANされるかも
[03:53:19.279] しんないけど前はあの西成行ったのいいね
[03:53:23.600] 前は西成行ったんだよGoogleASの
[03:53:26.000] VRで西成行ったらなんかなんだっけあの
[03:53:31.199] 看板とかにマジでこの辺に駐車機を捨て
[03:53:34.319] ないでくださいみたいな駐車機捨てると
[03:53:36.920] 禁止みたいなさ笑笑怖みたいな居酒屋で
[03:53:41.880] 覚醒剤売るなみたいな笑笑マジなんだと
[03:53:45.279] 思ってやりてえなやるか今度ちょっと
[03:53:48.199] ごめんちょっと待って携帯の充電器持って
[03:53:51.359] くるわ携帯の充電器そうマジだよ駐車禁止
[03:54:11.439] 笑いやVRもなんかさ
[03:54:16.520] VRのさなんかさ
[03:54:20.680] あのおすめのゲームとかおめえらわかん
[03:54:23.439] ねえよ
[03:54:26.520] なVRもさ結構
[03:54:29.840] 色々やりたいゲームもああなんだっけあの
[03:54:33.159] バイオ4VRもさ買ったはいいんだけどね
[03:54:36.840] かバイオ7はやったことあるやったん配信
[03:54:40.239] でせっかくねクエスト2あるから
[03:54:44.600] か進められてたなあ
[03:54:47.680] VRドリルの
[03:54:49.880] やつ何ドリルのやつっ
[03:54:52.680] てそううわ何ドリルのやつっ
[03:55:03.640] てドリルす
[03:55:05.880] ないやもうドリルすなこれちょっと待って
[03:55:10.600] いい加減ここクリアしたいんだ僕
[03:55:18.960] 最悪や最悪や最悪や行けるいける
[03:55:26.040] いける
[03:55:32.040] 危ねえなんかさこういうアクションパズル
[03:55:34.880] ゲームって他何がある
[03:55:37.800] ファミコンこういうの面白いわやっぱこう
[03:55:40.319] いうゲームまだクリアもしてねけど
[03:55:44.520] のだな次なそうだよねあまたジャンプせ
[03:55:48.359] たくそもう普通にやる
[03:55:51.359] わバベルの塔もやりたいねあすってはくと
[03:55:56.000] かだよ
[03:55:57.000] なまあとソロモンのガ2も普通にやりたい
[03:56:00.319] しこういうパちょっとアクションパズル
[03:56:03.080] おもろい感でし
[03:56:04.840] た全然いいよねバベル
[03:56:07.880] ねえさんおすめなんかないのね
[03:56:11.520] ソルスティスはどう
[03:56:15.000] あれちょっとやったんだけどルールが
[03:56:16.560] わかんなくてやめたわ何をすればいんだこ
[03:56:19.239] れっていうなんか面白そうであった
[03:56:29.359] けど普通に倉庫版笑あ倉庫版ね倉庫版普通
[03:56:33.520] にやりたい面白そうだなと思って買ったよ
[03:56:37.040] えめちゃめちゃ高く
[03:56:39.120] ないえスタ持ってんの
[03:56:46.399] バイナリー
[03:56:48.040] ランドバイナリーあバイナリーランドね
[03:56:51.439] あのペンギンのやつねあ
[03:56:55.840] あ倉庫純粋なパルかなでも面白いですあの
[03:57:00.560] さマあれだろあのさペンギンのやつ
[03:57:03.239] ポケモンのさあの力のパズルみたいなやつ
[03:57:05.560] だねあのこいろんなさどうやってやったら
[03:57:09.680] そこに持ってけるかみたいなやつだね
[03:57:14.600] 確かに倉庫版とか何も考えずザラザラやん
[03:57:16.880] のいい何も考えずっていう頭使うだ
[03:57:20.520] 倉いやいうかどこなんだっ
[03:57:32.600] テポポニー
[03:57:35.560] キャニオンメガドライブ版持っ
[03:57:43.120] てるみり娘知らないなんかエロそうエロ
[03:57:48.600] エロパズルやん
[03:57:51.279] それ絶対それなんかブロックとか消してっ
[03:57:54.359] たらなんか下着姿になるやつじゃない気に
[03:57:57.040] なるクロスコードやってほしい何クロス
[03:57:59.800] コードドっ
[03:58:03.319] てスチームだ
[03:58:05.840] けどクロスコード箱入り娘は古典パズル
[03:58:09.760] ですけど手応えありますねテールズ
[03:58:12.319] シリーズにもミニゲームでそういや
[03:58:27.720] こはむはいやソルスティスめっちゃ面白
[03:58:32.520] そうなんだよ
[03:58:33.960] ねソルスティスあれもアクションパズル
[03:58:38.080] でしょルールがわかんねえんだよな難し
[03:58:40.479] すぎて
[03:58:42.000] なBGMがさ
[03:58:44.880] んだあれと一緒だからさあのなんだっけ
[03:58:47.840] 箱入り娘好きな人にはラッシュアワーとか
[03:58:51.120] ラッシュ
[03:58:52.600] アワーウーマラシアはあジャンプすんくそ
[03:58:57.560] シルバーサーファーねそうシルバー
[03:58:59.239] サーファーと同じだからなんだっけ
[03:59:01.319] ティームフリンか
[03:59:26.080] 倉庫版やってみよっかな倉庫
[03:59:31.640] 版メガドライブのゲーム最近中心に集める
[03:59:36.640] ようになったんだけどさメガドライブ変な
[03:59:39.319] ゲーム多くていいよねあの
[03:59:41.600] マイケルジャクソンのゲーム買ったよ最
[03:59:43.399] マル
[03:59:44.800] マイケルジャクソンが人公でアクション
[03:59:47.239] ゲームなんだけどマイケルジャクソンの手
[03:59:50.760] の先からなんかほとばしるスターの力で悪
[03:59:53.319] を悪の敵を倒すみたい
[03:59:58.920] なやろ
[04:00:02.000] これかちゃんが前にやってたやつああ多分
[04:00:05.520] そうやってたっけわかん
[04:00:12.960] ね楽しそう面白そうなん
[04:00:19.920] よどうやって行くかなこれ
[04:00:30.359] な必殺技でスリラーするやつあそうそう
[04:00:34.080] そうそうそうちょっとごめんちょっとここ
[04:00:36.640] ちょっと全然クリアできないんだ
[04:00:39.680] けどアクションじゃない
[04:00:44.279] ね激あそう激ムズだよ
[04:00:48.680] ねそ考える暇がねえ
[04:01:06.640] わ一旦めっちゃ止めて
[04:01:09.840] 考えるうんまそうだよな
[04:01:15.600] アクション面じゃないのかさてはなんか
[04:01:18.960] なんかどっかにブロック置けば超もうなん
[04:01:22.960] でできねんだよこれ
[04:01:27.439] もうアクション面かと思って俺はもうさ
[04:01:30.720] ゴリ押ししちゃってる
[04:01:34.159] けどうま
[04:02:07.880] 1回止めますかじゃあ
[04:02:22.359] でも止めてもわかんないよ
[04:02:27.840] これ
[04:02:35.600] うーんとにかく敵が脅威なんですよねうん
[04:02:39.640] でも炎とかないから
[04:02:41.840] ねむ
[04:02:45.800] 敵を倒すこともできずだよブロック作って
[04:02:49.600] もすぐ壊されてしまうそうなんです
[04:02:53.960] よ
[04:02:55.479] デデデデデ
[04:03:02.560] デデデデデデデじんじんじんじんえわかん
[04:03:10.239] ねええーわかんねえな
[04:03:14.720] マイケルジャクソンそうあのそのマイケル
[04:03:18.319] ジャクソンのゲームがあるんだけどそれの
[04:03:20.640] BGMがそのマイケルジャクソンの曲なの
[04:03:23.359] よなんかゲームやるためにあのゲームそ曲
[04:03:29.080] 知ってた方が楽しいかなと思ってあんまり
[04:03:30.560] マイケルジャクソンとか知らないけど最近
[04:03:32.199] 聞いてるんだよそしたら普通にかっこいい
[04:03:35.120] なそアイブ大丈夫なんか笑いやあのガチの
[04:03:38.680] 曲じゃないからねその打ち込みの曲あの
[04:03:41.080] なんつうの8ビットサウンドだから大丈夫
[04:03:43.000] だ
[04:03:45.239] はいでこれ
[04:03:46.880] はなるほどでこれはどうすんのこれどう
[04:03:51.520] すんの
[04:04:04.319] これマイケルハムブが収間違えた間違えた
[04:04:09.239] 間違えたもうああ
[04:04:14.199] 全然無理だよ
[04:04:19.359] これ光見え
[04:04:28.000] ずいやもうもうだるいっ
[04:04:38.479] てどうするよ全然進めねえよ
[04:04:51.800] ドラキュラよろしくポーズをかけながら
[04:04:54.600] ああまあねまあねポーズ
[04:05:00.399] うんああもうできない
[04:05:04.560] しう難しいなあ
[04:05:42.640] JAこ
[04:06:17.000] はいオッケーうんどうすっか
[04:06:21.120] なめちゃめちゃむずいぜここ
[04:06:46.080] うーだでうん
[04:06:49.560] なんかジャンプでよけんのかジャンプで
[04:06:53.560] 避けるのがしかないと思うんだよ
[04:07:07.920] ねあだめだダメダメだよないやダメだよな
[04:07:17.680] む
[04:07:33.159] ずなんだよ
[04:07:54.159] せめて赤龍なんとかしたいな
[04:08:32.479] ちょっとむずずいなあ
[04:08:52.439] あ
[04:09:18.199] うーどうしたもんかねここ
[04:09:41.359] ねいきなりイケボなやんえ
[04:09:45.760] なさ元からイケベだろう
[04:09:49.399] がダブル全然わかんねえ
[04:09:53.800] しあ幽霊を同じ向きにさせるのか
[04:10:00.119] なぶよ
[04:10:20.520] 行
[04:10:23.720] 中わかんねえな
[04:11:07.319] うん
[04:11:20.359] いやつい
[04:11:29.600] よ赤の供給早
[04:11:40.399] すぎるああもう
[04:11:52.720] 今ワンチャンありそうだったねああ今ワン
[04:11:56.439] チャンありそうだったね普通に操作見せし
[04:12:01.119] た悪くなさそうでしたねでもあれ
[04:12:05.520] めちゃめちゃむいけどねけどそのなんか
[04:12:10.199] そのめちゃめちゃ
[04:12:12.159] むい操作めっちゃむずずい
[04:12:21.000] よジャンプせえ
[04:12:41.119] やそろそろ落ちます頑張ってねありがとう
[04:12:45.080] さんありがとうお
[04:12:47.399] やすみもう2時40分だもんなおら明
[04:12:51.800] 休み明日休みな起きて大丈夫
[04:13:03.279] な休みだで最高だよ
[04:13:08.080] なもうじゃんどうしマジでコンビニ行こう
[04:13:12.359] かな一瞬一瞬コンビニ行ってこようか
[04:13:16.640] なちゃまぷんちゃニメぷんチニそうだよ
[04:13:21.080] 本当
[04:13:38.239] ねお前
[04:13:41.000] 赤竜赤竜が
[04:13:46.040] さ邪魔だ
[04:13:52.399] よ
[04:14:00.920] 赤竜そっちにも来るんか
[04:14:09.080] いあの赤龍剣がマジで邪魔なんだけど
[04:14:29.080] うずい
[04:14:31.479] よああしんど
[04:14:59.080] えーちょっと全然できそうにないんだけど
[04:15:11.960] あそこあ
[04:15:49.800] 43面は難です多分あ
[04:15:58.760] 本当嬉しい
[04:16:00.840] ニュース
[04:16:06.640] 何俺今の俺は多分相当なことがないと
[04:16:10.040] そんな嬉しくない
[04:16:23.640] 笑笑
[04:16:27.880] えちょっともうゴールさせろやだるいな
[04:16:36.159] だるいあ嬉しいニュースって43面がて
[04:16:39.640] ことね難だやだやだや
[04:16:46.319] だでどうせ次もむずいっ
[04:16:51.239] てあもうジャンプすんの
[04:16:56.600] もうしんどい
[04:17:27.800] ああ壊してない
[04:17:29.560] 最悪こっちやんなきゃいけないんだ
