[00:00:04.720] 1コメ検討1
[02:24:22.800] ごめんつばめ返し持ってんたこいつ
[02:24:25.800] なるナイス1発はい地震上はい自信過剰
[02:24:31.840] もう誰も止められないもう誰もウナちゃん
[02:24:34.439] を止められないわお前も頭ねいいよいいよ
[02:24:37.359] いいよた自だよもうもう止まらんもう
[02:24:41.160] 止まらんねこれレース負けてるわけ
[02:24:44.399] ないごめんごめんごめたうちゃんモード来
[02:24:48.520] たは
[02:24:51.520] 危ねえこれも飛びけりやらまあまあまあ
[02:24:55.720] いいでしょまいいでしょまいい
[02:25:03.720] でしょ落ちろ落ちろ落ちろランスでよし
[02:25:07.520] はいもう地震過剰で止まりませんから
[02:25:10.600] 止まらん止まらんエンジン
[02:25:13.399] 全開切りなんて格闘4倍の雑魚格闘4倍で
[02:25:19.040] タイプイッチで
[02:25:21.160] いい
[02:25:22.960] な攻撃2段階上がってんだよなんでお前の
[02:25:26.040] が早いのでしょでしょ
[02:25:29.080] 危ねえ怖えなあれだつばめ返し持ちなんだ
[02:25:33.920] ちょっと回復入れとくか怖い
[02:25:37.319] から自なめんなよもううちゃん止まんない
[02:25:41.760] よ攻撃さえ当たっちゃえば絶対
[02:25:46.160] 勝てるルビ
[02:25:54.000] いや
[02:25:54.960] ここういやここうなやろ普通に回復
[02:25:57.560] 入れれるわ普通
[02:25:59.120] にお前がだ出てくるかやまあでも3段階
[02:26:05.040] 上がって2段まだ2段階アップだからここ
[02:26:06.960] で回復入れる回復入れれば大丈夫
[02:26:12.160] 懐かしいなてめえの姿を見るのはいつぶり
[02:26:15.600] だよ話に元気してた
[02:26:17.920] かあ自信ね効くわけないやんけ
[02:26:22.399] お前効くね
[02:26:25.560] 結構変わりで行こういや耐える全然余裕
[02:26:28.880] 全然耐える全然
[02:26:30.319] 耐える笑笑
[02:26:35.600] おら1発で多分ナイス
[02:26:39.640] ナイスよし3人目撃破
[02:26:43.359] ですこれはいいねお前お前が今日がお前の
[02:26:48.200] 100日目だったってことで
[02:26:50.920] が今日がお前の100日目だ
[02:26:53.840] よ
[02:26:55.840] よしなかなかいいんちゃうのいいんちゃう
[02:26:59.920] のなかなかいいねこれクリアある
[02:27:05.279] ぞあるこれあるなおいおいあさんお疲れ
[02:27:09.160] これもうしての行くぞしてのもう3人目
[02:27:11.279] 撃破これはあるなまちょっと1匹落ちてん
[02:27:14.880] のが若干不安ではあるが
[02:27:21.080] これが何タイプだか全然わかんねんだよ
[02:27:24.600] これ何か氷
[02:27:27.399] か氷かエスパーか砂じゃねいやす
[02:27:36.800] え
[02:27:38.720] 氷何何何ああなんか何あカトレアだ知っ
[02:27:46.439] てるエロ動画エロ画像見たことある
[02:27:50.840] エスパーだったかなエスパーじゃ部が悪い
[02:27:55.560] なエスパーじゃ部が悪いんすよ
[02:28:01.040] ねあまだJK見てたかなかなかマニアック
[02:28:04.560] だなまだJKJKまだんJKまだ見てたか
[02:28:10.000] ちくしいなくなったかなと思ってもこう
[02:28:12.319] いう話してもいいかなと思った何タイプか
[02:28:14.319] わかん
[02:28:19.120] ねこ行けるエスパーでしょこれ
[02:28:22.760] 多分これエスパーだよねガブで行けんじゃ
[02:28:26.080] ない本当はウちゃん
[02:28:29.120] がごめんてもう本当にみんなあれだな
[02:28:32.880] なんかエロ動画エロ画像とかとみ引くね
[02:28:35.880] やっぱ女の子はねフェアリーなんか出て
[02:28:37.640] こんやろだって
[02:28:38.800] これ行けるんじゃない花開き現れたのはあ
[02:28:43.479] そこにいるあなたは強さと優しさを
[02:28:46.040] 合わせ持つポケモントレーナーのようね
[02:28:50.200] 相手に求めるのは極上の強さよろしくお
[02:28:53.319] 願い
[02:28:55.359] ねそうだっ
[02:28:58.240] たエロなんかほら寝起き女の子の寝起きて
[02:29:02.439] いいよなどうなってんの髪型それ何その
[02:29:05.240] ハート
[02:29:08.880] はあこれはエロいかもエロいよ
[02:29:15.080] なガブで行くしかねえなまドラクロで
[02:29:20.680] 何タイプいやエスパー
[02:29:23.319] エスパエスパーだこれ耐えるよね多分ね
[02:29:26.479] うー
[02:29:28.359] うをうーねオままあびぐらいだったら
[02:29:32.840] まあまあ
[02:29:38.200] ままあ寝ちゃうよねこれ多分ガブ寝ちゃい
[02:29:41.600] ますこれでおの時間ですなあな10レベ
[02:29:47.800] だった顔
[02:29:51.720] 顔こ入替え
[02:29:54.760] よさすがにこれてチムで落とせるべチムか
[02:29:58.840] レビでもいいなレビ出すかレで行こうジの
[02:30:01.439] 顔み
[02:30:02.600] たい見せちゃおっか
[02:30:05.120] な見せちゃっかなJKに送っちゃおっかな
[02:30:08.560] ま取りようがない
[02:30:13.840] けどなんでやねん見たいって言うたやんわ
[02:30:18.240] 特落ちたうざこれうざいレ
[02:30:23.840] よし一発だ
[02:30:27.720] よ
[02:30:29.960] 何何何ライクの方ってどうことランクルス
[02:30:33.120] はこいつエスパー単体
[02:30:35.439] でしょいやこのままとで押せ押そうかな
[02:30:39.279] 行けるよ
[02:30:41.399] ねああ何何ああの顔見たいあそういうこと
[02:30:47.720] ねめ恥ずかしいじゃん恥ずかしい勘違いし
[02:30:51.960] ちゃった笑笑チマの寝顔をみたいチャマを
[02:30:55.160] ねなんだよ俺なんだよ俺女の子になんだよ
[02:30:59.040] なんだ
[02:31:02.040] こいつ英語かける笑笑チマの寝顔を見たい
[02:31:06.600] かと思ったあ止まっちゃったやべえ気合い
[02:31:08.880] 玉だ待てせめて死ぬんだったらお前画面に
[02:31:11.439] 映すよ知らないけどね多分耐える全然
[02:31:13.840] 耐える耐されすぎだろ
[02:31:17.319] ああ
[02:31:21.640] ああ笑笑
[02:31:24.840] あああ
[02:31:30.960] 笑笑こんばんにあよかった映っ
[02:31:35.359] て画面には映ったもじちーんのもじ
[02:31:40.520] ちーん3は終わらないよ良い顔してますね
[02:31:44.800] リブレチュプリブレチプリブレチム買主
[02:31:48.880] 思いなしに
[02:31:50.560] 死ぬ目には会えたね
[02:31:54.960] いや
[02:31:58.439] いやあ
[02:31:59.960] ええ終わりやんけ
[02:32:02.520] こんなんマジか
[02:32:09.720] よこれはやばい
[02:32:16.120] よエス勝ってるだろさすがにええ
[02:32:22.840] なんでお前曲がったスプーン持っ
[02:32:26.120] てん
[02:32:28.960] こんばんは
[02:32:32.560] こんばんはあしみちゃんもこんばんはこん
[02:32:36.279] こんばんはうわ耐えるのしかも耐える
[02:32:42.319] のしかも耐えんのか
[02:32:47.040] よマンボなんか絶対耐えるよこっちは
[02:32:51.240] 川ありなんだからこっちはだるだるの
[02:32:54.920] えーやばちょっと待ってこれ
[02:33:02.080] 勝てるゼルが落ちはだいぶきつい
[02:33:06.680] よゼルが落ちはやばく
[02:33:10.760] ないうわチャンピオンだ次
[02:33:14.279] うわ
[02:33:16.840] ゼルゼルがちまずい
[02:33:23.040] なねやこれはなこの3匹でいけんのか
[02:33:29.359] これ1番落ちて欲しくないの落ちたやばい
[02:33:37.479] なあ
[02:33:41.840] うーマックスPPも使っとくか一応もう
[02:33:47.640] なえ
[02:33:51.080] がが
[02:33:54.200] いるGAた実のBGM久しぶりにけるの
[02:33:59.680] マジで楽しみあそんなに何チャンピオン戦
[02:34:02.120] いいんだチャンピオン誰だっけ
[02:34:05.960] アデクあれ何でも直し
[02:34:11.040] わ
[02:34:13.120] ブあ2は違うんだあめちゃめちゃかっこ
[02:34:17.560] いい
[02:34:18.720] ねべえよゲーム
[02:34:22.640] 使おう白なもいいよねどういうBGMだっ
[02:34:25.960] た忘れた
[02:34:28.359] けどちょっと少しでも少しでもレベルおお
[02:34:32.040] 雷覚えるあ雷いらないか使ってる暇ない
[02:34:36.200] もん
[02:34:39.120] ね不思議ラムなくなっちゃったまいいや
[02:34:41.359] よしよしえこれいけんのてか何タイプなの
[02:34:46.640] 最後何タイプなんだよ最後
[02:34:51.439] パーティー1
[02:34:54.080] パーテパーティパーティパーティパーティ
[02:34:58.479] パーティ
[02:35:00.920] パーティするよ後悔する行くしかねえ
[02:35:04.120] じゃんだって帰れないやだって後悔するも
[02:35:07.359] ないもねえよ行くしかねえんだよどここれ
[02:35:09.279] どっちこれ壁れんのかこれあこれ壁じゃ
[02:35:14.040] ねえんだこれ階段なんだでかすぎて分かん
[02:35:15.800] ないタウに任せよう
[02:35:19.760] 初手ウにし
[02:35:25.160] とくおおこれ入ったら始まっちゃうのか
[02:35:28.800] ないや初手ガブで様子見ていいんじゃない
[02:35:32.000] こいつら落とされる可能性あるからなうわ
[02:35:35.279] とま死んでのいてえな行くよみんな行くよ
[02:35:40.880] これにてチマゲームのえポケモンブラック
[02:35:44.399] 2人生縛りラストバトル行くぜありがとう
[02:35:48.040] こんなとこに1人で寂そう早く行って
[02:35:51.040] あげよ行く
[02:35:52.680] ぞ
[02:35:55.399] とり誰なんだこいつひこ様みたいなのがる
[02:35:59.319] 引しかいないのうお死んじゃったからで
[02:36:01.880] まだラストとは限らえラストじゃないの
[02:36:03.960] ようこそ挑戦者誰だこれやめてえじゃ
[02:36:08.319] ねえ待ってたよ誰だしだドラゴン臭くね
[02:36:13.880] 渡る
[02:36:17.240] マジギャル誰これ
[02:36:20.840] 私で強いトレええ誰これこんなんじゃ
[02:36:23.840] なかったな前回な私で強いトレ後の真剣
[02:36:26.160] 勝負は楽しみなのだってそうでしょ来るの
[02:36:27.880] は心の底から勝利を求めてトレナー共に
[02:36:30.439] 戦うのはあたの激戦をくりのけたポケモン
[02:36:32.760] そんな相手と競いあえたら私もあなた私の
[02:36:35.200] ポケモンもっと強くなれるしお互い
[02:36:36.479] 分かり合えるのじゃあ行くよポケモン
[02:36:38.040] リーグチャンピオンアイリスアイリス
[02:36:39.600] アイリスって誰だっけ姫みてあれアイリ
[02:36:42.680] スってさチャンピオンが変わってるんだ
[02:36:45.880] アイリスあれアイリスってあれやんね前回
[02:36:49.000] のさかは前回のなんかジムリーダーだよな
[02:36:52.160] でしかも出てきたよねちょっとねあ
[02:36:54.399] チャンピオンだミク方式だくり方式
[02:36:57.160] クリスタルでミクリがチャンピオンなって
[02:36:58.760] たみたいなラスボス曲へあ変わってんだ
[02:37:02.160] この2年でこれになったじゃドラゴン
[02:37:03.760] タイプ
[02:37:05.279] だ何これかっこいい曲ええされるぞ何この
[02:37:12.560] 曲や
[02:37:14.279] ば
[02:37:16.760] かけアイリス可愛いい
[02:37:23.560] アイリスさあ最終結さあ泣いても笑っても
[02:37:28.080] これが最後だよ行くぞお前らついてこいよ
[02:37:32.359] ドラク冷凍ビームがくなるレビが欲しい
[02:37:37.399] レはい1発はい1
[02:37:42.960] 発レミじゃなくて霊なラプもち
[02:37:49.960] セアリータイプ多んだ
[02:37:54.319] 天めちゃめちゃいい
[02:38:00.600] 曲なるほどなお前はそういうの持ってんの
[02:38:03.279] ね俺だってお前のためにこれ用意しきたよ
[02:38:05.600] 歌うはやめよそういうのやめ
[02:38:11.240] ないうわ歌うはだるい
[02:38:16.600] なあいや入れ替えるぐらいだったら回復だ
[02:38:19.319] なおやすみてんちむおやすみてんちむお
[02:38:22.880] やみてんちでわろたてんちむすやすやで
[02:38:30.640] 草レビだよ
[02:38:33.120] な耐えるでも耐えるでしょいいねいいねう
[02:38:39.120] レビ乞食がよお前レビしか撃てねんだろ
[02:38:42.600] こっちもマボしか撃たねえ
[02:38:45.920] やまさで落ちないと思うお
[02:38:51.600] 落とす息してるボスボスねはいはい負けえ
[02:38:57.399] ボスゴってボスゴって何タイプだうで
[02:39:00.760] いけるで
[02:39:04.439] でける
[02:39:09.920] 落とすおめえなんかに負けねえよおい飛び
[02:39:13.680] 絶て当てろよお前絶当てろちゃんちゃん
[02:39:17.399] ちゃん絶対当てろよガバ
[02:39:20.560] さ何やってだ
