[00:00:00.240] に
[02:05:25.760] ても別に使うかどうか別にボックス預け
[02:05:27.960] ちゃえばいいわけだから捕まえる笑笑星の
[02:05:32.559] 瑠璃
[02:05:35.880] こいつあ宇宙戦艦なでしこねちなみに被る
[02:05:40.000] んだそう被るんだよ被るんだよねでも
[02:05:42.719] 可愛いからあの起あのあれな宇宙戦艦
[02:05:46.719] なでしこのりはノーマルじゃないっけま
[02:05:49.119] まだねまだノーマルだけどゆくゆくはね水
[02:05:51.199] になるよねルリリ水玉ポケモン高さ
[02:05:53.800] 0.2m重さ2kg栄養が詰まった大きな
[02:05:56.880] 尻尾を振り回して自分より手合い相手にも
[02:06:00.590] [音楽]
[02:06:01.960] 立ち向かう星のルリだろこんなもマリの時
[02:06:04.719] が一番可愛いマリルリも可愛いやろか
[02:06:07.360] そんなに可愛いのにゆくゆくは戦艦いや
[02:06:10.360] 戦艦じゃならねえよならねえそういう意味
[02:06:13.000] じゃねえよ星のはひらがなだなタイプは
[02:06:16.599] 進化によって変わる
[02:06:18.079] うん変わるのもいるし変わんないのもいる
[02:06:20.559] し追加される2つタイプになるやつもいる
[02:06:23.000] はなんか細長いでしょ確かになんかあの
[02:06:25.800] 本当になんかデブって感じだよねうんえー
[02:06:30.960] 星の瑠璃
[02:06:32.320] ですちゃま君みたいにエ玉なのがいいエ
[02:06:36.760] 玉あの尻尾に蓄えられた栄養がエナジー
[02:06:40.320] ドリンクに含まれているのですこれに含ま
[02:06:42.719] れてるんだあのあのなんか需要競争なんか
[02:06:46.320] まなんかマカとか入ってそうなんか元気に
[02:06:48.639] なりそうだねなんかすご10とか入って
[02:06:50.880] そうすじ
[02:06:52.840] つまりルリリはりの素材うまいルリリ
[02:06:56.559] ドリンクうまい尻尾にチルアウト入ってた
[02:06:59.840] いや尻尾にすご入ってますチルアウトじゃ
[02:07:02.760] ないになんのかすだっ
[02:07:05.840] て生しりか生
[02:07:11.960] しり
[02:07:13.260] [音楽]
[02:07:13.670] [拍手]
[02:07:14.960] えどどっちでもええねんけどねここさ
[02:07:17.559] メリープは仲間になんのどんだけ好きなん
[02:07:19.800] だよメリープはえあんまレアじゃなかこれ
[02:07:22.599] もしかし
[02:07:25.520] てあんまりレアじゃない
[02:07:28.679] なあ違う違うあのちょっとレベル上げや
[02:07:31.760] 戦おう
[02:07:33.239] 戦おうちょ戦おうレベル上げし
[02:07:36.480] たいロザリオのレベルレベル上げよう
[02:07:39.719] レベルちょっと10ぐらいになで結構適当
[02:07:42.840] なコメントいやなんかよおさん最近
[02:07:44.840] ちょろっときてコメントしてくれるあいや
[02:07:46.880] こいやありがたいありがたいありがたい
[02:07:49.360] ありがたいもっとコメントせえよ
[02:07:52.079] もっとコメントせえよルリさん案件
[02:07:54.079] よろしくお願いします案件お待ちしてます
[02:07:56.480] 企業の皆
[02:07:57.840] さん案件お願いしますちょろっとこてって
[02:08:01.040] なんやちょろっと来てちょろっと来てい
[02:08:03.320] ちょろ可愛いんだけど
[02:08:06.880] さ捕まえとく
[02:08:09.239] 一応ボックスにまあいてもいいかてか
[02:08:13.679] 捕まえてないポケモン捕まえる終ったら次
[02:08:16.639] があるからね今日のバイト分が終わったら
[02:08:18.920] 次がある何どういうこと
[02:08:21.960] いや別捕捕まえてもてるだけ
[02:08:26.559] 振り込みうん今月のコメント代何覚えたっ
[02:08:29.639] けかああこいつ秘伝要因にできるかもねま
[02:08:33.040] 持っててもいいな別に捕まえたら必ず使わ
[02:08:36.400] なきゃいけないわけじゃないからね
[02:08:37.440] ボックスに入れといて
[02:08:39.599] さていうかていうかなんなら待って違う
[02:08:42.400] そうだ捕まえといた方がいいんだよだ全滅
[02:08:45.280] したらそっから使わなきゃいけねんだから
[02:08:47.679] デリー名前飲んでリーにしようよし
[02:08:49.840] オッケーいただき
[02:08:51.760] 名前のんデリーに
[02:08:54.040] しようのんデリーいいじゃんのんデリー
[02:08:56.639] 序盤出しで恋に置いといてもいいかもね
[02:08:59.199] なんでそういう悲しいこと言うのねえ
[02:09:02.679] そんなのいないでしょそんなデコイとか
[02:09:05.320] ないからみんな命なんだ
[02:09:09.360] よご
[02:09:11.679] ごめん命がんだよみんな等しいんだよ大き
[02:09:16.119] さ
[02:09:18.960] はそんなに叫ばないで
[02:09:22.040] 命ごめんこなに可愛いのに
[02:09:25.239] みなお前の名前のん
[02:09:30.520] でこいつのんでりっぽいもんななんかのん
[02:09:34.159] でりっぽいもん俺は声をにしてい普に
[02:09:38.360] ポケモンてるだけなだ女の子とかにも普通
[02:09:41.800] になんか
[02:09:43.000] あのなんか整形整形したお前それ整形やん
[02:09:47.760] なとか言いそう
[02:09:51.440] お前それ鼻整形やんないいそう取ったて
[02:09:55.440] 聞く命なんだよって言いながら仲間にんで
[02:10:00.159] りって名前けてるやを信用できあええええ
[02:10:04.880] ですぐ出るやんすぐ出るやんすぐ出るやん
[02:10:08.760] リオルなんや
[02:10:10.239] ねん5%2回
[02:10:12.800] 目ただ違うよレベル7だったからね違う
[02:10:16.159] レベル7だったからねレベル7って相当
[02:10:18.639] 低いんじゃないでもレベル5じゃんこれ
[02:10:22.559] 本当に5%そんな簡単に5%低くな高かっ
[02:10:27.400] レベル7だった
[02:10:28.500] [音楽]
[02:10:32.880] よまあまあまままレベル上げしますか
[02:10:36.599] ロザリオレベル10まで持ってっ
[02:10:40.080] [音楽]
[02:10:43.079] て
[02:10:46.280] うお
[02:10:48.060] [音楽]
[02:10:49.559] うきちゃ
[02:10:52.440] 可愛いコダックだこ
[02:10:57.520] だじゃあ俺より怪えてるから
[02:11:01.760] 嫌い
[02:11:05.639] 可愛いこれ好き
[02:11:08.719] ろいやどうしよう捕まえようか
[02:11:12.280] な
[02:11:14.340] [拍手]
[02:11:17.880] 左手コダック
[02:11:20.239] かおお稼げる稼げる稼げる稼げるいいね
[02:11:25.840] 稼げる
[02:11:26.960] よ水ポケモン多いけど可愛いから
[02:11:30.840] やろま捕まえといて損なしだ
[02:11:35.239] な捕まえといて損
[02:11:38.400] なし捕まえとこうかじゃあこいつも一応
[02:11:42.040] 捕まえとこう
[02:11:43.400] か水タイプだらけやんななんかこいつも水
[02:11:47.239] なんだよアヒルだ
[02:11:49.199] から感だ
[02:11:53.760] ダック女の子だよだったったにそれパって
[02:11:59.079] れ
[02:12:01.360] ばやらねえよふざけんなさんが一番好きな
[02:12:04.800] ポケモン
[02:12:06.400] だ水商売パーティいいね女しかも女
[02:12:15.280] だらけま捕まえといてそんない
[02:12:20.159] な
[02:12:21.719] うい
[02:12:24.199] オロザリオ店の名前ロザリオありそう本当
[02:12:29.440] にそういうピンサロありそう笑笑
[02:12:32.599] モンスターピンサロロザリオありそうだな
[02:12:35.599] ト上がりな感じしあななんかそういうそう
[02:12:39.159] いうピンサロありそうだなピンサロって何
[02:12:41.440] ですか分かりません名前何しようかな名前
[02:12:45.520] は
[02:12:47.159] 脱穀脱穀にしよううち回行くと脱穀前が
[02:12:50.719] 出るからマリアあんま好きじゃねんだよ
[02:12:53.239] なんでマリアないや国です国こいつの名前
[02:12:57.800] 国脱穀コダックの脱穀脱穀脱穀
[02:13:08.040] マオえこれメリープこんなにいてメリープ
[02:13:11.239] 出てこんのこれ国あ雑穀かごめんごめん国
[02:13:17.199] か間違ったねなんだ脱穀
[02:13:20.119] ってなんだ脱穀
[02:13:23.199] って毎度使う気なくなったわ名前間違えた
[02:13:26.599] しううざ麻痺なっ
[02:13:31.639] てるコダクって力使えんかったあ使える
[02:13:35.760] ロドマンさすが脱はめる作あまそれはそれ
[02:13:40.040] でオッケー縁のしたの力持ちってことだよ
[02:13:42.719] 縁のしたの力持ちって
[02:13:45.910] [音楽]
[02:13:47.559] こと
[02:13:49.119] ぽぽじゃねえわふざけん
[02:13:52.440] なあメリープ捕まえといていいかもこれ
[02:13:55.960] あれだね電池波覚えてるからモンスター
[02:13:57.800] 捕まえたい時にいい
[02:13:59.400] ねだ抱こ
[02:14:13.320] な名前何しようか
[02:14:17.119] なメリープ綿ポケモン高さ0.6
[02:14:21.559] 重さ7.8kg冬
[02:14:24.320] [音楽]
[02:14:25.480] さ寒くなり静電器が溜まるとが2倍に
[02:14:29.440] 膨れ上がり尻尾の先が本のり
[02:14:32.320] 光るメリカメリカメリカメリカにしようか
[02:14:36.639] 名前男かいやメリケにしよう
[02:14:40.000] メリケこいつメリ剣名前こいつメリなんな
[02:14:44.599] ださっきから毛があるものを恨んでんのか
[02:14:47.679] なあ髪の毛に親殺されたんかメリケ
[02:14:51.119] ケンメリケンメリケンメリにしようメリケ
[02:14:55.760] じゃなくてケンメリの方がいい
[02:14:57.719] ねけりがいい
[02:15:00.199] わし
[02:15:01.920] メリいいじゃん
[02:15:04.559] メリ
[02:15:08.440] メリあもう手持ち6匹になったん
[02:15:12.599] だあもう手持ちが6匹になりましたねや
[02:15:17.040] ロザリオ回復して1回回復に戻るか結この
[02:15:20.639] のもう粗方捕まえたんじゃ
[02:15:23.280] ないいやでもルカ日産グアの相性だよ古い
[02:15:27.440] 車な古い車
[02:15:31.280] でしょ昔じいちゃんがさじいちゃんがさ
[02:15:34.719] あの日産で働いてたことがあってその時
[02:15:37.639] 乗ってたよ乗ってた乗ってた昔じいちゃん
[02:15:43.480] が死んじゃったけどねファブルに出るっけ
[02:15:47.679] あれファブルあファブルのあれが乗ってる
[02:15:50.199] やつてけケンメリあのファブルのさあの
[02:15:52.440] 親方みあのなな忘れちゃたあのあいつ
[02:15:55.119] あいつあいつあいつが車好きのやつが乗っ
[02:15:56.840] てる
[02:15:59.840] やつ多分そう多分そうだよ
[02:16:06.840] ね部分的にそうなんだっけそれあれじゃん
[02:16:12.559] ツルツルのベロリンガはらんのか確かに
[02:16:15.000] ベロリンガっぽいよしお
[02:16:18.280] さんええ
[02:16:23.639] 懐かしい懐かしいファブルのね
[02:16:26.559] アキネーターそうそうそうあ何持ってんの
[02:16:30.719] お前デリーから傷薬持って
[02:16:34.040] たれ物これ
[02:16:36.920] あいあ打撃でそっくりだよね物だこいつ
[02:16:40.479] こいつはいいですよに買った車大事に使っ
[02:16:43.399] てる齢者運転信頼でる
[02:16:46.200] よ昔に買ったていう
[02:16:49.080] かちゃのはあのあのあれだけどねあの役で
