[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[02:55:48.880] 主なんだったら
[02:55:51.520] さいやなんか適当だ別に笑って許すけどさ
[02:55:55.920] 許してないけどあいついつもそうやねん
[02:55:59.880] ていいい俺らだからいいけどさ普通に
[02:56:04.760] なんかその初見の人にそういうことしたら
[02:56:06.439] さそうやって思われるぞっていう話俺らは
[02:56:09.399] もう別にもうちろ諦めてるからいいけど
[02:56:13.160] さ今まで連絡早かったことないないない
[02:56:16.399] ないないないない基本連絡入ってこないし
[02:56:18.680] やめこれ悪口じゃないよ悪口じゃないと
[02:56:21.319] いうか悪口だとしても言われてもしょうが
[02:56:23.040] ねえあいつはマジで給吸えねえといけねえ
[02:56:25.279] よマジで本当に直した方がいいよそれは
[02:56:27.160] 言わせてもらうけど
[02:56:28.880] 回し絶対それは直した方がいい誰も
[02:56:32.560] イベント出なくなっちゃうよそんなの続け
[02:56:34.279] てたら本当
[02:56:37.239] に本当に誰も自分のイベント出てもらえ
[02:56:41.040] なくなるよこんなん続けてた人狼もうかっ
[02:56:44.000] たから確認したもん笑笑
[02:56:48.520] 自分の首閉めるぜマジで俺らはなんかこう
[02:56:52.000] やって
[02:56:53.840] さ全く関係ねえな本当に3mm3mm
[02:56:57.200] 3mmだ
[02:57:01.810] [音楽]
[02:57:03.920] よ俺らはこうやってさネタで言って
[02:57:06.560] あげれる分いいけどさネタじゃねえけどさ
[02:57:08.800] 配信でこうやってあいつそうとかんだよて
[02:57:11.080] 言ってあげれるからいいけど
[02:57:12.600] さそれこそさ今回初めましての人にさして
[02:57:16.279] そんなの思われたら分が
[02:57:18.180] [音楽]
[02:57:19.880] 体てそういうとこあんだよ
[02:57:23.710] [音楽]
[02:57:27.680] な3mm分0.8mm0.8ってやばく
[02:57:32.200] ないほぼ5輪じゃん0.8って5輪
[02:57:36.720] でしょそれはやばいせめてもない
[02:57:39.710] [音楽]
[02:57:44.439] ね18日って何曜日だっけ土曜日だっけ
[02:57:47.560] 忘れちゃった
[02:57:48.590] [音楽]
[02:57:58.520] ちゃまくこんばんはお疲れちゃんこめ
[02:58:00.680] ちゃん
[02:58:06.840] こんばんは今日もやってます
[02:58:10.359] よ今日もやって
[02:58:13.080] ます結局伸びるからいいやって思ってまで
[02:58:17.479] 短くまあねたださ限界まで短くするとさ
[02:58:21.080] もう本当にここだけスキン見たくなるなる
[02:58:23.720] じゃんま毛のあれにもよるんだけど俺軽
[02:58:26.800] 細いからさあんまり短くするとここが本当
[02:58:29.359] に何もなくなっちゃってさ肌色になっ
[02:58:31.760] ちゃってほめちゃめちゃ変になるから
[02:58:33.399] 3mmぐらいを残さないとなんかこの処理
[02:58:35.640] 感が出ないん
[02:58:37.279] でま結局伸びるからね短くすれた方が楽な
[02:58:40.600] んだけどさ
[02:58:50.610] [音楽]
[02:59:01.720] イベント皆さんやる時はさやっぱ連絡は密
[02:59:04.680] に取らなきゃダメだねダメだと思うよ本当
[02:59:06.800] にそ主催者側
[02:59:08.520] が本当にそう思う主催者側がさあなんか
[02:59:14.040] そんなんだとみんなモチベ下がるからな
[02:59:18.160] 俺も今イベント考えてさずっと動いてる
[02:59:20.239] けど毎日誰かしらと連絡取ってるもんあれ
[02:59:23.640] どうなったこれどうなったって迅速
[02:59:27.680] にんすしてくれて助かったそう俺ね
[02:59:32.000] Twitterのリプは返さないけどそう
[02:59:33.399] いうのはすぐだ
[02:59:34.560] ようったあれどうなったこれどうなった
[02:59:38.359] もう毎日誰かと言ってるもんな12月の
[02:59:41.359] イベントなのにだ
[02:59:43.120] よ12月のイベントなのに今からそれなん
[02:59:45.840] だぜそんが今だイベントなんです
[02:59:51.000] けど雪山ケト出るんだそうそうケト出るん
[02:59:54.640] だケントを誘うために日曜日に下まである
[02:59:56.960] からねリプも返せま確かにね本当にそれ
[03:00:00.439] です連絡遅いのとてもとてもってなります
[03:00:03.359] とてもとてもまるまるだよねマジでねその
[03:00:06.760] リプなんかは別にさ正直あの返さなくても
[03:00:11.359] いいとは言わないけどま別に何かがさあれ
[03:00:14.880] なわけじゃないじゃない返すけど遅くても
[03:00:16.880] にしないとだからねそうそうそれで
[03:00:19.279] めっちゃ急の開催になちゃそうあ全然
[03:00:21.800] 大丈夫だベちゃん大丈夫大丈夫リ雑談だ
[03:00:24.120] からねちゃまくはまだTwitter返信
[03:00:26.880] する方あのねもらった時にちょちょ返すん
[03:00:29.800] じゃなくて貯まったら一気に返すってやり
[03:00:31.720] 方なんだ
[03:00:33.800] よなかなかねいやありがたいことにさ結構
[03:00:36.920] みんなねくれるからさそれまそれでな
[03:00:40.080] なんか作業止めて返してると結構時間がさ
[03:00:42.920] あのま別いいんだ嬉しい話なんだけどし
[03:00:45.200] ないと不安になる気がするんリプは
[03:00:47.200] どんどん送ってくれ絶対に返すからま返さ
[03:00:50.520] ない時もある
[03:00:51.640] けど返さない時もある
[03:00:53.750] [笑い]
[03:01:00.260] [音楽]
[03:01:02.160] けどそう連絡早めにそうそういうイベント
[03:01:05.880] ごとはね自分のイベントの時にそういう風
[03:01:08.840] にさこうやってガツガツガツガツ連絡取っ
[03:01:10.680] てさま連絡最速はしないけどさまどうなっ
[03:01:15.160] たとかってさま聞く時があるわけじゃん
[03:01:17.960] それを考えたらさ自分もそうウカウカして
[03:01:20.200] らんないよね時間サリップそう普通に夜
[03:01:23.800] もらって朝返すとかだからね俺時間さ
[03:01:38.320] [音楽]
[03:01:41.120] リプちゃまさん初に行く場合でも自分に3
[03:01:44.840] ヶ月前くらいに聞いてたし
[03:01:48.040] あった方がいいよ
[03:01:50.540] [音楽]
[03:01:52.359] な1週間前に大阪湖なんてねゴゴ同
[03:01:58.279] だふざけんなっつ話です
[03:02:01.060] [笑い]
[03:02:03.160] よ茶け来週大阪後編ん何お前そんなお前
[03:02:08.800] 隣町のやつ誘うみたいなテンションで誘っ
[03:02:11.120] てんだよこっち関東や
[03:02:14.399] ぞ笑笑誘われなかったらやんだってよ前は
[03:02:20.920] やべえ笑笑いや別に
[03:02:23.239] さそんなん別にあれだ
[03:02:26.640] ぜ高いしなポコミちゃんとのやり取りも
[03:02:30.840] わろてる
[03:02:32.960] 笑みの北海道だからまだ俺が可愛く見える
[03:02:37.560] レベルだろ俺こないだボテさんから会する
[03:02:41.040] んやけど
[03:02:42.439] こ2日前に来たよなめてるな
[03:02:49.560] まだこやって俺ら笑って許してやれるから
[03:02:51.840] いいよ本当にだめだよ本当
[03:02:55.590] [音楽]
[03:02:57.399] にてでもこういうこと言うとあいつあいつ
[03:03:01.000] はあいつでへこむねん結構えごめんみたい
[03:03:03.800] なごめんはいいけどさからも声がかから
[03:03:06.960] ない頑張る太郎
[03:03:10.399] さバルちゃんだ遠いねん
[03:03:13.720] もじゃ俺もバルちゃんに明日栃木こんて
[03:03:16.840] 聞こ
[03:03:18.560] してなっちゃう笑もっとへまさんはいや
[03:03:23.319] マジでねちょっと1回痛い目みんなわから
[03:03:25.640] んであいつほんまに勝手にもっとしっかり
[03:03:28.840] してると思って
[03:03:31.080] たいやここで言っちゃうと悪口みたくなる
[03:03:34.000] けどさ立てさせよ立てさせようよなあ12
[03:03:37.399] 月こさせんべでもなやっぱさそういうのや
[03:03:40.920] 家庭ある人には難しいよねそういうのって
[03:03:44.279] 家庭ある人にはなかなか難しいよ
[03:03:49.359] 勝手にこっちで来てよって言ってもさ
[03:03:51.160] やっぱ無理して来てもらうことになるから
[03:03:52.720] ねでも会いてよなでも会いたい
[03:03:56.150] [音楽]
[03:04:10.239] ねまあねその連絡あいつ押せんだよなって
[03:04:13.960] こうやって笑って配信でネタにされてる
[03:04:15.840] うちが花だからなまあさすがにちょっと
[03:04:19.439] スケジュールの流れによる組み立て方は
[03:04:22.080] もっとねとは思ういやマジで花だよいや
[03:04:25.359] 本当にだからさいやこのまま行ったら本当
[03:04:28.319] に誰もイベント出てもらえなくなっちゃう
[03:04:30.200] よって言ってんの俺言ってんのはないされ
[03:04:32.800] なくなったらいよよな本当にそう諦められ
[03:04:36.560] たら終わり半分諦めてるよ俺
[03:04:39.280] [笑い]
[03:04:43.520] は笑笑だて今回のだからだから何の告知も
[03:04:47.080] なく
[03:04:48.479] あの俺のタグけタグ付けツイートで知った
[03:04:52.080] んだもんだって再来週やるよっ
[03:04:54.360] [音楽]
[03:04:56.800] て連絡せえ
[03:04:59.560] [音楽]
[03:05:02.680] やいや調整さんはもちろん入れてるけどさ
[03:05:05.920] 知らんかったい知らんって知らんかった
[03:05:08.040] からだから今この話してんだよだからこの
[03:05:10.560] 話してんだ
[03:05:12.279] よ俺ツイートで知ったんだ
[03:05:15.279] もんなんかに通来るなと思ったらさみたい
[03:05:20.479] なそうそうそうそうそう
[03:05:23.080] いや調整さんてそういうののためじゃない
[03:05:25.840] よ
[03:05:27.280] [音楽]
[03:05:30.800] なあんまり言うと愚痴になっちゃうんで
[03:05:33.160] やめようたらくてんちゃうとも思う
[03:05:41.840] うんそもそもでも俺まもちろん誘われてら
[03:05:44.920] 全然出るけど全然出るけど出る回答する前
[03:05:48.359] にもう朝鮮さんに名前入ってたからねもう
[03:05:51.120] 俺出ることなっとるやん
[03:05:53.860] [音楽]
[03:06:02.160] 俺本当彼はそこの辺直した方がいいと思う
[03:06:08.040] な誰も出てくれなくなっちゃうよ本当に
[03:06:11.560] そういう噂が噂はも蔓延してる
[03:06:15.000] けどまだ笑って笑って
[03:06:21.439] こんばん
[03:06:23.560] こんばんはすいませんねなんか
[03:06:26.520] あのあのねもしかしたらそのもう
[03:06:30.120] 草え誰がだ
[03:06:36.960] よさ
[03:06:39.439] ない半分ネタじゃねえけどな半分ネタじゃ
[03:06:43.200] ないけどねは
[03:06:47.760] からしてみろよ毎回毎回来週大阪来いとか
[03:06:53.000] どこ来いとかって言わ
[03:06:55.080] れる無理やろって普通
[03:07:00.000] にいやま誘ってくれてんのはねあいつの
[03:07:03.359] あれだから嬉しいんだけど
[03:07:10.680] さやっぱ
[03:07:13.760] ねそういうところはやっぱあのイベントの
[03:07:18.479] 主催者はちゃんとか特に無理やな笑なんか
[03:07:22.120] 思い立ったらすぐやるみたいなとこあるよ
[03:07:24.800] ねういやまあいいことなんだけどね勢いが
[03:07:27.279] あるのは
[03:07:28.480] [音楽]
[03:07:31.640] ねすいませんねなんかあの彼のことが
[03:07:35.560] めちゃめちゃ好きな視聴者の方からしたら
[03:07:37.640] なんかすごく愚痴っぽくなっちゃって気分
[03:07:39.279] が悪いかもしんないけどでも本当にそれは
[03:07:41.000] あいつの悪いとだと思うから俺は誰かが
[03:07:43.319] 言ってやんなきゃなんないと思うよこう
[03:07:44.760] いう風にこれでさいやそんなことないよ彼
[03:07:47.680] てここで甘やかしてたらいつまでも変わん
[03:07:49.359] ねえから
[03:07:51.000] さいやこれはマジであいつ直さなきゃいけ
[03:07:53.560] ないと思う俺はこれからもイベントやり
[03:07:55.880] たいんだったら本当
[03:07:59.520] に海外のプロモーターのブッキングみたい
