[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[03:43:54.319] てきたマプ
[03:43:59.080] これいた
[03:44:15.520] 目の前
[03:44:21.399] だたと4人で戦した場所ああそうかはい
[03:44:28.239] はいはいそうだわよう覚えてん
[03:44:35.399] な早いねんな
[03:44:42.880] こいつ危ねえ
[03:44:45.840] 記憶
[03:44:48.680] ねそうだわここそんなあのあっちから来た
[03:44:52.319] んだよな俺らなやらあっちから来てさで
[03:44:55.319] ここでこうやってやってここのなんか色々
[03:44:57.199] 取った気がするわ俺も聞いたセラファイン
[03:45:01.439] だかセラファイトってマジやんスカーて
[03:45:04.720] 呼ばれてたけどねてるすげえなみーちゃん
[03:45:07.840] したのいやみちゃんすごいなあったなここ
[03:45:11.520] めっちゃ難かったとこだよこれ思い出した
[03:45:16.800] そうそうそうそう
[03:45:18.800] そう
[03:45:20.399] 懐いここでさ俺こうやってさこうやってき
[03:45:24.439] てさこうやってきてここにいる2人を殺し
[03:45:28.080] てここに逃げ込むんだよでここのなんかを
[03:45:31.159] 取ってこっからライトで見つかった場所だ
[03:45:33.760] よねあそうそうそうすごいハリボテちゃけ
[03:45:38.239] あそうだよほら
[03:45:41.640] ここあここあれじゃないのこれなんかだ
[03:45:45.439] けど緊張感あって面白あ何何何のいちゃん
[03:45:49.319] あれなこのゲームが好きで来てくれたん
[03:45:51.560] じゃないんだこのゲームも知らずになんか
[03:45:54.239] デブがゲームやってんなつってきたんだえ
[03:45:57.600] このゲームおもろいんだけどめちゃむずい
[03:45:59.800] よただストーリーはマジで
[03:46:05.000] おもろいめっちゃむずいよ
[03:46:08.600] これあ普段はこんなゲームやらないからね
[03:46:11.880] 俺普段はこんなゲームやらないっす全然
[03:46:15.840] はファミコンデブがおもろそうなゲーム
[03:46:18.120] やってる普段はファミコンファミコンしか
[03:46:21.000] やりませ
[03:46:28.319] んデモにはかなり賛否両論らしいねの配信
[03:46:33.040] 者からちゃさんあそうなのえ
[03:46:37.319] 誰悪口言ってた悪口たこのチマゲームって
[03:46:41.399] 配信者がよマジでこいつあの
[03:46:45.399] 重んねえくせに声だけでかくて態度も
[03:46:48.600] でかくてみたいな笑笑ちなみに誰俺に
[03:46:53.359] 告げ口していい
[03:46:56.960] よ知らねえけど何それ有名人がめあたつか
[03:47:02.479] よたつつりかよなんだよなんだよたつ
[03:47:07.800] 繋がり
[03:47:09.680] かか一気に一気に友達出たわ
[03:47:15.080] よねうちのたくありがとうぼけちゃけあの
[03:47:19.800] 今度のイベントでギターも引いてくれるし
[03:47:22.040] 草友達の友達の友達だもんなそうだそう
[03:47:25.560] そう俺たち何えチーム友達だ
[03:47:36.040] よパッツンから来たのパッツンから
[03:47:45.199] このポスターは何なんだどれ何漫画だらけ
[03:47:48.040] だね待ったってだそうだオリオン通りで
[03:47:53.399] 育ったリーターほらお前みたいそうリード
[03:47:57.279] ギターああ生まれる時代間違え
[03:48:07.239] た通りのピクミン
[03:48:21.000] いい
[03:48:22.680] ねえっとリードじゃないギターはするの拍
[03:48:28.199] ギターじゃないやん手拍子だっ
[03:48:36.279] たあカボスちゃんじゃんそれかい
[03:48:40.600] カスタネットかな多分者かと笑
[03:48:45.560] 一応じちゃんも頑張って配信しあの練習し
[03:48:48.600] てますから
[03:49:02.199] ねつその剣のなんていうのリズムギターと
[03:49:06.920] かバッキングとかって言うけどうん決まっ
[03:49:10.159] てないよ
[03:49:11.680] ねじちゃんを1番楽しみにしてるからあ
[03:49:23.680] おえどこ行くの
[03:49:32.159] これどこ行くの
[03:49:36.920] これ
[03:49:38.880] ターあるよねたこっちはどうだギター1
[03:49:43.279] ギター2
[03:49:46.960] んじゃないなんて呼だってんだ好きに笑笑
[03:49:50.880] いやわかあんじゃない呼んじゃダメなんて
[03:49:53.800] こと
[03:49:54.680] ないはいわかりまし
[03:50:05.080] たそんな
[03:50:09.359] 村人教えてあげないよつの秘密
[03:50:14.760] ついたら話すんじゃない隠してたっていつ
[03:50:18.840] かばれんだ
[03:50:20.279] し話してくれるかななんかお腹すいたさ
[03:50:30.239] ね1段落っていう
[03:50:33.080] か人段落だよな1段落って国語かいい時間
[03:50:39.520] やなマカロン買ってこいマカロンなんか
[03:50:42.000] 食べたことない
[03:50:45.199] 俺たち何
[03:50:47.439] へロードワークアヘッド
[03:50:50.840] マカロンマジで
[03:50:55.080] あ観覧者
[03:51:05.399] 発見ミもそこにるこない出来たポみたいな
[03:51:09.040] 何日内にできた何日も経たら遅いやろ
[03:51:12.120] 出来たてつったらもう30秒以内だろ立て
[03:51:15.199] 揚げたてじゃないてるの
[03:51:18.880] 冗談マカロンが職なんて冗談さなんか
[03:51:23.840] ゲームの先に夜明けが見えた
[03:51:26.600] よえここ行くの
[03:51:30.680] これ
[03:51:34.800] どりそういえばエアコン問題どうな何
[03:51:38.600] エアコン問題
[03:51:41.479] ってエアコン問題って
[03:51:45.000] がってどから出てき
[03:51:47.800] たあ寝室いや未だに諦めた諦めた諦めたよ
[03:51:54.080] 室の
[03:52:00.680] もう何彼女ちょっと
[03:52:04.040] 今年も変え
[03:52:08.000] ずリビングのクーラーをガンガンにつけて
[03:52:12.000] サーキュレーターを
[03:52:14.680] てなんとか完しなんとかしい
[03:52:19.199] でる笑笑何わろてんねんいいやろか虫
[03:52:25.560] 焼き誰が虫焼きやねけんなねえあれ
[03:52:30.159] ストーカーじゃないのもだるいなリビング
[03:52:33.439] でねなよ
[03:52:34.800] 笑笑リビングだって布団ないや
[03:52:37.880] んリビングから風飛ばす感じかねあれ
[03:52:42.720] ストーカーちゃうの
[03:52:48.720] もうだるいんだよストーカ臭い
[03:52:52.359] ね配信部屋少ない
[03:52:59.479] のくさいねんこいつ気をつけ
[03:53:08.319] てもうもねもう感染者はどうせ殺すんだ
[03:53:11.720] から
[03:53:17.040] 配信部屋はあるよさすがに配信部屋はない
[03:53:21.720] とカメラとかパソコンが落ちるから熱くて
[03:53:24.239] あるのかあるあるある静かに引っ越してき
[03:53:28.040] た時に部屋が1個増えたんだけどリビング
[03:53:30.800] とここにつけちゃったから寝室にねえんだ
[03:53:32.840] よ買ってなかわいそうだと思った人買って
[03:53:36.600] くださいやったなもういないかうんその
[03:53:43.439] はずスイッチには不合多いからな別に別
[03:53:48.359] にってこいそうや高いよエアコン今
[03:53:53.319] 高いボナ来月だもん8月だもん俺ボーナス
[03:53:58.279] 8月だったらもうもう1ヶ月したらもう
[03:54:01.000] 乗り切れるやってないんだからありがとう
[03:54:03.520] 買ってくれる
[03:54:04.800] の俺たち何へチーム
[03:54:10.239] 友達りれないだろ笑
[03:54:16.479] 盛り切れる
[03:54:26.120] だろエアコン買うのが先かちゃま君が暑さ
[03:54:29.600] で痩せちゃうのが先
[03:54:31.479] かまさでやれたらいいんだけど
[03:54:36.359] ね今栃木なん中学くらいまで
[03:54:40.920] 40度さすがにそれは持ってるだろれ何
[03:54:44.840] どこどこどこ
[03:54:52.159] どこちょっとちょ待っ多すぎる多
[03:54:56.880] すぎ多
[03:55:01.159] すぎちょっとちょっとちょっと撃てよお前
[03:55:04.840] バカ何やっとん
[03:55:08.840] じゃおけ
[03:55:14.640] もう無理か
[03:55:18.800] もオダ
[03:55:22.359] ダカ味噌しれ
[03:55:44.560] やってあまり人をなめるなよなるからやめ
[03:55:48.600] なね2回
[03:55:50.120] 目もちゃさ寝てる
[03:55:53.520] だろ俺を見つけた運のあいクズ手が震れて
[03:55:57.319] しょうがねえけど基地にいる奴らに知らせ
[03:55:59.279] なきゃミシと交代するためにモノレールの
[03:56:01.359] 関心なエメレフエメレ
[03:56:05.399] フはんの猫じゃんはんの
[03:56:10.439] 猫てるその付いたあそういうことねはい
[03:56:14.960] アーカイブでも真似してんのここは
[03:56:16.880] 行き止まりぽいなうん未来のチさみたいだ
[03:56:21.120] ねあねX310ラト振り
[03:56:28.040] 笑笑しねないでしょ
[03:56:34.000] 笑ビーストロスマップの時の中井君の真似
[03:56:37.439] ねこれしてそうだ
[03:56:42.640] なああ
[03:56:47.359] はチームは最高俺たちチーム友達きれて
[03:56:52.840] チームともあシカすればよかったか
[03:56:56.920] なこいつのハたってシカすればよかったお
[03:57:02.640] だ
[03:57:04.279] オ先どうぞいただきましたおいしいですあ
[03:57:09.840] やっちまったまたここ行くんかこれ
[03:57:14.960] ね汚れ仕事はお前がやれ
[03:57:31.040] よそんなガビガビだったっけいく頑張れば
[03:57:35.479] 不明できそうめちゃめちゃ似てるからっと
[03:57:39.680] けどあいや待ての方がいい待て待ちての方
[03:57:44.920] がいいよ
[03:57:48.359] なスオスネオのものまねスをってどんな
[03:57:52.920] セリフがあったっけ
[03:57:56.319] ママわかん
[03:57:59.399] ないた
[03:58:01.520] 笑笑
[03:58:03.800] 笑笑似てる似てる
[03:58:10.439] 笑笑似てるっけ笑笑似てるかこれ
[03:58:16.760] こっち
[03:58:19.479] かのが
[03:58:22.000] ういうるせえ
[03:58:31.520] なれれのユニフォームじゃねえ
[03:58:34.880] ロテのユニフォームじゃ
[03:58:38.560] ねんお
[03:58:41.199] 疲れ今日もやってるこのゲーム一緒に出た
[03:58:46.960] の
[03:58:49.279] ごめん反対するって思ったからジョエルの
[03:58:53.600] ためだろどんな学校もこんな学校もあんな
[03:58:55.600] 集中許されないえ普通にベースボール
[03:58:58.960] ジャージ切るだろ可いからはお前ら
[03:59:02.640] おしゃれ分かってねえなジョエルもあんた
[03:59:04.319] 気に入ってた
[03:59:05.680] よ私の好きな相手だと思ってて
[03:59:09.960] さマジで合ってるやん確かに
[03:59:14.640] まジャージなの顔はけてるけどでも野球の
[03:59:18.080] ルール知らないのにアジア人がジャージと
[03:59:22.720] めそういう意味じゃ
[03:59:29.120] ない野球は何人でやるのこれ野球見
[03:59:33.319] 始めよう人
[03:59:36.239] ええ野球の矢のも知らない
[03:59:39.840] よわかんない背番号は11人やろ
[03:59:45.359] え野球は9人だねなんだこのキノコなんか
[03:59:49.920] して
[03:59:51.120] た昔はキノコにやばいイメージなんて
[03:59:54.159] なかったんでしょなるほど
[03:59:55.920] ねまそう昔はキノコにやばいイメージ
[03:59:59.359] なんて
[04:00:00.199] ござなったんだよ8人じゃなかっただね
[04:00:04.680] 好きだった方があるかあるピカチュウ
[04:00:07.319] バトルゴースト宇宙船体が戦う話なんだ
[04:00:10.840] けどゴーストエイリアンなの
[04:00:16.760] そういうのいかにも好きそうだ
[04:00:20.439] なまあねそういう自分はよ
[04:00:25.680] あ子供向けのは1冊しかなくてさ根っこの
[04:00:29.960] 蹴ってこ男の子が村を守るため森にな
[04:00:33.600] るって
[04:00:34.680] 話へえ飽きないようにおふがいつも結末を
[04:00:39.840] 変えて
[04:00:41.960] さある時は
[04:00:44.720] 男の子が村を見捨てちゃっで
[04:00:48.120] もいないより
[04:00:56.520] はホームラしかたなけいいんだろ足の速さ
[04:00:59.680] なんて関係ねえ間違いない
[04:01:03.080] わここやば
[04:01:05.319] すぎ血が乾いてない通りに戻ろうだ
[04:01:18.640] もうちょっとアイテムあってもえちゃん
[04:01:21.560] スライディングできなくてタップルして
[04:01:23.720] 吹っ飛ばしてそうミートAぐらいある
[04:01:32.680] ねもう1のプレイ時間超えたかなどう
[04:01:42.000] だろうそれのミートで
[04:01:45.520] はお腹にミートはついてますってか今の
[04:01:48.840] とここのゲームなんて
[04:01:55.920] うそうだな50点ってことえあの1が80
[04:02:03.439] 点だとしたらキク1が80点だとしたら
[04:02:08.159] まだ50点ですいやまだこれから上がる
[04:02:10.960] からは低い笑まこれから上がるからいや
[04:02:14.279] これねストーリーとかを楽しみたい俺に
