[00:00:05.040] テる
[05:31:56.160] そんななんかでかい声出して
[05:31:58.878] もあいつ伝説だよ
[05:32:02.400] なうちゃんにしよう
[05:32:05.800] [音楽]
[05:32:10.480] うちゃんもな死ぬ未だに死んだって俺思え
[05:32:14.000] ないもん
[05:32:14.660] [音楽]
[05:32:17.280] なつるさんすいません許して
[05:32:23.360] ください何でもしますからとかつてつる
[05:32:27.000] さんが
[05:32:27.958] ほけそれはできませんコント
[05:32:31.400] だろ面白すぎるだろ面白すぎるんだよれ
[05:32:36.840] がる狙ってやってんだろあいつら仲いい
[05:32:40.280] だろ本当はま仲いいけどね結局あの後
[05:32:42.320] 仲良くなったけど
[05:32:43.520] ね何でもするって言ったねそうなんでも
[05:32:47.320] するって言ったよねのさ淫のネタの前に
[05:32:49.798] やってるからね
[05:32:52.160] それうさ僕はクズです本当すいませんでし
[05:32:56.958] た許してください何でもしますからホナー
[05:33:00.558] ケできませんそれは怖く
[05:33:03.100] [笑い]
[05:33:05.320] ておもろ
[05:33:08.878] うおれんだよなマジで
[05:33:10.910] [音楽]
[05:33:15.680] なうちゃんうちゃんが自分のアパートの中
[05:33:19.920] でバイクふしてる知てるなんか部屋の中に
[05:33:23.040] バイク持ってきてバイクのエンジンかけ
[05:33:24.840] てんのバンとかつておいいねとかつってさ
[05:33:28.878] あれクソ迷惑だろクソ迷惑だろあれめちゃ
[05:33:33.520] なんかちっちゃいバイクなんかちっちゃい
[05:33:35.240] バイクあんじゃんなんかさ
[05:33:37.878] なんうのモトローラーなんつうんだっけ
[05:33:39.558] そういうのあれいいよ
[05:33:42.080] ね本当企画外だよ
[05:33:44.920] ななかなかできることじゃねえよ
[05:33:48.798] な50のモンキーだね50cvgのモン
[05:33:53.280] キーっていうんだあのちっちゃいバイクだ
[05:33:54.600] よねなんか可愛いやつ
[05:33:56.360] ねあれめっちゃ受ける絶対ウの近にはあ
[05:34:00.760] 無理無理無理無理ろなことねえよ50cc
[05:34:03.958] のモンキーってのちっちゃいバイクだよ
[05:34:06.718] なポンちゃんが乗り回してるモンキーあ
[05:34:10.400] そうな
[05:34:11.638] のポンちゃんポンちゃんって
[05:34:15.280] 誰ポンちゃんってどのポン
[05:34:20.040] ちゃん移動何何おおめえじゃねえよおめえ
[05:34:26.040] じゃねえ違うポンちゃんな
[05:34:29.638] ササラえわかんねえそれニコ生わかんねえ
[05:34:36.638] 俺く呼ぶなちこえーパーティーが固まり
[05:34:42.638] ましたまだレベルは低いけどこの6匹で俺
[05:34:45.160] は頑張りたいと思う相当強えけどなこの6
[05:34:47.798] 匹なちゃんと育せ
[05:34:49.920] たら
[05:34:51.520] さ誰誰わかん
[05:34:54.798] ねえねえねねねねねねうんちゃんとかさ
[05:34:59.040] みーちゃんさてさあのやるみちゃんって
[05:35:02.400] 知ってんのやるみちゃん
[05:35:10.440] 知ってるよ今度やるみちゃんとコラボする
[05:35:13.120] んだけどあれでアマンガス
[05:35:16.080] でアンガスやるんだけど一緒にまじかまじ
[05:35:20.080] まじまじ
[05:35:22.120] マジま何かそのね10人ぐらいでやるんだ
[05:35:27.000] けどあるみちゃん入ってるわと思って川
[05:35:30.958] 先生あそうそうそうそうなんかあの画像
[05:35:35.120] あの
[05:35:40.460] [音楽]
[05:35:44.400] のそうだよすごい
[05:35:47.540] [音楽]
[05:35:51.600] ねちょっと空も仲良く
[05:35:54.840] なろうやるみちゃんからな俺がイン
[05:35:57.240] ポスターになったらやるみちゃんから
[05:35:59.760] 殺そう真っ先に村かがさんの飲み会でブラ
[05:36:05.080] 見せてくれた何それ
[05:36:09.558] 何それ
[05:36:11.600] は政治家か本当に
[05:36:15.440] それいい
[05:36:17.760] ね
[05:36:20.280] 笑笑へえやるなきやるきやるなき
[05:36:28.280] ええせっかくだからねなんかちょっと絡ん
[05:36:30.680] でこようめっちゃ高
[05:36:32.878] 学歴でしょうね
[05:36:37.000] [音楽]
[05:36:38.520] これエレキブルどうすっかなせけやん政治
[05:36:44.320] かすがタイプだからワンチンはかあるだろ
[05:36:49.958] えわかんねえだろうがよ佐々木クのす
[05:36:52.840] じゃん俺
[05:36:53.920] っって佐々倉のすか俺かみたいなま
[05:36:57.840] ランディも行けるな佐々倉のすか俺かラン
[05:37:01.240] ディって言われてるよね
[05:37:07.890] [音楽]
[05:37:12.680] うこれエレキブルレベルがん佐々木賢介
[05:37:16.878] ならワンちゃん確か
[05:37:19.520] にさんですか声かけ同じこと言っ
[05:37:23.558] てる賢介だったら行けるかもなまあでも
[05:37:27.798] ニコ生の勇者ロて人と付き合ってたこと
[05:37:30.718] あるんだけどその人見ればワンチャンある
[05:37:35.840] 笑笑ろどう
[05:37:38.320] 見たい
[05:37:40.280] 顔おかじの人だねおかじの人なん
[05:37:45.510] [音楽]
[05:37:51.120] だああでもイケメンえもイケメン
[05:37:56.000] じゃんイケメンじゃんほらあイケメンだ
[05:38:02.798] ね161cm今ちょうど出たわそれ
[05:38:07.958] ちょうどそのサムネ出たよ村
[05:38:12.260] [音楽]
[05:38:16.040] の
[05:38:19.600] ビスそういうのがあるん
[05:38:23.480] だやるちゃんねちょっとじゃあ
[05:38:26.638] ちょっとお近づきになっちゃおっか
[05:38:31.320] なあとりゃちゃんと仲良くなってくれなり
[05:38:36.798] たいなりたいおえポケモンジムで挑戦だろ
[05:38:40.360] おいがジムにだろし体さわさせて悪かった
[05:38:43.440] なポケモンたちと泳いでたら気持ちよくて
[05:38:45.638] 東まで行っとってなほジムで待っとるたい
[05:38:49.080] なんだそんなタイプか
[05:38:51.880] [音楽]
[05:38:54.360] お前うーん多分50レベは硬いよねこいつ
[05:38:59.160] ら
[05:39:01.280] ねちょっと行ってみますけど無理そうなら
[05:39:04.958] 引き返します引き返してレベル上げしよう
[05:39:10.200] この様子で殺される可能性も全然あるから
[05:39:12.970] [音楽]
[05:39:14.360] ねいやま行けると思うんです
[05:39:20.160] けどでもこっちレベル40だから
[05:39:25.290] [音楽]
[05:39:27.920] な夏
[05:39:30.240] フローゼルちゃる出るるるあれポケモン
[05:39:35.200] 入れ替え忘れちゃって入れ替える忘れ
[05:39:38.280] ちゃってん
[05:39:39.400] ないや1回メンタルでやろ1回
[05:39:42.798] メンタルいやもう1回1回メンタルで
[05:39:47.440] 受けるこれは余裕だ
[05:39:50.520] ないや余裕じゃないよ
[05:39:54.920] 全然全然余裕じゃないと
[05:39:57.878] 思う47でしょ
[05:40:07.110] [音楽]
[05:40:15.040] オちゃんこれジムうんこれジムジム
[05:40:20.170] [音楽]
[05:40:22.760] ジムエレキゴ出すよじゃあんこれどんだけ
[05:40:26.520] これ通用するかだよなキだよ鳴き声聞いて
[05:40:30.320] て満鳴き声
[05:40:32.760] けほら
[05:40:38.120] 雷パンチ10万でいい
[05:40:41.680] やどんくらい
[05:40:44.280] 入る1発は無理だろお
[05:40:47.240] 行ける
[05:40:50.400] 行けるこれウナちゃんにレベルうちゃん
[05:40:54.600] はりうちゃんがなんか変わりする動画も
[05:40:57.760] あるよねなんかね
[05:41:01.940] [音楽]
[05:41:10.120] あーちょっと行くだけ行ってみるかいや
[05:41:13.440] 事故りたくねえけど
[05:41:15.520] などうこれ
[05:41:19.638] 行くいや
[05:41:22.320] こいや行くか行ってみるかでも
[05:41:27.120] 絶対相手も相手
[05:41:29.558] で相手も相手
[05:41:33.160] でっばっっ行くか
[05:41:36.240] べっりジャン
[05:41:39.280] ゼリジャンゼリ行くかもう眠たくなってき
[05:41:43.400] た3時45分
[05:41:45.240] だそうなんだよねどだ相手も絶対電気の
[05:41:51.520] ガリ絶対電気の弱点はついてくる技
[05:41:54.760] 何かしら持ってるはずな自信とか多分
[05:42:08.400] エロすぎでしょこれ
[05:42:11.360] ねエリートトレーナーエロすぎだろ可い
[05:42:15.958] マジで可愛いと
[05:42:18.080] 思うエロいよ本当
[05:42:22.718] に先手取ってるねエレキットって早いのと
[05:42:28.520] とととあ行ける
[05:42:32.080] か笑笑行けるかこれ
[05:42:37.958] エロいトレーナーマンボ持って
[05:42:41.080] 出し確かにエロいトレーナーみんな
[05:42:43.400] ママンボウ出してくる
[05:42:44.840] ねおギャリ
[05:42:47.200] てバブミを感じてお
[05:42:51.520] ギャルなんで俺がウナちゃんのこと育た
[05:42:54.000] なきゃいけねえんだよウナちゃんは
[05:42:56.200] しっぺ返しを思い出したいキントの鳴き声
[05:42:59.798] しながら跳ねる動き中学生の頃披露した
[05:43:03.160] ことあるえトサイントの鳴き声てあの
[05:43:06.160] アニメの方でしょ
[05:43:09.200] しっぺ返し何ガチャ何何何ガチャって何
[05:43:12.878] しっぺ返しため込んで
[05:43:15.320] あアニメの方ねととと
[05:43:20.280] [音楽]
[05:43:21.558] と俺はでもやっぱあれだなあのく見て丸顔
[05:43:28.120] かえもえエリートトレーナーえってらし
[05:43:33.680] ガチガチャて何それそうなのガチャって
[05:43:37.638] いうのなんかさっきからなんかちょちょ
[05:43:39.400] ガチャガチャ言ってるやついるけど
[05:43:40.958] ガチャガチャうるせえなと思った
[05:43:43.080] けどそういう意味だったん
[05:43:45.060] [音楽]
[05:43:50.000] だ何これん違う違う違うの言葉すでについ
[05:43:54.840] ていけない年齢になってしまったおわけえ
[05:43:57.440] べよみちわけえだろまだついてついて
[05:44:00.718] いけるだろほんまごめんやでれで言う
[05:44:03.878] ほんまごめんやで聞くな確かになんか
[05:44:07.360] はの馬えたく買え買え買えだよおいだよと
[05:44:12.478] 明日
[05:44:13.958] とととと
[05:44:18.280] え魚あていうか出てくんのこれ俺めっちゃ
[05:44:22.638] 好きや俺こっちの方がいいやラプラスより
[05:44:25.718] ゼルがさんですかゼルが好き
[05:44:29.160] や
[05:44:31.920] うるさゼルが好きだわや
[05:44:38.558] よよしおお日の出ちゃんありがとう
[05:44:45.080] レイドレドセンキュー配信お
[05:44:48.040] 疲れひちゃありがとねポケモンやってるて
[05:44:52.558] ポケモンポケモンの人生縛りやってる
[05:44:56.120] ぜウナちゃんめっちゃ出レドありがとね
[05:44:59.280] 配信お疲れ様
[05:45:00.440] [音楽]
[05:45:03.320] あ余裕だこれボス行けるないっちゃが
[05:45:07.240] なんかもいっちゃがないっちゃべよ行ける
[05:45:12.680] よおつおつおつおつありがとうねド
[05:45:16.280] ありがとう配信お疲れ
[05:45:20.680] ちゃん昨日滅したの
[05:45:23.140] [笑い]
[05:45:25.280] ガチであの不なってたやねさ
[05:45:29.680] フォローましたありがとうございます
[05:45:32.718] 行けるでしょおい来た来た来たクソエロ
[05:45:37.478] トレーナーマンボ出してくるぞ
[05:45:40.760] ふー可愛い
[05:45:44.878] ねマジでブラックホワイトのエリート
[05:45:48.160] トレーダーもう
[05:45:50.760] 好きたまんねおバルちゃんこんばんはお
[05:45:53.400] 疲れバルちゃお疲れちゃんあれやったべ
[05:45:57.798] カエルのためにアダコーだ俺もやりてんだ
[05:45:59.840] よ
[05:46:01.950] [音楽]
[05:46:04.280] あれ一発です見
[05:46:10.600] ロゲマジでゲなんださすにエすぎスカート
[05:46:14.240] のエロすぎるよ
[05:46:16.478] ねフェミがフェミがまた騒ぎ出ししまう
[05:46:20.478] このゲーム
[05:46:24.040] とホエル若干怖いけどな何このゲムと
[05:46:29.558] てこのゲームと縛りを教え
[05:46:32.958] てい
[05:46:35.040] にいいこれ本当はこれなんすよ常にチマ
[05:46:39.000] ゲームってただもうめんどくさくて数ヶ月
[05:46:41.638] 行ってなかったやっぱりドットよポケモン
[05:46:44.160] はえこのゲームはですねポケット
[05:46:45.718] モンスターえブラック人生縛りでやって
[05:46:48.320] ますけども
[05:46:49.600] えー人生縛りというのは死んだポケモンを
[05:46:52.320] 逃さ逃がさなきゃいけないというね
[05:46:54.240] されて悔しいあれなんです
