[00:00:04.960] ドラゲナイきちゃブロード
[02:26:37.920] 取れるわけがないわそれにしてもよく
[02:26:39.800] 生き残ってもられたの他の魔女たちは一体
[02:26:42.000] 何しておるんじゃだから戦いは終わって他
[02:26:44.200] の女もいないんてばじゃあ証拠じゃ証拠
[02:26:46.520] なんなのこの
[02:26:48.279] 証拠さん行きましょうこうなったら氷の
[02:26:51.000] うわ
[02:26:52.680] もうなんなんだよめんどくせえ
[02:26:59.720] な氷の玉どうやって取んだよ
[02:27:02.920] じゃあ氷の玉どうやって飛んののの弾投げ
[02:27:06.439] られないのだねえこれ氷の弾どうやって
[02:27:10.279] おん
[02:27:13.120] の取りようがないじゃんね
[02:27:29.960] 氷の玉なんか蛇の頭の袋ってつた
[02:27:33.920] けどなんかこのなんか牢屋にあったって
[02:27:36.760] 言ってたけどさ鍵がないんじゃ
[02:27:39.600] な鍵がないんじゃ開かない
[02:27:44.920] でしょまて鍛に相を作りまて書いあったよ
[02:27:48.359] なそうか鍵を探さなこの鍵作ってもらえば
[02:27:50.720] いいんだただ元の鍵がなきゃあ鍵って作れ
[02:27:54.160] ないと思うけどそんなことない
[02:28:24.040] パックの最中だったの
[02:28:27.800] に今エンジェルのエッチなイベントが控え
[02:28:31.319] てるよ
[02:28:32.279] ね点拾ってもやらない方がいいよ
[02:28:35.439] ねなんだってこの会で牢屋の鍵を作って
[02:28:38.439] くれたってえっと牢屋の鍵の方はあこれだ
[02:28:40.920] これが牢屋の鍵の方だよしあんたたちは
[02:28:43.319] 魔族の知だろいいよ作ってやるぜやったぜ
[02:28:46.240] あれねと思ったがもめどくさいな材料鍵の
[02:28:50.399] 肩はあるんだか鍵を作るための材料がない
[02:28:52.479] よなんてこったえ鉄のあ鉄の玉持ってるよ
[02:28:55.720] だめだめ魔女の塔で使われる鍵は魔女が
[02:28:57.760] 使う特別な金属なダメなんだよ困ったな
[02:29:00.080] まさか銅の鉄や金銀の鉄を潰すわけにも
[02:29:02.560] いかないしあんたたちまず1のこと
[02:29:04.399] 知り合いたんだろだだったら金属を借りて
[02:29:06.640] きなよ借りてきたって言ったってな借りて
[02:29:08.840] きたならその場で作ってやるぜ久しぶりの
[02:29:10.600] 仕事だからなまいったなとりあえず店を
[02:29:12.279] 出よういやあるやん鉄の玉使えばいいや
[02:29:16.680] ん鉄の玉使えばいいやん
[02:29:21.279] どうだい魔女が使ってる金属持ってきたか
[02:29:23.240] いなんだまたなのかなソフィアこの鉄の玉
[02:29:26.479] なんだがこれって魔女が使ってた金属だろ
[02:29:28.720] そうだよな元々炎の玉だったんだろという
[02:29:31.160] ことはこれが鍵はこれで作れるはずだよし
[02:29:33.920] その玉俺におだったらこ鍵が作れるぜ
[02:29:36.920] ただし1本分だな確か牢屋の鍵だったな
[02:29:39.319] 任せておきないやだったら最初から金の鍵
[02:29:42.720] 作っちゃえばいいんじゃない
[02:29:44.760] の久しぶりの仕事だった気合が入ったぜえ
[02:29:48.279] もうできたのかほらこれがの鍵持っていき
[02:29:56.600] なウルモアtomy
[02:30:00.200] キーズそうだ注意してくれよその影は
[02:30:03.319] 作り直すことできないぜおったりしたら
[02:30:05.439] また魔女の窓の金属を見つけてもらわない
[02:30:08.359] と分かった行こうぜあちょっと待った
[02:30:11.560] さっき確かメサにャとか言ってただろああ
[02:30:14.479] 行ったなやっと思い出したぜメサにャいや
[02:30:17.640] サーニャ様だな300年前にだけがあるん
[02:30:20.560] だその時は魔女一族の王女の王女の1人娘
[02:30:24.120] だったそう確かだなんだってじゃ今は魔女
[02:30:27.279] 一族のさあな最近は魔女が来ないもんでね
[02:30:31.080] よくわかんないけどこいつは驚きだ
[02:30:32.880] サーニャが魔女のボスだったなんてうん
[02:30:35.200] 相手にとって不足はないぜでも魔女一族の
[02:30:37.720] 王女がなんでわざわざそこ
[02:30:39.920] によくわかんねえな
[02:30:52.200] いいねなんかこのストーリーもすごい
[02:30:54.680] なんか申し訳程度で
[02:30:58.479] いい申し訳程度のこの頭何も考えなくても
[02:31:02.800] 理解できるストーリーいい
[02:31:13.000] わえ氷の玉ね
[02:31:26.439] オこれだ
[02:31:29.399] なあ違う間違えた間違えた違う違う違う
[02:31:33.439] ここじゃねえやあれだ牢だ
[02:31:36.920] 牢屋牢屋だよ
[02:31:40.319] 牢屋複雑なてどう
[02:31:45.800] のそうなんだよとかないから
[02:31:49.960] ちゃんと順番に解決され
[02:31:53.359] てくいいね簡単でね伏線とかないねん
[02:31:58.720] なやっぱエロに雑念が入るからそしたら
[02:32:03.160] なエロにノイズが乗っちまうからいらない
[02:32:07.040] ねそういう複雑な話とか
[02:32:36.520] あああれなんか動かなくなったよ待っ
[02:32:46.560] てあびっくりしたびっくりしたなんだ
[02:32:49.840] びっくりしたなんかあいやいや大丈夫だっ
[02:32:51.600] たあびっくりしたびっくりしたなんだ
[02:32:55.680] よよしイルムに作ってもらった鍵を使うぞ
[02:32:59.319] ガチャ開いたまずは床に落ちてる紙を取っ
[02:33:02.240] て
[02:33:03.439] あ
[02:33:05.600] イエーいえバあバニーを構成させる言葉あ
[02:33:11.520] バニー来たわバニーってどこにいたっけ
[02:33:14.000] だいぶ昔の話じゃないバニーっ
[02:33:16.399] てバニー来たよしまだやったんかバニー
[02:33:20.479] まだだったね確か
[02:33:23.319] にバニーってどこにいた覚えて1回どこ
[02:33:28.200] だっ
[02:33:32.920] けよしこれで氷の弾が取れるはずだ急ごう
[02:33:36.920] 便所ちょっとトイレ行きてえ
[02:33:46.960] な何これ
[02:33:50.080] あここ何えマップ埋めらんないのここ
[02:33:52.880] マップ埋めらんないのかよなんだ
[02:34:14.160] それなんかレベル上がるけどな結構
[02:34:17.680] な回が上がるだけで結構敵強くなるからね
[02:34:22.600] 大雑把なんよねゲームのシステム
[02:34:26.040] がよし大社の顔の大蛇の顔の手袋かよく
[02:34:30.240] わかんない
[02:34:32.560] けど玉をつんだぞ手は平気オオオケよし
[02:34:38.200] よしよしあこのままあのばあさんのとこ
[02:34:41.680] まで持ってこう
[02:35:06.760] 今日のところはもうなんかちょっと眠た
[02:35:09.160] なってきた
[02:35:10.319] わ全然エッチなイベントがない
[02:35:14.080] からあ目が覚める目が覚めるほどのエロ
[02:35:17.880] イベントねえかなおなんかあのなんかあの
[02:35:20.920] 普通にストーリーが進んだ時のあの唐突な
[02:35:23.560] エロ来い唐突なエロんまたお前たちか俺を
[02:35:26.720] 見てくださいなななんとおいおい大丈夫か
[02:35:29.920] よぽっくり行かないだろうな行くんだっ
[02:35:32.319] たらせっかく苦労して持ってきたこの弾を
[02:35:33.760] 見てもらって感じしてほしい何を馬鹿な
[02:35:35.640] こと言ってるわしはまだ500年はいける
[02:35:37.279] ぞ確かにこれは氷の玉じゃわいこれを
[02:35:39.880] 取れるということはわしの他に魔女はい
[02:35:41.720] ないようじゃの本当に戦いは終わったのか
[02:35:44.000] でどっちらが勝ったのかなえ知らないって
[02:35:46.240] そうか全くドラゴンナイトの2族目あんな
[02:35:48.319] ものを持ち出してきよってあんなものまあ
[02:35:50.760] いいわい戦いが終わったならもうここで
[02:35:52.560] 見張りをしてる理由もないさてと我が国
[02:35:54.960] 我が故郷に帰るとしようさあこの先休んで
[02:35:57.520] も良いぞ素直じゃねえか
[02:36:04.640] ばばこの先に進んでも良い
[02:36:08.160] ぞってまだあるんかあ4階の階段待て階段
[02:36:12.160] の前に階段の前に他ちょっと他を
[02:36:24.960] なんてことする
[02:36:27.960] のエロイベントでも見に行こっか
[02:36:31.680] なストーリーが全然進捗しねえ
[02:36:38.600] からいや足元見てみよ来るか
[02:36:44.560] よしその髪が大切なんだよ
[02:36:49.880] 神があればメモにも使えるしトイレに紙が
[02:36:52.720] なくても困らない違う冗談だよほらたける
[02:36:56.359] あパンジーの声をあ来た来た来た来たあの
[02:36:59.240] 子ねあの泣いてる女の子ね
[02:37:01.720] おお今回でも結構この魔導
[02:37:05.479] し魔
[02:37:07.920] 結構結構豊富だねがっつりガツガツ来て
[02:37:15.520] ます地味に期待できるよ
[02:37:19.960] なんか1人ぐらいちょっとエッチな
[02:37:21.920] イベント欲しいけどねそろそろ
[02:37:24.200] ねもう村ついてんだからみんなだある結構
[02:37:28.840] 進んでるね確かに進んではいるよ
[02:37:42.560] ね5回でございます
[02:37:50.439] ほうほう
[02:37:52.359] ほうさあどんな女の子があ来
[02:37:58.720] た
[02:38:01.520] おおはいはいはいああなんかちょっと
[02:38:06.160] まともにまともに
[02:38:08.439] ちょっといいね今がその
[02:38:12.600] がどんな感じなんですかあ強い
[02:38:16.200] わちょっと強いよ敵これはこれで
[02:38:20.640] これはこれ
[02:38:22.720] であらいい
[02:38:26.840] ねなんかその露骨なエロじゃなくていいっ
[02:38:31.520] すよね露骨なエロじゃ
[02:38:34.560] ないいいね表情でいやあのその露骨なエロ
[02:38:38.920] で売ってくるんじゃなくてこの表情であの
[02:38:43.520] エロさを感じるのはいいレベル高いすよ
[02:38:46.399] これ分かりやすいエロじゃないとこ表情で
[02:38:50.240] 組みとることが
[02:38:54.479] できるいいです
[02:39:02.560] ねこのゲームはね
[02:39:05.479] おお好きかも
[02:39:08.520] な好きかも
[02:39:11.720] な元気いいかもな
[02:39:21.760] っこ笑きっこいいかも
[02:39:26.040] などれどれどれ
[02:39:29.840] おおエッチだ
[02:39:33.880] ねエッチだ
[02:39:36.920] ね5回結構いいっすね5回結構いいすねな
[02:39:42.680] ねちょっと見えて
[02:39:45.520] た5回ちょっと惜しですね俺
[02:39:50.920] 5回いい
[02:39:56.720] なああエエビルプリーストやドラクエ4
[02:40:04.279] や結構この辺から本格的ななんかその
[02:40:08.640] コスプレの息を超えてきたというかやっと
[02:40:12.240] やっとなんかコスプレの息を超えてきたと
[02:40:14.439] いうか
[02:40:16.160] ね
[02:40:17.680] は結構強くない
[02:40:21.160] え結構強くない
[02:40:24.439] なんかイナ待ってこれ絶対イオナズンだろ
[02:40:29.080] 俺
[02:40:31.279] イナズイオナズンやべえ死にそうなんだ
[02:40:36.120] けどデカルクって回復だったよね確か
[02:40:40.920] なデカルはHP満タンまで回復ができるだ
[02:40:44.680] MP多分超使うだろうなカルぐらいに
[02:40:47.200] しよっか
[02:40:50.800] いいちいち戦闘中戦闘中なのにこんな笑笑
[02:40:55.960] いちいち戦闘中なのにこんななんかBGM
[02:40:58.200] 変わるんだ
[02:41:01.000] あ鬼
[02:41:03.600] 悪魔鬼悪魔
[02:41:07.240] ほお悪くないんじゃないでしょうかいやで
[02:41:10.800] も
[02:41:13.319] さエルフ良かったねエルフだな5回は
[02:41:20.760] エルフだ
[02:41:25.160] ねせやねエルフいい
[02:41:30.720] ねまバーサーカーも可愛いです
[02:41:35.760] ねなんかどっかでこのこんなキャラ見た
[02:41:39.000] ことあるんだよねこういうなんかトメも2
