[00:00:05.520] ひひひおはちゃま人1
[03:21:25.160] ええだこれで合ってんの
[03:21:28.800] これこれで合ってんの本当
[03:21:34.319] にどれどれが敵たかわかん
[03:21:39.560] ないいやめっちゃアイテム使っちゃった
[03:21:45.520] な回復全部使っちゃった
[03:21:48.840] よもう無理俺これ狙うの無理なんだっ
[03:21:53.080] てヘリ言っ
[03:21:59.359] たら早引っ込む
[03:22:14.960] のああ
[03:22:21.520] 急げおいあまずいえやんええ
[03:22:28.600] やんやだ
[03:22:32.960] なえなんでやん笑笑
[03:22:47.279] 邪魔ああもういちいち当たり判定足の間と
[03:22:51.399] か当たんねえのなこれないいだろもう
[03:22:53.359] 当たり
[03:23:03.760] それえでもささっきのさ力技が成功法なの
[03:23:08.760] これいやいやいやそれは無理だよ俺敵多
[03:23:12.640] すぎなくそまずい
[03:23:17.359] から来たやら
[03:23:23.199] だ逃げられると思ったのかあ戻ってきたぞ
[03:23:27.199] この
[03:23:40.359] 野郎やべえ充電機流して充電が少なくなっ
[03:23:43.760] てきた
[03:23:50.199] どんだけいいんだよ
[03:23:58.319] 敵くし
[03:24:21.439] いやいやいやいや出てこい出て
[03:24:33.359] こいあくそむずいきにしてやるこれ出てき
[03:24:39.439] た瞬間にあんの
[03:24:40.720] ねこれを
[03:24:44.160] やお
[03:24:47.000] ざめの
[03:24:52.359] バカ本当にやばかっ
[03:24:55.000] た大丈夫かサブなんかうん無事だよあっ
[03:24:59.359] てるこれありがとうありがとうあってる
[03:25:02.479] これやり方なこれ見
[03:25:05.080] てけよしやったぞ結局いやなんか
[03:25:18.439] 待て待て
[03:25:19.640] 待
[03:25:25.080] 兄サム大丈夫かうんなんともない確かだな
[03:25:30.920] だって早く早く何何何行こうえどこ
[03:25:35.279] どこどこあごめんごめんごめんごめん
[03:25:38.560] ごめんごめんごめ
[03:25:50.680] もういいって
[03:25:54.720] これやったんねえやべやべえおこれ以上下
[03:25:59.319] 狙られねえ
[03:26:08.080] ぞなんだよ
[03:26:11.160] これいやもうわけわからん
[03:26:18.720] なんやねん
[03:26:22.000] これいや意味がわからんまあな怪我人は何
[03:26:26.760] でもありやなもうここまで来た持ってた方
[03:26:28.680] が良さそうだ行くぞあ行こうなんでもあり
[03:26:33.399] やん
[03:26:35.160] けちょっと充電機
[03:26:41.800] 誘それ本当かよやそうだえなんかなんか
[03:26:47.359] いい感じになって誕生日だなあいつの望み
[03:26:50.640] はこれハードモードだハーレを借りて横断
[03:26:54.000] 本当なあちよしかもハードモードの上に2
[03:26:57.000] つあるからねナイトメアみたいなやつ乗っ
[03:26:59.840] てみ
[03:27:01.520] てどうだっ
[03:27:04.359] た良かったよ
[03:27:06.560] すごく良かったおい聞いたがもっと感想
[03:27:10.560] あるだろう頼むぜどうやら私はいない方が
[03:27:14.479] 良さそうねおい待って待て
[03:27:16.840] 晴れはただのバイクじゃねえぞあいつに
[03:27:19.520] またがってエンジを感じてみろ最高だぜ
[03:27:23.040] 乗ったことないはずでしょう夢で乗ったの
[03:27:29.520] さはい
[03:27:34.840] はい楽しそう
[03:27:41.359] じゃん俺の仲間は来ないみたいだあなんか
[03:27:46.160] っ映さんだっけ
[03:27:48.960] あそのことをさむにどう言ったらいいの
[03:27:57.520] かねえあの2人ようやく打ち解けたみたい
[03:28:03.199] よ何してん
[03:28:05.319] の今日見つけた食料を記録してるなるほど
[03:28:10.359] それじゃあ桃の缶詰は何個ある
[03:28:17.520] 兄貴が行けって
[03:28:21.040] えなんでヘンリーが僕がヘマしないよう
[03:28:26.840] にさっきはみんなうまくやったじゃない
[03:28:30.160] 特に
[03:28:36.640] あんたどうしちゃった
[03:28:39.560] のどうもして
[03:28:44.560] ないそっか
[03:28:50.640] じゃあお
[03:28:53.640] やすみなんでいつも平気な
[03:28:57.560] のそんなはずない
[03:29:01.120] でしょ怖いもの
[03:29:04.920] あるうーんそう
[03:29:09.800] ねされは気味が悪い
[03:29:14.160] ねあと
[03:29:17.040] 1人になる
[03:29:20.399] こと自分1人ぼっちになる
[03:29:25.720] ことサム
[03:29:29.160] は外にいるあいつ
[03:29:33.760] らまだ意識が残ってるか
[03:29:37.000] も意識はあるのに体が暴走してるのか
[03:29:41.960] も自分がそうなるのが怖いよ
[03:29:46.720] 分かった私たちはもうチームなのお互いに
[03:29:50.800] 助け合おう
[03:29:53.640] あとあいつらは人間みたく見えるけど中身
[03:29:57.319] はもう人間じゃ
[03:29:59.960] ない兄貴もそう言ってた中の人は家族と
[03:30:05.040] 一緒に天国だっ
[03:30:08.560] て本当だと
[03:30:12.800] 思う私もわからない
[03:30:17.560] それを信じたい
[03:30:20.439] けどでも信じ
[03:30:23.439] ないそうだ
[03:30:25.479] ね
[03:30:27.479] ああ僕も
[03:30:30.920] だそうだ深刻な話
[03:30:35.080] で忘れて
[03:30:39.120] たはいヘンリーにバレなきゃ取り上げられ
[03:30:43.560] ないあ持ってきたんだガンダム
[03:30:48.080] ああ疲れ
[03:30:50.800] たまた明日
[03:31:04.319] ね
[03:31:07.600] あ
[03:31:14.319] あ棒読み死んだ
[03:31:17.680] う
[03:31:19.600] わあいい
[03:31:21.479] 匂い
[03:31:23.399] おはようサムはおいだってゆっくり寝させ
[03:31:26.640] てる変われてから2日で終わるんでしょ
[03:31:29.080] もうもうやばいんじゃない飯が食いたい
[03:31:31.120] ならあいつを起こしてくれおい大丈夫か
[03:31:36.720] 了解やばいぞおい気をつけろサムああああ
[03:31:42.399] ああああああサムああああ
[03:31:53.040] あだぞいやだってもう弟たどうすんだ
[03:32:01.600] よひどいあり大丈夫
[03:32:05.960] かやだ嘘でしょ
[03:32:14.840] ぜヘンリそこ見ろヘンリー俺はなんてこ
[03:32:19.560] お前はお前お前待てよ俺が預かるいいな
[03:32:23.199] おいバカバカバカバカバカバカバカなんで
[03:32:26.359] だよのせでもないお前のせいだよなんでだ
[03:32:30.319] よヘンリーよせあそんなちょっと待って
[03:32:35.720] きついって
[03:32:38.279] おえちょっと急に重いっ
[03:32:43.560] てえ終わりこれえ
[03:32:49.120] あ
[03:32:55.600] 秋いやお
[03:33:00.800] しんど今ジャクソン軍かじゃあジャクソン
[03:33:04.800] シティはすぐだねあ服変わったはずだ服
[03:33:09.080] 変わってるに合う準備
[03:33:11.120] はそれはついてからだ
[03:33:14.080] ええ緊張する
[03:33:16.720] 自分でも分から
[03:33:20.880] んちょっと待ってね
[03:33:28.520] ええあ分かったなんで棒読みが消えたのか
[03:33:34.239] 理解しましたこれだ
[03:33:36.640] えーちょっと待ってこれで大丈夫な
[03:33:42.199] はずあオッケ
[03:33:47.960] これこれの充電これの充電であのセサし
[03:33:51.840] たらなんか変わっちゃうんだよ
[03:34:01.920] ね道はここまでねや結構使っちゃった
[03:34:06.720] よすぐ近くのはず
[03:34:10.319] だやっぱさっきさっきんとこやっだったん
[03:34:14.760] だなんかの山みたいな感じだ多分味方でき
[03:34:18.040] たと思ったみん死んじゃう多分なあ多分
[03:34:20.840] 前半の山場だろ多分さっきのとこ物語は
[03:34:23.720] 進んでいまあ前半の山場ですねだね言うん
[03:34:28.560] だよ本気無動的な本気無動的な
[03:34:35.680] ね前半の山場です
[03:34:42.359] ねだって明らかにあのスナイパー
[03:34:44.880] おかしかったもんたの何のことだトミーと
[03:34:49.439] さ別れたってことは何かあったんです意見
[03:34:53.399] の不てやつだええなるほど意見って何の
[03:34:58.560] 世の中の味方が俺とは違ったんだ彼
[03:35:04.439] はあのマーリーンのやつがそかした
[03:35:08.800] しばらくは夢中だったが結局はやめた
[03:35:11.560] あいつらしいがな最後はうやってれ
[03:35:16.960] た確かこう言われたっけなお前のつなんて
[03:35:20.920] 2度と見たくない
[03:35:24.080] え助けてくれるのそれはけば
[03:35:29.840] 分かる助けがなくてもなんとかする
[03:35:34.120] とにかく
[03:35:36.120] 行こうエリまた漫画を見つけたぞやったね
[03:35:49.840] どこだこれこっちあそっち
[03:35:53.319] かオープニング
[03:35:57.560] でやしな
[03:36:19.160] おわ何あれあれは水力発電所
[03:36:24.439] だんだっけ
[03:36:26.960] えっと川の流れを使って電気を作る施設だ
[03:36:31.239] よどういう
[03:36:32.800] 仕組み仕組みは知らないがそういうこと
[03:36:36.640] だなるほどどやてうん
[03:36:55.199] なるほどね半分だけかはいはいはい
[03:36:57.199] あっち側もや上がれば当たれるねそういう
[03:36:59.680] こと
[03:37:04.880] ねさっきのココ関係なく誰もがなり売る
[03:37:09.040] からヘビーよねそうだな
[03:37:18.640] この取り方がいい
[03:37:22.000] なこいつアイテム取り方いいよな
[03:37:27.439] 笑笑笑せめてこの2人
[03:37:30.760] だけおい待ておいおいおいまあまあまま
[03:37:34.479] 弓矢が7本あるな弓矢が7本あるという
[03:37:39.199] こと
[03:37:39.960] は敵を10人は殺せるわかるか
[03:37:45.920] アーチャーの
[03:37:47.399] チャマアーチャーのチャマと呼ばれたこの
[03:37:51.040] 俺の実力後半も解くとゴラ
[03:37:57.479] あれ待ってこれ何これどうすんのうわここ
[03:38:01.880] 行くの相当きつい
[03:38:03.680] ぜなんとかしよう待ってろここ行くの相当
[03:38:08.199] 勇気いる
[03:38:09.359] ぜここってこれめっちゃ怖えぞ
[03:38:15.760] マジか
[03:38:18.520] よ
[03:38:20.479] さけここよく
[03:38:30.040] のなんとかするっつってもなこれなあ
[03:38:56.319] うーん上がれないよ
[03:39:07.840] ねあ行けない
[03:39:10.520] んなんとかするったってな
[03:39:38.920] うんどうすんだこれ
[03:40:01.399] うんどうすんのこれ
[03:40:43.840] ああすですか
[03:40:52.640] これ
[03:40:56.239] ん急になんかわけわかんななん何のヒント
[03:41:00.160] もなくなっちゃうからん
[03:41:02.000] なえこれどうすん
[03:41:07.279] の待って何もなくね
[03:41:37.520] 潜るのかこれもしかし
[03:41:42.239] てあんだそれ
[03:41:46.279] パレタあるけど
[03:42:05.319] さあるけどこれどうとんの
[03:42:08.520] これれ本当だよなめちゃめちゃ怖いぜこれ
[03:42:27.479] いや息続かん息続か
[03:42:42.920] ん手泳げる
[03:42:46.199] 手毛
[03:42:48.680] はあれ何これ
[03:42:51.239] 何これ
[03:42:54.600] 浮いちゃい
[03:42:57.600] そうまあま浮くね浮くめっちゃ浮く
[03:43:03.080] けどこんなに潜水とかはできないと
[03:43:08.159] 思う普通にさなんか泳ぐことはできるよ
[03:43:11.880] よしここにでもどうだろもう
[03:43:16.640] 正直もう何年もこの泳ぐという行為して
[03:43:20.680] ないからな高校卒業し
[03:43:25.479] て
[03:43:28.359] お海行けるような体系してねえんだよ俺と
[03:43:32.399] ランディは海とかプールとかなしてねえ
[03:43:36.120] もんだからよ人前で裸をさらすような体系
[03:43:38.880] をしてないからあの泳ぐという行為が
[03:43:41.680] 久しく行われていないのだから自分が
[03:43:43.520] 泳げるかどうかわからん
[03:43:53.359] えもうだっ
[03:43:55.080] てげるかなあの頃のようにげるか
[03:44:00.399] な回してくれ
[03:44:20.000] 気をつけて渡ってもう正直もう自転車に
[03:44:24.120] 乗れるかどうからわかんねえチームワーク
[03:44:27.000] おいイエ
[03:44:33.000] はいっ
[03:44:34.880] しそうこういう泳ぎ方はないよね海に行っ
[03:44:40.120] たってちょっとパパするだけでさチチパパ
[03:44:43.080] するだけでさなちゃこんばんは
[03:44:47.000] はそんながっつり泳ぐってことなくない
[03:44:50.439] ああお腹減ったナイトプール俺もだ次に
[03:44:54.319] リスを見たら絶対打つまずはここを抜ける
[03:44:57.680] 次に食い物だ私が過ししたらジョエルの
[03:45:00.560] せい
[03:45:04.120] ねえ自転車乗れねえかもしんねえよもう
[03:45:07.600] だって何年も乗ってないもんえっと中に
