[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[03:53:34.239] でお疲れ様進捗どうですかあれああら
[03:53:41.120] あららあららららあららららあらあららら
[03:53:44.040] あらあらあららららあらありあり
[03:53:46.239] りりりりり
[03:53:47.359] ありありちょっと待ってお疲れちゃん
[03:53:49.960] ありありありありありありありありあり何
[03:53:53.479] スピーカー取れちゃってるあれいつの間に
[03:53:56.840] かぶっちぎっちゃってたあま別にまず判断
[03:53:58.920] すれば全然余裕でつくんだけどハンダ取っ
[03:54:01.040] ちゃってたあらなんか足りねえと思ったん
[03:54:02.760] だよあれスピーカーなくねと思ったらおい
[03:54:07.040] おいおいおい
[03:54:11.239] おいスピーカー取っちゃってましたよ
[03:54:14.560] 危ない
[03:54:26.319] 危ないスピーカー取れてるスピーカーも
[03:54:29.880] 新しくしてんのよこれスピーカーを
[03:54:32.520] 引きちぎる男ちゃまげいつの間にそんな力
[03:54:35.600] 入れたか
[03:54:43.319] ねちょっと待ってねまこんなのは別にすぐ
[03:54:46.040] つくからいいんだ
[03:54:49.239] けどコネクタ接続の時かなかな
[03:54:56.680] えっと赤が上だったっけ
[03:55:02.279] かそうね赤が上ね赤が
[03:55:07.000] 上まこすぐつく
[03:55:10.720] よ子供の頃は意味なくゲームカセットや
[03:55:14.319] コントローラーを分解したりしてたわ
[03:55:16.680] 男の子はやるよななんか分解ってやりたく
[03:55:20.760] なるよ
[03:55:36.920] ねあるある
[03:55:48.279] 任天64のコントローラーが1番戻すの
[03:55:51.640] 大変だったああ大変そうなんかやったこと
[03:55:55.600] ない
[03:56:02.840] けど
[03:56:12.880] オや周りにもちょっとでもねこれね
[03:56:15.880] もりもりだね本当に
[03:56:44.520] よいしょこう
[03:56:52.399] かうーんくかなこれなあどうなんでしょう
[03:57:06.080] ねよしちょっとこれでまたレ
[03:57:09.239] かよしよしよし
[03:57:19.319] あかよいしょ
[03:57:23.000] よいしょとりあえずつけるもんは全部けは
[03:57:25.920] したけど
[03:58:13.120] はいこんな感じねあの今まだ裏つけてない
[03:58:16.640] けどあボタンはいい感じボタンはいい感じ
[03:58:19.520] だ
[03:58:21.159] ねうんうんうんおま見た目はこうなるよっ
[03:58:24.880] てこと見た目はこうなるよって
[03:58:26.920] ことはいはい
[03:58:29.159] はいあこれLRボタン入れとかないと
[03:58:34.199] な可愛い可愛いよねめちゃくちゃね
[03:58:56.680] あか綺麗な
[03:59:01.199] 白色隠しカメラ仕込むのですか
[03:59:06.319] え
[03:59:10.199] よいしょほんでこいつをあ違うこいつは
[03:59:14.840] 今度HDMIHDMじゃねえやあれにし
[03:59:18.000] なきゃいけねんだよ
[03:59:20.159] えこいつでございますねこれこれこれこれ
[03:59:23.720] が何かと言いますとえ充電あの今時感電池
[03:59:29.159] なんかじゃ古いわけですよ感電池駆動
[03:59:31.359] なんてダサいわけですよ今だけねこれを
[03:59:33.640] 使うとなんとUSBTypeC充電これが
[03:59:38.319] いいですよねこれいいよね
[03:59:44.399] おお便利便利なんですあとなんか組み込ん
[03:59:48.800] でないものあるそうないよねもうこれだけ
[03:59:52.319] だよね
[03:59:54.640] グググこれで全てのはずなん
[04:00:00.359] だあれあボタンボタン類ってどこだったっ
[04:00:04.680] け暗闇で光りますか光る光るもガンガン
[04:00:08.880] ギン光ですギャン光ど光りど光り
[04:00:14.080] ドカピカねドカピカ
[04:00:17.560] え
[04:00:19.800] ビカビカめっちゃアップデートしてて
[04:00:22.319] すごいドカピカだよドカ
[04:00:25.560] ピカHIKAKINみたいに行ってた
[04:00:28.920] からえ何が何があエレクトリカルパレード
[04:00:33.600] より
[04:00:34.960] 光るごめんちょあ声でちゃった今
[04:00:48.080] バして
[04:00:49.840] みろUSBタイプ
[04:00:53.000] 充電USBタイプ
[04:00:57.080] 充電液晶は暗闇でも見れるのかなそらそう
[04:01:01.159] よそらそうよIPSiPhoneと同じ
[04:01:03.800] 液晶だよ
[04:01:30.880] えこれやっぱここ削るの
[04:01:36.439] ええちょっと待ってこれ最後にとんでも
[04:01:39.319] ない大仕事
[04:01:40.520] が最後にとんでもない大仕事が生まれた
[04:01:44.520] これねなんかね説明書に書いてあってこれ
[04:01:46.439] やまさかこんなことシェル削りどころか
[04:01:49.880] えぐいこれやんなきゃいけないんだ
[04:01:51.520] やっぱりマジおいちゃんに
[04:01:56.600] あわわここ全部取る池の水全部抜くこの
[04:02:01.880] 電池パックのここの部分全部っちゃおうね
[04:02:05.319] おじさんこれは骨が折れますね
[04:02:10.239] やばだいぶ骨折れるなこれなあれかこれ骨
[04:02:16.319] 折れるなだいぶなるほど
[04:02:20.040] さそんなもん最初からけるな
[04:02:26.920] げこれ行くか
[04:02:31.880] じゃあたださ削り削っちゃいけない場所も
[04:02:35.359] これ大変なやつだこれ大変だねかなり
[04:02:38.520] ね削っちゃいけない場所もあるもんね
[04:02:44.439] それ簡単に取れる白もとかではないのえ
[04:02:48.479] 違う違う違うもう一体化してるもんだから
[04:02:51.199] 感電池と専用充電池用の作りだもんな笑
[04:02:54.439] そうそうそうそう
[04:02:58.080] そうちょここ削るか削るっていうかもう
[04:03:01.479] ニッパーで
[04:03:02.880] さバシバシ切ってっちゃっていいよ
[04:03:07.640] ねだってどうしようもないもんねこんなん
[04:03:12.279] ね行くわ
[04:03:14.960] それが
[04:03:16.800] 楽うんもうで後であのヤスリでもちろん
[04:03:19.920] 削るけどパーで行こやりでもちろん整える
[04:03:23.080] けどもう大部分はこれで行くしかない
[04:03:26.000] ねそれの方がええ
[04:03:29.920] ねバ削れば
[04:03:33.120] いい全部は削れんよな無理だね
[04:03:45.319] いやこれだいぶ
[04:03:47.159] しんどいだいぶしんどい
[04:04:01.080] よミニヨンクの肉抜きを
[04:04:04.159] 思い出すそういうのあんのこれミニヨンに
[04:04:09.479] もミニ4駆の肉抜きの容で穴をたくさん
[04:04:13.319] 開け同じこと言ってやがる同じこと言って
[04:04:16.000] やがる何これあるあるなのみんなにとって
[04:04:18.600] は昭和の少年たち風昭和っ言っちゃった
[04:04:21.560] けど勝手にごめしって言っちゃった
[04:04:26.520] 笑笑うんミニオク世代にはもう今手と叩い
[04:04:30.680] て喜んでるうわ肉抜き出たみたいな肉抜き
[04:04:35.640] 来
[04:04:36.800] た肉抜き
[04:04:39.319] 肉抜き来たみたいな肉抜き来たこれ
[04:04:45.920] ミニ4というよりプラスチック系ならある
[04:04:48.680] あるだと思う形かねこんな作業初めてした
[04:04:52.319] けどねピンバイスで戦場にあ
[04:04:55.840] 軽量なるほど軽量化のためにやるんだうわ
[04:05:00.520] はあおもろいかに早くだレッツアンゴーだ
[04:05:12.640] ねらベイブレード世代だからなミニオク
[04:05:15.439] じゃねえから
[04:05:17.120] なベイだから俺は
[04:05:23.159] ベイ正月放送ら何をやってるんだこれ見て
[04:05:26.319] くれよ
[04:05:28.680] これやりすぎると強度落ちるまそうだよな
[04:05:33.760] そ瀬戸際なん
[04:05:37.439] だレッツアゴ平成ですベイブレードも平成
[04:05:42.000] ですそうなんですかすいませ
[04:05:54.479] プラの穴開けは最初雑に開けてそこから
[04:05:58.040] やすりで時間かけて整えるって方法やっ
[04:06:00.960] てるな俺も今それ俺も今それやってる
[04:06:06.399] よこれくか
[04:06:17.840] あれこれ抜けないんだっけこれボディは
[04:06:19.920] ほとんどフレーム状態にこれは骨が折れる
[04:06:23.600] こりゃ大変な作業が最後に残った
[04:06:28.800] よカスがすげえ
[04:06:49.199] これだけ範囲広いと辛い
[04:06:52.600] なまあでももうほぼほぼ終わるけど
[04:06:56.960] ねホ中に仕込まんの食べちゃったよ肉だけ
[04:07:02.800] 残ってるよホタなんかすぐ食べちゃった
[04:07:04.439] おいしいから
[04:07:16.720] 肉ゲほたて
[04:07:20.479] まんこりどうすっか
[04:07:26.800] なあなんか手でなんか手でちぎれる
[04:07:30.439] わ化け物だったかもしれない俺手でちぎれ
[04:07:32.920] た最後
[04:07:37.439] なんか手でなんかそら笑笑
[04:07:43.880] おいちゃんにあわわあの肉の作り方って
[04:07:46.800] ケバブみたいだたねもう2度と作らんぞ
[04:07:50.000] あれ食えねえよ
[04:07:52.239] あんな
[04:07:53.840] はいはい抜けました抜けてこいつを今度
[04:07:59.520] えーやってきます
[04:08:02.080] よこの箱カスにしよっ
[04:08:06.880] かもうガンガン住所書いてあるたやめてめ
[04:08:11.359] ちょっとこっちでやるわいやあちょっと
[04:08:13.199] 待っていやもうそろそろ完成だよ
[04:08:16.359] うん無事に動いてくれるか
[04:08:27.800] なでもこれさ整えるって言ってもさ限界が
[04:08:31.800] あるよ
[04:08:40.080] ね整えるって言ったってこれ
[04:08:51.000] 幅広のヤりが欲しいな
[04:09:16.680] まある程度でいいよ
[04:09:38.439] ねまバッテリー駆動にするから多分ここ
[04:09:41.399] なんかもう開けないだろうし
[04:09:54.840] これではまるのかどうかと見たい
[04:10:13.439] 疲れ
[04:10:14.720] たがこの達成感には何何物にも耐え変え
[04:10:20.800] られるものがあるよやっぱり
[04:10:24.640] な
[04:10:26.199] よしはいこんな感じちょっとまあまだ
[04:10:29.439] バリバ残ってるけどとりあえずこれで
[04:10:30.960] 組めるかどうかだけ確かめたい
[04:10:56.319] あか落とした
[04:11:10.840] あいああ
[04:11:13.560] 何お前こっち側も削る
[04:11:15.760] のなんだよこっち側もHDMI削らなきゃ
[04:11:20.840] いけないらしいなんだまたこっちけんか
[04:11:26.000] いもう
[04:11:31.359] だるまだ閉じられなかっ
[04:11:34.040] たまたここ削らなきゃいけねん
[04:11:37.600] だか変だ変だよしやり
[04:11:49.600] カメラ揺れたらごめんねあてかごめんあれ
[04:11:53.239] 画面変えてねえからわかんない
[04:12:06.239] から揺れる茶を見て
[04:12:09.040] ますドッグ用と宮殿用の2か所穴けんのね
[04:12:13.560] いや宮殿用の穴は開いてんだよレトロゲー
[04:12:15.800] やってる時より人おるななこういう特殊な
[04:12:19.040] ことやるとやっぱ人来るんだよ毎日こう
[04:12:21.840] いうことやってたら楽しいけどよそういう
[04:12:23.800] わけにもいかねえからよゲーム配信の俺で
[04:12:26.399] もこれねHDMIでさあれしたら俺目隠し
[04:12:30.479] リズム天国マジでやってやろうと思ってて
[04:12:32.840] 遅延ないからさ俺が本当にできんだぞって
[04:12:36.199] とこを見せたいみんなに
[04:12:56.239] 気になりますちゃまびっくりバンドマンの
[04:12:59.680] が騒ぐ感じやねあたりめよ全部目隠しで
[04:13:03.359] クリア目隠しクリア対やってやるよこれ
[04:13:05.279] できたら目隠しクリア耐久あんなもん目
[04:13:09.439] なんか使わねえんだからリズム天国なんて
[04:13:12.359] 心だよ
[04:13:13.920] 心必要な
[04:13:19.720] のピース目隠しエッチ心だけでいいの心
[04:13:25.640] だけでいい
[04:13:27.399] よじゃあ耳線もしよう
[04:13:39.239] ねこっちが入ればこっちが入らずですか
[04:14:04.920] なんかまだ削りが甘いのかこれちゃまって
[04:14:08.680] バンドは何担当してたんこれ削りが甘いん
[04:14:11.680] だなこれだな
[04:14:14.319] あえバンドはベースドラムドラムベースえ
[04:14:20.319] シャウトボーカル色々やってたあの1つの
[04:14:23.319] バンドじゃないけどね
