[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[03:14:59.560] よ今からでも開けれるのがピアスのいいと
[03:15:04.279] 最初の穴最初の穴は最初の穴は
[03:15:08.399] これこれをだからこの穴に入れるんだよ
[03:15:11.319] 入れてグリグリ大きくして最初はこの大き
[03:15:15.239] さにするわけ
[03:15:17.200] 最初この大きさにすんだよ最初はなこの
[03:15:19.279] 大きさにしてじゃ次次その大きさから最初
[03:15:24.080] ですにそうこれめちゃめちゃ痛いよ死ぬ
[03:15:27.199] ほど
[03:15:28.520] 痛い死ぬほど痛いよ次これね笑笑この大き
[03:15:32.800] さそん次いもうその次意味わかんないから
[03:15:35.319] その次これそこまで
[03:15:39.640] 大きく
[03:15:41.479] すぎいやいやおき
[03:15:47.080] 次がその次がいだろないよそんなの笑これ
[03:15:53.520] これをここに入れて広がるの待つんだ
[03:15:57.479] いやいやいやこれな血たりしないの入るん
[03:16:02.000] だよね血でない出ない出ない伸びるんよ
[03:16:04.040] 入るしね軸腸軸腸じゃねえ入るのかでこれ
[03:16:11.399] よりもう1個上があるんだけどなんか探す
[03:16:13.560] 今なかったわ俺はこれより1個上開いてん
[03:16:16.199] だけど
[03:16:17.479] 普通に
[03:16:18.479] 入る
[03:16:20.120] 余裕どんくらいかかっ
[03:16:23.120] た1個1段階上がるのに1段階上がるのに
[03:16:27.640] 1段階上がるっていうかあのねこっから
[03:16:30.920] これが地獄なんよ残念こっからこれが俺8
[03:16:34.319] 時間かかった8時間仕事休んで8時間
[03:16:38.520] ずっとこうやって
[03:16:40.760] あ痛よ痛い痛いて言なからこうやってやっ
[03:16:45.120] て8時間ずっとやってや入ったあるやんで
[03:16:48.359] 1週間ぐらいこれをつけてなじませて追で
[03:16:52.000] 終わるんか笑いや入れるのはねそれを1
[03:16:55.800] 週間ぐらいつけてかなきゃいけないつけて
[03:16:57.920] その穴をなじませなきゃいけないすぐ抜い
[03:17:00.000] たらその大きさにはならないすぐ縮まっ
[03:17:02.040] ちゃうめちゃめちゃ痛かったけどねなんで
[03:17:04.640] 開けるのなんで開けんだろうね分かんない
[03:17:06.880] 1回味始まったら止まんねえんだよも馬鹿
[03:17:09.319] だからほえ確か
[03:17:13.279] にたらもう
[03:17:17.880] なんでだろうねわからんよねドだまドM
[03:17:22.199] じゃなかできないねこれは
[03:17:27.279] ねこの穴でもね1日日までぼとだっけて
[03:17:33.199] ないだけで全然入かっこよく
[03:17:36.399] ない間違え
[03:17:42.560] たなもう今日すげえ入り悪いもんね
[03:17:46.370] [音楽]
[03:17:55.960] 濡れてないんじゃないやばい
[03:17:58.319] ね濡れてない濡れてない濡れてないんかも
[03:18:02.439] しれ
[03:18:03.960] ない濡れてないと入れづらいかもしれない
[03:18:07.479] です
[03:18:10.560] ね高校生ぐらいかな耳に開けたい時が
[03:18:14.800] なんか12回あるが痛すぎて00諦めた
[03:18:18.960] 00Gが痛すぎて0あ0Gが痛すぎて00
[03:18:23.040] やめた0から00は痛くないけどね全然
[03:18:26.199] 全然変わんないから1mmぐらいしか
[03:18:27.720] 変わんない
[03:18:29.770] [音楽]
[03:18:37.640] からだったの全然痛くない興なかったの
[03:18:42.000] なんか俺だから温泉好きだからさ
[03:18:47.040] さタトゥーも好きだけどあいるよね開け
[03:18:51.160] てる人ね金玉にもねなんて言うんだっけな
[03:18:55.640] でも
[03:18:56.520] わかるいや全然タトゥーも可愛いしいい
[03:19:00.239] なっと思う
[03:19:03.520] けどでも日本だと生活しづらくなるから
[03:19:10.120] ねやっぱ就職とかも難しくなるし
[03:19:15.319] ねそのなん
[03:19:18.600] さなんつうのその別アンチじゃないけど
[03:19:21.760] 全然ねもタプが当たり前の世界だったら
[03:19:24.720] 入れ
[03:19:25.800] た興味あったあ俺の友達も掘側に興味あっ
[03:19:30.040] てその機械買った人いるもんだからやり
[03:19:33.199] たいヘタね2週間ぐらいで消えんだっけ
[03:19:35.980] [音楽]
[03:19:38.359] あれだあれもだから会社でさだから冬だっ
[03:19:41.720] たらいいけどねらしい
[03:19:45.640] ねやヘナタトゥーっていうのはなんか体に
[03:19:49.720] 分解させるインクを使うんだよね2週間
[03:19:52.680] ぐらいで消える
[03:19:56.439] やつただ入れる時は同じぐらい痛いわけ
[03:19:59.520] でしょなんかもったいない気もするけど
[03:20:02.439] ねシールでいいや
[03:20:04.920] んまたまままあな同じぐらいいてんだもん
[03:20:13.920] な骨のとこにもあのここに開いてるやつと
[03:20:17.760] かいるじゃんだってもうここあのさなんて
[03:20:20.479] 歯が見えてるやついるよここにこうやって
[03:20:22.040] あの拡張ピアス開いててトンネル通して
[03:20:24.439] ここ歯見えてん
[03:20:28.080] のジュースとか飲めねえじゃんなやばいや
[03:20:32.160] 確か同日までしか配てなかった同じくらい
[03:20:36.359] に痛いなら確かにお味噌汁飲めなくなるよ
[03:20:39.640] ねやしてない女友達が脇に入なかった
[03:20:46.840] お前らうんお前らいちいち言ってけよ
[03:20:48.920] いちいち言ってけそのお前らが女の子の話
[03:20:52.279] をする時はそのこと一やしたのかしてない
[03:20:54.439] のかそれをそれをいちいち言って
[03:20:59.160] ほしい俺もいやしてない女の子があの自分
[03:21:03.439] の下あのスプタンにしてたよカッター
[03:21:06.520] でカッターでスプタンにしてた
[03:21:10.800] よバサつって女の子も行っていい女の子も
[03:21:15.160] いい行っていいよあでも俺女の子のなんか
[03:21:17.720] いやしたしてないはあんま聞きたくない
[03:21:19.720] いやした男のって聞きたくないからやめ
[03:21:21.760] てれただけけど誘ったのかよ優しかっほら
[03:21:25.920] ほらほらほらこういうこと言うんじゃん
[03:21:28.160] こういうこと言うんじゃんこういうこと
[03:21:30.160] 言うんだもんだって笑笑参った
[03:21:33.800] ねまったねほっそれ
[03:21:38.160] はドキドキしちゃうのだ
[03:21:42.239] ねずるいぞ邪魔の妄想だよいやよいやよ
[03:21:47.160] いやよみつめっちゃいやメンタル来るから
[03:21:49.319] 太郎に行こうかなメンタル来るからなんで
[03:21:52.800] え何え森お前彼女
[03:21:56.239] はもりお前彼女はいねいそうだけどなんか
[03:22:01.439] なか陽キっぽいじゃんお前彼女もいないん
[03:22:04.239] かおめちゃめちゃマウント通るお前
[03:22:07.080] ふざけんなおいおやポンてめえ調子乗って
[03:22:09.960] んじゃねえぞ森のどこが女なんだよで
[03:22:13.399] 優しかったしね迷わない落まねまねまあね
[03:22:18.359] 優しいから
[03:22:21.000] これけさばけさばけさばけやめ
[03:22:26.600] てなんか今日めちゃめちゃ多分ね出ていい
[03:22:29.840] ねも理由にかしたらげへの味は何だった
[03:22:33.479] のってなっちゃういやしいよね別にいい
[03:22:36.560] だろ見たいも
[03:22:37.530] [音楽]
[03:22:41.160] 彼女俺1人の体じゃないからやめて絶対目
[03:22:45.560] はいないよね
[03:22:48.880] 俺1人の体じゃない
[03:22:50.840] のそ女側が言う言葉じゃないの
[03:22:55.000] それえでも何親ポンお前あれか同棲すんの
[03:23:02.120] アパートだなうわいいじゃんどうせする
[03:23:06.640] いい
[03:23:08.040] ねでもねいやめちゃめちゃラブラブだたら
[03:23:11.800] いいかもしれないけどそ1人の時間絶対
[03:23:13.800] 必要だからねお互いの部屋は絶対に持った
[03:23:15.800] 方がいいと思うアパートでセックスし
[03:23:18.740] [笑い]
[03:23:20.920] 放題お前酒のサイツイート猿みてによ笑笑
[03:23:26.680] お前近所にお前かおり持っ
[03:23:31.080] てけよかおり持ってけよいつもすいません
[03:23:33.880] ねってキキうるせえんだ
[03:23:40.279] からどせ1年目はもうすんごいよシル
[03:23:44.600] ちゃった笑
[03:23:46.880] いや絶対お互いの部屋は必要だと思う
[03:23:50.640] なてか待ってメンタル強くね見てよ
[03:23:54.640] メンタルのこいつめちゃめちゃ強くない
[03:23:59.199] 声がうるさいられそうびりし
[03:24:05.560] た
[03:24:09.040] えなんでメンタル弱いからなメンタル
[03:24:18.720] までもこれも強いけど
[03:24:22.720] ねリザぽよにちょっとスラトも覚え
[03:24:25.520] させよう
[03:24:28.760] かよちよち私もよちよちして
[03:24:34.740] [音楽]
[03:24:37.120] ちゃんはかなりほろ
[03:24:46.300] [音楽]
[03:24:49.800] これは炎
[03:24:52.730] [音楽]
[03:24:55.479] う炎の牙といや竜のかいらないな45艇だ
[03:24:59.960] もん
[03:25:00.220] [音楽]
[03:25:03.040] なついでに首の匂い嗅ぎたいですなんだ首
[03:25:06.960] の匂い嗅ぐっ
[03:25:09.359] て何首の匂いって
[03:25:14.439] 笑笑の帽伸びてきてない待って待っこうや
[03:25:20.120] てちょもう気がついたらもうこうやて画面
[03:25:22.359] 外まで行くからねみんながア体験みたいな
[03:25:25.239] 感じで
[03:25:27.800] の耳の裏さ匂いかぐのそれそれあれじゃ
[03:25:32.000] ねえの
[03:25:33.800] あのカレシってそっからていねさすに
[03:25:37.080] 気づくさすがに気づくどんどんゴンさん
[03:25:40.279] みたいになってたらなんかあれ画面が行っ
[03:25:43.520] てないみたいなどんどんナビてエとかに
[03:25:47.399] するやつ笑まかちゃんはいい匂するよね
[03:25:50.479] シカロール
[03:25:51.880] のだんだん伸びるのかだだ伸びるよけチン
[03:25:56.600] て
[03:25:58.239] 言えチタプって言えチタプっ
[03:26:01.580] [音楽]
[03:26:03.199] てチタタプチタタプ
[03:26:05.870] [音楽]
[03:26:07.160] 自分の耳の裏すって
[03:26:09.570] [笑い]
[03:26:12.120] クンクンお前犬みてえだな
[03:26:18.960] 笑笑なんなんだよ
[03:26:21.399] それカレーシってそっからていいよね耳の
[03:26:24.520] 裏からっていうよねでも
[03:26:26.760] ねカレ耳の裏からっていうよね耳の裏の
[03:26:30.279] 匂いがその人の本当の匂いって聞いて注意
[03:26:33.160] してへあそうなんだでもさそれ注意して
[03:26:37.479] 洗ってもどうしようもねえとこだと思う
[03:26:39.600] けどねも洗うことは大事だと思うけどその
[03:26:43.160] そこはもうそっからさ
[03:26:46.439] 分泌されるからそう分泌されるから別に
[03:26:48.800] そこはく洗ったってもうそれはもう決まっ
[03:26:51.439] てるもんだからねうん自分で吸ってにっ
[03:26:54.560] たら臭かったらショックでお前ら全員やれ
[03:26:59.319] 全員やって
[03:27:01.880] みじゃ俺もやる
[03:27:04.760] けど
[03:27:07.680] うん別に臭くない
[03:27:11.640] よ俺の匂いって感じ自分でわかんないね
[03:27:14.800] これ多分鍵慣れてるがぽいんだよね誰か
[03:27:18.840] 知らんおっさんがいやお前だよそれ俺俺の
[03:27:22.600] 匂いくい時は自分でも分かると思うそうな
[03:27:25.840] のうわ草てよかっ
[03:27:31.160] たどこれが人にとって
[03:27:34.279] どうどうなんでしょうねわかんないねこれ
[03:27:36.760] はでも自分でやったらジャちゃんのから私
[03:27:40.520] の会
[03:27:42.760] でいいですね女の子同士っていいですね
[03:27:45.800] なんかね脇の匂いもわかんねえしな脇の
[03:27:48.439] 匂いもわかん
[03:27:50.680] ないでもさそうでだって脇がの人が自分で
