[00:00:05.319] 一応1コメ譲るか一行しました1コメ
[02:34:58.880] の昔からいしにしなくてよはない
[02:35:06.040] しねこれどうするレベル上げるレベル上げ
[02:35:10.359] ももうしんどなってきたなレベル上げ作業
[02:35:14.040] にするか先に進むか
[02:35:19.960] でもレベル上げんとしんどいよなこの後な
[02:35:23.479] あーどうすっかななんか今日迷ってん
[02:35:26.920] な今日全然進んでない
[02:35:35.520] ねわお戦ってないんかいやべまったまんま
[02:35:42.640] だどうしようか
[02:35:46.880] ななんか今日あれ
[02:35:52.359] だポケモンとか配信してるとあるねん
[02:35:57.880] なう今日谷です
[02:36:00.960] ネット差あるからしですよ
[02:36:08.120] ねれるあるある
[02:36:11.880] がRPこういうのもあるよねこういう時も
[02:36:15.600] あるよね
[02:36:19.960] コメントの順番と棒読みちゃんが読む順の
[02:36:23.200] らある
[02:36:26.640] なぞちょっと待って死ぬちょっと待って
[02:36:28.640] やばいやばや何死死ぬやめてあるあるやめ
[02:36:32.439] てやめてやめてやめ
[02:36:40.960] てうミクそれでいっか
[02:37:02.040] なんやってんだよお前は
[02:37:07.800] よでもわかるもう今日はなんかでもお前の
[02:37:11.240] そのお前がそのしびれて動けないのも
[02:37:13.279] しょうがない気が
[02:37:14.520] する何もつとかお前呼んでんだよ
[02:37:20.760] ガチの俺のガチの俺の子供の時のあだ名
[02:37:24.640] やめて
[02:37:25.600] な笑笑ガチの俺の子供の時のあだなもっ
[02:37:30.880] ちゃんもっちゃんねもっちゃんこれと
[02:37:34.800] 恥ずかしがる
[02:37:36.720] からマジでもっちゃんって言われてたもん
[02:37:39.200] 俺もっちゃんっ
[02:37:41.279] てなだもっちゃん
[02:37:47.520] てドラクエでの名前だった時あったよ
[02:37:56.760] あっっっもっさんじゃないもん
[02:38:00.240] もんおんみたいそんなだっでもやめて
[02:38:05.560] 思い出すからやめて思い出すからやめて
[02:38:08.439] なんかいやあっちゃん元気かなあっちゃん
[02:38:12.880] が考えてくれたよそれあっちゃんがが完
[02:38:17.439] にっちゃんがガンちゃんともっさんとつる
[02:38:21.680] く誰だよ全然知らねえよ誰だよガンちゃん
[02:38:26.319] とつるく誰だよ淳淳あっちゃん仲良かった
[02:38:31.760] んだよ俺あっちゃんと俺仲良かった
[02:38:40.240] なあっちゃんち行くとなあっちゃんちの
[02:38:43.800] あっちゃんちのさお母さんがさ別れちゃっ
[02:38:47.800] たっていうかもううん10年ぐらい連絡
[02:38:50.640] 取ってないんじゃ
[02:38:52.080] ない10年は持ったかあっちゃんかっこ
[02:38:55.240] いい
[02:38:57.000] あのあれあの成人式以来合ってないんじゃ
[02:39:01.560] ないあいた多分で来たわしてよ連絡先知ら
[02:39:06.399] ねえよえLINEしてみていい
[02:39:12.520] じゃちょっと7年ぶりぐらいLINEする
[02:39:15.160] わじゃちゃん
[02:39:21.720] LINEは知ってるよただLINEは知っ
[02:39:23.920] てるけど
[02:39:31.479] さ繁生
[02:39:35.080] バレ
[02:39:36.640] また危ねえワクワク本とっ
[02:39:41.680] たも今ので半分バレたけど
[02:39:44.960] なごめん笑笑
[02:39:49.880] 笑笑わ
[02:39:55.399] 草渡るの話だよ
[02:40:00.600] なLINE送ったよLINE送ったわ元気
[02:40:06.319] ってあのLINEを送った急に連絡して
[02:40:10.600] ボーターサーバーとかいや俺そういうに
[02:40:13.640] 思われんじゃねのねなんだ
[02:40:17.040] けどね
[02:40:19.600] だけどうわこいつアムウェイやってるとか
[02:40:21.240] 裏で言われ
[02:40:22.960] たらもんからさそう笑笑なんかもっちゃん
[02:40:27.800] から急にLINE来たんだけど笑笑マルチ
[02:40:31.160] のに裏で言われ笑ってるいいもがあってね
[02:40:36.840] あっちゃんさあっちゃんってさビタミンっ
[02:40:39.960] て取ってるビタミンって取るの難しいよね
[02:40:43.560] このお水にはねたくさんビタミンが含まれ
[02:40:46.720] てるんだよこれを飲むだけで1日分の
[02:40:50.399] ビタミンが取れるの幸せですか夜中に声出
[02:40:53.920] た笑笑笑笑あっちゃんさマンション投資に
[02:40:58.600] 興味ない俺ビタミン飲んでるからやめ
[02:41:02.279] てビタミンは普通に食えばビタミン取れる
[02:41:05.720] しサプリでこと足りる最高に
[02:41:11.040] 怖い帰ってこねえかなあっちゃんからこれ
[02:41:15.160] でもこのアカウント生きてんのかな生き
[02:41:16.800] てるよなでもな
[02:41:21.439] あっちゃん
[02:41:24.279] ちょっとあるんだけど
[02:41:26.760] さえしかもさ誕生日が近い友達なんだ
[02:41:31.720] けど誕生日が近い友達あっ
[02:41:36.120] ちゃん飯行くべおる
[02:41:38.880] よ飯行くべよ出確定え飯飯おるよああっ
[02:41:48.040] ちゃん
[02:41:51.720] 2月6日だって熱し
[02:41:56.680] 記念日北海道に住んでたらどうするいや
[02:41:59.960] ないだろ栃木同じだ笑え何がおいら来月
[02:42:04.720] 誕生日
[02:42:06.040] か同じ2月日日あっちゃんもしかしてえ
[02:42:15.800] あ地元から離れてる場合あるね思絶対れ
[02:42:20.200] てると思う100離れてる
[02:42:22.600] うん都とに住んでんじゃないの石橋
[02:42:26.240] 学校そうをギフしてみてあれだ俺が配信で
[02:42:31.040] 俺のことだからいいやつってさばらしてる
[02:42:32.800] とさ友達のも全部ばれるんだね申し訳ない
[02:42:36.760] な俺の友達俺の俺の友達は全員もう俺の
[02:42:39.880] せいで全員にネットにばらまかれると同じ
[02:42:42.680] 状況じゃ
[02:42:44.399] ないありがとうありがとう
[02:42:48.120] ありがとっちゃんでもLINE帰ってこ
[02:42:50.800] ないよなまあそんなもん
[02:42:53.600] よLINE帰ってきたらいいんだけど
[02:42:58.439] な邪魔の卒あ
[02:43:01.080] 入室配信者友達の本名平気でいう人多い
[02:43:05.920] 配信者友達の配信者友達の本名ね
[02:43:10.160] うん自分が出してるからいいやと思った
[02:43:12.720] けどこれ出しちゃいけないからね
[02:43:17.319] 本当やべ強
[02:43:21.840] 緑にア
[02:43:25.800] しお前そのうちのうちの小学校の効果だろ
[02:43:29.319] かそれ緑にるけのひに
[02:43:35.920] マナビアはグ
[02:43:43.040] もるの
[02:43:50.880] 思い
[02:43:53.840] もて地球の上
[02:43:59.840] に
[02:44:03.319] そそり立つえコマンド使えるよコマンド
[02:44:06.240] 使えるえ覚えてるやろ普通えなんで小学校
[02:44:10.279] の効果覚えてねえんだよおめえらえ小学校
[02:44:14.080] の効果覚えてないのお前ら嘘だろ
[02:44:21.279] 覚えてる覚えてるよ
[02:44:23.200] ねあれ
[02:44:25.800] ける
[02:44:28.479] ははで俺もね2とご
[02:44:34.399] うに覚えて
[02:44:37.000] ないいい思いないお前が一番けんじゃんか
[02:44:40.399] よ俺も思いなんかほとんどねえ
[02:44:45.319] けど
[02:44:48.040] んくんねえか
[02:44:50.160] な今更ゆ今LINEで夕べかなねえ覚え
[02:44:56.000] てる俺のゲームアバス貸してくんないいて
[02:44:58.720] 笑笑こいつマジでこいやつだと思わ
[02:45:03.359] れるも取られてこいつこいっ
[02:45:07.680] てマジかよこいつ今更
[02:45:12.399] てこいつマジかよ今更こんなこと言ってき
[02:45:16.640] たよって思われちゃうわな
[02:45:20.479] えテリワンとゲームアドバンス貸してんだ
[02:45:22.680] よ
[02:45:23.359] なやりてって言うからいいよ貸してやるよ
[02:45:26.160] つって一式貸したんだ
[02:45:33.359] げ貸した方悪いよ
[02:45:36.920] 悪人だよだ
[02:45:39.040] からせ返せつう
[02:45:43.040] なでもあっちゃんはあっちゃんはと
[02:45:47.920] 一盗友達だから
[02:45:51.840] 同盟田川被害者の会だ
[02:45:54.880] から俺は田川にあのオシリスの天空龍
[02:45:59.399] あいつはなんかあのエレメンタルヒーロー
[02:46:01.520] テンペスタ盗まれたね田川すぐだから田川
[02:46:06.040] は田川はちょっとカード見せてつカード見
[02:46:09.600] てすってでもあっちゃん裏で田川と同盟君
[02:46:12.800] それはないわそれはない
[02:46:15.760] わすってあの枕の下とこになかなかの戦力
[02:46:20.080] をいや俺なんかお前欲しの天空流だネタ
[02:46:23.240] ですか手慣れてらすぐあのあのなんかあの
[02:46:29.399] 枕の下とかに入れるんだよえ高何それ高
[02:46:33.720] それ何それなんでそこに寄せてんのって
[02:46:36.960] 言うとあ後で見るから意味がわかん何後で
[02:46:40.120] 見る悪いやつ後で見るってん
[02:46:43.160] で後で見るから同級生にそういうのいる
[02:46:47.720] いるいるいるいる
[02:46:50.840] で俺たちがないないって騒いでると次の日
[02:46:53.800] にこれは今も変わらんかもなあの次の日で
[02:46:57.920] あった時になんかあおじいちゃんが公民館
[02:47:01.640] のゴミ箱から拾ってきたつって俺たちが
[02:47:03.840] 持ってないもの全て持ってんだそんなこと
[02:47:06.000] あるかなんでおじいちゃんが公民館の語尾
[02:47:09.359] 箱から拾ってくるどんなおじいちゃんだ
[02:47:15.200] よ小学生のしょうもない言い訳シリーズ
[02:47:19.439] 絶しとか田川俺LINE知らねえ
[02:47:24.680] よ田川はもうLINE持ってないと思うな
[02:47:28.040] 俺もにマのデッキ盗まれたわえこの田川
[02:47:32.439] ってあの田川かなわかんねえんだよな田川
[02:47:35.840] は入ってるだろう笑笑この田川があの田川
[02:47:39.680] なのかだて田川の田川のLINEの名前な
[02:47:43.800] んだもん
[02:47:49.319] だんねよこれじゃああの田川かこれ違う
[02:47:54.600] 田川なんじゃねえか
[02:47:59.399] なあっちゃんはガチ本名だから分かるんだ
[02:48:06.560] けど今
[02:48:17.720] さ元気て送ったけどさ今これ配信ついてる
[02:48:20.960] からヘラヘラしてるけどこれ配信切った後
[02:48:23.200] なんかすげえドキドキしてきそううわ
[02:48:24.960] なんかとんでもないことしちゃった俺
[02:48:26.520] みたい
[02:48:28.040] なうわうわなんか俺とんでもないことして
[02:48:30.680] ないこれ送んなけよかったなんか
[02:48:33.920] 乗りなんか変身帰っての朝とか怖いね変身
[02:48:37.520] 帰ってきてもやだしなんか今更1人になる
[02:48:40.279] と不安になヘラヘラす
[02:48:44.319] な既読もつかない忘れようか既読もつか
[02:48:48.240] ないです
[02:48:50.120] だって時間帯に強したのたまだけだぞ笑
[02:48:54.399] この時間だし
[02:48:55.880] ない昔のあっちゃんだったら絶対昔のあっ
[02:49:00.439] ちゃんだったら絶対笑って許して
[02:49:02.720] くれなんなら電話かけてくるよ昔のあっ
[02:49:05.880] ちゃんだったらもう人間って変わるからな
[02:49:09.200] 昔の人間って変わるからな意外とってみ
[02:49:12.560] たらやってよかったって思うかもねそうだ
[02:49:15.040] よな開いてえもんだって普通に久しぶりに
[02:49:19.279] 昔のっちゃん学校
[02:49:23.680] のすたら
[02:49:29.760] 仲
[02:49:39.600] たれるうなんか
[02:49:48.880] 何が好き一番あのダイヤモンドパールまで
[02:49:51.080] ね引き込もうあっっちゃんもツイッ連れて
[02:49:52.800] くっか結構やっぱ
[02:49:56.319] ガこれマジで誰かあの正解貼ってくんない
[02:50:00.279] ゲがる鳴き声テこれゲが笑笑私も泣きまね
[02:50:05.520] で見始めました絶対嘘だろすぐ出てくるの
[02:50:09.160] すごすぎ
[02:50:12.439] 笑マジで似てるからゲンガー側の鳴き声も
[02:50:15.840] 頼むちみに俺もガ好ガね皆さんガこれ正解
[02:50:21.000] ですまず俺の聞いて次ガ
[02:50:28.720] はいはいさす声
[02:50:32.880] さいちょっとったちょっと低かった
[02:50:35.920] ちょっと低かったかもうちょっと低かった
[02:50:37.560] かな笑笑すすすぎる笑ちょっとちょっと
