[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[04:32:12.399] たいもう覚えとんねんそれ卵技もうレベル
[04:32:15.920] 1から覚えてます毒タイプもま悪くない
[04:32:18.880] けど
[04:32:19.800] ねステマすることイカ様今ステマダメだ
[04:32:24.399] からねやっちゃねイカ様よいいですね進化
[04:32:30.960] おお来
[04:32:32.840] た話に進化来
[04:32:35.880] た刮目しろよお前らこれが最終形態だよ
[04:32:48.119] うお
[04:32:51.080] パパなんか鼻伸びたなんか鼻伸びたよ
[04:32:55.840] パチパチ鼻伸びたよ使用済み綿棒なんや
[04:33:00.159] お前それなんだお前らその名前は初
[04:33:02.880] ありがとうもうそれだけでもうあの村まこ
[04:33:05.439] リスナーのが分かってちゃの好きそうな
[04:33:07.400] デザインかっこいいねかっこいいね鼻伸び
[04:33:11.320] たけど快感快感快感鼻伸びた
[04:33:15.840] なこれ相当強いっすケタリスナーでもある
[04:33:20.279] ね綿棒そうになった
[04:33:25.760] 悪い
[04:33:28.199] つよだってさ見たさっき進化する前HP
[04:33:32.680] 102だったんだよ130も上がってん
[04:33:35.320] じゃないかよ進化したら
[04:33:37.719] 強うわ地獄強いぜこいつ話
[04:33:45.439] にいいポケモン手に入った
[04:33:49.080] なそうかじゃあと今日音わっかをちょっと
[04:33:52.240] 35まであげたいっすね音わかね気持ち
[04:33:55.199] 低い特攻がうん気持ち低いかもでも別に
[04:33:58.240] こいついいんだよ攻撃型だから止まったよ
[04:34:02.561] また人が盛り上がってる時に止まんなっつ
[04:34:05.561] のなサのワルビアル思い出すサって
[04:34:09.119] ワルビアル使ってたん
[04:34:10.719] だ低いけどこいつ物理技しか覚えてない
[04:34:13.600] から俺分類全部物理だからこいつも攻撃
[04:34:16.439] 特化型
[04:34:17.660] [音楽]
[04:34:21.160] よもうそしたらちょっといっかそしたら
[04:34:24.320] ちょっとポケモン変えよう
[04:34:26.060] [音楽]
[04:34:27.799] ぜあとは音わっかをちょっとレベル上げし
[04:34:32.199] たいよ
[04:34:33.600] な学習装置持たせるか
[04:34:45.799] 100ってどこから起感だと思う最初から
[04:34:49.959] どうなんだろうな最初からじゃないでしょ
[04:34:51.719] 多分途中からだと思う
[04:34:53.639] よ最初の方はだって菊勇の色出てたもん
[04:34:58.039] 最初はあの動物とかそ菊き先生の他の
[04:35:02.080] なんかちょっと気持ち悪いなんかあの感じ
[04:35:05.199] 出てたもん途中からなんか変なからかな
[04:35:08.240] 絶対途中からだよあれうん途中から最初は
[04:35:11.119] なんかあの独特な感じあったもん菊先生の
[04:35:15.920] 途中からなんか電通そうそう電通電通途中
[04:35:19.039] からなんかすげえなんか一般受けするよう
[04:35:21.160] になってきてさ最初の方読んでたねもう
[04:35:24.039] 途中から終わなくなった
[04:35:29.480] けど菊さん来た笑笑菊さんあ読んだってあ
[04:35:34.080] 読んだってそういうこと呼んだねごめん
[04:35:36.439] 読んだて100万に読んだのかと思った
[04:35:38.320] お前の名前そか一族の名前が菊さんだから
[04:35:40.840] 読んだってきたのびっくりしたそっちか
[04:35:44.310] [音楽]
[04:35:54.439] よこの辺で
[04:35:56.639] ちょっと親戚は菊優勢です誰菊優勢って
[04:36:01.320] 知らねえ有名な
[04:36:05.680] 人え
[04:36:09.000] マジエンジのコンタ
[04:36:13.799] 懐かしい回りとか使ってくんだ誰菊優うわ
[04:36:18.840] 後ろ姿大谷の先輩
[04:36:22.000] へえやばいじゃん
[04:36:26.080] でか
[04:36:28.959] でかえすごいすぐ
[04:36:33.279] だろうもうコメントが撃てないそんな
[04:36:36.320] すごいのコメントてへんやんもうそんな
[04:36:39.561] すごいの落ち着けよ
[04:36:41.879] エジくでこんなポケモン
[04:36:43.719] な1回もあったことないん
[04:36:46.150] [音楽]
[04:36:58.561] かなんだポケモンですかけられるポケモン
[04:37:03.799] です
[04:37:05.439] [音楽]
[04:37:10.520] かやつちゃまずいんだよなこいつばっか
[04:37:14.119] 育ててもしょうがないんだよ
[04:37:16.799] な
[04:37:18.600] たたなんか進化するよねこれねタゲロゲだ
[04:37:22.879] かなんだか
[04:37:24.810] [音楽]
[04:37:28.359] にん待てここメモリアルタワーってお墓
[04:37:32.279] でしょゴーストタイプとかでくんじゃ
[04:37:35.600] ない俺ゴーストタイプだったらなんか使い
[04:37:38.561] たいかも
[04:37:41.879] なんか出てきそうじゃないここわ悲しい
[04:37:46.320] 曲タワーの一番上に大きな金がで思い出し
[04:37:50.279] たけどさ寄付したグローブを展示するのは
[04:37:53.199] なんかくない何それ何それ何それ何それ
[04:37:55.639] 何それ寄付したグローブを展示するそ何
[04:37:59.160] 大谷さんなんかあれだね大谷先生寄付して
[04:38:01.480] たよね被災地の小学校だか中学校だかに
[04:38:04.359] それを何そいつらは展示してんの意味ない
[04:38:07.320] や何それ
[04:38:09.039] 全然違うねそれはなんだったらメルカリに
[04:38:13.160] 出て
[04:38:15.719] え
[04:38:17.439] ええ大谷全国の小学校にしたの使い倒せ
[04:38:23.119] キモいねそれ大分の長が飾ってて怒られた
[04:38:26.561] やつ笑えメルカリに出てんのはキモい
[04:38:30.959] わそそえきしょいねそれどんだけ金欲しい
[04:38:35.320] んでバカじゃねえの
[04:38:40.779] [音楽]
[04:38:42.039] 自動があって出品情報にあったらしく教師
[04:38:45.080] が売ってんじゃないかなと噂にメルカリは
[04:38:48.119] さすがに出やろいやガチガチっぽいね
[04:38:52.279] えーきしょいね
[04:38:59.320] そいつマジ
[04:39:01.359] で引くわちょっとちょっと引いてる俺は親
[04:39:04.320] が売ってそう
[04:39:05.740] [音楽]
[04:39:08.119] あちょっと引いてます私今やだねこんな
[04:39:13.119] 売るか
[04:39:16.070] [音楽]
[04:39:22.119] ねここポケモン出てこないのここっ
[04:39:27.199] ていいくらで売ったのいくらで出してたの
[04:39:31.119] 人の心ないんだろうなそういうや
[04:39:35.799] えなんかメルカリとか見ててもなんか人の
[04:39:38.600] サイン入りのなんか売ってたりな高くして
[04:39:42.080] ひどいよなだもらう時はさ大ファンですと
[04:39:45.320] か言ってもらうわけ
[04:39:47.160] でしょ秘はそういう
[04:39:51.000] ののもっても絶対ずるだっだって俺あれだ
[04:39:56.160] もんあのアクリルキーホルダー作ってあの
[04:40:00.000] あげる人にあの入れあげるアクリルキー
[04:40:04.520] ホルダーをあのあげる人
[04:40:07.650] [音楽]
[04:40:10.320] にあけるわそれ番号書いたか
[04:40:13.320] 俺番号書いたもんシリアルナンバーお前
[04:40:16.200] 売ったら一瞬で分かるからお前ら
[04:40:18.520] つあ売ったら一瞬で分かるかだてめえら
[04:40:21.480] つってなんであげることになったの
[04:40:24.200] ステッカーもサイン入りだったね
[04:40:27.240] ステッカーもサイ入りで番号もつけた
[04:40:29.600] アクリルキーホルダーあのイベントの時に
[04:40:33.080] あのオフイベやった時にやったてか参加し
[04:40:36.040] た時に配るやつで作ったんだ
[04:40:38.440] よモ欲しいべ
[04:40:43.230] [音楽]
[04:40:44.840] 無駄にシリアルナンバー入れ
[04:40:47.080] てる森欲しい
[04:40:49.280] だろもっと早くしっとけばよかったねチ
[04:40:52.040] ゲームのことねまだ余ってるけど実はまだ
[04:40:55.000] ステッカーとあのキーホルダー余ってる
[04:40:56.718] ナンのやがそれはもう
[04:41:00.000] 無理のグッってなかったそれはまそれは
[04:41:03.958] まあいいじゃ
[04:41:04.680] [笑い]
[04:41:06.440] ないそれはまいいじゃんでやるからそれる
[04:41:10.120] から
[04:41:11.920] はだってあお前ら会えへんやんけ会えへん
[04:41:16.638] やんだって合われへんやん魔のブズ持って
[04:41:22.080] ないやいるのお前お前持ってねえだから
[04:41:25.400] 今日初めて来たんだからお前持っ何お前
[04:41:28.040] もう私も昔から押してますけどねみたいな
[04:41:30.958] 確かにやいたわな
[04:41:33.000] そう送んのめんどくさい
[04:41:36.360] うんがかっ
[04:41:39.280] ておもお前でお前もお前でがなんかって
[04:41:43.638] お前も新だろがまだ笑笑あるあ見たいまだ
[04:41:49.080] 余ってるで俺結構余ってるよまだこれも
[04:41:53.360] どうにかしたいけど1個5000円で
[04:41:54.878] 売ろうかなメルカリ
[04:41:56.320] [音楽]
[04:42:07.440] でなんなら救急車で一緒に怒られた仲のに
[04:42:12.080] な等々出た
[04:42:18.320] ね新山さんきらないで
[04:42:21.050] [音楽]
[04:42:29.200] ねえ救急隊員の人に怒られ案件ちゃまと
[04:42:34.520] 2人だけのエピソードあるの山すぎる
[04:42:45.400] まだ結構余ってんねんな
[04:42:48.798] これま本当あげる予定の人にもあげてない
[04:42:52.878] から
[04:42:54.320] ねあげてないから
[04:42:56.350] [音楽]
[04:43:02.160] ね新山さん生らないでね本
[04:43:07.280] だもこちゃんそっか影でそうだよねちゃん
[04:43:11.440] と俺はやかで俺俺やかやかじゃねえやじゃ
[04:43:14.120] ねえやえっと横浜のイベントの時にその
[04:43:16.958] イベントで俺DJやったのねそのリアル
[04:43:18.958] イベントであのみんなの前でDTやったん
[04:43:20.798] だけどそん時にスリッパのままジャンプし
[04:43:23.480] たらジャンプした瞬間にスリッパが
[04:43:24.840] すっぽ抜けて着地した時に足をぐりまして
[04:43:27.560] 俺もで俺人体が断裂して立てなくなったん
[04:43:30.480] だよイベント3日間あんのに1日目で1日
[04:43:33.840] 目で立てなくなってそのまんま救急車で
[04:43:35.878] 運ばれたんだよそん時にもこちゃんが運営
[04:43:39.600] でいたからもこちゃんに
[04:43:42.240] あの一緒に乗っててもらって病院まで来て
[04:43:45.200] もらって伸びただけでよかったあ切れて
[04:43:47.840] なかったけどねそう伸びただけそうそう
[04:43:49.160] 伸びてでも立てなくなったマジですぐ直っ
[04:43:51.360] たけどねでその救急車で運ばれた先でもう
[04:43:57.120] あの結構いろんな松葉杖とかまその応急
[04:44:00.120] 処置みたいなやってもらったんだけどその
[04:44:02.600] 時俺財布に3000円しか入ってなくて
[04:44:04.480] 現金が金が足んなくて初めてもこちゃんに
[04:44:08.798] 電話して1万円て
[04:44:11.920] さ俺初めてだよ人に1万円貸してくださ
[04:44:15.638] いって頼んだの笑笑貸してくれてありがと
[04:44:18.680] ありがとありがとうありがとうなあん時は
[04:44:19.878] な助かったよ
[04:44:21.160] うんやっぱ現金持ってなきゃだめだよ
[04:44:25.040] ああペイペイとかでどうにかなべとか思っ
[04:44:27.920] たけどねダメだねそんなことあったんだ
[04:44:31.080] 怒られたのは場が意外と高い怒られたも
[04:44:35.080] いいやつ怒られたのもそうもこちゃん
[04:44:37.080] めっちゃいいやつそのあの俺も生まれて
[04:44:40.160] 初めてのささんありがとう生まれて初めて
[04:44:43.638] のあの救急車だからなんかてテンパっ
[04:44:45.840] ちゃってなんか俺テンパるとめっちゃ
[04:44:47.480] なんか感謝してますよ俺にもなんかなんで
[04:44:50.240] ておお前に感謝しなきゃいけないサブスク
[04:44:52.520] も何もしてねえサブスクのアイコンもつい
[04:44:54.760] てねえお前になんで俺が感謝しなきゃいけ
[04:44:56.560] ねんだよブブあの初めてさ乗って俺緊張
[04:45:01.400] するとサモ緊張してませんよみたいな感じ
[04:45:03.440] で口数めっちゃ増えんのねあのこう運ばれ
[04:45:05.760] てる時にあなんかやばいじゃん何これ
