[00:00:05.839] 1コメ剣闘1
[02:33:29.359] べ回復してゲスなんだけど霊しか残ら
[02:33:33.200] なかった場合はどうするあま自殺だ
[02:33:37.960] よああ
[02:33:41.680] こ怖すぎ
[02:33:43.960] るって良かったちゃんと育てといていや強
[02:33:47.960] すぎるだろさっきの
[02:33:51.120] いやレミマジか
[02:33:58.200] ようう耐えて
[02:34:01.279] ねえ耐えるよねよし全然だわよし
[02:34:05.479] よし団ですねここここやばいねんでだ
[02:34:12.120] よとま久
[02:34:15.720] エブこれガブ入れ替えか今のの600ぞき
[02:34:20.680] ちゃこれガブ入れ替えありだな岩なだで
[02:34:24.720] やる効か
[02:34:26.680] ないこれ次急所当たったらメモ当てられ
[02:34:29.640] ねえからさトドマンさえ急所当たんないに
[02:34:32.640] 踏む当たんねえ
[02:34:36.040] か当たんねっぺなあ耐えるよな当たんねえ
[02:34:40.279] よ当たんねえやふざけんなお前怖うも勝っ
[02:34:44.000] たでもでもオオオったっ勝ったったっでも
[02:34:47.439] 大丈夫でも大夫でも大丈夫でも大丈夫
[02:34:50.399] でも大丈夫これ勝っ
[02:34:54.560] たいや耐える耐える全然耐える全然
[02:34:59.399] 耐える
[02:35:01.040] 怖い怖い怖い
[02:35:04.040] 怖い
[02:35:06.920] 危ねえこれが今作の600族なん
[02:35:10.800] だオオオオオオお前もお前霊使ってくんの
[02:35:15.880] かよ
[02:35:21.920] ああ冬持ちだあこいつ冬持ちだえどうやっ
[02:35:24.760] て倒すのじゃえ冬持ち
[02:35:27.399] じゃんえこいつ地面タイプ当たんないよね
[02:35:30.200] どうやって倒すの
[02:35:32.000] これえ電気にも効果抜くて地面だけえ
[02:35:36.880] こいつ弱点なしなのこれこいつ弱点ないえ
[02:35:40.720] 強じゃあ激で
[02:35:42.800] 殺すじゃあ激で
[02:35:45.920] 殺すパワーで押す
[02:35:50.120] あ神砕たなめんな
[02:35:53.600] よ
[02:35:56.160] オケーよしよしよし
[02:35:58.560] よしあ良かったよかった全然平気全然平気
[02:36:02.080] はいお龍はい
[02:36:06.720] おぽいBGMだよなここああここ使えねん
[02:36:11.640] かガマゲロゲって何タイプ水がろって
[02:36:18.000] 水あれ使えねんかここガマゲロゲ
[02:36:22.479] ゲロゲって水なんと
[02:36:27.120] かBかっこいいねBGね
[02:36:31.640] 地面地面つうことはうんまた微妙なタイプ
[02:36:36.680] だなこれガブで押すわガブで
[02:36:39.160] 押すさすがにレビなんか持ってねえ
[02:36:43.399] べ
[02:36:45.640] 識者助かる助かる
[02:36:50.680] なんでこのイボロゲがよお前自信持ち
[02:36:55.760] か全然全然いや混乱してる
[02:37:02.720] な木の実とか持たすときべきだった
[02:37:10.960] ないや当たるやけるいけるお前ならける
[02:37:15.080] お前なけるよよ
[02:37:19.640] がお前だよよしやるなよしよしよし
[02:37:24.680] よしまた微妙いとこついてくるなパチパチ
[02:37:28.399] パチパチ運が復待ってこいつは毒開く毒
[02:37:33.399] 開くでしょ格闘弱点弱点格闘か虫毒虫毒
[02:37:40.439] じゃ格闘はあ虫毒かじゃ炎か虫か
[02:37:51.399] これタイプ何ドラピオンって虫だからリザ
[02:37:54.319] でうえ本当に虫か悪じゃねえかあいつ悪ド
[02:37:58.479] とかじゃ
[02:38:01.000] ないちょっとどっちだ悪ドとかじゃねえの
[02:38:04.000] あれ悪ドでしょでも毒タイプに格闘は倍だ
[02:38:08.359] もんねいやもうリザで押すかでもちょっと
[02:38:12.680] ガブじゃちょっとちょっとガブじゃ
[02:38:14.359] ちょっときつい
[02:38:15.439] なありがとうとサンありがとう
[02:38:25.359] こいつそんな俺に打点持ってねえ
[02:38:29.520] だろ地面が点だから直すしかないねの無視
[02:38:34.319] 天皇が使ってくるから俺も虫だと思ってた
[02:38:37.439] 時虫じゃねえんだな独学なんだよなまあで
[02:38:41.000] も全然余裕よよしよしよしよしいやでも
[02:38:44.920] やっぱ今作めちゃめちゃ強えな敵ドグロッ
[02:38:48.600] クって何だっけえドブロックって何だっ
[02:38:51.600] けえドブロックって何ま多分毒だけど毒だ
[02:38:56.240] から毒グレルあグレックの進化もしかして
[02:39:01.200] だけどもしかしてだけどそれておいらを
[02:39:06.640] 誘ってるんじゃない
[02:39:09.760] のTwitterのくれたの
[02:39:14.439] なアカップのわかんね
[02:39:26.840] おら耐える通り
[02:39:31.080] なし雑魚かよん
[02:39:33.680] だアイカップアイドルから俺は今リプが来
[02:39:36.800] てるんねいいだろ
[02:39:40.880] よしよし雑魚かどういうことだこの
[02:39:45.640] プラズマは私が作り上げた完な男なんだ私
[02:39:51.000] はプラズマかあ作り上げた完全な男なんだ
[02:39:53.560] ぞ世界を変える完全な支配者だぞ1度なら
[02:39:56.399] ず2度までも無名のトレーナーごとき
[02:40:00.399] に認めるかありえるかポケモンなる道具を
[02:40:04.240] 使いこなせる愚かなもたちに遅れを取ると
[02:40:07.600] は何これ神BGMあえてこう呼びます
[02:40:12.600] 父さん分かってくださいポケモンは道具で
[02:40:15.399] はないのですポケモンと人はお互いを高み
[02:40:18.600] へという誘っていけるすれす素晴らしき
[02:40:22.439] パートナーなのですシそれを分かっている
[02:40:25.319] 人たちもいるのですだのにだの
[02:40:29.279] にだの
[02:40:31.319] に
[02:40:33.439] なぜそんなにして
[02:40:37.399] まで君は行くのすか
[02:40:43.800] ララララだねそれでしか聞いたことね黙れ
[02:40:47.680] 黙れ黙れ黙れ
[02:40:49.920] ポケモンと話せる化け物が自分人間の言葉
[02:40:52.720] を語るな芸術様はもう正気ではここは
[02:40:56.439] 私たちが楽にしてあげなさいうん父さんが
[02:41:00.359] いなければプラズえ本当に殺殺すながら
[02:41:02.439] やめてねではあああ
[02:41:06.240] ああいつ多分殺されるな多分みんなに
[02:41:10.760] 変わってありがとうキレだけど大丈夫今は
[02:41:13.920] 力を失っているがまたここに現れる
[02:41:19.680] ゼクロも君にありがとうだってばにそう僕
[02:41:23.920] はポケモンと話せるん
[02:41:26.240] だあの時あのトレーナーやアデクが教えて
[02:41:29.279] くれたさらに多くの出会いを経ていろんな
[02:41:31.520] 声を聞いたあのトレーナーってのは前作の
[02:41:33.279] 主人公か異なる考を受け入れ世界は科学
[02:41:36.399] 反応を起こすそして僕の世界は静かに
[02:41:38.720] 広がったポケモンといることで人は未知
[02:41:41.240] なる世界に進める人といることでポケモン
[02:41:43.680] は真の力を発揮するありがとうなくなって
[02:41:46.640] 脳なそれがゼクが教えてくれポケモンと僕
[02:41:50.200] の理想そしてその日はつそしていつの日か
[02:41:54.120] 理想と真実はちりポケモンモンスター
[02:41:56.880] ボールの支配からポケモンも人も解き放た
[02:41:58.560] れる君ポケモン君とポケモンが目みちゃ
[02:42:02.000] どんなものか理想を確かめるたポケモン
[02:42:04.040] リーブに向えたねこれさ前作の主人公は出
[02:42:08.120] ない
[02:42:12.960] の出ませんあ出ないんだちやげおおお疲れ
[02:42:17.520] お疲れおおいおお疲れちゃんハあのなんか
[02:42:19.840] 人形すごいねあれあれすごかったなくれよ
[02:42:23.840] 冗談冗談あれすごかったね作ったすごいな
[02:42:28.560] あれそれよりプラズマなんからキュレムを
[02:42:31.040] 救ったんだろでしたキュレムをお前すげえ
[02:42:33.840] よな俺はチロ猫を妹に返すまだモンスター
[02:42:36.920] ボールから出すなんて無理だ
[02:42:38.880] けどお前はどうするポケモンリーグに行け
[02:42:42.560] だってそれはいいなだって今お前のお前
[02:42:45.319] 一種で1番強いだろそれを証明してこいよ
[02:42:47.120] ジャイアントホールでお前と最初に出会っ
[02:42:48.880] た
[02:42:51.399] 2番にる気がいたらも作るマジで
[02:42:54.040] ありがとう販売しよう俺たでお金持ちに
[02:42:56.160] なろうえその先はチャンピオンロート
[02:42:58.080] そしてポケモンリーグだあららもうこれ
[02:43:00.520] だいぶ欲しいだいぶあれだな終盤もうほと
[02:43:04.720] ポケモンリーグ来たなていうかそんなこと
[02:43:07.760] よりミが死んだんだがチャンピオンロード
[02:43:11.880] に差しから電気タイプも作んなきゃなん
[02:43:14.600] ねえよ電気タイプも作んなきゃなんねえ
[02:43:17.760] じゃねえかよどうすんの
[02:43:23.399] これ電気とエスパー育成です2時までいや
[02:43:27.120] でも全然時間足んねえ
[02:43:29.080] よメンタルの時より
[02:43:31.840] かメンタルが死んだ時はまだなうんまだ
[02:43:35.520] 付き合い浅いからレと
[02:43:37.800] は付き合いが浅い
[02:43:40.359] からし鋼タイプでしょ電気タイプなんだよ
[02:43:44.399] 欲しいの
[02:43:47.560] はタイプどしようかな電気鋼えあギギアル
[02:43:53.359] て電気いいや入る隙ないえそうなの電気な
[02:43:58.240] のピッピっ
[02:44:01.520] て
[02:44:03.200] ピカピカテウ気よあそうなんだ電気入っ
[02:44:07.479] てるん
[02:44:13.319] だよしなんとかクリアしましたよゲスダ
[02:44:21.000] 危なかったな危なかったというかまレミア
[02:44:23.200] 死んだけどなレミア死にましたが残念
[02:44:28.359] ながら
[02:44:30.040] よしいや嘘言いました鋼です違う
[02:44:35.080] じゃんポケモンリーグは6体フ6体フル
[02:44:38.600] じゃない多分わかんない
[02:44:41.040] けど相当だよ
[02:44:43.680] な
[02:44:45.319] いやお墓見るのが辛い
[02:44:50.560] 連れてこうよメンタル別にいいじゃん
[02:44:56.200] もうもう良く
[02:45:02.319] ない
[02:45:05.080] ざすだから推定70レベ目指さない
[02:45:09.319] とポケモン終わりそうな終わんないか
[02:45:13.560] も終わんねえかもしんねえぞ
[02:45:19.120] しかおらんもん
[02:45:21.160] ないや霊死んだか結論から言うと終わら
[02:45:25.920] ないと思う笑今月で終わるかね今月では
[02:45:29.640] 終わると思うけど
[02:45:35.120] さいやどう
[02:45:40.319] するちょっと図鑑見ていいか来週末まで
[02:45:43.800] 終われば十分
[02:45:51.319] やっぱメタグロス欲しい
[02:45:55.160] な中途半端にしてって壊滅するよそうそう
[02:45:59.479] そうそうそうそう壊滅したらもう向こう1
[02:46:01.640] ヶ月無理だからねこれもう1回育成し直し
[02:46:03.359] はマジで無理0からマジで無理1匹2匹
[02:46:05.960] 作るぐらいだったらまだなんとかなるけど
[02:46:07.479] さ6匹作るのはもう無理だよメタグロス
[02:46:10.359] もう死んでるんよメタグロスもう1回作っ
[02:46:13.200] て64レベまで上げて死んでるんだ
[02:46:21.240] 電気タイプ
[02:46:26.920] でしょいやむずいきタイプって言われても
[02:46:30.640] 出てこないよ
[02:46:32.040] エスパ補充してチャンピオンロード攻略し
[02:46:35.240] ながらレベル上げよな少なくとも一体死ぬ
[02:46:39.680] だろうね全員が無きは無理だろう
[02:46:44.800] なやもじまったしな
[02:46:49.160] はない
[02:46:50.279] でしょジバもう電気タイプもう何匹電気
[02:46:53.560] タイプもう3匹死んでんだよだからもうい
[02:46:55.359] ねえんだよなも4ましたかああ電流
[02:46:59.359] ね
[02:47:00.920] いやありだねこりんちゃんそれあり電流
[02:47:04.000] ありだわああ電流ありだな電流可愛い電流
[02:47:08.319] ありだ
[02:47:11.200] ね電流いいよね電流ありだね電気は電流に
