[00:00:06.040] 1コメは俺
[03:14:56.279] のおや参加することになってうんうんうん
[03:15:00.080] 参加させてもらうことになりましたんで
[03:15:02.160] よろしくお願いし
[03:15:04.160] ますこれ眠らされんのうぜえ
[03:15:09.080] な眠んな
[03:15:14.600] よおこんなに高いのかよお前も1回
[03:15:19.479] がっつり寝た方がいいよもう眠いじゃん
[03:15:22.479] お前731お
[03:15:25.120] 休みもう寝るなよお前機械なんだ
[03:15:29.279] からお前お勘弁しろよ勘弁しろよ1回仮
[03:15:34.359] 危な危1回仮眠取ったがいいよそんな眠い
[03:15:36.680] んだったら
[03:15:38.840] なこれ多分ねっていう敵がめちゃめちゃ
[03:15:42.120] 経験値落とすんだだからこいつを倒してん
[03:15:44.160] だけどめちゃめちゃこいつも硬いのよね
[03:15:46.319] 強くてさ
[03:15:54.199] これマグネットボムの方がダメージ入ると
[03:15:57.560] かあるかこっちの方がいいか
[03:16:01.960] ないや買わ
[03:16:08.520] ねえちょっともうレベルが低すぎて話に
[03:16:11.520] なんないんだよ俺いろんなポケモンよし
[03:16:14.479] 育てすぎてさやめてもうやだやだやだ眠ん
[03:16:19.319] なよ眠んなよ
[03:16:27.199] よしオケ勝った勝ったぶりの色の大が
[03:16:30.720] タイトルになってるのいいよねそこに俺
[03:16:33.520] ああブラックとホワイトってことま確かに
[03:16:36.279] ねなんかいつの間にか宝石になってたもん
[03:16:38.399] なルビーサファーエメラルドとか金銀も
[03:16:41.279] そっかま金銀も色ちゃ色だけど金銀
[03:16:44.560] クリスタルも宝石っていうか金属っていう
[03:16:46.600] かね
[03:16:49.520] あ間違えたコココイルレベル上げちゃった
[03:16:51.399] よちち俺育ててんのこいつじねんだった
[03:16:55.239] なんかこれだこうだった
[03:16:59.800] なま今日朝までやるんでまったりもう今日
[03:17:02.880] はがっつりまったりがっつりレベル上げだ
[03:17:05.920] こういう回も必要なんです
[03:17:08.359] ねこいなかった俺が育てたいのは違うあの
[03:17:11.160] このワだったワニをとりあえず1段階だけ
[03:17:13.399] でも進化させ
[03:17:14.880] たいしたらけんじゃかなと思ってるけど今
[03:17:19.319] なんかサクって言っ
[03:17:22.760] た言ってない
[03:17:27.840] かま普通の演歌もまここは戦います
[03:17:31.880] よあいいねいいねいいねいやこいつ
[03:17:34.560] 捕まえるか迷うねんなこれエスパータイプ
[03:17:36.800] でしょエスパータイプ1匹てもいいんだよ
[03:17:42.399] なええもう一発だよお前なんか
[03:17:48.399] 地震過剰ま野生ポケモンで地震過剰って
[03:17:51.560] あんま意味ないけどね地震過剰っていうの
[03:17:54.040] はこいつの特性で敵を倒すと攻撃が1段階
[03:17:57.520] ずつ上がってくんだよだからトレーナーで
[03:17:59.920] 何連戦もする時とかすごいいいよね野生の
[03:18:02.120] ポケモンどうせ1匹しかいないからね意味
[03:18:03.800] ない
[03:18:11.720] けどおフォローありがとうポッティ名前
[03:18:15.160] いいですねポッティポッティ覚えたわ
[03:18:18.760] ありがとうありがとうレトロゲーマーです
[03:18:20.279] よレトロゲーマー私はまマッキーんとこ
[03:18:23.840] から来てるんだったらもうレトロ好きだ
[03:18:25.840] もんなちなみにこれはDSで実機でニセ
[03:18:29.439] トロでやってます
[03:18:31.960] よよろしくねよろしくよろしく普段は
[03:18:35.520] ファミコンとかやってんだけどねなかなか
[03:18:37.160] 珍しいけどDSやんのもめちゃめちゃ久し
[03:18:38.920] ぶりだたたまにポケモンとかやりたくなん
[03:18:40.840] ねん
[03:18:45.199] などす配信すごいこのあのあれなえっと見
[03:18:52.120] トロ3万したよ
[03:18:53.840] 3万この令和令和の時代に3DS3万で
[03:18:57.760] 買ったよ俺
[03:18:59.680] これ高いんだよニセトロ
[03:19:02.720] なでも笑笑マッキーでもねこれねおすすめ
[03:19:06.840] だよやっぱり3DSのニセトロ持ってると
[03:19:09.520] マジで世界広がるからやれるゲーム
[03:19:12.560] めっちゃ増えるからねいいよね見せとろ
[03:19:15.640] いいめちゃめちゃいいやれることめっちゃ
[03:19:17.560] 増えるもDSと3DSどっちもできるよう
[03:19:19.479] なんだもん
[03:19:20.680] 全部DSとしかも面白いゲーム多いしねし
[03:19:24.680] ニドいいぞいいな面白いめっちゃあるそう
[03:19:29.199] めっちゃある変なゲーム多いしねノトレと
[03:19:31.399] かめっちゃ面白かったもん
[03:19:34.359] 8000円俺2万ちょいだったよ
[03:19:36.399] 2万5000円ぐらいだった2万7000
[03:19:38.160] かやノートやってこらんめっちゃ面白いよ
[03:19:42.000] うめえ経験値うますぎ
[03:19:46.760] 神砕く嘘つよ神砕覚えんのお前は頭
[03:19:51.720] ちぎれるくらいやった脳みそおじいちゃん
[03:19:54.520] だったらどうしようドックス続き任天
[03:19:57.840] ドックス地獄の配信ね俺がさDS持って
[03:20:01.640] DSになんかなんだっけちくわとかなんか
[03:20:05.640] なんかなんかあの犬に向かって喋り続ける
[03:20:08.520] 配信ね地獄の任天ドックス配信ちくわお
[03:20:13.479] 座りお座りとターンズやりたいわ邪魔の
[03:20:17.279] ノートレの年齢52歳だっでもね28
[03:20:20.439] ぐらいまであげたんじゃなかったっ
[03:20:22.359] けれドック配信間違えてたあれ俺ななんか
[03:20:26.279] なんなんつたんだっけ忘れてたなこれ
[03:20:28.160] 噛み砕くにしちゃおうかつくは
[03:20:31.160] もう地面技覚えてほしいけどな100話に
[03:20:36.479] 笑花だっけ花違った花じゃないんだっけ
[03:20:39.680] なんか変な名前つけて忘れちゃったね任天
[03:20:43.279] ドック配信もままたいつか超暇な時やり
[03:20:45.600] たいね
[03:20:47.920] DSってそういう変わりだねゲームが多い
[03:20:50.040] じゃんやっぱなんつうかそのゲーマー向け
[03:20:53.199] じゃないゲームっていうかそういうのや
[03:20:54.720] るって結構面白いんだよ
[03:21:00.520] な普通にゲームも名作多いしねドラキュラ
[03:21:04.720] も出てるしうんゲーム面白いあディノの
[03:21:07.800] ゲームあるねわ最高だね逆転
[03:21:11.199] ジあの指紋とか取れるよなタッチであった
[03:21:14.560] あったあったあなんかおすすめのDSのゲ
[03:21:17.600] あDSそうDSがあったらドラゴン
[03:21:20.960] クエストがあのほぼほぼ全てでき
[03:21:23.760] るっていうドラクエがほぼ全てDSだけで
[03:21:26.439] できるっていうねそれもでかいよね配信者
[03:21:29.040] からする
[03:21:30.840] ともんねそう123もダウウンロードで
[03:21:34.359] 買えるしあもう今買えねえのかそう天空
[03:21:37.080] シリーズ
[03:21:39.720] 4567
[03:21:41.439] 91できるからねドラクエ9も今度やろう
[03:21:44.680] と思ってるよ俺8も俺だしかももさいいん
[03:21:47.040] だよなプレステ2版よりさフルボイスに
[03:21:49.399] なってるしねうんリメイクもいいからで
[03:21:52.800] ポケモンができるってのがまずでかい
[03:21:55.199] ポケモンができんのがでか
[03:21:57.160] すぎる配信者とし
[03:22:00.600] てあねニセトロは結構高いけど絶対買って
[03:22:06.680] 損はしないと思うね俺は買わなきゃよかっ
[03:22:09.359] たなと思わない
[03:22:12.319] もんドラクエ9のリマスターお願いします
[03:22:16.040] ってる
[03:22:17.920] もだいぶ遊びやくなってたうん
[03:22:20.160] めちゃめちゃ優しくなってるらしいね
[03:22:22.359] 何何何こいつ黒いヘドロで少し回復何黒い
[03:22:25.960] ヘドて気持ち悪いやべえ毒になってる死な
[03:22:28.560] ないよねこれ落ちるよな砕く落とせるよ
[03:22:32.560] ねる
[03:22:34.560] べモンスターズもあるしねそうドラクエ
[03:22:37.840] モンスターズもあるしねそうドラクエ
[03:22:39.800] モンスターズジョーカー123できんのが
[03:22:42.000] 強すぎるDSはドラクエモンスターズ
[03:22:44.800] ジョーカー3死ぬほど面白からねあれ
[03:22:48.319] めちゃめちゃ面白いからねジョーカー
[03:22:49.680] シリーズ楽しいジョーカーシリーズ123
[03:22:52.040] できるから俺も配信でやったけどワツ3
[03:22:54.319] めちゃめちゃ面白いよ是非ちょっと検討し
[03:22:57.239] て欲しいですね高いけどねならテリーも
[03:22:59.800] できちゃうそうテリーのワンダーランドも
[03:23:01.560] あるしえっとイルルカもあるからね
[03:23:04.560] イルルカもある
[03:23:06.600] からDSはマジでおもろいゲーム
[03:23:11.680] 多いそれが配信でできんのはマジでいいと
[03:23:14.840] 思うようん高いけどね
[03:23:25.600] あと1レベで進化っぽい
[03:23:30.720] よこれもうワンチャンこの戦いづらい相手
[03:23:33.800] 逃げするなったら1つだけ選ぶならサンス
[03:23:37.359] 選ぶあ本当
[03:23:39.600] 世代ま24歳だったら世代かだよな俺より
[03:23:43.880] 3下だもんなゲにるそうなんだよねそうな
[03:23:48.319] んだよね俺別に世代じゃないのにねなんだ
[03:23:52.040] けどなんでかって言うと俺んね俺の実家ね
[03:23:55.319] めちゃめちゃ貧乏で子供の頃にねみんなが
[03:23:59.279] DSとか言ってることプレステ3とかねで
[03:24:03.640] 遊んでる時に重いあの買ってもらえなかっ
[03:24:08.120] たのよ買ってもらえなくて家にあった
[03:24:12.199] スーパーファミコンで遊んでたらこんなに
[03:24:13.840] なっちゃいました
[03:24:16.479] 好きだねレトロゲーはいいよレトロゲーは
[03:24:19.880] 素晴らしい
[03:24:20.960] です
[03:24:23.560] 大好きコレクションがやばいことになっ
[03:24:25.840] てるから
[03:24:30.760] ななるほどですねそれで
[03:24:33.840] レトいいぞそうんですいいぞレトロゲーム
[03:24:39.840] はやっぱ配信ででも新しいゲームとかも
[03:24:42.720] やるけどもまたやろうねコレクション文
[03:24:45.880] やりたいね初めて触ったのがスーファミあ
[03:24:49.040] ゲーム機初めて触ったゲーム機はゲーム
[03:24:52.840] アドバンスそれは俺のじゃなくていこが
[03:24:55.239] 持ってていこが毎週遊びに来てたんだうち
[03:24:57.760] にそん時にやってたのが初めてやった
[03:25:00.439] ゲームでも自分でゲーム持ってなくて買っ
[03:25:02.680] てもらえなくてさあの
[03:25:05.239] でそうねあので家にあったのがツーファミ
[03:25:10.080] があってなんか押入れとかから出てきて
[03:25:12.560] それを使ってファイナルファイトとかやっ
[03:25:14.239] てたな超ちっちゃいと
[03:25:19.640] ああまだレベルアップしないか1回ポケセ
[03:25:22.520] 戻ろ怖い
[03:25:23.960] からだからゲームアドバンスはすげえ
[03:25:27.000] 思い入れがあるんだよだからめちゃめちゃ
[03:25:28.560] あの改造したりとかするんだよねゲーム
[03:25:31.520] アドバンスはもう思い入れがあるからもう
[03:25:33.640] 常にもう新しいMODとか出たらもう太陽
[03:25:36.880] 太陽ねうん僕らの太陽ねあれ神ね僕らの
[03:25:44.560] 太陽おこんばんはお疲れ
[03:25:47.920] ちゃん今日はポケモンやってるよ高明って
[03:25:50.720] ポケモンやる
[03:25:51.840] の俺ね俺のこの間使ったこの俺の最強の
[03:25:55.760] ゲームボイアドバンスね最強のゲーム
[03:25:58.720] アドバンスこれめちゃめちゃいいすから
[03:26:02.520] これ太陽ゲージを空にするのが指名だと
[03:26:06.040] 思ってますこれえぐいでしょこれゲバ
