[00:00:08.679] T
[03:20:55.080] なドラクエ
[03:20:59.279] もどうすっかなちょトイレ行ってきていい
[03:21:03.640] ちょっとこれ聞いててトイレ行ってきて
[03:21:06.279] いい聞いててこ
[03:21:22.390] [音楽]
[03:21:25.880] ドラゴンクエスト3を一旦終わらすのも
[03:21:28.560] あり
[03:21:30.460] [音楽]
[03:21:45.520] かIK
[03:21:53.880] [音楽]
[03:22:33.960] 頭おかしなる
[03:22:45.439] わ
[03:22:56.890] [音楽]
[03:23:15.439] IKIK
[03:23:28.420] [音楽]
[03:24:12.880] サミって言いながらトイレ52ココアでも
[03:24:15.640] 作ってのか
[03:24:22.080] な
[03:24:24.560] あ
[03:24:26.279] おいしょはいあいあいどう
[03:24:33.760] も頭おかしなるなんでいいよ
[03:24:40.950] [音楽]
[03:24:44.359] ンンえ何やろっかな
[03:24:48.760] 次ドラゴンクエストモンスターズ
[03:24:51.040] キャラバンハートおおなるほど
[03:24:53.600] ねなくはないないやドラクエ3であるしな
[03:24:58.279] そう結局ドラクエ3があるからドラクエは
[03:25:01.319] 違うんだよね料理ポストをぶするだけの男
[03:25:05.199] ああよあるじゃんなんかこれだけな簡単
[03:25:08.720] なんとか鍋レシピおいしいなんとかみたい
[03:25:11.239] なさ絶対作んないあれおいいね帰りに材料
[03:25:15.880] 買ってこつって帰りマック買っ
[03:25:19.399] ちゃうスーパーじゃなくてマック買っ
[03:25:21.600] ちゃう笑笑あるねしょうがないね無理無理
[03:25:24.359] 無理よ無理だからお遊戯王デュエルモス
[03:25:28.199] エキスパート1あるじゃねえか入ってん
[03:25:30.800] じゃねえかよお早くいつ出んだあれおい
[03:25:33.920] あれいつ出ん
[03:25:36.319] のこれだから俺が一番やってた遊戯王の
[03:25:40.080] ゲームこれも収録されるらしいじゃん
[03:25:42.800] アーリーコレクションだっけ超楽しみだわ
[03:25:49.760] 遊戯王だ遊戯王
[03:25:56.080] なつい
[03:26:06.680] デュエル今のおい今のフォント見
[03:26:10.840] た何今のフォントクソだせえ過つけろよ
[03:26:15.880] もっと
[03:26:17.239] 普通民隊なんかゴシ隊なんかあの
[03:26:20.319] YouTuberがよく使うあれだったな
[03:26:21.960] 今
[03:26:25.319] なこれやってたんよ当時これ
[03:26:31.680] [音楽]
[03:26:39.920] な世界ダサくないかこここれあれしとこう
[03:26:44.960] これをさあこれをサムネにしよう笑笑これ
[03:26:48.319] をさ
[03:26:49.160] 笑これこれを待ってあ
[03:26:51.920] ブエルこちょっと今のシーンをサムネにし
[03:26:55.120] とこうクソ
[03:26:58.640] だせえなんだよあのもっとかっこいい
[03:27:02.199] フォントあったろう
[03:27:04.080] よ
[03:27:07.239] うこれがスイッチでできんだぜ楽しみ
[03:27:10.680] すぎるだろう行くわよバンドドドドドドき
[03:27:18.439] こここだな
[03:27:23.479] だせこれをサムネにしとこうこのゲーム
[03:27:26.000] 分かりやすいこれこれ
[03:27:28.319] だこれなんよやっぱ
[03:27:31.800] なこれにしとこうこれねめっちゃやたんだ
[03:27:35.600] ねもう俺これ1回やって
[03:27:38.359] いいピピピピピ
[03:27:49.040] 懐かしい懐い
[03:27:52.640] な本田と戦おほだなら負けなそうだからよ
[03:27:56.439] 本田ひだよろしくなあまりこのゲームやっ
[03:27:58.760] てないんだけどなめてかかるな
[03:28:00.840] よめんなめん
[03:28:06.520] こ懐かしああいやこれあよやっぱ俺の俺の
[03:28:10.680] デュエルは
[03:28:13.560] これルルゥ
[03:28:16.640] コナミのゲームだからBGMいいんだ
[03:28:20.720] よ俺のデュエルやっぱこれなんだよ
[03:28:25.000] なグレートホワイト入っとるやんこんな
[03:28:28.920] 負けねえわ正直あもうグレートホワイト来
[03:28:32.840] たらもうあ間違えたあ間違えたセットし
[03:28:35.319] ちゃった間違えた間違えたセットしちゃっ
[03:28:38.800] た何セットっ
[03:28:42.000] て巨大な白大きなつかれた業の位置キモ
[03:28:48.800] こいつどこで開業してん
[03:28:53.940] [音楽]
[03:28:55.160] のハミ打ち入れとく
[03:29:00.239] か全部セットし
[03:29:04.640] とこうわし食った
[03:29:07.010] [音楽]
[03:29:13.520] くそB
[03:29:17.600] あもう最悪やもう終わった終わり終わり
[03:29:20.560] 終わり
[03:29:24.520] ゴミ間違ったよ1600なんて最強カード
[03:29:29.800] かアックスレイダー引かね
[03:29:34.439] とあしよしよしデビルドラゴンならいい
[03:29:39.279] や召喚うわ
[03:29:44.160] かっけデビルドラゴン
[03:29:46.990] [音楽]
[03:29:55.120] よし下のが動くのよはかにち確かにキモい
[03:30:00.680] なここでしょこれキモいなこれこれ今見
[03:30:05.040] たらキモいねなんでこんな早く動くんレ
[03:30:10.520] がいなここん
[03:30:13.070] [音楽]
[03:30:16.439] 早いゲーム結構これ多かったあやばいあ
[03:30:20.359] 終わりましたもう2度とか出ないこれは
[03:30:23.479] 終わったなもここの環境最強カード
[03:30:30.399] ねこんなん語れへんね2500なんて
[03:30:34.439] すごくないダメージ与える時これだから
[03:30:40.600] ね若
[03:30:45.300] [音楽]
[03:30:48.800] 炎属性モンスターの攻撃プラ
[03:30:51.520] 700炎属性なんかいない
[03:30:55.960] じゃいやミノタウルスいるけどいたけど
[03:31:00.800] こんなもどうしもない
[03:31:04.300] [音楽]
[03:31:06.880] やんあこれ
[03:31:09.880] そうこんばんはクリアしてんクリアしたの
[03:31:13.439] よ
[03:31:17.760] もうな語れんてこんなされたら魔界の
[03:31:22.920] 居こんなあかんわこんな2500なんか
[03:31:26.760] じゃおったいいゲームだったよめっちゃ
[03:31:29.520] 難かったけど
[03:31:30.920] 最後いいゲーム今だから暇つぶしです遊戯
[03:31:34.840] 王やっ
[03:31:39.760] てるやめたやめたやめぴおもねや
[03:31:46.359] え明日から何やろっか
[03:31:49.000] な明日から何やればいい
[03:31:52.600] 俺ゲームボーイでもやっぱサクっとできて
[03:31:55.640] いい
[03:31:56.479] ねあネメシスとルート君マジカルタル
[03:32:01.040] ルート君俺あったかなあえ何どうし
[03:32:06.080] たブラスて
[03:32:09.800] ブラッドステインドねなんかあれ危険悪く
[03:32:14.439] なっちゃったよえおいおいおいどうし
[03:32:18.880] たなんかおかしいなったおかしなったぞ1
[03:32:22.080] 回電源切るかこういう時は分から
[03:32:26.640] んブラスてでも長いでしょじゃ俺ドラクエ
[03:32:30.000] 3の今つなぎなんよドラクエ3
[03:32:32.439] エンディングできないから今仕方なく違う
[03:32:35.120] ゲームやってる状態でつなぎだからブラス
[03:32:39.319] てやっちゃうとそっちになっちゃうんだよ
[03:32:40.960] ねやりたいけどねプラステ買ってあるから
[03:32:43.080] もうやるんだけどやることは決定してるん
[03:32:44.800] だけどブラッドステインのねただブラスて
[03:32:48.080] やる前にさ俺悪魔城となら途中なんだDS
[03:32:50.880] の悪魔城となき俺途中で投げてんだよな今
[03:32:53.479] なあのなんか白い主人公のやつあれあれ
[03:32:57.600] もう1回やろうかなあれやっぱ最後まで
[03:32:59.800] やりたい気もするんだよねストーリー全然
[03:33:02.399] 覚えてない
[03:33:05.080] けどESの悪魔城途中で投げちゃってんだ
[03:33:08.040] よ
[03:33:08.270] [音楽]
[03:33:10.120] ねロクマエグザとかやりてえ
[03:33:16.359] わあスライムもりもりドラゴンクエスト
[03:33:19.080] なんてもう神だよやったことあろお前ら
[03:33:20.960] ないだろ神だぞこの
[03:33:24.600] ゲームケットモンスターファイアレッド
[03:33:28.239] ルビーサファイアいいねポケモンもやり
[03:33:31.520] たいなんかやりたいなと思うんだけど
[03:33:43.330] [音楽]
[03:33:44.720] ねメガドライブメガ
[03:33:49.960] ドライブ
[03:33:52.239] メガ忘れてたなそう
[03:33:55.600] かマイケルジャクソンもいた
[03:34:01.960] かままこま
[03:34:15.840] マコがいた
[03:34:22.090] [音楽]
[03:34:25.640] かやっぱこれだよ
[03:34:29.000] な
[03:34:33.640] かけマイ
[03:34:40.650] [音楽]
[03:34:48.560] これクリア結局今年は
[03:34:52.120] さこいつこいつ決着つけたい決着つけたい
[03:34:57.520] 気もすんねんなグこんばんは
[03:35:00.199] 懐かしい決着をつけたい気もするんよ
[03:35:03.920] めちゃめちゃむずかっためっちゃむずくて
[03:35:07.199] こんばんは途中でやめちゃったんだよ
[03:35:10.399] ね今年だってこれとなんだっけあこれ
[03:35:16.160] 必殺技どやってんだっ
[03:35:17.760] [音楽]
[03:35:19.199] けこれとあのなんだっけあいつえっと高橋
[03:35:23.960] 人高橋とマイケルジャクソンが俺クリどう
[03:35:27.520] やってあがんだよ
[03:35:29.160] これどうやってあがんだ
[03:35:32.720] これどうやって上がんだこれ上がり方
[03:35:35.239] わかんねえ
[03:35:38.880] ぞったったったでん
[03:35:48.570] [音楽]
[03:35:53.600] かっこいいけどねこれねめっちゃかっこ
[03:35:55.800] いいんよ
[03:36:10.720] これ
[03:36:12.720] あズ
[03:36:18.000] し里のバス釣り持ってん
[03:36:20.600] の持ってねえや何そのなんかお手並拝見
[03:36:26.000] みたいな感じでえお前里でバス持ってんの
[03:36:29.319] 持ってねえ笑笑お手並拝見じゃないん
[03:36:35.439] だ
[03:36:38.720] 笑笑さてさてた
[03:36:42.670] [音楽]
[03:36:53.319] ゼログラビティだよこれ
[03:36:56.720] がマジでかっこいいマジでかっこいいん
[03:36:59.960] だってそうだよこのゲームかっこいいんだ
[03:37:02.399] よためちゃむずいん
[03:37:04.680] よ
[03:37:08.800] あトトロのさきとめのお父さんてしげさと
[03:37:12.680] なの知ってたえ声あそうなんだ
[03:37:18.319] おお嬢さんお弁当持って
[03:37:20.560] どちら
[03:37:22.600] ちょっとお父さんお花さん
[03:37:26.680] ね少しもダンスできおいできるかおい
[03:37:30.680] できるかゼロ
[03:37:34.880] グラビティ愁カメラの使い方はこうこう
[03:37:37.640] やって使うだゼログラビティ
[03:37:44.310] [音楽]
[03:38:08.520] やめ
[03:38:10.359] た気分じゃなくなった急にじゃないえ
[03:38:34.479] プレスさんのゲームって何かあるのあ結構
[03:38:37.640] 持ってるよあるあるあるプレステ3結構
[03:38:40.120] 持ってるああたまにはそっちそっちも
[03:38:43.040] ディスク系行くかもうネトフリークじゃ
[03:38:45.199] なくて実機でそうねそれプレス3何があっ
[03:38:49.399] たかないやななんか色々持ってるけどあ
[03:38:52.840] あんまりないけどまあ何個か持ってんなな
[03:38:56.479] プレステ3ってね俺ねちょうどゲーム離れ
[03:38:58.880] ちゃってた時期でね思い入れのゲームが
[03:39:01.199] あんまないんだよねプレス3はなんか大人
[03:39:04.600] になってから気になるゲーム買ってる感じ
[03:39:06.399] こういうのとかねこういうのと
[03:39:10.080] かあんまりだからプレス3もでもやれる
[03:39:13.840] ドリクラかなぐらいしかそうだねやる
[03:39:16.560] ゲームあんまないねプレステ3
[03:39:18.920] はなんかプレステ3はねあの悪魔城
[03:39:23.720] ドラキュラのなんかオンラインプレイの変
[03:39:26.279] なやつがあるんだよねそれでしかできない
[03:39:27.800] それやるためにもドラキュラあるよねある
[03:39:31.080] あるある変ななんか通信プレイのやつね
[03:39:33.399] あれなんかできるやついれば一緒にやりて
[03:39:35.160] んだけどなドムクも持ってなかったけあ
[03:39:38.479] デムCねそれリクエストでやったやつ
[03:39:40.840] ねまあのねあのあんまなんかそのなんつう
[03:39:44.920] かね主とそれで結構喧嘩なりました
[03:39:47.800] がなぐらのやつねうんなんか俺がつまな
[03:39:52.600] そうにやってるからああんま俺にあなかっ
[03:39:56.000] たそんなつもりじゃ
[03:39:57.530] [音楽]
[03:40:02.000] あさもうこんな時間だしねもうこんな時間
[03:40:07.000] だし寝ようかなこんな時間だ
[03:40:09.840] し明日から何やろっかなまだあるないない
[03:40:13.960] ないもうないよことないamon
[03:40:17.479] 見よいいけどあアンチャーテッドとかも
[03:40:20.239] 好きだなああプレス3でアンチャーテッド
[03:40:22.239] ねおもろいよねなんだかんだ文句言い
[03:40:24.279] ながらあれはちゃんとあれいけんねんな
[03:40:26.199] クリアできんねん
[03:40:28.000] な17分
[03:40:30.399] あるうかなAmazon見るかじゃあ
[03:40:33.120] ジョンアだめだよこれお届先橋本連さに
[03:40:36.279] なってるもん陸あるでしょお届先あれだよ
