[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[02:30:14.880] wiikのお前URLしか来てねえじゃ
[02:30:17.359] ねえかよ忍から
[02:30:20.310] [音楽]
[02:30:23.040] ほら酒さとのAVお前酒さのAVのあれ
[02:30:27.240] しか送ってきてねえだろか仕するだろ
[02:30:30.560] そりそり仕するだろしっかり見たけど
[02:30:34.920] えリスナーとのリスナーと
[02:30:42.520] のだっね多分謝罪だ配信できたい言てた
[02:30:47.840] からな
[02:30:50.800] え俺ランディとDMしたことなく
[02:30:55.720] ないある
[02:30:59.439] あ
[02:31:01.920] 草怒っていいあるやないか
[02:31:06.960] いしょうも
[02:31:09.040] ななんかお腹空いたゲーム面白そうな
[02:31:13.640] ゲーム教えてくれた面白そうなゲーム教え
[02:31:16.680] てくれたこれ面白いのて言ったら
[02:31:20.960] うんこれなんかこれなんかなんか悪魔城
[02:31:24.840] ドラキュラみたいなゲームだよみたいな
[02:31:27.479] おもろいのこれて聞たらいやつまんないっ
[02:31:29.040] て出てきたなんだそれ
[02:31:33.840] ゴそうなそうそうそうち
[02:31:37.120] はあのあれだDMしたよなめちゃめちゃ
[02:31:44.160] な発しましただからり
[02:31:51.400] [音楽]
[02:31:53.200] 影の時ねやの時なそうそうそうあの場所の
[02:31:57.520] あの連絡な打ち上げとか
[02:32:00.080] の決してやしいやれではない
[02:32:04.880] ですケケベじゃねえだろ死んでないんだ
[02:32:09.640] けどもうレベル上げがきつすぎるはい
[02:32:13.399] こんな感じ死んだよじゃこれ前回ないや
[02:32:18.359] 今日はもうレベル上げしかしないもん今
[02:32:19.960] イベント40万弱貯めて40万弱貯めない
[02:32:23.120] となマジでなマジでそレミ死んだレミ様
[02:32:28.479] 連絡くれたうん優しおい俺から俺から送っ
[02:32:31.640] たって言うなよなんか俺からDM送っ
[02:32:34.200] たって言うなっての時点でちゃまくは俺の
[02:32:37.319] ことランディちゃん呼びなのに変わっ
[02:32:39.319] ちまったなあなただけですよ即し
[02:32:44.319] てる何何
[02:32:46.680] 2222年の時
[02:32:50.040] 初ゲドムは心配ドム送ってたわ何の心配
[02:32:55.750] [音楽]
[02:32:57.960] ドムマジでランディからランディからさ
[02:33:02.279] 2022年10月18日配信お疲れ様でし
[02:33:05.399] た中井君のオーダーモドまででカニカニ
[02:33:07.880] 行ってるのにラーメン屋に連れて行こうと
[02:33:09.399] してるボテちゃんこのコメントが不快だっ
[02:33:11.319] たのだと思ってますごめんなさい気をつけ
[02:33:13.960] ますどういうことだよどういうことなんで
[02:33:18.520] これが不快なの
[02:33:21.439] どういうこと草笑笑なんでこれが笑笑
[02:33:25.240] 何これ笑笑どういうことそれど意味が
[02:33:28.800] わからん中井君のオーダーものまねこれね
[02:33:32.880] オーダーカニカニ言ってるのにラーメン屋
[02:33:36.279] に連れて行こうとしてるボテちゃんこの
[02:33:38.920] コメントが不快だったのではと思ってい
[02:33:40.600] ますごめんなさい気をつけます理解できん
[02:33:42.680] か意味がわから
[02:33:45.439] んどういうこまた何を言ってんのこれ
[02:33:49.920] ダブルめっちゃ心配で草なんて何これ何の
[02:33:54.399] 話してんのこれ
[02:33:56.760] あさじていうやつでよくモノマネすん
[02:34:00.720] じゃん俺中井君てか俺これ2022年から
[02:34:03.560] やってんのこのこの
[02:34:05.200] 真似このモノマネ2022年の10月から
[02:34:08.880] やってるらしいこすりすぎだろもう2年
[02:34:11.680] やってんじゃねえかよこの
[02:34:13.680] モノマネカカ行ってるのにラーメン屋に
[02:34:16.720] 連れて行こうとしてるボテちゃんこ
[02:34:19.040] コメントだってのではと思ってますごめん
[02:34:21.840] なさい何言ってんの意味がわかん
[02:34:25.880] ないやめろよこんなLINEを送ってくん
[02:34:28.880] な気にやもこっちらが不快だわこれ止まる
[02:34:31.479] 方
[02:34:32.359] が謝ってんだから許してやれよ許してるよ
[02:34:36.279] 許してる俺だっえ何それみたいな送ってる
[02:34:39.279] もん何言ってんのみたいなやってるよね
[02:34:42.040] 中井君ずっとやってるね受けてると思って
[02:34:44.319] んだろうねえ全然不快じゃないよ何も気に
[02:34:47.560] しないでねてありがとうございます良かっ
[02:34:50.560] たですおやすみ
[02:34:52.040] なさいなんなろどういうどういう映って
[02:34:56.279] ねえしなんでDSよこれおい映んねんだ
[02:35:00.240] けど可愛い笑笑どういうことだよやり取り
[02:35:05.520] 可愛い可愛いでしょリスナーとのDM
[02:35:08.880] さらし大会するかなマジ
[02:35:14.720] で多分神戸前だと思うんだけどラーメン
[02:35:18.680] じゃなくてに連れて行ってやれっていう
[02:35:21.279] 冗談コメだったんだけどうんうんうんうん
[02:35:23.359] うんうんうんうん
[02:35:25.600] うんはいちやまげがあまりにも反応薄かっ
[02:35:31.880] よくわかんねえなそれ説明されてもどう
[02:35:34.800] いうえ神戸に行くから笑笑笑笑ああ神戸に
[02:35:39.880] 行く
[02:35:41.000] からちゃま君が悪い可いすぎる俺が悪いん
[02:35:44.760] か悪いね俺が悪い
[02:35:47.399] か俺が悪かったごめん
[02:35:50.840] 多分そのあんま面白くねえコメントだなと
[02:35:52.760] 思っ
[02:35:53.300] [音楽]
[02:35:56.240] てする必要ない俺はコメント全部読めない
[02:36:00.120] からんで俺が全部悪いんだ
[02:36:02.880] よそういうとこあるね俺ねコメントさ読み
[02:36:07.600] ほど流れてないくせにコメント選ぶから
[02:36:11.200] ねあるある
[02:36:14.279] あるコメントこれ今読んでも面白くない
[02:36:18.040] なってコメント読まないからね
[02:36:22.720] でもそれはでも俺のメニは届いてるただ
[02:36:26.640] 難しいんだ全部に全部反応するってのは
[02:36:30.120] ある全部に全部反応するってなかなか
[02:36:32.640] 難しいんですよお分かりですか皆さんおり
[02:36:36.479] ですか変なん
[02:36:38.410] [音楽]
[02:36:40.240] ですちゃんと狙をめてコメントだ
[02:36:44.439] よ割とはねツッコみがうまいと思うんだよ
[02:36:48.319] なツッコみはうまいと
[02:36:51.200] 思う俺がだからさこないださあのアイ
[02:36:53.800] カップの藤田藤田ニコルじゃなくてなん
[02:36:57.240] だっけ藤田アダコーダにフォローされた時
[02:37:00.279] もあのうわどうしよう窒息したらとかつっ
[02:37:04.080] てそう藤田シオちゃんに始めあのうん
[02:37:07.080] リスナー品会
[02:37:09.880] あの1人だけでも突っ込めてたのイラン
[02:37:12.760] 心配しててくみたいな俺はその俺はその
[02:37:16.640] 突っ込みを待ってた俺がなんで俺がそのア
[02:37:19.800] カップのおっぱいで窒息するとこまで
[02:37:21.960] 行けると思ってんだよみたいなツッコみは
[02:37:24.080] うまいと思いますね
[02:37:26.880] はいろリスナー品
[02:37:29.760] 会に君なかなか突っ込みもうまいっす
[02:37:34.680] よ忍んはなかなかいいツッコみ俺が求め
[02:37:38.680] てるツッコミ出たねと思った
[02:37:41.359] もんでもランディも面しあのなんだっけ
[02:37:45.000] こないクリーンヒット出たよなランディの
[02:37:47.040] コメントでん
[02:37:50.439] ななんだか忘れちゃったけどポケモンの
[02:37:53.319] 名前とかでさクリーンヒト出すじゃん
[02:37:55.439] お前もう忘れたけどもう忘れてるけどなん
[02:37:58.240] だっけなんかでてくれよんだったっ
[02:38:01.479] けいからからんえっと
[02:38:05.640] ねミヒだよミヒそうミヒが良かったそう
[02:38:08.920] そうそうでけそうと思ってるんよ窒息する
[02:38:13.000] 窒息する場所まで行けねえかなアイカップ
[02:38:14.960] で窒息するとこまでだから俺ルつけなきゃ
[02:38:18.600] かってで
[02:38:20.240] 中だけ突っ込めたの
[02:38:23.520] はそんないらん心配してて草それだけで
[02:38:27.000] いいんすよねあれ良かったですねニナ君
[02:38:29.800] なかなか1ポイントニナ君に1
[02:38:34.960] ポイント貴しいねシュノーケル今日も言っ
[02:38:38.080] てたねそうそう誰かまたその突っ込みして
[02:38:40.200] くれるかなと思っ誰もしなかった窒息し
[02:38:42.200] たい窒息したいですおっぱいで窒息できる
[02:38:45.439] なら俺は本
[02:38:47.080] もう
[02:38:49.600] やめてね違えだおめえらを試したんだよ
[02:38:52.760] そんくらいのさてそんくらいのツッコミ
[02:38:54.760] できるやつはいるのかなってそんくらいの
[02:38:57.800] ツッコみできるやつはいるのかな
[02:38:59.800] [音楽]
[02:39:01.560] ともう一時
[02:39:05.000] まあもうこれどうにかしてくれよこれもう
[02:39:08.840] めんどいわもうこれ無理かもも早く終わら
[02:39:11.439] せようぜこのゲームこんな止まってたら
[02:39:14.680] さちょっとイライラしちゃうよねこんな
[02:39:18.279] 止まってたらね
[02:39:19.880] クソだわこれほんまクソだよ全部初めて
[02:39:23.840] 聞く顔するのは得意なんだイライラしない
[02:39:27.399] でしてませんになったらスプレでノーケル
[02:39:31.680] だよわLINEあ間違えたLINE開い
[02:39:33.080] ちゃった
[02:39:36.359] べ危ない危ない
[02:39:38.760] 危ないLINEがさらされるとこだった俺
[02:39:46.760] のこ続部分の
[02:39:50.200] ういやできるんだろう
[02:39:53.600] けど俺じゃ無理だな
[02:39:58.560] 女女
[02:40:00.120] のやばいやば
[02:40:07.319] っうんちゃんはでもねあれでしょちゃんと
[02:40:11.240] でも要所要コメントしてくれ
[02:40:13.800] じゃんこんばんは今日もやってます
[02:40:19.479] 俺も思うけどねこんなレベル上げ配信を
[02:40:21.399] 集中して見てる方がそういうネタ大好きだ
[02:40:23.720] わ笑ニナがだからニナのは今リスナーの
[02:40:29.319] リスナーにランク付けしてますリスナーに
[02:40:32.800] ランク付けしてんだけどリンナのコメント
[02:40:34.680] はツッコみがうまいなと思います俺はうん
[02:40:36.840] ツッコみはなかなかうまいなかなかいいよ
[02:40:39.520] 光るもの持っ
[02:40:45.920] てるほほほじゃねえそれ
[02:40:50.160] ほほほネタじゃないかもしれないよねネタ
[02:40:52.439] じゃないよガチだよほっちんとは毎日
[02:40:54.040] LINEしてる俺ガチガチガチなあ
[02:40:57.760] コメントって私は嬉しいよいやあデラコマ
[02:41:01.439] 君からしたらそうだよ
[02:41:04.000] なコメントゼロの地獄の時代を通ってき
[02:41:07.880] てるわけですからね彼と俺
[02:41:10.230] [音楽]
[02:41:12.560] はみなデラコ私1ヶ月未読無視されてる何
[02:41:17.080] 未読無視ってしてないよ
[02:41:20.760] ラオしてないしてないしてない俺女の子
[02:41:24.319] からのLINEは返すから男は返さない
[02:41:27.160] けどだけとかねえマジでデマ君だけじない
[02:41:31.399] そのYouTubeから見てん笑笑いない
[02:41:34.680] ぜ本当
[02:41:35.960] に嘘だよ教えいって言われてる
[02:41:40.840] からししてないまだだからそのうちする
[02:41:43.800] そのするまだして
[02:41:48.240] ないラジオちょっと試しに聞いたら
[02:41:50.760] なかなか面白かったからやっぱ公開しよう
[02:41:52.640] かなと思って消してないんだよ消しては
[02:41:56.520] ない今度じんちゃんここに呼んでグータ
[02:41:59.520] ラジオあ行っ
[02:42:01.560] てらっしゃいグータラジオゴールドやって
[02:42:04.080] いいかグータラジオゴールドラオ
[02:42:06.880] やろの地獄の道を共にそうだよそうだ
[02:42:11.880] よよくまあYouTubeからこっち映
[02:42:14.840] るって時に一緒に来てくれたよ
