[00:00:00.120] はい
[03:45:26.359] ロックマエグで2やっていいえちょやりき
[03:45:28.560] ちゃたやべえ久々にやったらめっちゃおえ
[03:45:30.840] わ今の一瞬だけだけど2やりてえなうわ2
[03:45:34.920] やり
[03:45:38.170] [音楽]
[03:45:39.640] てえまこれBGMが変わっちょ聞いて
[03:45:43.479] オープニングBGMがんか普通のエグさん
[03:45:46.520] ある
[03:45:48.159] よ最近出たの
[03:45:52.360] [音楽]
[03:45:56.720] 何BGMかっこよくなってんじゃん最近出
[03:46:00.040] たのコレクションだよ1から6までの
[03:46:06.760] コレクション普通の3あれ普通のス入って
[03:46:10.199] ねえじゃん今入れべえよ俺あるよあめんど
[03:46:12.800] くさいいいやいやどっちも持ってる俺今
[03:46:15.000] あのうちに全部コンプリートしてあるから
[03:46:17.279] あのロックマエグゼあのバージョン違い
[03:46:21.359] もあのコンプリートでエディション出る
[03:46:24.359] よっって言ってんのに意地はって揃えたわ
[03:46:27.439] 意地はって揃えたお俺は買わねえつって俺
[03:46:30.560] はあんたコレクションなんか買わね俺は
[03:46:32.560] 実機で揃えるつって俺は実機で揃えんだよ
[03:46:35.479] つって全部揃えた箱付きで入ってないの
[03:46:38.439] あるねなんかねレクターだなそうだね意だ
[03:46:41.199] ねレッドさも持ってるんだけどチームオブ
[03:46:43.399] カーネルも持ってるしえとグレイガの反対
[03:46:45.600] なんだっけファルザーを持ってんだけど
[03:46:46.960] なんか入れてねえわめどくさくてやめたん
[03:46:48.840] だろうな片っぽ入ってらよくね敵の
[03:46:51.199] リメイクみたいなのもあるしねドスのあ
[03:46:53.840] それも持ってるよオペレーション
[03:46:55.120] シューティングスターねうんそうそう持っ
[03:46:57.000] てる持ってるそうであの流星のロックマン
[03:47:00.640] も全部持ってるわワツース3だけめっちゃ
[03:47:03.479] 高かったわ9000円ぐらいしたで悪魔城
[03:47:07.000] ドラキュラやろこの辺もやりてんだよな
[03:47:10.159] 悪魔女ドラキュラの
[03:47:11.920] あのこれな悪魔女ドラキュラなまやって
[03:47:15.399] ないけどめっちゃ面白そうこれめっちゃ
[03:47:17.439] 面白てかなんならこれクリアしてねえしね
[03:47:19.279] サークローザムンねなんか飽きちゃった
[03:47:21.040] 途中で面白いんだけど
[03:47:23.000] ね探索型なのがやなんだよなおドラキュラ
[03:47:27.120] はさステージクリア型じゃねえとなんか
[03:47:29.479] 燃えねえんだよもう理不尽なぐらい難しい
[03:47:32.560] のをさ死ぬ死ぬ気になりながらクリアし
[03:47:34.840] てくのが気持ちいいのよ
[03:47:37.560] ねこれアドバンスのドラこれいくらすると
[03:47:40.080] 思う
[03:47:41.040] これキャッスルマニアこのつのののリブ
[03:47:45.359] 塩舞局これなんいくらすると思うこれ箱説
[03:47:47.720] 付き
[03:47:51.279] でくそたけえ
[03:47:53.920] ぞくそ高かった1万7000円ぐらいし
[03:47:58.920] たでも欲しいでもあグラディウス
[03:48:03.960] ジェネレーションあロンドロンド
[03:48:08.760] ロンド赤月の赤月のねえや違うよこれは
[03:48:13.359] あれだよえっとワルツリ局
[03:48:16.199] ってこれね間違ってんだよ公式
[03:48:19.520] がこれねこれあの公式が間違って
[03:48:25.199] てこれ赤月のメヌエットっていうタイトル
[03:48:28.319] になってるじゃんメヌエットってさ部局
[03:48:31.359] じゃないよね部局ってあれだからねこれ
[03:48:33.840] ワルツだよね間違ってんだよ公式があみ
[03:48:38.199] さんこんばんはみさんどうもこんばんは
[03:48:40.560] ワルツだよね部局ってね間違ってんだよ
[03:48:43.000] これ
[03:48:45.080] 間違えんな
[03:48:46.399] よ今日はね俺が今まで配信でやってきた
[03:48:49.319] ソフトをえっとWKに書き込む作業をして
[03:48:52.520] いるというかさせているワツだねさせてい
[03:48:55.640] ますねグラディウスジェネレーションこれ
[03:48:58.239] めっちゃおもろかったこれこれこれこれ
[03:49:00.439] 入れといてねこれ絶対入れといてこれ絶対
[03:49:02.159] 入れといてこれめっちゃ面白いから
[03:49:03.479] グラディウスジェネレーションま今なん
[03:49:04.960] ならもう1回やりていわ今暇だからやべえ
[03:49:07.760] かなおもえよ今だったら速攻クリアできる
[03:49:10.880] から
[03:49:12.439] 絶対ポケットモンスターエメラルドととか
[03:49:14.960] この辺もねやりたいけどねポケモン
[03:49:17.800] ピンボールあれリーフグリーン入ってねえ
[03:49:19.520] じゃん持ってんのに入ってるのいっぱい
[03:49:21.560] あるねなインストールあんましてねだろう
[03:49:22.880] なめどくさくててか片っぽ入ってえや
[03:49:24.399] みたいなF0スーパーマリオアドバンス3
[03:49:28.920] 4入ってるねとっとこハムたらこれ
[03:49:31.680] お姉ちゃんのやつだ未だに持ってるトマト
[03:49:35.560] アドベンチャーね鏡の大級あ夢の泉
[03:49:39.159] デラックスもこれやった星のカービの夢の
[03:49:41.800] 泉デラックスやったねスリームやった
[03:49:45.960] なマリオ&amp;ルイジやってないマリオカート
[03:49:49.040] マンスアドバンスメイドインワリオマリあ
[03:49:51.840] この辺もやりてえなめっちゃれんだよな
[03:49:54.199] この辺なリお気にわねちょっと待って
[03:49:57.439] ごめんちょっとリズム直させてこれ気持ち
[03:49:59.159] 悪いわこのこの画面で止まってんのか
[03:50:02.319] むかつくちょ今今ちょっとちょっとやめろ
[03:50:06.199] これ
[03:50:08.720] ちゃちゃうちゃうちゃうんや
[03:50:11.640] ねんこれなラグがなければ配信でできんだ
[03:50:15.040] けど
[03:50:23.120] なこここの画面にしときたいこうこうし
[03:50:26.040] ときたいのこうしとかない気持ち悪いから
[03:50:29.000] さオタクでしょもうこだわりが
[03:50:33.760] ああ出たした神
[03:50:37.680] ゲー
[03:50:39.439] わかるお茶キーこれマジかっけから
[03:50:46.800] 今やっていい
[03:50:47.830] [笑い]
[03:50:53.600] これオープニングみたい伝説の伝説のいい
[03:50:59.359] よこれがれんなよこれ
[03:51:05.120] がごめんねあのウキ更新ありがとねわ
[03:51:09.120] ありがとう続々とあの更新されてて助かる
[03:51:12.640] わありがとう
[03:51:14.800] かっきよふはぎふいなこいつって言うんだ
[03:51:18.439] よここ
[03:51:20.960] で普通にかっこよくないこの
[03:51:25.159] オープニングいや普通にしびいと思うもん
[03:51:28.880] しびいしくねえかこの
[03:51:32.199] ゲーム渋いよねめっちゃこのオープニング
[03:51:35.520] なんか任天のゲームなんだけどちょまでも
[03:51:39.120] ニドらしさはあるけどなんかさこれ初めて
[03:51:42.399] ガキの時やったなんかかっけなこのゲーム
[03:51:44.120] と思ったん
[03:51:45.439] ハードボイルドな感じ
[03:51:48.720] が声入っとるやんけと思ってBGM
[03:51:52.960] にこれ博士ねなこれあのカルのために金は
[03:51:56.920] なるからのゲ出演なんだよななぜ
[03:52:02.399] かいや普通に
[03:52:07.700] [音楽]
[03:52:13.520] いいいっちゃやったよこのゲームマジで
[03:52:16.720] このゲームだけ俺埋めんだよ激ムズで
[03:52:19.199] クリアしてんもんあしてねえやデータ残っ
[03:52:21.439] てねえや激劇物はマジで難しい
[03:52:26.940] [音楽]
[03:52:28.960] からおら夏なんですが
[03:52:36.239] うんうんいいや更新かけときました更新
[03:52:41.359] 何何何何更新
[03:52:49.000] ん
[03:52:50.560] 更新太地にし
[03:52:53.479] た別にいいのに
[03:52:58.159] ありがとうゲムババスはこんなもんか
[03:53:01.319] なこんなもんですかねゲームバードマンス
[03:53:04.720] は
[03:53:06.520] えっと次なんだ次何でしたっけちょっと
[03:53:09.720] 待ってねえゲームキャプチャー映像キャ
[03:53:12.680] えっと
[03:53:14.150] [音楽]
[03:53:15.920] 次は
[03:53:17.720] えDS
[03:53:20.840] はDSはえっとドラゴンクエスト
[03:53:24.760] モンスターズ
[03:53:26.600] ジョーカードラゴンクエストモンスターズ
[03:53:29.319] ジョーカーとドラゴンクエスト
[03:53:31.319] モンスターズジョーカー2
[03:53:32.840] プロフェッショナルだねやったのはあと他
[03:53:36.199] にも色々あれDSなんかやったっけなDS
[03:53:41.439] なんかやったっけそうだよねわDS配信も
[03:53:44.920] できんだよなよくよく考え
[03:53:47.080] たら使わなもったいないと思うんですけど
[03:53:49.840] てかあれ俺DSったっ
[03:53:52.880] けあれ俺ニトロどこだった最近見てねえな
[03:53:57.359] ここ数ヶ月ぐらい見てねえんだけどあれ俺
[03:54:00.359] 偽でどこやったんだっ
[03:54:02.960] けあちゃんが持っていった
[03:54:07.439] えいやマジであるぞあれ俺偽
[03:54:12.520] とあれ
[03:54:15.399] あれニトロどこやったっけ
[03:54:17.920] 俺あ3万ぐらいすんだけどどこ行ったわ
[03:54:24.000] [音楽]
[03:54:28.640] あれ
[03:54:30.760] あれあれどっか行っちゃったね後で探そう
[03:54:34.760] どっかあんべ
[03:54:36.720] 多分いやだDSのゲームやりてえな最近
[03:54:41.640] DSのゲームなんかやってないもんね
[03:54:44.990] [音楽]
[03:54:46.319] DSのゲームやりたいな
[03:54:50.319] なんかま僕らの太陽とかもDSにあるんだ
[03:54:53.239] けどそれもやりてえでし
[03:54:56.800] な何世界中とか世界中何世界中
[03:55:04.840] [音楽]
[03:55:07.080] ってDSのゲームお料理教室ああそうだよ
[03:55:14.439] 教室しるお料理ナビDSDS喋るお料理
[03:55:18.680] ナビもだねここDSのラはDS喋るお料理
[03:55:22.359] ナビだねやったもやったっていうかまま
[03:55:25.720] やったというかまままやったに入んのか
[03:55:30.120] DS喋る俺より
[03:55:31.920] なたたたたた喧嘩した喧嘩したあとDS
[03:55:38.399] ってなんかやってたっけなあんまやって
[03:55:40.319] ねえよなニトロ買ってやったゲームって
[03:55:43.439] 全然ねえじゃんなあんな払いてま
[03:55:46.159] モンスターズがやりてつってやってたんだ
[03:55:48.159] けどままそんなもんぐらいしか使ってない
[03:55:50.640] ねもっとなんかTS使いたいたね喧嘩
[03:55:52.600] めちゃくちゃしたねぶん殴ってやりたかっ
[03:55:54.680] た
[03:55:57.279] よポケモンブラックえドラゴンクエスモ
[03:56:00.600] ジョーカー3
[03:56:02.479] えまプロフェッショナルかなこれもま別に
[03:56:05.840] どっちでもいいんだけどさ3DSもやって
[03:56:09.199] ねえ
[03:56:10.479] なこんなもんしかやってねえんだなDS
[03:56:13.359] ってなんか色々やってたと思うけどやって
