[00:00:28.760] はいお疲れ様です
[03:26:56.399] ぜ逃げないで欲しいドラゴラムタ無駄に
[03:27:00.960] なるけど大丈夫
[03:27:03.199] 1ターン無駄なの
[03:27:05.560] て1ター無駄なのて
[03:27:09.359] おあくくのこれえ効かない効かないなんだ
[03:27:16.960] よないじゃねか今手当てと手当てと食
[03:27:20.960] 手当てと年手当てがついてるけどはぐれ
[03:27:23.359] メタル倒した方が稼げるかもしれない今
[03:27:25.760] 夜勤てやつと交代てやつお見てくれよもち
[03:27:29.399] もち見て3万10ポイントこれでなこれで
[03:27:33.920] これで1匹倒したら3万1円もらえんだよ
[03:27:36.560] お馬鹿らしくね真面目に働くのなんて
[03:27:40.279] やめようぜいいよ今も帰りなもうもちいい
[03:27:43.160] よもう帰ろうぜ夜勤今もう仕事やめて
[03:27:45.239] ほっぽり出し帰っていいよ家でこれやった
[03:27:47.040] 方が稼げるもん1匹倒したら3万1円だと
[03:27:50.479] 変身だけに1ターンあそうなんだやっぱ
[03:27:54.239] アリーナだよなアリーナ
[03:27:56.560] だメタルキング狩仕事するその方が絶対
[03:28:00.000] 稼げるアカスがすげえレベル
[03:28:04.359] 上がるこれいつまでレベル
[03:28:06.800] 上げるいつまでやるこれ終わらんよ俺も
[03:28:11.960] やりてんだか事してないね
[03:28:16.520] にその工場やめてなんやかんやで日の仕事
[03:28:19.359] 経験してるけど交代せずに同じくらいの給
[03:28:23.000] もらってるああじゃあそっちの方がいいよ
[03:28:25.720] な体金もやって20いかねんじゃしんどい
[03:28:29.439] よ
[03:28:35.720] なきついもきつかった
[03:28:38.800] わ金曜の朝まで仕事なわけじゃん夜勤1
[03:28:42.160] 週間後代っって金曜の朝までじゃないじゃ
[03:28:44.680] 違う間違土曜の朝まで仕事じゃん金曜の夜
[03:28:47.199] 出勤してでそれで土曜の朝8時まで仕事
[03:28:50.600] やって家帰って寝たらもう土曜日の夜中な
[03:28:55.000] わけよ起きたら土曜日の夜中でやること何
[03:28:58.399] もできなくて店もやってなくてちょっと
[03:29:00.439] うとうとしてたらもう日曜の朝でそしたら
[03:29:02.960] 次月曜日の朝から出勤だからね次昼勤だ
[03:29:05.600] からマジで
[03:29:07.520] きついマジできつい昼から夜勤になる時は
[03:29:11.840] いいんだよつれ昼から夜勤になるは曜の
[03:29:16.520] 夜仕事曜の夕方仕事終って月曜日の夜まで
[03:29:19.720] さ行かなくていいわけだから月曜日の
[03:29:23.640] までそうなんだ地獄なんよマジでそのヒに
[03:29:28.000] 戻すのがマジできついあれは体ぶっ壊す
[03:29:32.520] 本当
[03:29:33.479] にそれで忙しくて土曜の夜まで仕事しろっ
[03:29:36.920] て言われた日には終わりだ
[03:29:39.319] よおおれおれちゃん頑張れよなんか盛っ
[03:29:43.239] てるみじゃん
[03:29:46.160] 盛り上がってるじゃん頑張れよ俺は未だに
[03:29:48.960] これをやってるけどなマジできつい夜勤は
[03:29:52.160] 本当にできればやりたくない金は
[03:29:57.479] もらえるつかった体マジできつかっ
[03:30:01.439] ねて
[03:30:03.399] ねにエトリ
[03:30:12.640] 壊今まで時間
[03:30:16.359] 12メンもいそうめちゃくちゃいい
[03:30:18.720] プレステ1版はめちゃくちゃいいよ笑笑え
[03:30:22.040] え待ってボ冗談抜きで俺出ねだろ止めるの
[03:30:25.120] は1つのタイミングかもえ50って俺50
[03:30:27.840] までやれてもなかった45ぐらいで行っ
[03:30:29.399] ちゃおうかなっチャマのレベルが45だっ
[03:30:31.520] たらもう行けんじゃねえかなと思ったけど
[03:30:33.319] どうなんやろあそうボテそうあれあのあれ
[03:30:36.720] 倒したよあのなんだっけあれデスピサロは
[03:30:40.960] 倒したこれからエッグラチキーラ行こうと
[03:30:43.479] してんだけど分からんのよ適正レベルが
[03:30:46.279] 怖くてトーナメントに書いてるよ嘘つけ
[03:30:49.239] おい知らねえよマジかよあそうそう倒した
[03:30:53.239] んよそうであのエッグラチキまで行こうと
[03:30:57.680] してんだけど分からん適正レベルが怖くて
[03:31:00.399] いけ
[03:31:01.399] ねえ怖くていけねええ何え本当に俺出る
[03:31:10.279] の知らねえ結構強かったおがめちゃくちゃ
[03:31:14.880] 強いと思う
[03:31:18.439] からどうなんかな怖えよなだってこれ死ん
[03:31:22.000] だら1からだから
[03:31:23.960] ね
[03:31:27.640] うわ来た来た来たいやこれでしか得られ
[03:31:32.520] ない栄養だよ
[03:31:34.439] な8代目の可能性はまだあるまだ全然ある
[03:31:38.279] よ全然あるそうだなバブマンありがとね
[03:31:41.800] バブマありがとう無理すんなよマジで8時
[03:31:44.239] じゃもう
[03:31:46.199] がいいでありねあ適はあくまで適だから
[03:31:51.000] 倒せるとはも言ってない今のこれ全低い
[03:31:54.760] からこれは絶対低いと思う42とかじゃ
[03:31:58.600] 無理だと思うよ45は欲しいなって思う
[03:32:02.319] けどボテよしよし行こういや無理無理無理
[03:32:06.000] 無理無理無理でもある程度のり
[03:32:09.319] 欲しいある程度のひりつきは欲しい余裕で
[03:32:12.520] 勝ちたくはない45チマゲーム45
[03:32:16.160] ゆっくり寝てくれゆっくり寝て
[03:32:18.439] くれなんなんだよお前ら何もするなら帰れ
[03:32:22.399] 何もしないなら帰れ山口メンバーだから俺
[03:32:25.600] 何もしないなら
[03:32:31.120] 帰るいやちょっとレベルまだ低い
[03:32:34.880] うんざでもねえなよし逃げないまあにゃ
[03:32:39.680] お前さいい加に
[03:32:41.880] さするならをれえれガチなの嘘なのどっち
[03:32:47.399] なんだよガチなのか嘘なのか答えて冗談
[03:32:50.920] 抜きてガチだったら俺買うよいつだっけい
[03:32:54.520] 大会ちなみにいつだっけしかもガチだった
[03:32:57.120] 俺あなんだ良かった
[03:33:02.840] よしんちょっとちょっと残念と思ってる俺
[03:33:05.359] もいる
[03:33:06.800] 笑笑い俺全くやったことないから
[03:33:12.720] あれでもね俺もちょっとやりんだからあれ
[03:33:16.680] 入ってんだよなリクエストがちょっと
[03:33:18.960] 寂しいなんちょっと乱暴に扱われてよかっ
[03:33:21.600] たの俺だ俺ドだからよ今乱暴に扱われて
[03:33:26.439] ちょっと嬉しかったの
[03:33:27.720] にこういう俺女なったらこういう男スキン
[03:33:30.560] なんだろうなこういうなんか弱無人はお
[03:33:33.920] 出るんだよあ俺優しいあボテ優しいわその
[03:33:37.560] 優しさはチマゲームあれだわ女だったら
[03:33:40.399] ちょっとあれだわちゃんに遽稽お願い
[03:33:42.960] しよう
[03:33:44.199] 笑た
[03:33:46.319] た乱暴に扱われてちょっとキと来てたえ
[03:33:49.359] もうちょっとボテ君無理だよもうでもどう
[03:33:54.080] してもて言うならタイプの女の子に持て
[03:33:59.960] そうその弱無人さが良かったの
[03:34:03.760] に起きてたのかなんだチ起きてたんだ寝
[03:34:07.399] てんのかと思った聞いて
[03:34:14.399] たなもちょっとやってみてよなおはい起き
[03:34:18.120] たんねそれで起きたんだ最悪な目覚め
[03:34:21.279] じゃんでここ本当にメタルキング出るん
[03:34:24.600] ですかここ本当にメタルキング出んの全然
[03:34:29.319] 出ない
[03:34:30.239] けどしかもライアン全然外してばっかだ
[03:34:33.040] けど本当にこのまま寝たら悪夢見る
[03:34:39.520] わやりたくなくても陸入ってるやんそうな
[03:34:43.080] んだよそう陸入ってんのよポコミから
[03:34:45.800] ストレートファイター6完全にあのあれ
[03:34:50.279] 終わりだろなんか瞬が終わってからやる
[03:34:52.680] ことに
[03:34:53.760] なるバイオゼロの初プレから普通にうく
[03:34:57.239] なってたからゲ始めたらうまくなりそうあ
[03:35:01.520] 本当バイオハザードもやりてえゼロクリア
[03:35:04.600] してさバイオ0クリアしたじゃんこないだ
[03:35:07.560] あれ面白かった
[03:35:08.960] じゃんバイオもやりたいよね次はワンかな
[03:35:12.439] バイオワンバイオも俺ほとんどやったこと
[03:35:15.319] ないから
[03:35:17.640] バイオハザードもありだよ
[03:35:21.120] なこれをこのドラクエ4終わったら俺何
[03:35:24.680] やるかっての結構結構ね考えてるんだよ
[03:35:28.920] ノブクリあれこないだやってたのってん
[03:35:31.279] だっけハードクリアかいやノーセーブクリ
[03:35:34.560] アって配信切られへんやん切られへんやん
[03:35:39.199] 出ちゃったやっぱ関西と話す俺も関西弁に
[03:35:43.600] なっちまう
[03:35:45.760] おはよう寝て
[03:35:48.120] たえワンて長い
[03:35:51.359] の何時間配信すればできんの10時間24
[03:35:54.560] 時間あったらクリアできるクリア24時間
[03:35:57.359] あったらクリアできるえていうか俺
[03:36:00.600] バイオハザードゼあ起きてたかありがとう
[03:36:03.520] ありがとうバイオハザード0って俺あれ
[03:36:05.840] だっけ一気にクリアしたんだっけあれ
[03:36:08.600] 配信ゼさあのこないのボテボテじゃねボテ
[03:36:12.199] フスの後にリベンジつって俺一気にクリア
[03:36:15.359] しただっけどうやったんだっけ刻んでたっ
[03:36:17.520] け忘れちっ
[03:36:20.359] たバイオもやりてやりてゲーム結構
[03:36:23.239] いっぱいあんだよ
[03:36:27.600] なただよ今ドラクエ
[03:36:31.160] でお前らお前らあれな俺がこのドラクエ
[03:36:34.439] クリアしてからも来いよノブはルート把握
[03:36:38.720] 敵のあそうなんだの処理ができないと大変
[03:36:42.279] あ死んだらだって最初からじゃんそれこそ
[03:36:45.080] 人プレことじゃん俺今不安でドラクエ4
[03:36:49.880] やってたらなんかこんだけ人来るけどあ次
[03:36:53.720] あえてロックマグやろうかなあえて試すわ
[03:36:58.000] 今なんか俺がTwitterでパートナー
[03:37:01.000] になるぜて
[03:37:03.279] こうあのなるぜって言ってあの宣言して
[03:37:07.560] こんだけ人来てるけどお前らをてたらう
[03:37:11.880] やめとけみみ本当にボテ本気で止めてくる
[03:37:17.160] から本当にやらない方がいいんだろうね
[03:37:19.600] 分かったネタじゃないのが分かったあの
[03:37:22.319] ネタじゃないのが分かったわ本当にやめた
[03:37:24.160] 方がいいんだごめんやめた方が
[03:37:26.479] いいあれは俺も精神やめ
[03:37:29.840] たいいゲームなんだけど
[03:37:35.680] なほらパートナーなんだきゃいけ
[03:37:42.239] ねねみはもう分
[03:37:46.000] の配信ないかもやままあそうだよなマジで
[03:37:49.720] あれやってる時どせ20人いいとこだった
[03:37:53.520] からなやべえ俺もへこんだもんいそれ前
[03:37:56.920] までは本当に俺もだから40とかまでは
[03:37:59.399] 普通に言ってたエグゼやったらエグゼやっ
[03:38:02.399] たら10人15人良くて20人えみたいな
[03:38:06.560] 俺もう配信者としてオワコンなのかなと
[03:38:09.000] 思っ
[03:38:10.720] てめっちゃあのボテに相談したもんえ俺
[03:38:14.080] やばくない
[03:38:16.520] これやばいのか
[03:38:18.439] なでボテがえもうそんなんやめてオンリー
[03:38:22.279] アップやりやオンリーアップやったら1回
