[00:00:10.280] ういお疲れ
[02:44:28.479] かんだおもろいな普つまん
[02:44:33.000] ねえいい
[02:44:36.800] じゃんおらも開けろ
[02:44:42.680] やい半分飲んだら記憶なくなる私に喧嘩を
[02:44:46.520] 売ってるで
[02:44:50.160] 何これ缶の形がなんかえ何このホロ酔いの
[02:44:54.040] これ缶の形がなんか違今日はもう飲まねえ
[02:44:55.960] よ笑北と
[02:44:58.210] [音楽]
[02:44:59.560] いいよしよし行きますえどうすんだよ
[02:45:05.040] バイトギャンブルどっちが
[02:45:07.399] いいバイトバイトえーバイトバイトバイト
[02:45:13.200] しかにがおめえらおめえらなんでおめえら
[02:45:16.960] そんなバビビってんのねええ
[02:45:19.479] えだってさギャンブルちょ待って1個冷静
[02:45:23.080] に考えてほしいみなちょっと冷静になって
[02:45:25.560] 聞いて冷静になって聞いてほしい
[02:45:29.760] あのってこい1週間辛い思いしてね辛い
[02:45:36.439] 思いし
[02:45:37.439] てなとこうなんかうわってなっ
[02:45:42.080] て2万そらってらお入ったらもう10万
[02:45:46.880] 確定なんだ
[02:45:51.360] [音楽]
[02:45:54.479] クソニートに上司なんかねえよこんばんは
[02:45:57.880] 僕もこのゲームのプス版を最近買ったんで
[02:46:01.000] 見に来ました神のゲームをしていますよし
[02:46:03.840] さんこれは神のゲーム
[02:46:06.760] ですギャンブルしてらいいんですよちょい
[02:46:09.359] 勝ちかあ普通に働くなんあ俺も明日仕事
[02:46:12.520] やめるもギャンブルで暮らしてくもん
[02:46:14.240] ギャンブルしかしないギャンブルだけで
[02:46:17.240] 最高の待て待て待ておい待てあねさん入店
[02:46:21.720] でございます皆さん天さん入店のお知らせ
[02:46:24.680] ドリームクラブをご利用いただき誠に
[02:46:26.240] ありがとうございますドリームクラブ
[02:46:27.600] マガジンではお店の情報を配信してまいり
[02:46:29.439] ます皆様いかがお過ごしでしょうか本日
[02:46:32.600] より新しく天さんが入定されましたのでお
[02:46:34.960] 知らせいたしますス来たなお客様と2人で
[02:46:38.120] お話しするのが恥ずかしいらしくとても
[02:46:40.120] 緊張されているようです温かい気持ちであ
[02:46:42.520] さんとお話してあげてくださいね薬やっ
[02:46:44.359] てる
[02:46:45.120] これいつになく楽しそうだなちゃ
[02:46:48.359] こんばんは
[02:46:49.600] 楽しいんだもんだってだってあ待ってご
[02:46:53.720] しめおいおいおいこれ返してなかった
[02:46:55.920] 危ないどんな危ないぜ危ないぜちょえ
[02:46:58.920] えっとなんだっけ
[02:47:01.080] えっとあれ
[02:47:03.920] ち俺説明書どこやったっけあったあった
[02:47:06.960] パッケの真ん中のあそうそうこれなんか
[02:47:08.800] メインヒロインなんじゃないのアネちゃ
[02:47:10.160] んって1番最初に映ってるこの子この子
[02:47:13.240] メインヒロイン臭くねなんかお来た毎度
[02:47:18.120] レガやで
[02:47:19.560] ほほ本日
[02:47:22.399] は今日はでよくね今日はでよくね本日は
[02:47:26.560] 初めてうちを指してくれてほんまに
[02:47:28.279] ありがとう今控室で早速メールしてます
[02:47:30.920] ゲー変わっちまったなインテション
[02:47:34.920] 最高のゲームだよ最高のゲームええ橋本
[02:47:40.439] さんと話しとった時間めっちゃ楽しかった
[02:47:42.439] で俺
[02:47:44.240] ありがとうグイグイ引っ張ってください
[02:47:47.840] よって
[02:47:50.520] くださいこんばんはさんこんばんはどうも
[02:47:53.840] こんばんはこんばんはメールのレス
[02:47:56.760] 早会リードはレカさんのお箱やで任せとき
[02:48:01.200] ほお店でねとはいあなんかいいなこの子
[02:48:04.560] よくないこの子の何がいいって何がいい他
[02:48:08.120] の女の子のメール見よっか1回見て見て見
[02:48:11.760] ててあの変身メル読んだよ次も選んでくれ
[02:48:14.680] るってことだよねとかさ
[02:48:17.340] [音楽]
[02:48:20.760] ほらなんかさあのボテいいですねもイスて
[02:48:25.840] ことだよねみ見てくださいよこの子はほ
[02:48:29.880] なんか別にそうのない
[02:48:35.479] じゃ何何何ちょっとデラ行こうぜマジで
[02:48:39.160] 連れてって
[02:48:40.359] くれっときよなおって誰なって誰まだ
[02:48:46.479] なんかなんかまだね来てない女の子いるね
[02:48:48.840] 聞いて最高のゲームをでも最後がさお店で
[02:48:53.279] ねなんだよないやまあなそこいいだそれは
[02:48:56.279] それ以上はまだ望まないよ俺は
[02:48:57.960] いらっしゃいませダさんドリームクラブお
[02:49:00.920] 客様新しいホストガールのご紹介があり
[02:49:03.920] ますまずは俺に紹介しねえとなこの店の
[02:49:07.319] ドンて俺じゃん1番金落本ネさんという子
[02:49:10.200] が入店しましたあまね少し恥ずかしがり屋
[02:49:13.359] ですが優しい女の子ですなるほど是非一度
[02:49:17.520] お話ししてあげてくだいままままままお前
[02:49:20.080] 分かるよ大丈夫ちゃんとうん分かるまずは
[02:49:22.080] お前と話受の子もいい受付も可愛いでしょ
[02:49:25.960] 栃木のドンファンそうだよ俺栃木のドン
[02:49:28.120] ファン俺が50とかになったらわけ女に
[02:49:30.720] なんかあの保険金殺人で殺されるわ
[02:49:33.200] 俺あのこの前は伸び過ぎましたごめん
[02:49:36.160] なさい大丈夫ですよぶっ倒れるどうぞお気
[02:49:39.080] になさらないでくださいそれよりもお客様
[02:49:42.160] に直していただきたいことは何何何怖い
[02:49:45.120] 怖い怖い何あいええ何何何
[02:49:49.120] え直してほしいとことか直してほしいとこ
[02:49:52.479] とかなくないえあれなんかいつもと違うと
[02:49:59.080] 思ったら今日はグリーンバック
[02:50:02.160] なお店に配慮できるいい子へ何やったん怖
[02:50:07.640] 怖い受付怖い怖いえ何もしてなくないすか
[02:50:11.680] ドリガチャ1
[02:50:17.640] 回や待っていやでもいやごめん5万最低ら
[02:50:21.840] にしこか5万ごめんドリガチャ我慢するわ
[02:50:24.439] 今日は今日はドリガチャ我慢します一緒に
[02:50:26.840] 過ごす女の子を指名してくださいね今日は
[02:50:30.319] えっとえ今今の今んところえっとのの
[02:50:34.399] ちゃん行きましたえるいちゃん行きました
[02:50:37.000] アカちゃん行きましたさあ次誰行こうか
[02:50:39.120] なってとこなんですよあレカちゃんも行き
[02:50:41.319] ましたはい次じゃあどこ行きましょう
[02:50:43.120] かっていうとこなんですよどこ行こうかな
[02:50:45.640] というはかちゃん行くかってみるなんか
[02:50:50.040] この子Sっぽいよな絶対お嬢様高飛絶対
[02:50:55.319] 平民のあなたが私に教えなさい足をなめな
[02:50:58.760] あいいです足を舐めに行きます名ははか
[02:51:01.479] さんですねちょ待てちょはるか行こう次
[02:51:04.600] ちやげ好きそうじゃんあいやでもねそう
[02:51:07.760] いうんじゃねえんだよなま悪くないよ
[02:51:10.319] もちろんかしこまりましたもちろん悪く
[02:51:11.960] ないよそれではこったから後はどこでも
[02:51:15.800] なんでだよ自分の見たらもうい
[02:51:21.840] 目つきがうんちょっと鋭いのがいいね
[02:51:24.680] なんか世間知らずのお嬢さんだったら
[02:51:26.720] 面白いな平民の暮らしをあなたにも私に
[02:51:29.640] 教えなさいみたい
[02:51:34.040] ないらっしゃいませいらっしゃいませこの
[02:51:37.880] このお前ら可愛いぞうろのお前らお前ら
[02:51:39.600] 可愛いぞお前らも支援してあげるからね
[02:51:41.520] 今度ねお金あるから
[02:51:43.310] [音楽]
[02:51:45.120] 俺やっぱみんな隣同士に座ってんだよ
[02:51:49.600] [音楽]
[02:51:52.239] め
[02:51:53.720] ましてと申します
[02:51:56.800] 申しまし申しますわ来ましたよ
[02:52:01.600] さん今いい番いい子ののちゃんかカちゃん
[02:52:06.880] ののちゃんか
[02:52:08.359] ちゃだちゃんも可愛かったななんか不思議
[02:52:12.319] 嬢
[02:52:13.640] ガータベルト
[02:52:15.070] [音楽]
[02:52:17.040] ろになんか
[02:52:19.239] ああれ本当にご機嫌うるわしやっぱそう
[02:52:23.800] いう系だわSPついとるもんなんかおる
[02:52:26.960] 笑笑Sツーとるやん私の名はボディガ
[02:52:30.439] ハルカと申しますの嬢だわお見きをお嬢だ
[02:52:35.359] ね完全に俺は橋元ねよろしく手なことし
[02:52:38.439] たら連れてかれるぞ店でスプついてるのく
[02:52:42.880] あの後ろに立ってる人たってはるかちゃん
[02:52:45.080] のお知り合いだよねああSPのことですわ
[02:52:48.040] ね
[02:52:49.439] どうぞ気遣いなくいや
[02:52:51.880] 使うSPこの子俺とは住む世界が違うよう
[02:52:55.319] だあのさはかちゃんもしかして君の家って
[02:52:57.960] お金持ちなのなんでこんなとこ働ての
[02:53:01.200] じゃ
[02:53:02.880] 持ちお金ありすぎてお金持ちていうものが
[02:53:06.319] なんだか分かってないお金がお金持ちの
[02:53:08.800] 反対貧乏ってものを知らないんだこの子は
[02:53:10.880] えお金って皆さん持ってるんじゃないん
[02:53:13.319] ですかえ皆さんてお金持ってないしてス識
[02:53:19.160] え違この子はもう貧乏ってもの知らないの
[02:53:22.439] まずはお金持ちっていうものが当たり前だ
[02:53:25.479] と思ってるからよくわかりませんが
[02:53:28.920] ヒエラルキーですと頂点に位置する存在
[02:53:32.200] ですわねなるほどなるほどなヒエラルキー
[02:53:33.840] の頂点ね頂点ってじゃあさはるかちゃんの
[02:53:38.000] 家って部屋数はいくつあるの借金なんか
[02:53:41.520] ねえよな絶対なそうですわね1500部屋
[02:53:46.279] ちゃとんでもないも
[02:53:50.319] るんだ本当だよないや1万5000円それ
[02:53:55.800] はないちなみ横浜だと後ろのスプみたい
[02:53:59.359] なたりするでもそれくらい
[02:54:02.350] [音楽]
[02:54:03.680] です1万5000ちょ超お金持こんなとこ
[02:54:07.399] で何してんだよはかの殺しでどんな仕事し
[02:54:09.920] てるのお父様はミカドコンツェルンのス
[02:54:14.239] ちゃがかたみたいになってるようござピカ
[02:54:19.600] グリグリランドさんこんばんはゲをしてき
[02:54:23.000] ますピカ金払ってなんでこんな女と
[02:54:27.840] 笑笑カカコンの
[02:54:31.760] カコンてあの他国企業の元締め笑笑世界中
[02:54:37.439] でほんの1000万人ほど従業員を雇って
[02:54:40.560] おりますの
[02:54:42.520] よなんだ
[02:54:45.479] とのじゃないかこ
[02:54:48.880] なのそうそんなことよりもあれを交換し
[02:54:52.200] ますわよほらあれ携帯電話でやるとか
[02:54:56.520] アプレ超えてるやんもしかして携帯の
[02:55:00.319] アドレスのことえ俺と交換してくれるの
[02:55:03.319] うんお父様の言いつけですで本教えてく悪
[02:55:07.880] ございませんはかちゃん
[02:55:11.399] です申し訳ありませんが仕事ですあなたが
[02:55:15.560] してくれ
[02:55:18.640] がやっておきますあのアドレスの交換
[02:55:20.359] なんかは私目がやっておりますんで霊お嬢
[02:55:23.000] 様はどうぞおおくつろぎください私目が
[02:55:27.880] ありますんでうん何をおっしゃってるの
[02:55:30.080] かしら笑笑なぜ私が操作をしなければなり
