[00:00:00.000] OG
[02:40:20.000] 間違えて魔に変えてきちゃった間違えて
[02:40:25.080] 帰ってきちゃった
[02:40:27.200] る戻るのクソ
[02:40:30.520] だ今日はやめようか
[02:40:34.920] な魔に帰るはほんまにだるいコマンド
[02:40:40.520] ですちょっとどうしようこれだる変の
[02:40:45.000] うわいやま今ね簡単に帰れるんですよいい
[02:40:48.120] 時代になりましたいい時代になったんすよ
[02:40:51.080] これであの塔をねいや最後のセーブは
[02:40:54.600] だいぶ前
[02:40:56.640] ですあどうしよう最後のいやいいよいい
[02:40:59.720] 行こ行こ行こいいこれで行こういいいい
[02:41:01.560] 行こそんなそんなだべ多そんなそんなだよ
[02:41:04.279] そんなそんなそんな
[02:41:07.160] そんないやこれで戻らずの塔やり直しだっ
[02:41:10.720] たらめちゃくちゃめんどくせえよ2度と
[02:41:12.479] やんねえってなるけどまだ今ここまで戻っ
[02:41:14.880] てこれるからこっからだったらまだいいわ
[02:41:23.520] ただこのいちいちこのボス倒さなきゃいけ
[02:41:25.240] ないのがマジめんどくせえんだ
[02:41:28.200] よま1回満たになったからまいよしし
[02:41:32.240] ましょう戻らはま長いもまあ戻らず1時間
[02:41:35.760] かかる
[02:41:36.720] もん戻らずはマジで1時間かかる敵強えし
[02:41:42.080] おいじゃ上った戻るよ分かった
[02:41:46.319] よま幸いそんな遠くねえからさの焼きそば
[02:41:50.080] 食べたら飲めないけどコーラ飲みたくなる
[02:41:52.319] のなんでだろうコーラ飲めないんだっけあ
[02:41:54.160] 炭酸飲めねえみたいな戻らずのとは敵
[02:41:56.640] めちゃくちゃ強いねめんどくさいマジ
[02:42:01.479] で自信やめて
[02:42:03.760] ね自信やめてよ
[02:42:10.080] あマジくだらねえこの地震騎士もいらねえ
[02:42:13.279] や誰が作ったのおもろいと思ったんかこの
[02:42:16.880] 地震システムほんまだるいぞ
[02:42:21.000] もうめんどいフラグ立てるの上手だな
[02:42:24.359] ちゃうんだよ大体来るんだよ大体来るの
[02:42:27.319] 分かってるから下げなややってらんねえ
[02:42:31.240] [音楽]
[02:42:47.520] やあオフトンインした
[02:42:51.080] よおさっきさっきだいぶ前にだいぶ前に
[02:42:54.640] オフトンインするねって言ったの
[02:42:56.640] めちゃくちゃスローじゃんなんか怠け者
[02:42:59.080] ぐらい遅いやこっっ
[02:43:00.690] [音楽]
[02:43:04.120] てええねんそんなお前そんなええねん俺
[02:43:07.600] もゆっくり見てくれ布団の中でなうわうわ
[02:43:11.960] 何
[02:43:15.279] むかつくむかつくな
[02:43:22.359] ラランむかつくぜルルお布団まで遠いのあ
[02:43:26.880] そうなんだよかった
[02:43:30.160] ねマウント飛んじゃねえ
[02:43:34.080] よすだもんねそうだよすぐ横だよお
[02:43:40.160] こんばんはワンルームだから俺この部屋
[02:43:42.479] だけだからていかないといけないしな
[02:43:50.640] この部屋でしかこの部屋だけだから俺そこ
[02:43:53.520] あそこ玄関そのドアいつもあれじゃん
[02:43:55.520] トイレ行くって外行くじゃん俺外行ってん
[02:43:57.479] だよそこだって玄関だもん襲れています
[02:44:00.439] そこそこ開けたら外なんだよ犬と初に戻さ
[02:44:04.200] れるんだよもう言ってなかった部屋に家に
[02:44:09.080] 当たると初に戻されるだるそんな
[02:44:13.240] なんもうやああもう2あるもう2ある
[02:44:19.359] だ
[02:44:21.230] [音楽]
[02:44:29.120] からこの敵がマジでだりいよ
[02:44:32.640] 本当おいら
[02:44:35.120] 万パソコン前に戻された
[02:44:37.650] [音楽]
[02:44:37.970] [笑い]
[02:44:39.840] ねそっちにベットだけあるって言って
[02:44:43.160] あっちが室になっててあっちがあれあの
[02:44:46.399] うんベッドだけあるベッドとまなんかとか
[02:44:49.600] がある
[02:44:54.400] [音楽]
[02:45:04.800] けど家賃言ったらもうバレるって
[02:45:10.399] 絶対学校は通りすぎ
[02:45:15.279] て言わないで言わないもうねえんだよあの
[02:45:20.680] 住んでる場所
[02:45:22.040] 大体何何夢って夢もクソもねえだろ俺の
[02:45:26.720] 家賃に対し
[02:45:34.200] てえでも安いよ俺1人で住めるぐらいだ
[02:45:38.040] から
[02:45:39.680] な茶の家賃は100万円だ何の夢でしょう
[02:45:44.560] かお
[02:45:52.399] 家賃は安いに越したことねえよな夢
[02:45:55.620] [音楽]
[02:46:05.760] ある確かにちょっとここでセーブしよっか
[02:46:09.160] な配信む
[02:46:12.080] ぞこど57人止りのやつがそんなあもらえ
[02:46:16.960] てるわけねえだろ
[02:46:25.160] で俺どこまで行ったんだっ
[02:46:27.900] [音楽]
[02:46:41.200] けあれこれどこまで行ったんだけでお金
[02:46:44.720] もらえんのうんうんうんどうせは関係ない
[02:46:46.800] よマウントやめてギスギス毛Tのどせの
[02:46:51.640] 表示変わったんだよ知らないのえ何それ
[02:46:54.040] どせの表示って何わかん
[02:46:57.560] ねえ何何何同の
[02:47:00.920] 表示知らねえ何の
[02:47:03.960] 話マウント取れるような数じゃないっす
[02:47:09.319] よあれ俺どこまで行ったんだっけ今1は
[02:47:12.439] 1万陣の1だじゃ58万人見てん
[02:47:15.690] [笑い]
[02:47:17.319] のやばわコメント
[02:47:20.279] 少な58万円見ててなんで3人しか
[02:47:23.200] コメントしてれんだよやっ
[02:47:26.270] [音楽]
[02:47:28.960] た絶望的に少ねえじゃね
[02:47:33.280] [音楽]
[02:47:34.560] かでも女だ
[02:47:37.240] よだけあいいんだ俺でもすっげえ今今もう
[02:47:41.160] 俺すげえあれだよあの気分がいいよ気分が
[02:47:44.359] いいや男いねえから
[02:47:50.439] 苦し
[02:47:51.680] ないま
[02:47:54.210] [音楽]
[02:47:57.960] ペッテル
[02:47:59.479] さんもるペテが男か女かなんか知らねえ
[02:48:03.279] もん
[02:48:04.439] あおいおいの
[02:48:06.990] [笑い]
[02:48:10.520] か男性の諸君もいましたかそうです
[02:48:14.279] か嘘嘘嘘嘘嘘だわて笑
[02:48:20.920] 冗談だよ冗談確認するまでは女の子だよ
[02:48:25.880] それって
[02:48:28.439] まさかシュレディンガーのちんポコって
[02:48:31.319] ことです
[02:48:32.250] [音楽]
[02:48:36.439] か
[02:48:39.479] 笑笑何言ってんだこいつ笑だよ笑笑
[02:48:44.600] グラディウス単色でお願いします
[02:48:46.640] グラディウス色
[02:48:49.920] なんだいはちゃん言ってくれると思ったの
[02:48:51.680] にさすがにちんぽこはちょっと女の子には
[02:48:53.680] あれかな恥ずかしかったかごめん
[02:48:59.180] [音楽]
[02:49:01.560] ごめんちんこちんこ
[02:49:05.359] ポちんこポねこの上ってさっき行ったん
[02:49:08.640] だっけもう敵が多いんです
[02:49:12.279] よ敵が多い
[02:49:18.890] [音楽]
[02:49:23.080] さっきで開けたのちんこ
[02:49:25.960] ちんこちんぽこじゃなくてちんこぽなら
[02:49:28.359] セーフって言ってけどちんこて言ってる
[02:49:30.000] からねそれでもそれでもちんこて言ってる
[02:49:32.520] から
[02:49:33.640] ねあ来よし次は誰次は誰次は誰今日は誰の
[02:49:40.399] がり
[02:49:41.680] 笑笑静にしてもらっていか意識がたそう
[02:49:45.800] いえ日
[02:49:48.880] スケルトンの意識の中に光が
[02:49:51.439] 生じそれは次第に輝きを増していったなん
[02:49:54.880] だって聞こえなかったよ赤これはうるせえ
[02:49:58.120] この光はりんごりんごうるせえとちんこ
[02:50:02.560] うるせえぞちょっとうるせえ黙れ金が
[02:50:05.160] なやんだ時スケルトンは自分
[02:50:09.520] ルトン肉体もなくただ骨のみで動くことの
[02:50:13.640] 無いやごめん嘘だよ夢も叶えられず決して
[02:50:17.760] 満足することな死んだ人間の無念さ己れを
[02:50:21.439] 生み出したので
[02:50:23.560] ある冗談だスケルトンの意識に人の無念さ
[02:50:27.840] を思う気持ちが生じたあもう愛で愛とそれ
[02:50:31.120] こそが優しさと愛である来ましたいただき
[02:50:34.640] ました優しさと愛
[02:50:39.880] です嘘だってごめんて言ってるでしょごめ
[02:50:44.640] んて言ってる
[02:50:46.800] じゃんいう逆番嫌いごめんて言ってるじゃ
[02:50:51.200] んて切れるの頭悪くないすかあ
[02:50:54.960] うるせえさん
[02:50:59.760] 何腹立つな腹立つよなごめんって言ってる
[02:51:03.080] じゃ当たり前だろてめえはごめんていう
[02:51:05.080] 立場だろがてめえはと思わない立腹立つよ
[02:51:07.479] ねごめんいやも違いますこれね女の子よく
[02:51:10.239] 使いますからねの全部えて覚えてない全部
[02:51:13.720] 覚えてないよ女の子よく使うよでもこれと
[02:51:17.319] 喧嘩した女絶
[02:51:19.120] ごってんごめて言ったら終わりみたいなさ
[02:51:23.359] てるえました
[02:51:28.399] リベリごめんて言ってるじゃんて切れるの
[02:51:31.840] おかしいすよねこんばんはそれあなた
[02:51:34.439] ごめんていう立場じゃないですかなんかな
[02:51:36.720] ことあった言われたこと
[02:51:39.439] あまでなんで言われたことあるよなんで
[02:51:45.800] お言われたことあるよとで全力で作成し
[02:51:50.319] たいんで時い全然いいよ時間あげるよ崩れ
[02:51:53.760] かけた壁の一部に壁が残っていちゃん
[02:51:56.200] こんばんは言われたことないは無意識のう
[02:51:59.359] にそのにっているよじゃねよそれ
[02:52:08.279] は
[02:52:10.280] [音楽]
[02:52:11.399] たそその蛇に祈りを捧げて
[02:52:15.680] いる反したその壁本来はもっと大きなもの
[02:52:19.880] だったに違いないどちらかというと男が
[02:52:22.160] よく言うイメージスネークの意識女がよく
[02:52:24.160] 言うイメージじゃ知るはずのない遠喧嘩
[02:52:27.120] ました
[02:52:28.600] わかる自分の知るはずのないはか過去より
[02:52:32.840] 人間は神聖なものとしあんまり謝ら
[02:52:36.040] ないそんな時代もあったの
[02:52:39.680] か徐々にスネークの意識はその力により
[02:52:43.640] 制御されたジスね
[02:52:46.040] ね輝く光の乱す
[02:52:49.560] 多くの人間の意志と接触した
[02:52:52.359] 感覚言語を超えたコンタクトの中スネーク
[02:52:56.279] の意識はその力に導かれる俺はいつも謝り
[02:52:59.840] ます謝らないと大体男の方が悪かったりし
[02:53:04.399] てる感じある気がする人間が作り出した
[02:53:07.720] 存在かムービー終わったらスネークのる
[02:53:12.680] までとなの存を知っ
[02:53:14.840] たしまった
[02:53:19.000] ブリブリスネークの中に誕生したの
[02:53:24.680] だうんちですうるせえ
[02:53:31.439] ぞ人間同士ですらこんなに争うの
[02:53:36.120] に本当だよな今このモンスターたちが優し
[02:53:40.359] さと愛で溢れてんのになんで俺たちは
[02:53:42.760] こんなお前らとこ争わなきゃいけねえんだ
[02:53:46.239] よなあ優しさと愛だろうが愛などいらぬ
[02:53:51.840] 優しさと
[02:53:54.279] 愛人間って汚い
[02:53:57.720] ねこれにて終了ですねこれにてこの
[02:54:02.520] オッケー次はおで人間嫌い次はどこ行こう
[02:54:07.399] かなでもきれに離れるよ人間は綺麗なまま
[02:54:11.880] だと生きていけない修の人たがちゃま
[02:54:15.200] ゲーム
[02:54:19.160] ごめんて言ってる
[02:54:22.439] じゃんねみんなごめんて言ってんじゃん
[02:54:25.960] ねえごめんて言ってんじゃんさっきから
[02:54:30.960] さすげえ腹立たない
[02:54:33.720] これ言ってないよね言ってない1回目の
[02:54:37.760] ごめんからだ
[02:54:40.279] からて何いやマジでいやでもそう思うよら
[02:54:44.439] ごめんて言ってんじゃんて何ごめんて言っ
