[00:00:09.639] H
[02:33:05.200] 代表オク強すぎだなこれオクのレベル
[02:33:08.640] ちょっとこれでステイしよっ
[02:33:12.520] かっとでも怒ったあ全員死んだと思った
[02:33:17.479] わ全員死んだんかなと思っ
[02:33:20.760] 俺以外の人類が
[02:33:23.000] 今今俺以外の人類が終わりを告げたつって
[02:33:28.240] ちょっと自身に巻き込まれてた笑笑あハお
[02:33:33.439] 偽バットレトアドスイテアウッ先アス
[02:33:38.359] ギフト何何何ギフトくれん
[02:33:41.520] のいやいいよそれは悪いわそれは悪いそれ
[02:33:45.880] は悪いでしょきそれはまずいでしょ
[02:33:51.240] オーマイガマジ
[02:33:54.600] でめちゃくちゃ高い
[02:33:58.000] ぜバトルやったえ本当
[02:34:02.680] にな申し訳ねえなてもしかもつきいやそれ
[02:34:07.520] はやばいわめちゃくちゃ高いぞそれレえ俺
[02:34:11.800] も送るよじゃあなんかえなんか送るよ日本
[02:34:15.000] でしか買えないような
[02:34:18.720] やつすアプレッティラレアン
[02:34:22.279] エクスペンシブ
[02:34:24.560] わかんねなな何わかん
[02:34:30.479] ない特殊
[02:34:38.359] 能力シルバーサーファーはちょっとだけ
[02:34:41.040] レアで高いってサファーレアでけ逆に
[02:34:44.960] シルバーサーファー発で効果やってバトル
[02:34:49.120] が高
[02:34:50.359] からわからんバトルドードルが高い
[02:34:55.600] よシルバーサーファーはるからそこまでっ
[02:34:59.120] てことだと思うプリティーっていうのは
[02:35:00.920] そんなでもないん
[02:35:02.160] だ
[02:35:04.520] スチェアップアアシとええボックスイス
[02:35:11.720] アボート100うわ100ドル1万あでも
[02:35:16.680] そんなもんかってけどそうそうそうそう
[02:35:19.760] レトロゲーマーの3000レトロゲーマー
[02:35:24.200] のちょっととってのは普通に5万とか平気
[02:35:27.240] でからを
[02:35:28.980] [音楽]
[02:35:30.640] 弱めるプリティチャーマーだねまそんな
[02:35:33.279] もんかまそんなもん
[02:35:35.200] かのことらしいよへCで
[02:35:43.010] [音楽]
[02:35:45.359] な1000
[02:35:47.970] [音楽]
[02:35:50.680] 日本で買おうとするとそこに料と手数料
[02:35:54.160] 乗ってコンプリート
[02:35:57.000] だー
[02:36:01.359] インボ
[02:36:04.590] [音楽]
[02:36:07.319] バーサに入っ
[02:36:10.140] [音楽]
[02:36:13.880] ていや海外から買おうとするとよベティ
[02:36:23.240] どなん
[02:36:23.950] [音楽]
[02:36:37.640] だエバとかだとレトロゲーム在庫販売進め
[02:36:42.200] でセガサターンて外でもあ
[02:36:46.840] そうかタはう
[02:36:52.359] のっで1万超えるもんなまあ
[02:36:57.040] なEC
[02:37:01.399] まで予算とするいうなら今のちだ
[02:37:06.560] よする200ボクあれ
[02:37:14.279] ログ重だからそこまでかからんと思う
[02:37:19.640] もガタンですよやめろ私の最高の知識だ
[02:37:28.640] ぞ
[02:37:33.040] えただシルバーサーファーは日本でヤフオ
[02:37:37.920] で調べてもね出てくんだあメガドラがあれ
[02:37:41.840] かジェネシスかあっちでメガドラは
[02:37:44.439] なサタンだと2万4000円くらいかサー
[02:37:49.840] のことじゃねのシルバーサーファーのこと
[02:37:52.800] だね一緒に英語勉強しよちゃま笑もう俺
[02:37:57.840] 無理だよシルバーサーファーヤオ終了して
[02:38:00.359] てすまんあでも安いね1万2000円じゃ
[02:38:07.359] ね
[02:38:09.279] へえあいハとごとおシカ16ルアク1ア
[02:38:15.520] ワスハビングそムヘレヤンクよあそむもう
[02:38:21.240] 読むの疲れた私発音なら得意だから
[02:38:27.340] [音楽]
[02:38:28.399] けおお本当にわからんてヤンクよ
[02:38:37.680] ブロ用事していたらいつの間にか話題は
[02:38:41.319] 海外のレトロゲージ場
[02:38:43.680] かべ勝て
[02:38:46.960] ないハA偽
[02:38:51.359] パナイスでこみんなありがとうだっ
[02:38:55.279] てせよ
[02:39:00.439] あ我が魔族の代表者たまたねっ
[02:39:05.880] て
[02:39:10.520] へえいやまあでもギフトとか言ってたけど
[02:39:13.279] それはさすがに申し訳
[02:39:14.920] ねえは私と日本語で遊ぼな
[02:39:20.080] ハナイス
[02:39:24.000] デいやすごいねすごい方がくりしたね
[02:39:28.840] ね本当にクレだったらもらう
[02:39:32.600] けどややこしやややこしや本当にくれん
[02:39:36.040] だったらもらうけどよ販売の方が来ると
[02:39:38.240] 思わんかったねシコムプレテボックス
[02:39:43.200] パーンて知らんしてすごいしか言えないの
[02:39:46.920] 笑う笑すごいね
[02:39:50.970] [音楽]
[02:39:55.520] えっとしぶしぶ
[02:39:57.440] [音楽]
[02:40:00.399] しし世界は広いね広いんだね広いんだか
[02:40:04.000] 狭いんだかわかんねえ
[02:40:05.600] な魔法育て
[02:40:10.150] [音楽]
[02:40:12.359] たい
[02:40:14.600] ダスランディさんがちょいちょいふざけ
[02:40:17.399] てんの出好き笑笑
[02:40:20.160] ちょいちょいじゃねえよずっとふざけてる
[02:40:23.760] [音楽]
[02:40:28.880] あいつ
[02:40:32.800] キおい言ったら言ったれきついよな笑笑
[02:40:36.600] きついよないいおっさんがないいおっさん
[02:40:39.200] がきついわ目に翻訳したかと思ったら
[02:40:42.160] 面白いの教えてるし変な
[02:40:45.640] の変なの笑笑
[02:40:50.670] [音楽]
[02:40:55.279] 嘘だよ
[02:40:56.359] ランビえ嘘じゃ
[02:40:58.000] [音楽]
[02:41:00.920] ないよしハピーレベルアップ進化しますよ
[02:41:06.160] 私はきだ
[02:41:07.580] [音楽]
[02:41:08.960] 笑笑キッズラんでキッズ
[02:41:14.120] キ流れできた
[02:41:17.279] な我が魔ちょっとそれ入らない
[02:41:22.520] けどかわいそうだからやめてあげてよ
[02:41:32.720] 笑笑よしスネイクはレベル上がらんな
[02:41:36.720] 上がんないねいやじゃスケルトンだよ
[02:41:39.120] スケルトンやばいのスケルトンが弱すぎ
[02:41:42.319] マジでれ弱すぎる
[02:41:50.200] ル弱いまんまじゃんレベル上げレベル上げ
[02:41:54.000] 今日はなもうしょうがねえよなでも
[02:41:59.680] なくは防御
[02:42:03.370] [音楽]
[02:42:07.840] でこれでレベル上げるしかねえよ何やって
[02:42:11.840] かわかんねえかも
[02:42:15.130] [音楽]
[02:42:19.279] 進化する
[02:42:20.439] スネイク進化元気出してポンあいいじゃ
[02:42:24.680] ないですかあグルポン
[02:42:27.560] こんばんはグルポこんばんはグルポお前
[02:42:31.040] あれ決めたあのクリアまでさせる配信
[02:42:33.960] 当たってたけどこないだ我が魔族の代表者
[02:42:37.200] どんなゲームでもクリアまでやらせる件
[02:42:39.520] 入りましたけど決めましたまだ考えてない
[02:42:43.319] ま別にいつでもいいけど
[02:42:50.530] [音楽]
[02:42:52.040] とりあえずが安はいよとりあえずしき
[02:42:55.880] ちゃんのやつやんねえとな今週できるかな
[02:42:58.279] と思ったけど日曜日事があってでき
[02:43:00.620] [音楽]
[02:43:04.840] ね大体さこれ
[02:43:08.600] さこ1番上の
[02:43:10.760] 多く魔法ピドしか覚えてねえどういうこと
[02:43:14.200] だって戦闘離脱だからねそれ使ってレベル
[02:43:18.160] 上げ無理だ
[02:43:19.530] [音楽]
[02:43:28.920] よ腐敗不
[02:43:33.500] [音楽]
[02:43:36.960] よ
[02:43:39.520] ジスいいすねでもいいねいい感じでレベル
[02:43:42.359] 上がってる
[02:43:45.319] プ何
[02:43:53.610] [音楽]
[02:43:57.200] ださあどうすっかな今日何時までやろっか
[02:44:00.160] な眠てんだよ今日ちょっとな早く早めに寝
[02:44:03.279] てんだよな1時までにしよっかな我が魔女
[02:44:06.479] いやでもちょっともうちょっと育てたいな
[02:44:08.319] もうちょっとこいつら育ててたいわ弱すぎ
[02:44:12.120] ええちゃうんよちゃうねん2時
[02:44:17.240] だろ無理すんなよほらな優しいねいやまあ
[02:44:21.920] 別に2時までやってもいいんだけどね今日
[02:44:24.800] は2時スパで2時でやめるかじゃちょそれ
[02:44:27.359] まちょっとどっちしろこいつらちょっと
[02:44:28.640] 育てねとだめ
[02:44:29.960] だ今日育てちゃった方がいい
[02:44:34.120] ね今日育てちゃった方がいいこのこの
[02:44:38.040] レベル上げ配信はまた次に持ち越すのが嫌
[02:44:40.319] だ最から今日は眠くなったらって言ってた
[02:44:42.840] しにまあねま別にそんな眠くないんだ
[02:44:46.920] けどランラン少しでも育てないとなのは
[02:44:50.760] わかないそうなんだよ俺が寝てる間誰か
[02:44:52.960] やってくれよこれ両日も
[02:44:54.880] ある明日はない明日はちょっとないわ次
[02:45:00.200] 金曜日わかんねもしかしたらやるかもしん
[02:45:02.640] ないけどた
[02:45:04.279] ちょっとあの配信同行じゃなくてちょっと
[02:45:07.160] 作業がねに延長を持っているリスナーが
[02:45:10.359] もう今日はなし今日は今日俺がルールなん
[02:45:13.720] で今日はなしですエ今日はなし
[02:45:17.960] ですいやマジでやっといてくれ
[02:45:21.560] よだけ栃木まで来て今日はなし
[02:45:27.080] ですひなぎっち
[02:45:29.690] [音楽]
[02:45:32.319] こんばんは
[02:45:34.280] [音楽]
[02:45:39.680] 魔法魔法を使って
[02:45:44.040] [音楽]
[02:45:52.080] ガチでやってやりてけど死に急ぐ自信は
[02:45:57.240] あるよしあいいねスケルトンのレベルが
[02:46:01.080] 上がるのいい
[02:46:05.880] よいいです
[02:46:09.279] よ
[02:46:12.120] 回えええ
[02:46:16.319] 何誰
[02:46:18.480] [音楽]
[02:46:20.800] 知ら
[02:46:23.880] ない何これ
[02:46:27.960] なんか知らない人出てきた
[02:46:30.600] ね伝説の知らない女
[02:46:34.359] か女なのかこれさ俺の記憶が正しければ
[02:46:39.279] こいつらめっちゃ強い敵じゃねあよかった
[02:46:42.960] 無事逃げることができたよかったよかった
[02:46:44.840] よかった俺の記憶が正しければあれなんか
[02:46:47.640] バグだねここじゃ絶対出ないねあの敵
[02:46:50.760] ねめっちゃ最後の方に出る敵じゃない
[02:46:54.399] よかった行けれって絶対あセーブセーブし
[02:46:56.640] とこうなか死に
[02:46:59.310] [音楽]
[02:47:01.840] そうセーブセーブセーブセーブセーブ
[02:47:04.240] セーブああいうアクシデントもある
[02:47:07.570] [音楽]
[02:47:12.840] ぞオッケーまもうちってやっか
[02:47:24.479] 我が
[02:47:25.880] 魔族ガガルガン
[02:47:31.680] がれちょっと今日レベル上げしとかねえと
[02:47:34.319] なああしんどいかん
[02:47:37.640] なあスケルトンがマジで弱えんだって本当
[02:47:41.960] にどうしようもねえぐらい弱えんだよ
[02:47:43.920] こいつがありがとう
[02:47:49.110] [音楽]
[02:47:50.439] スケルトンがまあ弱えんだよな
[02:47:58.140] [音楽]
[02:48:38.520] ふふん
[02:48:40.319] ふんちょっとずつちょっとずつ上がってる
[02:48:43.040] ね
[02:48:51.439] ってで
[02:48:52.960] ランランランおないで
[02:49:00.279] ランランラン
[02:49:02.150] [音楽]
[02:49:05.920] やらさあどうすっかなこれまあも本当他の
[02:49:11.359] パーティーに比べてこいつら弱い眠そうだ
[02:49:14.120] なちょっとだけ眠たいかも
[02:49:19.359] だってこのゲームだずっと今日ここ往復し
[02:49:21.439] てるだけなんだもん眠たくもなるわ我が
[02:49:23.880] 魔族の代表我が魔族の
[02:49:29.800] 代表てかさっきの海外の人は初見さん
[02:49:33.560] 終わったらすぐね変わっちゃっ
[02:49:37.600] た変わっちゃっ
[02:49:42.319] たさっきの海外の方はあの島村さん島村
[02:49:47.760] さんのリスナーみたいだ
[02:49:52.600] ね
[02:49:54.399] これこれエンカウントすん島村さんのこと
[02:49:58.640] あのアイラブアイラブエッグプラント
[02:50:02.319] ストリーマーって言って
[02:50:04.319] たエッグプラントストリーマーって言われ
[02:50:06.960] てんだって海外でそのまんまかよその
[02:50:10.600] まんまか
[02:50:11.920] よIlike
[02:50:15.000] アイラブエッグプラントスリマーI
[02:50:17.399] lovehimみたいな
[02:50:21.080] エッグプラントストリーマーなんだよ
[02:50:23.800] エッグプラント
[02:50:26.200] ストリーマー村村エルフさんていう方がド
[02:50:29.840] してくれたんスの着ぐるみ来てるんすよ
