[00:00:04.560] G
[02:35:06.080] プレゼントはそう笑尻触られたから休み
[02:35:11.880] ますえプレゼントをなおなおなおは1回
[02:35:18.720] さっきのクリップ見ていい
[02:35:22.560] この生まれてきてくれてありがとう君は
[02:35:24.760] 人類の誇りだよれてそれだな笑笑人類の埃
[02:35:28.760] ですこれがこれが人類の誇りだペシンって
[02:35:33.399] 誇の感じ違う
[02:35:35.439] ねんこれが人類の宝だ
[02:35:39.820] [笑い]
[02:35:42.520] ペーン最低だこの配信者マジで笑笑マジで
[02:35:48.240] 最低よし
[02:35:49.960] [音楽]
[02:35:51.840] やってること誇りも何もないんだよなえ
[02:35:55.760] ちょっと今日休みなんだってあね
[02:35:58.600] ちんあねちん休みかどういう
[02:36:02.680] 気持ちお金貯めてプレゼントか
[02:36:06.800] いらっしゃいませでも体が勝手にここまで
[02:36:08.960] 来ちゃったまだ帰れるまだ帰れるねんここ
[02:36:11.880] まで来ればまだ帰れるすさんいつも可愛い
[02:36:15.319] ねあえありがとうございます可愛い照れ
[02:36:19.279] てる
[02:36:20.100] [音楽]
[02:36:21.560] 可いもんだり欲しい気持ちもあるし可愛い
[02:36:25.000] もんだって本日もくりおつぎ
[02:36:31.600] くださいこれは可愛すぎるこれは可愛
[02:36:35.640] すぎるえね待てこれめっちゃこの受付やば
[02:36:41.279] すぎ
[02:36:43.479] でしょ
[02:36:45.080] えおおつぎおおつぎたの何周目かわから
[02:36:50.880] ないけど受付ちゃん見てみたいかもおつぎ
[02:36:54.479] おつぎおつぎだって噛んだ可愛いって言っ
[02:36:58.279] たらめちゃめちゃめちゃめちゃ照れて
[02:37:00.200] なんかあのなんかめちゃめちゃかかうえ
[02:37:03.800] 可愛いおおええちょちょちょちょちょおぎ
[02:37:08.600] 笑お
[02:37:10.520] [音楽]
[02:37:13.520] つぎ一緒に過ごす女の子を支援して
[02:37:16.520] くださいねけさけさ
[02:37:21.319] 人のこと信じないことにしてるんだねね
[02:37:24.479] これどうする帰るクソほど冷静で草帰ろっ
[02:37:29.560] かなどうしようかなでもなおもなおも行き
[02:37:31.760] てえけどないや待ってなおじゃねえ俺
[02:37:34.399] ちょっとせっちゃんにさあれちんの情報を
[02:37:38.120] 聞き出すってのも俺は悪くねえんじゃねえ
[02:37:40.439] かなと思うんだけどどうそれ説1回挟ん
[02:37:44.160] どいてアネちんなんかどうなんていう
[02:37:47.439] なんかアネちんの教えてくれそうじゃない
[02:37:51.200] ね
[02:37:52.800] ねそう俺俺俺1回顔通しとかねと姉さんに
[02:37:58.479] 姉さんにさちょっとセッターワンカートン
[02:38:00.600] 入れ入れといてやんねと行くわごめんご
[02:38:02.960] 指名はセここないのお礼をしに行くまた次
[02:38:06.720] もよろしくお願いしますていうかしこまり
[02:38:08.560] ました女延長もしないしお酒もあの
[02:38:13.200] あんまりあでもちょっとエロい格好して
[02:38:14.880] もらおう甘に甘はエロい格好すると怒る
[02:38:18.279] からこういうあの嫌われても別にあのま
[02:38:20.640] そんなにダメージないん
[02:38:23.560] で
[02:38:25.120] じじせちゃんじゃこれで行きます
[02:38:29.359] お兄ちゃん気に入ってくれるかなうん気に
[02:38:31.800] 入った最高
[02:38:33.880] ですかしこまりまし
[02:38:38.000] たくそおもしれえ
[02:38:41.160] ゲームおもしれえ
[02:38:46.560] ゲーム街を歩いてるとドリームというの虫
[02:38:49.880] が飛んでいくこと何ドリームシって楽しい
[02:38:51.960] 時間はあっという間に過ぎてしまいます
[02:38:53.240] そして過ぎた時間は取り持つことができ
[02:38:54.720] ません空港はいせっちゃんだよルと
[02:38:57.520] おっぱいあるのありがとねお兄ちゃんビル
[02:39:00.600] とおっぱいあるよね今日もたくさんお話
[02:39:02.960] しようねのこういうお店入った
[02:39:05.720] ことねそれキャバクラ行ったことないんだ
[02:39:09.120] よねただ会社の先輩に連れられておっぱは
[02:39:12.640] 行ったんだけど2度と行かねとったもう
[02:39:15.120] なんか工事現場みたい
[02:39:17.520] なやんみたいなのが僕の膝の上に乗って俺
[02:39:22.479] は膝がうっ血しかけ
[02:39:24.880] た2度と行かないと思ったねお待ちの
[02:39:29.920] 様ありがとうお兄ちゃんだよね江の拷問だ
[02:39:33.720] よあのあのさ三角形のさあの岩の上に正座
[02:39:37.520] させられるあの石引きだっけあの石引き
[02:39:41.920] みてななんかあの江戸の拷問かと思った
[02:39:44.600] マジで受さんに
[02:39:46.680] ノックアウトて思いつつ悔しいけど笑っ
[02:39:49.800] ちゃっ
[02:39:51.040] たほらまだ帰れるきさんいつも可愛いねお
[02:39:56.920] ありがとうございます可愛い照れ
[02:40:00.240] てる可愛いもんだって可愛いよね可愛い
[02:40:04.920] もんだ受ちゃん可愛いよ本日もおゆっくり
[02:40:08.359] お作
[02:40:09.840] くださいかわいいおこのクリップ紙
[02:40:13.200] クリップだなくりおつぎください可愛いお
[02:40:17.920] つぎはいせっちゃんどうもせっちゃんは
[02:40:22.120] マグマ飲ませれば一発だから受付ちゃんの
[02:40:25.800] 腹黒どんなんなんだろういつか見られるの
[02:40:28.880] かなあれは
[02:40:31.200] ねあれはねあれはあれののののアフター
[02:40:36.880] のの同した時じゃないと見れないんか早く
[02:40:39.600] 早くはいはいはいはいはいごめんごめん
[02:40:41.479] ごめんはい乾杯乾杯ちょっとちょっとお話
[02:40:44.120] しようぜちょせっちゃんさなんかあのアネ
[02:40:47.240] ちんの話ああないのか
[02:40:50.399] 俺の深読みすぎかなんかせちゃんはねお
[02:40:54.640] 休みの日はお菓子を使てのイブ残ってる
[02:40:58.240] ですあ1周目のアーカイブはあの残ってる
[02:41:00.960] アーカイブっていうかダイジェスト残っ
[02:41:02.279] てるよ1周目のダイジェスト見て
[02:41:04.399] こら1周目ののの攻略編残ってる
[02:41:08.279] からお菓子か作ったお菓子って自分で
[02:41:11.000] 食べるの自分でも食べるし人にげたりも
[02:41:14.160] する
[02:41:15.319] よなんか俺お腹空いてきちゃったな
[02:41:17.760] お兄ちゃん
[02:41:19.479] 作ったお菓子が食べたいの
[02:41:21.880] うんじゃあ今度失敗したらお兄ちゃんに
[02:41:25.880] くるね失敗どうし失敗先俺に持ってくるん
[02:41:28.160] のかなああマネちんの話ねえかじゃあこれ
[02:41:31.200] いいやさっさと持って
[02:41:33.600] 帰ろうそetsだけ見たいてかお前お前あ
[02:41:36.880] さえ歌わ
[02:41:39.359] あ実はなかなか取れなくて
[02:41:43.920] それこ見とおっぱいありますよね結構
[02:41:46.880] あんまり見ると警察呼ぶよそういうお店
[02:41:49.920] だろうがこ金払ってだこっちあこっち金
[02:41:54.240] 払ってんだそういうお店だろうたやだけ
[02:41:57.479] 恥ずかしいからめちゃくちゃ可いじゃ
[02:42:00.560] めちゃくちゃ可い
[02:42:05.520] じゃん
[02:42:07.040] のダしのの味
[02:42:11.000] お兄ちゃんのとてもかっこよかった
[02:42:14.960] よちゃんもテレビの前で思わず一に決ポ
[02:42:19.680] 取っちゃったもんねまな板洗ってなかった
[02:42:21.960] 説うわあしんどテレビの前キメポーズ
[02:42:25.479] ひどいよねあの小さい子いじめる悪いやつ
[02:42:29.640] がいるなんてさでもお兄ちゃんがいれば
[02:42:33.600] 安心だねお任せろ俺にだミカ瓶って
[02:42:36.720] ヒーロー番組のことだよねうんそうだよて
[02:42:40.120] いうか他に何があんのヒーロー番組好き
[02:42:44.439] 女子いるよなカビーといえば夢中選手ミカ
[02:42:49.160] 士ビカせいちゃん毎週日曜日の気特お女て
[02:42:54.720] 結構いる
[02:42:56.240] よ何かっこいいの日瓶てあねえけないでよ
[02:43:02.960] せいちゃんの憧れのヒーローなのに
[02:43:07.680] ああせいちゃんのとろにがいてくれたらな
[02:43:12.920] 俺がこの子の3日になるみたいな
[02:43:15.800] ストーリーなのかなこの子はねお兄ちゃん
[02:43:19.520] もカビがそばにいてくれたらて思う時ある
[02:43:22.800] よね今週じゃないねチビ弱弱そうえもう
[02:43:29.160] もちろんあるさ誰だって人に頼たが
[02:43:32.760] あるいやなんかこれ今日来なくてよかった
[02:43:35.240] かもお兄これからもせちゃをよろしくじ
[02:43:39.439] こちらこそあの僕とアマネよろしくお願い
[02:43:41.160] します姉ちゃんの姉さんのお導き
[02:43:45.439] でプレステ起動してスアの
[02:43:50.359] 発売中
[02:43:54.200] 680円どんだけこのゲーム強気な
[02:43:57.560] の未だにフルプライスで売ってんの10年
[02:44:01.080] 前のゲームを強気だ
[02:44:04.399] なそれであれだからんねおいおいてかおい
[02:44:07.800] 知ってかおめえら見てるこの彼女カティ
[02:44:11.359] このコスチュームいくらするか知ってんの
[02:44:13.000] 700円ぐらいすっかん
[02:44:14.680] ねラーメンいっぱい食える
[02:44:19.479] このコスチューム700円ぐらいするから
[02:44:21.880] ちなみにち700円ぐらいしますこの
[02:44:25.560] コスチュームそうだよ
[02:44:28.800] ねそんだけやっぱられちゃロングセラーな
[02:44:32.640] ん
[02:44:34.160] だどうし
[02:44:36.520] たちゃなんか怖い顔に
[02:44:40.279] ななんでなんで怖い顔になって教えてるD
[02:44:44.479] 3パブリッシャーが汚ねえやり方で金稼ぐ
[02:44:46.880] から
[02:44:49.200] です汚くないですそれ素晴らしいやり方と
[02:44:51.720] 思いついでにちょっと続編出してくれると
[02:44:54.720] 嬉しいですこれプレステ5とかで出たら
[02:44:57.600] プレステ5買うわおこれプレステ5でさ
[02:45:01.560] これの続編出してくれたら買うよ俺
[02:45:04.000] プレステ5絶対おもろいもんま未だこれで
[02:45:08.720] も十分さ完成されてるけどもっとなんか
[02:45:11.160] リアルでさ可愛い女のがなったらもう買う
[02:45:14.399] ねその冗談分かりやす
[02:45:17.359] すぎるさんなんちゃんはパプレミアVRた
[02:45:25.200] 死ぬね放送ました放送間違えまし
[02:45:29.920] たんさん
[02:45:32.680] こんばんはVRけんねこれ
[02:45:36.200] ねは地人の姿でるもう
[02:45:43.040] 乗ってるよね橋って
[02:45:47.320] [音楽]
[02:45:49.319] えあ橋元連と俺の本名じゃないの本人だけ
[02:45:53.399] ねえだろ同じ名そうだ同じ名んだけだよ
[02:45:57.560] なんだかかりだよ
[02:46:01.960] も
[02:46:03.680] あららクラですよドリクラスキンなんか
[02:46:08.040] あんの曲がれ紛らわしい名前つけんなって
[02:46:12.000] おい俺のせいじゃねえだろコビンがせい
[02:46:14.920] ちゃんのとに来てくれたと思ったのに
