[00:00:00.240] お肉はね鶏肉の形なんだ
[03:45:58.840] やばいさすがにもう16時間になっちゃう
[03:46:02.239] 16時間ずっとやってんだけどさ
[03:46:05.199] 眠いワンスリープ入れていいかワン
[03:46:07.840] スリープ朝まであませ何もない日曜の予定
[03:46:13.040] なし
[03:46:15.159] 悲しいだろだ別に明日1日かかったって
[03:46:18.319] いいんだ
[03:46:19.520] [音楽]
[03:46:26.239] よおち
[03:46:28.560] 寝よう寝ようかな本
[03:46:32.439] ちょ何時
[03:46:35.399] 今もう3時過ぎたん
[03:46:40.720] でしょ時過ぎたんでしょ
[03:46:45.239] 3時間寝る3
[03:46:47.730] [音楽]
[03:46:49.199] 時日予定ないならちょっと
[03:46:53.279] 寝ようマジ
[03:46:55.279] でさすがにぶっ続けはねみい
[03:47:00.040] わアクションゲームだからなやっぱ集中力
[03:47:03.080] 下がってくるからねさっきまで行けずとこ
[03:47:04.960] まで行けねえもん
[03:47:10.400] [音楽]
[03:47:13.279] ながやで私も6時に起きたいから茶起して
[03:47:18.520] な6時まで寝よっか
[03:47:21.640] じゃあ6時で俺が起きれるかわかんねけど
[03:47:24.450] [音楽]
[03:47:26.319] な毎回でもこんな毎週配信で寝てよ配信中
[03:47:31.000] に起きてなんてやったら体ぶっ壊すわな
[03:47:36.660] [音楽]
[03:47:43.840] そりゃ終わったら寝ようと思ったに
[03:47:46.040] ワンナップしやがった寝かせて
[03:47:54.000] くれ1回枠切ったら笑え枠きん
[03:47:59.760] ない枠切らないよタイトルをご覧ください
[03:48:02.680] クリアするまでする男配信を切らないて
[03:48:05.880] ことですね要はクリアする
[03:48:08.080] までそれは嫌なのねそれは嫌だそれは嫌
[03:48:12.640] アーカイブがに2つに分断されんのが嫌
[03:48:15.279] もうこれはクリアするまでやんだから
[03:48:19.890] [音楽]
[03:48:25.439] 絶対ケツ出してもいいからちゃんと寝て
[03:48:28.399] くれ
[03:48:33.940] [音楽]
[03:48:53.080] もうだだ回っとらん
[03:48:55.840] 全然くそでもここまでやる
[03:49:02.920] か顔がもうおしてる無理そうだねああこれ
[03:49:07.479] 無理だねこのこの状態のチャマ無理だね
[03:49:10.720] いや最近長時間持たねえなプレになてよ
[03:49:15.720] ドラクエん時3何時間できたよなあれ
[03:49:18.840] なすごいよな俺ちょっと今無理だなマジ
[03:49:23.279] で16時間限界だね本当もうほぼ寝てる
[03:49:27.359] もん今顔
[03:49:33.170] [音楽]
[03:49:39.159] なおい
[03:49:42.439] 怖いつい数月前だけどそれやっ
[03:49:47.399] たおい1回寝る1回寝るってか1回寝るわ
[03:49:52.000] ねみいわマジ
[03:49:54.560] でマジで
[03:49:59.359] 眠いまいいやもちょっと暇だから雑談でも
[03:50:03.000] おめえらも寝ろよ1
[03:50:05.279] 回6時に起きるわちょっと待って布団持っ
[03:50:08.159] てきていい
[03:50:10.840] 布団持ってきていい布団がお布団ないるわ
[03:50:16.000] いくら熱熱くても睡眠いくら熱くてもやお
[03:50:19.840] 尻出した危ねえ俺ケツ出てた今危ねえ映っ
[03:50:22.880] てねえよな映ってもいい
[03:50:30.880] けどケツ注意かちじゃん
[03:50:45.040] タオルケットが出好きなん
[03:50:48.399] だよいしょ俺このタオルケットが出好きな
[03:50:53.199] んだ
[03:50:54.239] よよいしょ
[03:50:56.560] とよいしょ
[03:51:02.960] と珍しくでも今日パソコンのファンが大
[03:51:06.840] 回転してる限界来てんのかお前も俺も限界
[03:51:10.640] だ
[03:51:15.199] 足伸ばして寝たいから
[03:51:19.040] このこいつを設置していいか
[03:51:28.480] [音楽]
[03:51:36.560] よ寝ようとすると元気になる
[03:51:41.439] やつ寝よ
[03:51:45.199] 体バキバキならないのえうんぷよぷよだ
[03:51:49.680] から
[03:51:50.560] さ本当は布団で寝た方がええんやが
[03:51:54.640] なもう健康というものを犠牲にして健康と
[03:52:00.640] いうものを墓地に送って配信というものを
[03:52:03.520] 召喚してるんだ俺はデュエリストだから
[03:52:05.960] じゃあ大丈夫かじゃないん
[03:52:08.920] だ俺
[03:52:10.680] [音楽]
[03:52:13.520] は俺は手札からあだこうだどどこうの
[03:52:19.640] で寝
[03:52:23.120] ますおやみおやみなさいちょっとゲームも
[03:52:27.840] 切ろ無呼吸とかなりそうで怖いよな配信に
[03:52:32.000] 命を削るしむゴッドおやみわかは黙ろう笑
[03:52:37.159] 配信うんおやみ
[03:52:40.279] ね
[03:52:42.560] よいしょまだ起きてたかコンビニで牛丼
[03:52:45.600] 買ってきたわいなおやみ寝るわ1回え6時
[03:52:50.239] に起き
[03:52:51.239] ます6時に私は起き
[03:52:54.479] ます2時間半ほど寝かせてくれただ2時間
[03:52:58.680] 半で起きれますかね6時から6時半だな6
[03:53:03.399] 時から6時半に私も6時に起きたいよし
[03:53:06.439] わかったじゃ一緒に起きよう
[03:53:08.680] なよしよし6時から6時半に俺ADHDだ
[03:53:13.560] から見てHDだからさほらこれだから俺の
[03:53:18.520] アラムこうじゃなきゃも起きれであの俺が
[03:53:24.000] いつもマジで起きなきゃやばい時はこう
[03:53:25.840] やってこうやって寝るよ笑笑フードの中に
[03:53:29.080] 入れて寝るとマジ起きれるからマジでこれ
[03:53:31.359] これガチこれ本当これはマジ
[03:53:33.279] 起きれる気持ちわかる笑やもこれじゃ
[03:53:36.560] なきゃ寝れねえだろだったこれじゃなきゃ
[03:53:39.680] 寝れねえよよしまおしりでもしながらえ
[03:53:45.479] ガチだなんで何がガチだよフードの中に
[03:53:49.000] 入れて寝るんだよ携帯をこれ一番あでもね
[03:53:51.800] 正直こんなのはね無限に寝れますこんな
[03:53:55.239] もんは全然苦じゃないあのなんか寝づらい
[03:53:59.080] なとかあ無理して寝なゃいけないなとか
[03:54:00.960] 携帯フードに入れたこと
[03:54:02.840] ない1番起きれるねんこれがもこの赤水
[03:54:08.319] から震えさせる感じさに
[03:54:11.520] ないなんでちょっと引いてんさすがにない
[03:54:15.000] わみたい
[03:54:17.399] なあいいじゃないですかこれこれでいい
[03:54:21.399] これ十分幸せこれであめっちゃ
[03:54:29.760] 寝るいいねスマートウォッチのおかげで
[03:54:33.840] 起きれるようになったなんだスマート
[03:54:35.720] ウォッチってそんなおしゃれなもん持って
[03:54:37.800] ないんだよ俺
[03:54:40.760] はAppleWatchみたいなことか
[03:54:43.399] AppleWatchさぎちゃ
[03:54:45.050] [音楽]
[03:54:46.720] まっちさぎっちですどう
[03:54:53.279] もこのねあ
[03:54:57.319] これ最高もこれで何もいらないもん
[03:55:02.359] もう俺これでいいもん生活スペース国運お
[03:55:07.439] やみコちゃまカラサリスちゃま
[03:55:16.000] あいい
[03:55:18.439] ね全然寝れる
[03:55:21.680] わなんかさもなんか
[03:55:25.640] さあれだよ
[03:55:28.720] なこんな生活いつまでできんのかなって
[03:55:31.720] 思うよな
[03:55:33.120] 正直思わんだってさ俺もうあと3年4年も
[03:55:38.080] したら30やろ6時に負できるとええ
[03:55:41.520] な羽ばたいてくわあと3年4年もしたら
[03:55:46.000] 30
[03:55:49.080] じゃん彼女も友達もいねえでよ仕事で帰っ
[03:55:53.399] てきたら配信つけて画面の前でこんなバカ
[03:55:56.439] みてなガチャガチャガチャガチャ言ってよ
[03:56:00.359] どにが休みつったら寝るのこれだぜ俺
[03:56:04.880] こんなんで死んでくんかこれ
[03:56:07.239] から気づいたらもうじじになってんだろう
[03:56:09.840] なこのまんまそれは俺にも
[03:56:12.760] 聞くやめろ俺にも
[03:56:16.279] 聞くこのまま俺死んでくんかなじじになっ
[03:56:19.840] て気づいたら周り
[03:56:23.159] みんなリスナーにも聞く結構そういう人
[03:56:26.800] 多いんよ
[03:56:29.040] なリスナーにも聞い
[03:56:32.080] てるリスナーにも聞いとるんかまでもいい
[03:56:36.399] よ俺がまだこうしてる間お前らも気にすん
[03:56:39.479] なな俺がまだこうしてる間お前らも気に
[03:56:42.960] すんな
[03:56:44.960] 俺がれなくなる
[03:56:46.800] だろ俺が配信やめるわ家族できたからよ
[03:56:50.439] 守るもんができたやつったらお前らも下
[03:56:52.520] 持った方がいい
[03:56:54.720] ぞ俺がまだこうしてる間はいい
[03:56:58.800] よこれが楽なんだよなこの生活すげえ楽だ
[03:57:02.920] もん誰にも文句言われねえしも
[03:57:06.359] 守れ仕事行って帰ってきてさ十分だろそれ
[03:57:10.920] でね
[03:57:14.359] きて飯適当にね風呂入って飯に適当に飯
[03:57:17.960] 食っ
[03:57:19.760] てだらだら配信つけてゲームやって次の日
[03:57:24.520] また配信行って配信じゃ仕事行っていや
[03:57:28.600] マジでそれ
[03:57:41.760] でそれ始めたらできなくなるぞ
[03:57:47.040] もて俺正直ねえもん結婚願望って今ないね
[03:57:53.120] 将来を考える分に不安に感じなければま
[03:57:56.199] それでいいんじゃないなんか別にその
[03:57:59.000] 強がってさ言ってるんじゃなくてね今ない
[03:58:02.239] な正直
[03:58:05.720] な持てねえからさ持てねえじゃん分かる
[03:58:09.080] じゃん俺持てねえだから日とかと思われ
[03:58:12.359] たくねえけどさ思われてもいいんだけどさ
[03:58:15.840] ないな今マジで今もちょっとないね本当に
[03:58:20.800] これがさあと10年もして305とかだっ
[03:58:23.439] たら変わるかもしんないけどさ俺も願望て
[03:58:26.920] より浮かばない結婚ビジョンああ頑張ん
[03:58:30.159] ないね
[03:58:48.810] [音楽]
[03:58:51.840] メスの場合は子供作るのに機嫌があるから
[03:58:54.720] 焦ったりするんだけどねまあなあそれは
[03:58:58.279] 確かにあるよ
[03:59:00.080] ね高齢出産は危険って言うもん
[03:59:03.479] ねで今子供作ることが全てじゃないからな
[03:59:08.000] 昔はそういう子供作んなきゃみたいなさ
[03:59:10.120] ちゃまくはまだまだ遊べるよ俺くらいなる
[03:59:13.159] ともうな回ない人いればくいでああ
[03:59:16.920] なるほど
[03:59:23.439] ね別遊べるよっって別遊んでるつもりは
[03:59:27.000] ないんだけどねま配信って遊びなのかな
[03:59:30.120] そうなる
[03:59:32.319] と遊びだよな遊びだねでも遊びだよなガチ
[03:59:35.960] でなんかそのこれで食ってこうとかってま
[03:59:39.640] 思ってないいつかはそういうのできたら
[03:59:41.479] マジ夢のまた夢だけどさうけど
[03:59:44.460] [音楽]
[03:59:55.560] さ難しいとこだよな積み重ねがあれば遊び
[04:00:00.120] とも言えなくなるかなってああま確かに
[04:00:03.479] まだまだだなまだ俺は遊びだろうなこれ
[04:00:08.890] [音楽]
[04:00:18.760] 仕事じゃないから楽しみかな遊びて俺入っ
[04:00:22.319] ちゃうけど便宜場
[04:00:24.120] 確まそれあってるよ
[04:00:29.000] それ人生って言えるくらいになったらまた
[04:00:32.199] すごい
[04:00:33.170] [音楽]
[04:00:42.479] ねんでる前にシリアスな話すんだよ
[04:00:47.760] [音楽]
[04:00:51.000] 笑笑寝れねえ
[04:00:53.479] よ寝れる
[04:00:56.840] よ焼肉食べ
[04:00:59.800] たいる
[04:01:11.470] [音楽]
[04:02:37.840] です
[04:02:55.220] [音楽]
[04:05:43.600] DET
[04:05:46.030] [音楽]
[04:06:35.840] に
[04:06:37.930] [音楽]
[04:09:43.359] あ
[04:09:50.220] [音楽]
[04:11:12.239] あDET
[04:11:33.960] [音楽]
[04:12:13.199] OG
[04:12:15.130] [音楽]
[04:13:30.560] よ
[04:13:32.920] [音楽]
[04:14:22.399] あ
[04:14:24.770] [音楽]
[04:15:41.920] DETOG
[04:15:44.230] [音楽]
[04:18:02.840] あ
[04:18:05.240] [音楽]
[04:18:41.720] HDET
[04:18:44.170] [音楽]
[04:20:12.720] OG
[04:20:14.940] [音楽]
[04:23:11.439] あDET
[04:23:14.250] [音楽]
[04:24:12.359] OG
[04:24:19.120] [音楽]
[04:26:41.239] NDET
[04:26:43.990] [音楽]
[04:28:12.080] DET
[04:28:14.760] [音楽]
[04:32:31.800] あ
[04:32:34.160] [音楽]
[04:33:40.719] TDET
[04:34:02.689] [音楽]
[04:35:10.639] OGOG
[04:35:13.360] [音楽]
[04:36:01.680] あ
[04:36:03.310] [音楽]
[04:38:11.520] OG
[04:38:12.970] [音楽]
[04:39:52.718] あ
[04:39:55.110] [音楽]
[04:41:11.440] T
[04:41:12.900] [音楽]
[04:42:40.120] よDET
[04:42:43.670] [音楽]
[04:44:41.040] DET
[04:44:42.050] [音楽]
[04:48:10.798] OG
[04:48:31.610] [音楽]
[04:48:57.360] N
[04:48:59.740] [音楽]
[04:49:33.520] お
[04:49:36.430] [音楽]
[04:49:48.718] H
[04:49:51.640] [音楽]
[04:51:04.160] S
[04:51:20.180] [音楽]
[04:51:40.558] OG
[04:51:59.100] [音楽]
[04:52:40.480] OG
[04:52:41.870] [音楽]
[04:55:00.480] あ
[04:55:02.890] [音楽]
[04:55:28.840] あ
[04:55:30.450] [音楽]
[04:56:23.798] あ
[04:56:31.430] [音楽]
[04:56:40.360] DET
[04:56:44.410] [音楽]
[04:57:10.320] T
[04:57:12.590] [音楽]
[05:00:38.920] た
[05:00:40.090] [音楽]
[05:01:08.920] OGOG
[05:01:16.730] [音楽]
[05:01:57.958] あ
[05:01:59.540] [音楽]
[05:03:00.320] い
[05:03:02.710] [音楽]
[05:03:38.718] ねDET
[05:03:41.630] [音楽]
[05:05:09.638] OG
[05:05:12.410] [音楽]
