[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[02:32:28.439] 分9分ってこうなん時間が進んでくんすよ
[02:32:31.000] これねヒと夜勤でパーティーが切り替わる
[02:32:33.439] んすよこれ交代勤務なんでヒキと夜勤が
[02:32:37.200] 変わるんだけどこれ今ヒルのパーティ22
[02:32:40.160] 時まで勤務なんだけどこいつらが弱て弱て
[02:32:44.000] 素晴らしいイラストですよね
[02:32:46.840] 笑笑めちゃくちゃ素晴らしいよねこれね
[02:32:49.160] ちょっともうこれめっちゃかっこいい
[02:32:50.880] でしょそうでこのこいつが弱すぎて夜
[02:32:53.800] モンスター昼モンスターそうそうでなんか
[02:32:56.279] その夜モンスターでなんかダンジョンの奥
[02:32:58.200] 部まで来ちゃったのだよで昼になっちゃっ
[02:32:59.800] てこいつら弱すぎて何やっても勝てない
[02:33:02.160] から今夜夜勤が来るまで今暇暇つぶしてで
[02:33:05.840] もうあともうもうもうすぐやあ意外と
[02:33:07.960] 早かったなヒルキンは全員
[02:33:10.200] 新卒まあないきなり夜勤やらせるとこねえ
[02:33:13.399] もんな半年ぐらいして夜勤やってみっか
[02:33:16.359] つって夜勤やらせるとこが多いもんねから
[02:33:19.080] なんですか
[02:33:20.279] は10時から夜勤は全員10年目夜勤はね
[02:33:25.200] 10時10時案外早いねもうもうすぐだよ
[02:33:27.399] あと30秒だそしたらねどうするそしたら
[02:33:30.080] 進むねそしたら進むかもうこれ出てレベル
[02:33:34.760] 上げにする
[02:33:37.479] かいや現実はそんなに甘くないどうする
[02:33:41.399] 進む多分夜勤のやつらは
[02:33:44.439] 進めるたき
[02:33:46.439] こんばんは夜勤のやつらは進めるよ強い
[02:33:49.200] から1秒か22時なりましたさあちょ
[02:33:53.760] ちょっと待ってこれどうしよっかな進むか
[02:33:55.520] 帰る
[02:33:57.319] か進んでいいすか進んでここクリアし
[02:34:01.800] ちゃってほらレベルが全然違うもん13と
[02:34:04.120] か8とか全然違うもんねだだこれやっ
[02:34:07.479] ちゃうと今度またこいつらが強くなっ
[02:34:09.600] ちゃうじゃんどんどん強そうになった音楽
[02:34:11.800] も良い感じ音楽これ聞いてて戦闘音楽世界
[02:34:15.720] 一かっこいいRPGの戦闘音楽ってこれだ
[02:34:18.479] と思うんだよね俺聞いてて
[02:34:26.240] なんでこういう時だけ戦闘いな神切った
[02:34:30.080] なんでアに報告ない
[02:34:36.760] のなんかお噂は色々聞きますねラスト
[02:34:40.640] ハルマゲドン
[02:34:43.390] [音楽]
[02:34:46.160] 戦闘局スコゲットトリーム
[02:34:49.760] きてないよこの髪はこっちに流してるだけ
[02:34:55.359] ルルルルル流しているだけ
[02:34:58.720] ルルルルル髪の毛切ってないよこっち側に
[02:35:03.000] 流しているだけよ
[02:35:06.479] ラララララなんか懐かしいねお手て繋いで
[02:35:10.520] ララランエターフリフリエミたーフリフリ
[02:35:13.920] 昔はこの髪型だってったくから直接音取っ
[02:35:18.040] てるんそうすげえ音質いいんだよねすごい
[02:35:20.240] 音質いいでランランラン笑笑お手てで
[02:35:26.600] ランランラン曲やなこれだった進む
[02:35:29.720] わ
[02:35:31.800] 神はきていません
[02:35:38.960] よサンダーアロー
[02:35:42.120] でこれ進むわ夜は進む帰ん
[02:35:48.640] ねめ夜がやっぱ強いね夜がやっぱ強いこれ
[02:35:54.520] やるとマジこいつらだけレベル上がっ
[02:35:56.040] ちゃうんだよなそれも困るんだよねそれも
[02:35:59.200] 困るんすよ攻撃力がダすぎエター1タン
[02:36:05.600] キルヒが一に成長しそうなんだよヒルが
[02:36:08.920] 一向に
[02:36:10.080] ね一にヒルが
[02:36:13.359] あ
[02:36:15.800] ちゃんごめさっきのさ
[02:36:19.800] のさURLも1回貼ってくんね消しちゃっ
[02:36:22.479] たこのゲームシフト本笑そうなんでしかも
[02:36:26.920] 月に1回の激レア出勤場もいますからねあ
[02:36:30.000] 早い早い早い助かるごめん
[02:36:34.200] ありがとう2回のマップ出さない
[02:36:37.000] とちょっと待ってこれ止めとかねえとよ
[02:36:39.439] 時間が流れちゃうからいいよ
[02:36:42.640] ありがとうよし行きますかみゃ見る
[02:36:47.520] ちゃうこれもねこのあメニュー画面の曲も
[02:36:50.720] いいんだよねおばんは調子はいかが調子は
[02:36:53.479] 最悪
[02:36:54.520] です最悪調子今
[02:36:57.640] 最悪オここ行こう効果音も良かった全部音
[02:37:01.920] はマジでいいシステムも面白いけど
[02:37:05.520] ねストーリーがあらまあの地球上での
[02:37:10.319] なんか人間が滅んだ後の地球を宇宙人と
[02:37:15.960] このモンスターが奪い合うっていう
[02:37:17.560] ストーリーなんだよこっちはモンスターね
[02:37:19.840] 敵が
[02:37:22.240] 宇宙人曲マジでいいよ我々は滅んだんです
[02:37:26.160] かのもいい味出してるそうなんだよ
[02:37:29.800] めちゃくちゃいいよね味がいい本当にそう
[02:37:33.160] いうストーリーなそうそういうストーリー
[02:37:35.000] なの
[02:37:38.040] よいいゲームです
[02:37:41.520] よ魔法が見て魔法が見てタラスア何にも
[02:37:46.160] わからんこのね魔法がゲーム内での説もさ
[02:37:49.680] れないんだよわからんてこなどういう魔法
[02:37:53.279] なのかとかわかんない分かりません何も
[02:37:57.960] 眠り
[02:37:58.920] 解除エタータロスだエター
[02:38:03.279] タロスエタータロスなの
[02:38:08.680] よ魔法
[02:38:14.160] [音楽]
[02:38:18.439] アメア
[02:38:22.200] ランいやゴブリン
[02:38:26.000] 強えま夜勤マジ強えな助かる強くて
[02:38:31.760] サンダーローハ分かる
[02:38:34.520] なサンダローは分かるサンダーロあれこれ
[02:38:38.279] 今どこにいんの
[02:38:39.479] 俺俺どこにいんだどっから出てきたんだ
[02:38:43.880] 俺これ2階だよな2階でしょ
[02:38:49.980] [音楽]
[02:38:53.160] んなんかマップちねえか
[02:39:01.359] これまいっかまいっかちょっとこちょっと
[02:39:05.120] 待ってねごめんマップどこ
[02:39:07.720] これこうかこっちかえなんかマップちく
[02:39:11.640] ねえ
[02:39:12.840] かラもうちょっと先手やめて
[02:39:18.190] [音楽]
[02:39:20.680] いやもう先手やめて
[02:39:25.160] ま特殊
[02:39:28.080] 能力いやもうこれ防御で防御でいいや防御
[02:39:31.680] 防御特殊能力サンダーロー防御サンダー
[02:39:36.120] ロー激なの
[02:39:38.200] ねこっちMP消費とか何もなしに全体に
[02:39:41.560] 240ダメージだからマジ強夜勤だから
[02:39:45.080] 強えんだよ
[02:39:46.640] な夜勤やるやつちょっと強えもんなやっぱ
[02:39:49.200] な
[02:39:51.080] 高級取りだよ高級
[02:39:55.000] 取り時給1.2倍時1.2倍出すねなも
[02:40:01.439] 獲物がいたぜって言うんだよ敵にアウ
[02:40:04.070] [音楽]
[02:40:14.920] とそんくらいだったは1.25倍です
[02:40:18.520] 1.25か
[02:40:20.000] いいですね深夜手当てでかいよな俺も昔
[02:40:22.760] 工場で働いた時さ深夜やってたんだけど
[02:40:24.640] やっぱでかかったよしながらめましたたま
[02:40:28.160] おお帰りお
[02:40:29.640] 帰り全然進まねえよこのゲーム難しくてあ
[02:40:33.680] ゴブリンが進化したえなんかこれマップご
[02:40:38.160] マップ違くない
[02:40:39.680] [音楽]
[02:40:42.240] かゴブリン
[02:40:44.640] おなんかマップマちゃさんマジ違ういや
[02:40:53.280] [音楽]
[02:40:54.760] なんかなんかマップ違う気が
[02:40:58.000] する全然進まねえんだよ昨日も説明した
[02:41:01.920] そうさこのヒキと夜勤が切り替わるじゃん
[02:41:04.960] で難しいさよねそうなんかおかしい
[02:41:10.479] ねこれもう1回やってみるちょっと待っ
[02:41:13.800] てが切り替わるんだけどでし
[02:41:19.520] に変わっちゃって何やっても進めなくなっ
[02:41:21.720] ちゃって今あのボケット雑談して夜勤が
[02:41:25.760] 来るの待ってたこっから進むとは思うんだ
[02:41:29.810] [音楽]
[02:41:36.880] けどそういうことなん
[02:41:40.120] [音楽]
[02:41:43.840] よただここちょゴブリンがいないと先進め
[02:41:46.960] ねえから
[02:41:51.120] なこんくらいレベル上がるとちょっと違う
[02:41:53.640] んだろうねレベル9とか10とかその辺
[02:41:56.120] まで来るとこれ歌ってたら笑われた
[02:41:58.380] [笑い]
[02:42:00.600] よ教えてやってくれよこのゲームいいん
[02:42:04.200] ですよラスト春まげ今不してこうえ渡す
[02:42:09.560] ステる使うおついでランランランお手て
[02:42:12.760] ついでランランラン
[02:42:20.040] オよしじゃもう1回行ってみよう
[02:42:22.680] かなんかちょっと俺って何ですか通話
[02:42:27.530] [音楽]
[02:42:31.080] 通話
[02:42:32.880] おあごめん色ハごめん合ってた
[02:42:36.920] わごめんなんかあの切り替わり2回やっ
[02:42:40.840] ちゃってた2回階段やってなんか1回に
[02:42:43.600] 戻ってたわあってたあったごめんごめん
[02:42:46.880] ごめんあ来た来た来たここに来たかったの
[02:42:50.000] よこの獲物がいた
[02:42:55.080] ぜいやでマジで曲よくないラララもう
[02:42:59.640] ポイズンやめ
[02:43:06.080] てBGM良い
[02:43:09.319] なほいずやめてくださいあの右の左の上に
[02:43:16.640] いるおみたいな敵気がうざ
[02:43:21.040] すぎるあいつは回ね
[02:43:24.319] 毒右左がわから
[02:43:28.640] んちゃは左右も右左がわからん
[02:43:35.399] ルマジでわかり
[02:43:39.399] ません右と左わからないマジ
[02:43:46.080] で
[02:43:47.600] 昔か
[02:43:52.640] よマジで左でさ右左わかんねんだよねガチ
[02:43:57.760] でこれガチなんすよマジでわかんないのね
[02:44:02.479] こればっかりはでもしょうがない左右毛
[02:44:05.680] っていう病気らしい
[02:44:08.319] ですまあわかんないのよねしかもさ方が左
[02:44:13.800] だようんそうやって言うんだみんなそう
[02:44:15.560] やって言ってくれんだけどわかんねえんだ
[02:44:17.680] よあ橋もこ右ダべやダベやとかちゃっ
[02:44:24.640] たなんかさ言うてもさ50%やん右か左か
[02:44:29.000] なんで必ず外します必ず外すあさこう友達
[02:44:34.600] とさあの運転してるじゃん友達が運転して
[02:44:37.640] て俺が道案内するじゃんとっさにさあ
[02:44:40.399] ごめん今右って言うと左なのよあ右かよ
[02:44:43.800] ふざけんなって言ってらごめん左だった
[02:44:45.840] お前まは
[02:44:49.399] あるんですよね必ず外すんだよねターの
[02:44:52.720] 運転席が左だよ右だあ右
[02:44:57.680] だ左もうめちゃわかりますダブル私左利き
[02:45:01.560] だ
[02:45:04.279] から笑わかんなくても全然生きていけるん
[02:45:08.080] だからぶっちゃけなんとかなるに案内さす
[02:45:11.960] なそれは
[02:45:15.439] マ左右出へ完全にそうだだ
[02:45:20.359] これ左利きなんだファイメモすんなメモ
[02:45:24.399] メモ車のウインカーか左だよ
[02:45:31.359] ね右じゃ
[02:45:33.479] ね遅
[02:45:36.680] もうこのオあオほケだなケだ
[02:45:43.280] [音楽]
[02:45:45.640] ね
[02:45:47.920] ランランあちゃうちゃうちゃうちゃう
[02:45:51.160] ちゃう止まれ自動じゃない止まれ
[02:45:54.040] 止まれ止まって
[02:45:58.880] くれやばいやばいやばいやばい
[02:46:03.359] やばいああもうだから
[02:46:08.399] 止自動っていうコマンドが1番上にあんの
[02:46:11.520] もなんかむかつくよね普通さ戦闘自動の
[02:46:14.840] コマンドって1番下に持ってくるじゃん
[02:46:16.920] 1番上にあるからさああ押しちゃう押し
[02:46:19.840] ちゃうんですよそうするとも一旦勝手に
[02:46:22.680] 動いちゃうん
[02:46:26.399] だ
[02:46:28.720] よし自動を1番上にす
[02:46:34.399] ない押しちゃうねえ押しちゃうんよでその
[02:46:39.080] 自動を止めるコマンドもAボタンなんだよ
