[00:00:00.280] 詳しい
[03:24:19.600] お客様お気に入りの子みたいで延長され
[03:24:22.680] てるんです
[03:24:24.080] よこのゲーム終わんねっす
[03:24:27.920] よただもう本当にここまで来てるんだよ
[03:24:31.600] もう本当
[03:24:32.840] に喉元まで出かかってる
[03:24:47.570] [音楽]
[03:25:12.520] 違うかいいね
[03:25:17.399] いやわかんねえよ
[03:25:20.720] これ6空飛ん
[03:25:23.760] でる空飛ぶ
[03:25:28.520] ベッド耐久配信になってる本当だよタプ
[03:25:32.560] 配信だちょっといきないけど
[03:25:34.160] なああここかなるほどね
[03:25:46.479] こなって竜王も作んなきゃいけねんだぞ
[03:25:48.520] ベッドが空飛ぶ
[03:25:52.160] うんいい
[03:25:57.840] じゃんくそこれどうするわん
[03:26:03.080] ねなんか髪の毛があるんですよねそんな
[03:26:07.080] モンスターいたっけこの
[03:26:09.840] 辺なんだこの青い髪の毛
[03:26:18.040] デスタムーア周辺にこんな髪の毛入ってる
[03:26:20.199] やつい
[03:26:21.239] るっけデスタムーアじゃないのかこれもし
[03:26:23.600] かし
[03:26:38.000] て完成して飾るところ思い浮かべながら
[03:26:41.600] 頑張ろう
[03:26:43.960] ねタ飾る場所ないないんだよ
[03:26:49.399] ね飾る場所ないこんなでけえの普通に
[03:26:53.760] よくよく考えたらなくねと思った
[03:27:02.360] [音楽]
[03:27:24.760] いや全然もうせかだから飾る場所
[03:27:28.840] 作ろまここまでやったらねそうしたいよね
[03:27:32.600] アイリス大山のカラーボックスの上の
[03:27:35.040] ソフト片付けてその上と
[03:27:36.870] [音楽]
[03:27:38.239] かソフト片付ける場所が熱
[03:27:44.310] [音楽]
[03:28:11.319] 年末大掃除ついでに
[03:28:14.040] 模様替えしたいね
[03:28:21.570] [音楽]
[03:28:32.640] 合わねえなん
[03:28:33.790] [音楽]
[03:28:38.160] でまだなんかあんの
[03:28:41.540] [音楽]
[03:29:13.880] 合わないね
[03:29:18.020] [音楽]
[03:29:33.520] マジかよ全然合わねえなんで
[03:29:39.180] [音楽]
[03:29:50.479] オ残り150ピースくらい
[03:29:54.040] かそんなに多分ないとないと思うんだけど
[03:29:58.800] 聞いてると7のむもっと頑張れたのではと
[03:30:02.319] 思っちゃうこんにちはなるほどねこさん
[03:30:05.199] こんにちはあれからぶっ続けでやっており
[03:30:07.720] ますあれから一睡もせずすごいめちゃ進ん
[03:30:10.840] でるも一もせずやってるからね13時間
[03:30:14.319] ずっとやってますこれ
[03:30:21.870] [音楽]
[03:30:25.399] うん片すじゃろ
[03:30:42.199] うんあとはどこだろうなこれDET
[03:30:58.450] [音楽]
[03:31:18.279] う終わん
[03:31:24.540] [音楽]
[03:31:32.520] ない手が可い
[03:31:36.800] 笑笑んなんだって
[03:31:41.280] [音楽]
[03:31:46.520] 入んない
[03:31:50.080] よここまで来たら噛んでも埋まりそうだ
[03:31:54.040] がそう思うじゃんうまいことできてんだよ
[03:31:57.800] これそうそうはトヤが下ろさんの
[03:32:04.600] よだめか
[03:32:17.479] あとはめをつぶってても
[03:32:20.160] いけるいけねっ
[03:32:41.880] すんわけないじゃろって
[03:32:53.800] 1ピースの照明
[03:33:05.560] たいええなんかわかんねえぞ
[03:33:16.279] ここの難しい局面はねうん関西弁で
[03:33:21.120] 乗り切ろう
[03:33:23.000] アホちゃう自分アホ
[03:33:27.440] [音楽]
[03:33:34.560] ちゃう頑張れ頑張れ頑ね頑張るぜ頑張るぜ
[03:33:53.960] 頑張れ頑張れありがとありがと頑張る
[03:33:58.199] 頑張るこの辺とか全部あれだ
[03:34:00.600] な
[03:34:13.920] 多分うてここまでできたら後はそんな
[03:34:17.199] かからへんやろ知らんけどみんなそう言う
[03:34:20.560] ねんみんなそう言うん
[03:34:23.080] じゃすぐやろここまで来たらみたい
[03:34:29.760] なそうはとんやがおろさんわけです
[03:34:34.279] わ気づいて変かもやけどちゃまく無意識に
[03:34:37.920] ピースの半分くらい食べてたからなそっか
[03:34:41.479] だから足りねえんだなんか足りなさそうと
[03:34:44.520] 思ってたんだよね
[03:34:46.279] 終わったやん
[03:34:58.080] うん
[03:34:59.090] [音楽]
[03:35:04.199] ええわかんないっすねこれねドーナツと
[03:35:08.199] 違った
[03:35:10.279] かちょわかんねえなここなおまたどうなっ
[03:35:14.319] てんのでも足らんって可能性はあるぞある
[03:35:18.279] ね全然ある
[03:35:20.290] [音楽]
[03:35:23.760] ねほもうちょっと何か言うてへんかっ
[03:35:29.399] た俺今そのボケに乗る元気ねえ
[03:35:34.640] とこのまま行ったら俺もう眠気限界来
[03:35:37.880] ちまうからそれが来る前にこれ追わすって
[03:35:39.560] いう今その脳みそしかねえからよ
[03:35:46.190] [音楽]
[03:35:53.960] えなんかさピース
[03:35:56.760] 落としこんだけ余ってんだもんななわけ
[03:36:00.199] ねえよなちょっとさ分かった
[03:36:02.199] じゃあ竜王行くか竜王行こう竜王作って
[03:36:06.359] いこうか
[03:36:08.920] じゃあこれとかまだこの辺使う
[03:36:13.660] [音楽]
[03:36:19.199] 終わったって服の袖に引っかけて額ごと
[03:36:22.120] ひっくり返さないでねでもう2度とやら
[03:36:25.920] ないそし
[03:36:27.439] たらしたらもうあの眠い時にはマーブル
[03:36:33.399] いじりたマジで俺はもう2度とジグパズル
[03:36:37.680] というものをやらない
[03:36:39.940] [音楽]
[03:36:46.000] 竜王って1のボス
[03:36:50.399] そうまた組み立てられるぞやったぜ
[03:37:04.400] [音楽]
[03:37:18.239] あえて竜王の1ピース残して最後にはめ
[03:37:21.040] ませんか今度耐久するって言ってたしいい
[03:37:24.279] かも
[03:37:26.000] ねそうする
[03:37:30.040] あえて14時間はすぎるか
[03:37:43.100] [音楽]
[03:38:13.520] よ
[03:38:21.520] [音楽]
[03:38:38.640] ここまで来ただけでも褒めて欲しいけどね
[03:38:42.279] 自分を褒めたいけどねよやったや
[03:38:49.110] [音楽]
[03:38:57.040] えらいでもあとちょっとあとちょっとだね
[03:39:00.880] 本当
[03:39:02.880] [音楽]
[03:39:47.479] 右上の水色の手ができてないのが意外どこ
[03:39:51.359] どこどこ右上の水色の手おねなんかそれ
[03:39:57.600] らしいピースがねえんだ
[03:40:00.439] よ
[03:40:09.080] それもかんねえしなこれもな
[03:40:24.110] [音楽]
[03:40:36.359] 本当によく頑張った
[03:40:38.279] ねまあまだ終わってねえけどな
[03:40:44.780] [音楽]
[03:40:48.359] じゃああとはこっちでやっとくから寝てて
[03:40:50.720] いい
[03:40:53.600] よ間違えるんじゃいここまで来たら
[03:40:58.130] [音楽]
[03:41:16.479] ちょうど光がその辺りに
[03:41:22.279] 笑笑見えないか
[03:41:31.710] [音楽]
[03:41:48.690] [拍手]
[03:41:55.479] 俺がはめとくから5ピース残しといて
[03:42:00.080] ねいや
[03:42:02.880] じゃこれ全然わかんねえなむ
[03:42:07.520] ずめっちゃむずやんけここに来て
[03:42:17.680] ドラクエ7で石板のかけらせピースにし
[03:42:20.600] とい
[03:42:22.159] たろうくそ
[03:42:41.760] これ同じ部でも営と識するとやりやすいか
[03:42:47.680] も
[03:42:50.040] よしえ
[03:42:55.680] ねも2時じゃねえかよすげえやってんな
[03:43:03.080] わこのパズル系一緒なのたい
[03:43:07.940] [音楽]
[03:43:10.080] なうん
[03:43:23.490] [音楽]
[03:43:30.399] ピースの形で判別ついたりするんだけどね
[03:43:34.080] それが
[03:43:38.080] 難しいピース足り角でへこみ出っ張り多
[03:43:41.800] そう
[03:43:42.890] [音楽]
[03:43:52.520] たまに変な形のピースあるよ
[03:43:55.680] ねうん
[03:44:37.479] 違うな
[03:44:52.730] [音楽]
[03:46:14.920] JA
[03:46:32.550] [音楽]
[03:47:05.520] これちょっと
[03:47:08.640] きついすぎるこれピース足んなくない
[03:47:21.880] [音楽]
[03:47:31.680] ストレッチしてもうん意外と完成品の上に
[03:47:37.000] 乗ってたりする
[03:47:47.420] [音楽]
[03:47:52.560] 髪の毛
[03:48:00.080] アップえもうあとこれしかないんだ
[03:48:05.600] ぜえマジでこれしかないんだよね
[03:48:17.439] ええなんか足んなく
[03:48:20.880] ね足りなくないす
[03:48:26.920] かなかったら
[03:48:31.319] 探そう出た出た笑笑うとうとしてたら完成
[03:48:35.760] マジか危ねええないよ
[03:48:42.960] もうもう完成
[03:48:45.640] じゃんこっからが投げんだ
[03:48:53.199] よなかったら食べたかもしれないから
[03:48:56.199] うんこ調べないとそういうことかうんこ
[03:49:00.439] 調べんの
[03:49:03.319] か犬
[03:49:07.439] 勝て落ちてりゃ
[03:49:10.520] ない落ちてないと思うんだ
[03:49:22.000] 服の隙間に引っかかってるかもしれん
[03:49:26.320] [音楽]
[03:49:35.040] ぞ右上のライオンやった後に壊しかけて
[03:49:38.600] どこかに跳ねたとか
[03:49:49.000] まちょっともう
[03:49:50.640] ちょっとやるけど
[03:49:53.439] さま枚数的にままだまだまだあるんすけど
[03:49:56.840] 壊しかけてたんか元々入ってないとかある
[03:50:00.399] よそれやばすぎでしょ
[03:50:10.040] [音楽]
[03:50:17.159] だからはがき入ってたりする
[03:50:20.490] [音楽]
[03:50:23.479] あお出
[03:50:25.479] たあれこっちか不良品派うんレアだと思う
[03:50:32.439] けどそんなことないと思うけどね
[03:50:49.560] 緑が混じったオレンジそうなん
[03:50:57.439] すええなく
[03:51:01.240] [音楽]
[03:51:12.120] ないなんかなげだよ省略tchテレビ
[03:51:16.000] ちゃまドブガスクリップオロスモラル
[03:51:18.159] トロップキッパヤレグブックスにぜもう
[03:51:21.080] 読むの疲れた昼めしの間に完成しそうだっ
[03:51:24.040] たので急いで食べてきたよいやごまだまだ
[03:51:27.920] かかるぞ残ってるところ埋め
[03:51:30.760] ていこうまだまだかかる
[03:51:36.040] [音楽]
[03:51:50.560] まだ竜王は原だけか
[03:51:54.460] [音楽]
[03:52:39.080] 未だにグレートドラゴンの翼残ってるって
[03:52:42.800] 信じられねえな
[03:52:47.159] 意外と残ってるっすねやると
[03:52:50.640] [音楽]
[03:53:10.880] ねゾマちゃんのおてもあるね
[03:53:15.520] マちゃんのお手てなんかもうねえよこれ
[03:53:24.780] [音楽]
[03:53:38.199] か最緑のもこもこの上にあるピース黄色い
[03:53:42.560] ドラゴンの羽違う最緑のモコモコの上に
[03:53:46.800] あるピース
[03:53:49.319] これ最高最高
[03:54:28.560] キモてえ
[03:54:50.600] 違うか
[03:55:27.399] どれだちくしわかんねえ
[03:55:40.319] なわあだいぶ進んだいやもうそろそろ完成
[03:55:45.720] なんだけどまあむずいわこっからマジ
[03:56:11.000] でむず
[03:56:14.479] ねえ
[03:56:36.850] [音楽]
[03:56:42.120] よいいよいいよ
[03:56:45.640] めっちゃ
[03:56:47.640] 眠いスコ残りピースは14時間もまれ
[03:56:51.319] なかったエリートだもんな
[03:56:54.920] ね
[03:56:56.439] みんなスマがやばい頭働かんくなってくる
[03:57:00.680] マジでだかここまで来たん
[03:57:05.920] やそれは
[03:57:09.720] そうなんだこれ
[03:57:13.460] [音楽]
[03:57:39.880] 6はざ
[03:57:54.170] [音楽]
[03:57:57.800] ねみいよ
[03:58:01.560] [音楽]
[03:58:18.080] 竜王のお腹っぽいところ集めてその場所に
[03:58:21.399] 持ってこ眠いなら寝たら代わりに仕上げ
[03:58:24.960] とくから寝ま
[03:58:35.640] んこことかさないんだよね
[03:58:55.319] 最後の乗り付けも残ってるぞそれって
[03:58:57.880] 難しい紫ラプソーン
[03:59:00.600] かしらそれって難しい
[03:59:08.720] の難しくないはず
[03:59:15.840] ここで大失敗
[03:59:23.640] で均等にするのが
[03:59:34.479] 案外液体のりをヘで伸ばすだけだけど
[03:59:38.760] も果たしてこの眠いちゃゲームにそれが
[03:59:41.640] 包まるんでしょうか完成したらとりあえず
[03:59:43.880] ておいて寝ておきたら乗り付けしたらええ
[03:59:46.159] やんスポンジ付属してた
[03:59:53.479] やろなんか7ボスのサイズ小せえな通常
[03:59:57.560] モンスターレベル起きてからでいい
[04:00:08.840] かのり乾くの時間かかるべよ
[04:00:14.080] カじゃ
[04:00:16.239] ねあ違カダじゃここ
[04:00:33.920] だまあできそうな
[04:00:37.560] らってことでうん
[04:00:41.860] [音楽]
[04:00:49.800] ここマジむずずい
[04:00:53.850] [音楽]
[04:01:02.920] なというか1回フレーム外さない
[04:01:06.640] となんで
[04:01:16.080] 完成したら下でドーパミンドバドバで
[04:01:18.479] 目覚めそうだけどノリを広げる
[04:01:23.439] から完成後ねなんそんな難しいことさ
[04:01:27.199] せようとするの俺に外せるわけないじゃ
[04:01:30.479] ないです
[04:01:31.520] かそんなこと俺にやれというのか
[04:01:35.680] いせるわけない
[04:01:38.880] だろそっ
[04:01:41.040] か外せないでしょ外せんの
[04:01:48.610] [音楽]
[04:01:56.319] いいんでない枠もカピカピに
[04:01:59.960] しよピになっちゃうねそうね
[04:02:14.159] とコーティングそれに関しては枠入れた方
[04:02:16.880] がいいというアドバイスした僕の責任です
[04:02:19.520] ねすまぬいやでも湧くなかったら何回か
[04:02:23.080] 崩れてたからね
[04:02:29.600] 多分ラストスパート
