[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[02:34:07.240] ペンギン見に行こうぜペソ
[02:34:09.479] ギンペソギ見に行こう
[02:34:13.580] [音楽]
[02:34:15.479] ぜ
[02:34:17.560] あ電話くれた
[02:34:21.610] [音楽]
[02:34:22.920] かいかい何何そのめちゃくちゃ嬉しがって
[02:34:25.600] んじゃんどうしたおいペンギン見に行こう
[02:34:27.479] ぜ一緒にえ動物
[02:34:29.850] [音楽]
[02:34:31.040] 園動物園だっけ水族館だっけ
[02:34:33.960] どっちまいいやいいやままいいやや水族館
[02:34:39.080] だな普通ペギてペンギンて動物園じゃねえ
[02:34:42.520] よ
[02:34:43.120] なペキて動物園じゃないよなまいっか
[02:34:47.600] まいっか
[02:34:49.880] えっとねちょっと体力100以上にしとき
[02:34:52.080] たいんだよ
[02:34:53.319] ね部活もやりたいんだけどなもうごめん
[02:34:56.600] ちょ寝るわ1回1月1日
[02:35:00.080] あうん新しい1年の始まりだなそうだ年賀
[02:35:03.920] 状来てるかな
[02:35:05.840] えっと光の年賀状本当光のはいつものいつ
[02:35:09.279] も俺のこと気にかけてくれてるよ
[02:35:12.359] なみさちゃんのみゆちゃんのえ年賀うん
[02:35:16.560] うんいついかにもみゆちゃんらしい派手な
[02:35:20.319] あけましておめでとう新しいとしてなんだ
[02:35:21.880] かいいよね信念を張り切って
[02:35:24.080] いこう
[02:35:26.960] 可愛い赤井さんの年賀状金が
[02:35:30.960] 新年垂れちった
[02:35:35.359] 可愛い
[02:35:38.840] みでジュンとはいはいはいいいですねあ来
[02:35:44.640] た来た来た誘わずとも来たわ誘わずとも
[02:35:47.920] 来るんですよね俺ぐらいになると
[02:35:51.279] ぐるポンさんはも君も年賀状書いてたの
[02:35:56.359] ああ終わりです皆さん終わりです皆さんわ
[02:36:01.479] 終わりちゃまくもえ年賀年賀書いたこと
[02:36:05.000] ないね年年賀状書いたことないあけを
[02:36:08.479] メールなら打ってたけどねあおメール打っ
[02:36:12.240] てた
[02:36:13.880] わ見ろよおみんなうろさん何回スシしてん
[02:36:18.800] ねん笑おい見ろよみんなこ後ろになんか
[02:36:23.680] すげえなんか緑と赤のトゲトゲついてる
[02:36:26.040] けどなんかこういうポケモンいたよな
[02:36:27.680] なんか緑と赤のトケトケのポケモンみたい
[02:36:29.560] なあみゆきちゃんこんなに朝早くからどう
[02:36:32.680] したのけましておめでとう好きだよ俺の
[02:36:35.920] ことどうしよう開けましておめでとうもし
[02:36:37.520] かしてそれだけ言に来たの違うよそれも
[02:36:40.520] あるけど初詣のお誘いに来たんだいや最高
[02:36:44.920] ああ行こう行こうど来ると思ったんだ
[02:36:48.319] じゃあすぐ行こうここで待ってるからいや
[02:36:50.800] めっちゃ
[02:36:51.920] 可愛いもこれはもうさんスクショ連打して
[02:36:55.279] も取れる絵面は一緒だぞいいんだよいくら
[02:36:58.120] あったっていいんだよ間違って消えちゃう
[02:37:00.279] かもしれない見る用と保存用とあれだよ
[02:37:03.279] 使う用だよなんだ使うよって使うよかっこ
[02:37:06.880] い
[02:37:08.600] ミシばっちり似合ってるね可愛いよか
[02:37:13.160] 可愛いれるよ
[02:37:17.080] ゆ素晴らしいゲームです
[02:37:20.720] 素晴らしいゲームです改めてなんつう顔だ
[02:37:25.160] よお前
[02:37:28.560] それランデさん可愛いの山って感じだ
[02:37:34.560] ねははうまいこと言うねさあ気合いを入れ
[02:37:38.880] てお参りへゴーいいじゃんなんか順風満
[02:37:43.399] パンだよね思わず釣られちゃったけど新年
[02:37:46.399] 早々元気いいな
[02:37:48.290] [音楽]
[02:37:50.479] さて何をお願いしようかなとさん後ろに
[02:37:52.920] 背負ってるトゲトゲはんですかねなんかね
[02:37:56.560] 絶対毒属性ねこれどこ行く学業行っとく
[02:38:00.680] 健康フトさんこれもうすぐ俺フトさんに
[02:38:04.399] 聞くわこの
[02:38:06.040] 配信これどうしよっかこれさん学業
[02:38:13.840] オこれがあれ
[02:38:16.520] かコスパいいの
[02:38:20.399] はいもう恋愛常時とかいいもんね正直ね
[02:38:22.920] あんなことしなくても前から気になったん
[02:38:24.840] だけど1つだけかなり古いお守りがあるよ
[02:38:26.640] ねどうしてえ
[02:38:29.680] これ美の
[02:38:32.920] 宝物えこれさ幼少時代に要幼時代にあれし
[02:38:37.000] てるやつじゃないのそう今まで生てきて
[02:38:41.279] 一番嬉しかった事がてえ幼少期になんかさ
[02:38:45.760] あったようなみくじ交換したみたいなだ
[02:38:48.319] からその時からずっとランデさんそかな
[02:38:53.840] それか
[02:38:54.840] な中身何が入ってんだろうねえねえお
[02:38:58.720] みくじは引かないの可愛いなんだ
[02:39:03.200] こいつやろうはあやっぱり引くんだじゃあ
[02:39:08.840] きようか引かない方がいいのかな引かない
[02:39:12.279] 方が良かったやまあ引いていい
[02:39:14.800] でしょはい大吉今年の俺は一味違うぜど
[02:39:18.960] だった
[02:39:19.920] 吉だよいいな運のいい人はみゆなんてさ
[02:39:25.080] 代表が指席だからいいじゃねえかそんなも
[02:39:28.160] 新人じゃねえよお自分自身の未来は自分で
[02:39:30.920] 決めるんだお前こんなあれだよおみくじ
[02:39:34.120] ごきで人生決まったらな楽そんな楽じゃ
[02:39:36.319] ねえんだ人ってのはうんいつ引いても大胸
[02:39:39.040] って悪いけどえみゆきちゃんらしいよな
[02:39:42.560] とどうもう大丈夫
[02:39:45.040] あうんもう平気平気これこれさもしかして
[02:39:50.720] さこの子と来たら引かないって選択肢の方
[02:39:52.760] が正解
[02:39:54.399] ねこの子と来たらくじ引かないっていうの
[02:39:58.439] が正解なんか
[02:40:00.080] なランディさんかもしれねでもよりによっ
[02:40:03.600] て五円玉が後頭部直撃なんてねまあそれ
[02:40:07.720] くらいで済んでラッキーだよままねでも
[02:40:11.200] おちおちお参りもしてらんないね美の
[02:40:15.200] 場合も気が抜けないなでもいいじゃん
[02:40:19.359] 笑い話になるでしょあそういえば今日は
[02:40:21.640] みゆちゃんの誕生日だったんだプレゼント
[02:40:23.279] あげるに決まってんだ何をあげるつもり
[02:40:24.560] だったっけ長女漫画幸運を呼ぶペンタンと
[02:40:27.479] 不幸の手紙少女マガさんパーカー来てき
[02:40:30.080] たらお金たまるやんほんまやな後ろにな
[02:40:33.840] うわこの子これなんだろう難しいな不幸の
[02:40:36.279] 手紙なんか絶対あげるわけねえだな誕生日
[02:40:37.960] プレゼントで不幸の手紙ってばれよそんな
[02:40:40.319] 男そんな
[02:40:41.800] 男
[02:40:43.140] [音楽]
[02:40:48.240] うんわるさん
[02:40:50.880] さん幸運を呼ぶペンダントなのかなんか
[02:40:53.520] 嫌味に嫌味に聞こえねえか
[02:40:58.080] な嫌みに聞こえねえか
[02:41:01.720] なあペンダントさん単純だから大丈夫だよ
[02:41:06.520] まあねそうだねそれ言っとくか少女漫画も
[02:41:09.840] そんな好きじゃなさそうだし
[02:41:12.399] ね覚えててくれたんだ覚えてるでしょ
[02:41:16.000] 忘れるわけねえだ1月1日ってありがとう
[02:41:19.760] 嬉しいなゆ私はいい年だったよ今始まった
[02:41:25.080] ばっかなんだけどなああちくし同じことれ
[02:41:27.680] たちでもいいのこれだけでも最高にいい年
[02:41:32.399] だよも忘れねえよあどうだったの結局中身
[02:41:36.359] は中身は結局どうだったんだよまいっ
[02:41:41.200] かあ逆いいねこれもうテスト気にしなくて
[02:41:45.080] いいね笑笑テスト気にしなくて良さそう
[02:41:48.800] そして
[02:41:49.760] 止まらんわデートがデートにつぐデート
[02:41:53.600] ランデさん逆
[02:41:56.760] 逆行ああ来た逆行って言ったも俺逆行って
[02:42:02.640] 言ってたう平
[02:42:06.520] 平どこ行くんだっけかムドクプスさん少し
[02:42:10.680] 目を話し
[02:42:12.479] て結構いい感じなんだけどこの子の選択肢
[02:42:16.000] マジで難しくてうんナイスチョイスだ
[02:42:19.800] あ動物園かじゃあ今日はどっからるうん
[02:42:24.680] いいよ行こ行こあ違うペンギンビに来た
[02:42:27.720] つもりがそっか間違ったんかペンギンて
[02:42:29.920] 動物じゃないよね好きな動物
[02:42:33.600] って
[02:42:35.880] うんなんだろうなキリンを見るとホット
[02:42:39.560] するかっこいいからチーターやっぱり迫力
[02:42:41.800] があってぞ
[02:42:43.640] さんさんねんだよ
[02:42:45.920] なえるとんとホットするなぐらいが正解な
[02:42:51.160] のかなやっぱり迫力があってどが好き
[02:42:55.399] かっこいいからチーターが好きとかじゃ
[02:42:57.240] ねえと思うんだよなこの子なこの子何が
[02:42:58.760] 好きなんだっけか動物小動物が好きなんだ
[02:43:01.920] けどチーターが一番小動物小動物って言わ
[02:43:04.279] ねえでも
[02:43:06.040] なワたるんさんキリんっぽいなキリンぽい
[02:43:09.479] いやでもそう思うじゃんわるん違うんだ
[02:43:11.279] この子そういう引っかけの選択肢みたいの
[02:43:14.040] あだまあこれ正解でしょみたいなやつが
[02:43:15.800] 一番ダメだったりするんだよこの子さ現金
[02:43:17.960] が好き
[02:43:20.200] でも現金のがもっと好き
[02:43:23.359] ですりんさんが好き
[02:43:26.080] です
[02:43:28.560] あのてでるともうたあ良かったよかった
[02:43:33.439] よかった渡る正解よしよかったよかった
[02:43:37.640] ありがとうわるさん
[02:43:40.120] ほり今日は本当に楽しかったよるさん
[02:43:44.600] 分かってるからさん怒ったぞ怒った
[02:43:49.600] とかね
[02:43:51.439] あのそろそろアフタさん部屋さんさすが
[02:43:55.120] 部屋さんさすがだわ部屋さん部屋
[02:43:58.840] に2三岳期開始とうーんこの辺で部活でも
[02:44:04.200] しばいとくか部活
[02:44:07.600] しば1月ああだからペ部屋に女の子の情報
[02:44:12.399] 詰まってるからワタルの笑い部屋の部屋
[02:44:15.319] ってそういう意味だったんだなちょっと
[02:44:17.279] 待ってこれペソ銀行きましょう
[02:44:22.000] ペソ14日行けるなるさん部屋は部屋でも
[02:44:26.319] 資室だからね死なやってんだろお前どうせ
[02:44:31.640] あだて
[02:44:35.160] えっとゆ水族館どこああったあったたあ
[02:44:39.680] この子と水族館行くの初めてかも
[02:44:43.600] オオオ
[02:44:45.640] はいさんなんだよお前か
[02:44:49.030] [音楽]
[02:45:00.640] 何
[02:45:04.200] あああありんさん笑笑あ忘れて
[02:45:11.640] た
[02:45:13.160] あでもこれ違う恋愛マスターフトからすれ
[02:45:16.399] ばこれは策略のうちですえ
[02:45:19.479] 爆弾がじゃ爆弾を爆発させたのはわざと
[02:45:23.040] です計画のうですこれでなんとえこから
[02:45:25.920] 嫌われることができてさらに光からも嫌わ
[02:45:28.920] れることができるんですよこれって何を耳
[02:45:30.880] するか分かりますか邪魔なイベントが起き
[02:45:32.600] なくなるこれが計算高いえ女性を落とす
[02:45:36.399] ことにたけた計画通りも矢神ライトみたい
[02:45:39.560] な顔してるでしょ計画通り俺も思ってた
[02:45:42.080] もんさっきまでねまだ笑うなまだ笑うなっ
[02:45:46.080] てよし
[02:45:49.279] はいさきです計画通りあ橋だけどや女の子
[02:45:53.920] 傷つけた
[02:45:58.200] やつおもしれえやこいつこいつギグだけ
