[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[02:16:51.319] どうすんだよ今の今の今のなんていうの
[02:16:56.599] あのもろこしさってかあのさん
[02:17:03.960] なんど
[02:17:05.719] すんさんどうす出ましたねどうすんのか
[02:17:09.479] じゃあ私も何
[02:17:13.960] このもう普通にため息が出る可愛く
[02:17:17.880] てぐしぐしさん
[02:17:21.639] うんあで
[02:17:25.399] 何他にはこんな雨の日にさ河川敷のデート
[02:17:29.800] にもついてきてくれてさなん
[02:17:33.040] だそれだけかいやいやキスしろキスキス
[02:17:39.519] しろそんくらいだったら今日は楽しかった
[02:17:42.639] また誘ってねこんな雨ザーザー降ってる時
[02:17:46.080] にさこんなとこ連れて来られてさ今日は
[02:17:49.120] 楽しかったって
[02:17:52.000] いいでしょもうこんな好きなんだよお互い
[02:17:56.240] にさん追加デーなワンチャンあるぞ追加
[02:17:59.920] デートあなかったアフターなしですアター
[02:18:04.399] なしですアフター
[02:18:06.240] なしアフターはなしさんキス
[02:18:12.969] [音楽]
[02:18:14.319] うってるこれできてないってのはどんだけ
[02:18:18.319] 2人ともなん
[02:18:19.760] だ学運動芸術えちょっと理系80以上持っ
[02:18:25.479] ときたいね80以上だとテストで多分
[02:18:29.000] なんかいい点取れるんだよ
[02:18:31.080] なマジ
[02:18:33.439] で光に勝ちたいテストで見返す見返すと
[02:18:37.719] いうかもっと俺のことを好きになって
[02:18:39.120] もらいたいね6月10日え俺の誕生日の1
[02:18:42.960] 日前ですね彫刻点あ彫刻点とか正直興味う
[02:18:47.160] やることいぺだおめえらおめえらよやる
[02:18:51.240] こといぺだぞ海開きが7月1日ナイト
[02:18:54.040] パレード8月10縁日7月第4水曜第4
[02:18:57.679] 日曜日え花火大会が8月最終土曜日とはあ
[02:19:01.960] 縁日去年行けなかったから絶対行こうね
[02:19:04.080] これもう今から予約取っちゃってもいいね
[02:19:05.960] 最後だよジェットコースターあジェット
[02:19:08.000] コースター最後なんだ最新アトラクション
[02:19:10.599] の予感あなるほどね彫刻点とか興味なさ
[02:19:14.519] そうだけど行ってみる
[02:19:16.399] かまでも6月だからね7月入ってからで
[02:19:19.960] いいでしょま6月は6月の遊びをし
[02:19:23.960] ましょう7月になったら海と海とえ縁日か
[02:19:28.160] それは確実で
[02:19:29.580] [音楽]
[02:19:34.399] 取ろう嬉しいな本当に嬉しそうさん
[02:19:38.800] いろんなとこ連れてっていろんなひり
[02:19:40.920] ちゃん見たくないのか見るよいろんな見る
[02:19:43.319] に決まっとろうが何を言ってるんだ見るに
[02:19:46.080] 決まっておろうがだけどとりあえず67月
[02:19:49.200] になんないとあれはできないからま予約
[02:19:50.960] 取っちゃってもいいんだけどまままままま
[02:19:53.560] ままままままままとりあえずなとりあえず
[02:19:55.720] なえ河川敷公園中央公園でびてみるじゃ
[02:19:59.319] 今度はなんかあんまり公園って東大元
[02:20:01.920] 暮らしというかあんまりいじってこなかっ
[02:20:03.720] たから
[02:20:04.560] ねカラオケゲームセンターボーリングあ
[02:20:08.319] ゲームセンターも行ってみるかゲセン
[02:20:11.920] あその日は部活なんだ誘ってくれて嬉しい
[02:20:16.520] けど残念だな
[02:20:20.700] [音楽]
[02:20:23.520] ちくし部活してんだよあいつやめればいい
[02:20:26.319] のにさん何回目だよ笑笑第3日曜日は毎回
[02:20:31.000] 部活だって言ってんのにね忘れちゃうんだ
[02:20:33.200] よ
[02:20:35.160] ねん何回やってんだこれもう何回この同じ
[02:20:38.760] ミスしてるん
[02:20:40.840] だ
[02:20:42.359] え今週の妖誕生日俺誕生日なんだけど俺
[02:20:45.680] のん
[02:20:47.800] 何何運動でもまあまあ笑運動でもしとく
[02:20:56.399] か俺誕生日なんだけど
[02:21:01.840] 誕生日来た来たな
[02:21:07.560] え誕生日プレゼントはまさんくれるかな
[02:21:12.640] いやもういやもう気にいる気に入らないと
[02:21:16.880] かじゃないよねもうねねあのでももう
[02:21:20.760] なんかゴミゴミクズみたいななんかの
[02:21:23.439] なんか丸めた髪とかでも俺もうお前から
[02:21:25.600] もらったら好きだわ気にいるよプレゼント
[02:21:28.040] はいつもねポンさんこれ
[02:21:30.800] はの者だったやだどうすんのでもこれは私
[02:21:35.680] の特別だからどうしても気に入ってほしい
[02:21:37.680] だって何何くれたのあわかんねえ何くれた
[02:21:41.960] んだろうわかんねけど最高かもう好き
[02:21:45.280] じゃんもういいじゃん
[02:21:51.359] 誰はい来たえこれやっぱさ光呼び名さ
[02:21:56.960] ひかりちゃんて1回やりたいけどねでも
[02:21:59.080] 怒られるんだよ
[02:22:00.760] なこの子のこの子の場合だけ多分逆なん
[02:22:04.000] だろうねこれ
[02:22:06.439] ねあのこれこの子は元々主人公の幼馴染み
[02:22:10.840] だからもう名前呼びなのよずっと呼び捨て
[02:22:13.439] で呼び捨てでよくなんかそのさなんか可い
[02:22:16.880] じゃんなんかちゃんて呼びたい感もあるけ
[02:22:20.520] 可いなみたいなでこの多分他の女の子はさ
[02:22:24.040] 最初から呼び捨てたんてできないしこの
[02:22:25.880] このシステムでちょっとずつさ3から
[02:22:28.240] ちゃん付けになってちゃんからあのなんか
[02:22:31.080] 呼びになってっていう楽しみがあるんだ
[02:22:33.080] けどこの人だけこの人だけぐしぐしさん私
[02:22:38.399] はけで呼びたい
[02:22:41.240] よさ漬けで呼ぶとでも距離感があれなん
[02:22:44.520] じゃない
[02:22:47.520] のらね
[02:22:49.439] これ
[02:22:51.720] えっと
[02:22:53.479] えっとどうしようかなまあまでも呼び捨て
[02:22:57.439] しかないよなもうみなんて今更呼びたく
[02:22:59.680] ねえからさみなんてそのうち橋元になるん
[02:23:02.160] だから何が届きましたか新しいスタンプ
[02:23:04.800] 届いたのしさん新しい
[02:23:09.359] スタンプ新しいスタンプ候補来たわ新しい
[02:23:12.960] スタンプ候さん笑笑フトさんこれ入れる
[02:23:17.399] タックスさん笑これは入れるわししさん
[02:23:21.479] めちゃおもろいぞ笑笑すまさん笑笑これ
[02:23:26.520] もう入れますこれもう入れるこれもうもう
[02:23:29.200] マジでもう本当すぐ入れるこれは走終わっ
[02:23:31.160] たらすぐ入れるぐぐさんそうそうそう
[02:23:34.520] そうそうちゃんが静かだなと思ったら裏で
[02:23:37.279] これを作ってしかもなんかこれななんかさ
[02:23:40.279] なんかおかしくない頭頭ここどうなってん
[02:23:43.040] のここ頭なんかコブみたくなってるこれ
[02:23:45.680] 元気のところここなんか頭頭の形おかしく
[02:23:49.920] ねなんかボコってへこんでんじゃんこれ
[02:23:53.279] なんかなんかおかしいよねこれね頭ここ
[02:23:56.279] へこんでんのこれ何じゃがいも見てえな
[02:24:00.560] じゃがいもみて脳みそずれてんのかもしん
[02:24:03.200] ねえ
[02:24:04.040] ないやまあでも光でしかないよなまこれ
[02:24:07.560] これで機嫌損ねなくないもん光グルポン
[02:24:11.160] さんが嘘俺そんな頭ボコボコなのうんいい
[02:24:16.399] よよかったかい
[02:24:18.580] [音楽]
[02:24:20.760] いいなんなんさん頭ついてない
[02:24:25.680] じゃんお前あれはだめだよあれはマジで
[02:24:28.800] 笑えないからだめじちゃんの新しいおあざ
[02:24:33.000] フォロ
[02:24:35.680] あざてむのあ初めちゃったありがとう
[02:24:39.160] ありがとうフォローありがとうアスさんて
[02:24:41.720] 読むのこれ難しいなんて読むの猫はなんて
[02:24:44.800] 読むだバカなんで読め
[02:24:46.560] ねありがとうちゃ申しますよかったら
[02:24:51.319] 嬉しいですね800人も見えてきたな
[02:24:54.319] 800人ももうちょっとだ
[02:24:56.800] なしぐさナイスフォロー
[02:25:03.520] ありがとう嬉しいなもう俺のこと好きでき
[02:25:06.840] たまんねん
[02:25:08.690] [音楽]
[02:25:12.240] だろ00人何やろね言ながら700人も
[02:25:16.359] 結局何もしてないんだけどね700人記念
[02:25:18.560] ももしないまいたまで来てるねそろそろね
[02:25:21.760] 嬉しいことあい海開きですおい男性諸君
[02:25:26.560] 感謝してくれ俺に今年も見れるぞ光の水着
[02:25:30.520] が1発オッケ1発
[02:25:33.399] オッケーしし
[02:25:37.960] さん遅れずに行くよそれじゃやったぜはま
[02:25:42.439] さん感謝感謝
[02:25:44.359] ですそのなか昔前の若者の言葉みたいな
[02:25:48.200] 感謝感謝ですみたいな
[02:25:50.760] 今時いねんだよなそんなの
[02:25:52.640] なしししさん水着シーン待ってますもぎ
[02:25:57.240] さんふちゃんもありがとうありがとうこの
[02:26:01.680] スタンプこれ採用これはもう直採用しかも
[02:26:05.840] どうしようあでもあれかな何スタンプに
[02:26:08.399] しよっかなフォロワースタンプかなちゃん
[02:26:11.680] お帰りフォロワースタンプかなティア1か
[02:26:15.880] などっちにしようかなでも他のチャンネル
[02:26:18.040] で使えないからなフォロワーズスタンプは
[02:26:19.640] ね
[02:26:22.240] もう一発採用だよこれはねさんただいま
[02:26:24.880] ですおかりいやいいいいいいスタンプが
[02:26:28.399] そしてまたこの季節がやってまいりました
[02:26:30.800] よ今年も見れるぜ今年も見れる
[02:26:35.720] よ今年も見れますあれ
[02:26:39.200] がビキニ
[02:26:42.560] があイイさんだイイさん無視しますいや
[02:26:46.240] もうここまで来たら俺他の他の
[02:26:48.279] キャラクターマジで仕方するよここまで来
[02:26:51.420] [音楽]
[02:26:56.319] たらあと何だっけあと4周目えっとここ
[02:27:00.520] ごめんちょっと7月の予定固めるわししし
[02:27:04.040] さん
[02:27:05.439] しとだももう俺眼中アウトオブ眼中だから
[02:27:08.960] 他の女の子なんてマジでもう俺愛をここで
[02:27:11.520] 実らせるえ第4土曜日第4日曜日だっけん
[02:27:16.240] 第4あれ縁日って最後の
[02:27:21.760] 大あれ縁日っていつだっけんごめ縁日って
[02:27:27.439] いつだっけしししさん第4第4日曜だよね
[02:27:32.200] フェイトさん第4第4だよねで神社し
[02:27:37.600] はいはい縁日はい縁日ばりオッだよもう
[02:27:43.319] ちょ6月は7月の予定を固めることに了解
[02:27:46.080] 了解忘れちゃたうんあちょっと今一瞬ノリ
[02:27:50.640] をよぎったまたあの待ち合わせ場所さん
[02:27:53.800] 浴衣カティが来るかもしんないなユーティ
[02:27:56.439] が
[02:27:59.160] ユーティま陽子を磨くなりあ陽子100
[02:28:02.960] 切ってるや陽子100切っちゃだめだわ
[02:28:05.439] ぐしぐしさん楽しみカーティだねあ光の
[02:28:09.880] プレゼントあげるに決まってんだろうが
[02:28:12.120] ししし
[02:28:13.920] さんガラスのペンダント
[02:28:16.600] まもう俺はなまプレイヤーはイケメンなん
[02:28:19.479] だけどね中のキャラクターわかんないから
[02:28:22.160] どした
[02:28:24.479] の
[02:28:26.000] 嬉しい私のこと考えてくれてるなんではて
