[00:01:15.960] ああああああああ映ってますか映ってる
[03:29:35.640] 山痛だったもんな笑そこまで行ったられ
[03:29:40.840] ない今の力で
[03:29:57.160] [音楽]
[03:30:01.520] もうええ
[03:30:03.000] わもうええ
[03:30:06.680] わにを
[03:30:11.160] 入れれた
[03:30:19.479] に入れて歯応えがむ程度にてくださいお米
[03:30:23.680] まだ30分かかる
[03:30:26.600] もんお米まだ30分かかる
[03:30:30.960] もんお米まだ30分かかるんだ
[03:30:36.880] よ疲れたいや料理超
[03:30:40.319] 疲れるこんな毎日やってるやつマジやべえ
[03:30:43.279] だろ30分
[03:30:46.760] お米30分かかる
[03:30:50.279] まだ毎日やってるやつやばく
[03:30:53.960] ないしてれ
[03:30:57.160] ハンバーグ今日夜やるよ夜は普通に配信
[03:31:00.319] するよ夜普通に配信
[03:31:03.120] するやったたださ片付けめんど
[03:31:08.600] くせえ片付けが地獄めどくさい
[03:31:13.020] [音楽]
[03:31:16.680] すい
[03:31:19.479] ね助かるやっといてくれよ
[03:31:26.279] じゃ主婦や
[03:31:28.399] ん主婦
[03:31:30.880] やん子やん
[03:31:34.960] それささはこれに使うんだってあ渡る渡る
[03:31:39.319] この状態ねあの力入れたら
[03:31:50.640] あな笑笑
[03:31:52.860] [音楽]
[03:31:57.080] 笑笑えちゃけ何やってんの笑
[03:32:01.750] [音楽]
[03:32:02.920] ああ今楊とかないですかサドにネジ生える
[03:32:07.479] な笑笑洗ってな
[03:32:12.600] にあああびちゃびちゃだ
[03:32:28.600] よしオもうえどもう
[03:32:32.680] えどもえじゃろにを入れてが残る程度に
[03:32:37.800] 茹でてください茹でたでは腕がをにげてを
[03:32:43.120] 切ってくださいよ
[03:32:59.640] えんちゃう
[03:33:01.920] はいにを入れでは次はに酒を振ってでし
[03:33:10.319] ますラップを用意してください
[03:33:18.359] さけ耐熱
[03:33:22.720] さ熱
[03:33:30.120] だねこれ大熱だ
[03:33:33.359] なトースト乗せる皿しかないんだけど
[03:33:38.880] でのお皿か
[03:33:40.660] [音楽]
[03:33:42.359] な大丈夫だよそれ
[03:33:58.040] やっ
[03:33:58.650] [音楽]
[03:34:02.160] 取何も言ってねえだろお酒も買いましたよ
[03:34:06.040] とお酒も買いましたよとまず高の筋を取っ
[03:34:10.479] てくだ筋を取るって何ですかどうやって
[03:34:12.359] 取るのよ筋を取るか分かりません
[03:34:16.040] 筋を取るってん
[03:34:18.640] すか筋を取るって何
[03:34:22.640] 白えこれどうやってとんのこれこれでしょ
[03:34:25.880] んどうやってとんのこれググってはい鳥を
[03:34:31.960] 大熱なに入れて竹を大さじ1振って
[03:34:35.040] くださいあこれ
[03:34:39.560] こっち先の方に白いの出てない先の方に
[03:34:43.800] 白いのこれ
[03:34:46.920] え
[03:34:50.319] あああこれこれこれ
[03:34:54.120] これ今のやつある
[03:34:57.399] はいまずたの主を取って
[03:35:09.640] ください
[03:35:12.279] ですこうねこうねこれね
[03:35:16.120] これねこれねやるじゃんちゃんとできる
[03:35:21.399] じゃんちゃまちゃんやる
[03:35:26.080] じゃん無限に筋みたいの出てくるんだ
[03:35:29.880] [音楽]
[03:35:37.000] けどいや無限に出るよんさの筋取っただけ
[03:35:42.560] でうそうにする
[03:35:44.640] なここまで取ればいいんだよ
[03:35:50.279] これキッチンペーパーとかでつまむと掴み
[03:35:53.640] やすいよ手で取れ
[03:35:59.399] てるボロボロになり
[03:36:02.760] そうこれどこまで取ればいいの無限に取れ
[03:36:05.560] ちゃうぜこれではないん中央ら辺の一点
[03:36:09.040] 取るだけです
[03:36:16.920] これな多分すごい太い筋が1本あるんだ
[03:36:19.560] けどさこれ飛んのすげえ
[03:36:22.180] [音楽]
[03:36:39.520] 難しいいやむずい
[03:36:42.080] わこのやろなこのもやろですよこんなもん
[03:36:47.760] やろ
[03:36:49.199] はい次は鳥たに酒を振って電子レジで加熱
[03:36:54.080] します大熱からトラップを用意して
[03:37:03.680] くださいうん
[03:37:07.239] んこんなもんやろなこんなもん
[03:37:12.479] やろどうだ食うたら同じやん食ったら一緒
[03:37:18.680] ん食ったら一緒だよ
[03:37:22.800] んま食べてる時にくっていのが出てくる
[03:37:26.439] だけだから味に営業はないよ
[03:37:36.640] よしオー
[03:37:39.040] はいでは茹でたぼをざるにあげて次はり
[03:37:44.800] まず
[03:37:48.600] 大て大さじ1とかわかんないから適当に
[03:37:51.760] 行くぞどうせけ一緒だろまずのをって
[03:38:00.120] くださいどんくらけん
[03:38:04.359] だろうこんな
[03:38:07.239] もんこんな
[03:38:09.439] もんこんなもんかな
[03:38:13.880] [音楽]
[03:38:17.920] こんなもんだねいいよねはい次はたにを
[03:38:22.359] 振って電レジで金電子レンジで金ってどん
[03:38:26.000] くらいどんくらい金すんの何分何秒何分何
[03:38:30.439] 秒なんだよでこれちょっと電子レンジやっ
[03:38:32.359] たらさ電波おかしくなるかもしんね電池
[03:38:34.439] レンジやってる間だけな電子レンジやると
[03:38:36.880] さ電波おかしくなるんだよそしたらごめん
[03:38:42.120] なとりあえず1分とりあえず1分やり
[03:38:46.820] [音楽]
[03:38:51.399] ますえのんこれ
[03:38:55.160] で
[03:38:58.200] [音楽]
[03:39:01.720] か可愛いチマ
[03:39:04.560] [音楽]
[03:39:10.040] ゲームいや手洗った手洗ったよ
[03:39:16.920] 電波大丈夫か
[03:39:26.520] な疲れた
[03:39:36.319] ごめんあそうなん
[03:39:39.160] だ去年おばあちゃんにララスマホ持たせて
[03:39:42.680] 操作教えたら何何
[03:39:46.279] ロボットないのよって言っていた
[03:39:49.319] wi-fi何時はずのやつにしてるかに
[03:39:51.960] よる
[03:39:55.319] ロボットロットロボットの操作わからない
[03:40:00.680] よ
[03:40:03.000] 可愛い可愛いじゃんおばあ
[03:40:08.120] [音楽]
[03:40:10.460] [拍手]
[03:40:10.710] [音楽]
[03:40:14.319] ちゃん様プレゼントしたのえらいねそそし
[03:40:17.680] てあありがとうねあけ
[03:40:19.130] [音楽]
[03:40:29.000] ますなん爆発したんだけどポンポン
[03:40:36.680] 笑
[03:40:40.640] は
[03:40:42.800] ひどいああ疲れた
[03:40:45.920] マジ料理
[03:40:47.150] [音楽]
[03:40:49.439] 疲れるマジ料理疲れ
[03:40:54.040] たえんちゃえんちゃ
[03:40:58.010] [音楽]
[03:41:03.399] もうどうでしょう
[03:41:08.640] かどうでしょうかこれまだ赤いんだ
[03:41:13.000] けど配信で
[03:41:16.920] なんかちょっとま赤いいいねねこれさ
[03:41:21.080] もっとやった方がいい
[03:41:22.359] ね入れ替えた方がいいのかな順番
[03:41:25.720] ひっくり返してもうしてみたらい順番
[03:41:29.080] 入れ替えよう熱いしバカだれなんやねお前
[03:41:31.840] ひっくり返して追加して白いやつもっと
[03:41:38.600] ひっくり返すもう1分行くわもう1分
[03:41:42.040] カロリンダスターされちゃうからね
[03:41:48.640] カンピロバクター食らうからなカンピロ
[03:41:50.960] バクターそうだ
[03:41:55.840] ねカンピロバクター
[03:41:58.840] がま鍋で似ても良かったんかもしんない
[03:42:05.439] ねうんでもいいとこあんだろうなでもいい
[03:42:10.960] とこあんだろうな枝豆にはもったいねえ
[03:42:15.520] でもいいとあんだろう
[03:42:18.580] [音楽]
[03:42:23.159] な大丈夫
[03:42:25.520] [音楽]
[03:42:31.199] これ大丈夫これ
[03:42:35.290] [音楽]
[03:42:47.840] わ爆発してる
[03:42:53.279] え
[03:42:55.840] やばいレンジの中
[03:43:00.279] でレンジの中で爆発し
[03:43:06.359] たさだらけになっちまったよどうすんの
[03:43:11.439] これさだらけになっちまった
[03:43:15.439] せのくらいの方がちょっと待ってラップし
[03:43:19.000] なかったの料理は爆発だ笑笑バ遅いからね
[03:43:24.920] えー何これ
[03:43:28.319] めちょっとなんで
[03:43:33.760] よ枝豆にはもったい
[03:43:37.880] ねえうわ
[03:43:41.399] もう裸でやったのか笑
[03:43:46.439] 見なかったことに
[03:43:49.239] しようあこれラップするの
[03:43:52.960] これ強
[03:43:55.920] すぎ爆発
[03:44:00.040] あるこラップするべきだったでれで
[03:44:07.199] はじしもっと早くえお前
[03:44:11.040] それがっでかいていの手触れねえだろ
[03:44:17.040] よあえこれ忍耐忍耐忍耐これ熱いや手で避
[03:44:23.439] て言ってんだもんだって手で避て言ってん
[03:44:25.520] だもんそれではにが時間分だけ子で加熱し
[03:44:30.399] てください熱くて無理だろうよこれいや
[03:44:34.159] っちってバカかこれ本当言ってのお前ん
[03:44:37.880] じゃねえよいや熱いわこれ無理無理無理
[03:44:39.920] 無理やこんなこと言わけねえ
[03:44:42.040] だろではの入った
[03:44:46.199] ラップに入れてくださいあラップしろって
[03:44:49.319] 言ってるわ
[03:44:55.000] 笑笑にようにぶてた爆殺したこのとまして
[03:45:04.080] らアホかこんなもん手でやらせんのを熱に
[03:45:08.800] 入れをず振ってくださいして触るだけなら
[03:45:13.279] でいいしならしてで笑ここういうことねう
[03:45:18.159] そうあれうま
[03:45:19.880] そうしてる間にジたったこれだけなんだ
[03:45:22.840] けどうまそうましょはいまずゴの主を取っ
[03:45:27.760] て
[03:45:29.000] くださいこれだけなんだけどうまそう
[03:45:30.880] じゃん16時になるいい
[03:45:34.000] ねだいぶサラダっぽくなってき
[03:45:42.840] た呼ばれてき
[03:45:46.920] たこれ普通にちょっとさん普通にちょっと
[03:45:51.159] 食べたいたと火取ってるね豚汁サラダで肉
[03:45:56.920] それだけで酒のいやうまそううまそうごの
[03:46:01.040] 5倍ぐらいあるけどうんささみがねあのご
[03:46:03.840] ぼの5倍ぐらいあるね量がねサラダって
[03:46:06.239] 言わないねささみのごぼ添えだね
[03:46:10.239] えまそれはええや丈次はさに酒を振って
[03:46:16.600] 電子レジで加熱します大熱皿とラップを
[03:46:20.600] 用意していやもうこれごまだけでこれこれ
[03:46:23.399] でさごま
[03:46:25.319] だれごまだれで食っても茹でたごにあげて
[03:46:29.560] 水けを切って
[03:46:31.880] くださいまごまなんてうちにはねえんだ
[03:46:34.520] けどなそう最ぼとさ混ぜてけたらういよご
[03:46:40.520] おしいぼなんてるたの
[03:46:49.800] 全然けるしつにった
[03:46:57.000] な普通にごめん普通にごめんなさい普通に
[03:47:01.760] ポン酢でたくさんってて
[03:47:07.199] すごい笑笑我できないうまなんだこれ
[03:47:13.890] [拍手]
[03:47:18.120] うま良かっためちゃくちゃ
[03:47:23.159] ういこればっかりはやろ
[03:47:31.319] な何してん
[03:47:35.600] の
[03:47:39.239] うまれののだなお尻完しと混ぜてポンズで
[03:47:46.159] よいなキッチンドランいやうますぎやろ
[03:47:48.720] これ
[03:47:52.600] ぼの比率がどんどん増えちゃうよ笑デブが
[03:47:56.880] デブし
[03:48:01.760] てる止らない
[03:48:03.940] [音楽]
[03:48:05.319] 笑笑結構食べちゃったはい熱に棒を入れて
[03:48:11.120] では次はめちゃくちゃついじゃんさを大熱
[03:48:16.800] ではポささの入った大熱がそれではポささ
[03:48:21.960] 次に手では鍋に削りカを入れてめっちゃコ
[03:48:27.640] ねんじゃん鍋に削りカツを入れるんだっ
[03:48:30.640] てどんくらいの水
[03:48:33.399] よどんくらいの水
[03:48:46.720] カツオはあるんですよカツオはあるん
[03:48:52.439] ですカツオはあるん
[03:48:58.279] です
[03:49:04.920] カスクリップありがとうあフさん
[03:49:08.920] ありがとうおめえに言ってねえ
[03:49:15.359] もう1袋ぐらい入れちゃおっかもう1袋
[03:49:17.640] ぐらい入れようか量的にをります鍋を用意
[03:49:22.199] してくださいあいいねこれ出汁出ちゃう
[03:49:26.640] なほら出汁出ちゃうよ
[03:49:37.159] これで
[03:49:39.920] はってたら火を止めてください
[03:49:44.920] ほぐすて難しい動何てもそうさっと行って
[03:49:50.080] 荒くほぐし火を止めるどういうこと
[03:49:52.520] 笑笑さっといって荒く
[03:49:55.479] ほぐしさっといって荒くほぐしてるこ
[03:49:58.600] れってねこれってさっといって荒くほぐし
[03:50:01.319] てる俺今うんこれさっといって荒くほぐし
[03:50:04.680] てる俺今
[03:50:09.120] これさっ
[03:50:12.279] という
[03:50:14.880] 水いらないんじゃないえいやいや水入れ
[03:50:17.199] るって言ってんだよでは鍋にエナスを入れ
[03:50:20.840] て中にあ水いらねえわでは鍋に煙ガスを
