[00:00:44.559] おはようおはようはいさ
[02:49:51.239] さじり品じゃね部屋水びたしじり品すぎ
[02:49:56.520] ないこれ宿泊名簿もうめっちゃねなんで
[02:49:59.920] こんなこいつま失敗するの仕事をはあシズ
[02:50:04.439] にカの全然ダメだよでも体力が上がると
[02:50:08.880] 疲労の上がり方も抑えられるし宿泊避は首
[02:50:13.200] レベル逆からしたらラッキーだ
[02:50:16.200] けどうん
[02:50:19.920] えでもさ実際さ宿や宿やって宿やってのは
[02:50:25.160] 止まってことけどなんかさビジホとか
[02:50:26.800] 止まってさちょ会計忘れてたらさあれお
[02:50:28.920] 会計はて言うよな普通一生身の周り
[02:50:31.279] びしょびしょにするやん
[02:50:34.439] ええ
[02:50:38.920] はいえちょっと
[02:50:43.479] さこんなに失敗するのあクリスマスイブは
[02:50:47.200] 何クリスマスイブって今のの水が
[02:50:49.680] クリスマスイブっていう文字が出たけど
[02:50:52.359] 働き仕事だ当たり前じゃお布団落とし
[02:50:54.359] ちゃっ
[02:50:56.080] たまあ体力
[02:50:59.359] 15やちもらい忘すれ体力15かいやさ
[02:51:06.479] 全然全然稼げねえよ疲労だけ溜まっちゃっ
[02:51:12.840] た中若い時は許してくれた乳ととるとけた
[02:51:17.760] から父31でしょえなら
[02:51:22.239] 頑張れ根性
[02:51:24.960] 33体力15腕力0いや全部分かった体力
[02:51:30.520] がないからミスするとかいやそれもあんの
[02:51:32.479] かな腕力もないとかわかん
[02:51:35.680] ねえわかんねえよこれどうすりゃプレは草
[02:51:39.840] え腕力もじゃ
[02:51:41.760] 上げるいや俺女の子に腕力上げろとか言い
[02:51:45.120] たくねえな
[02:51:47.810] [音楽]
[02:51:50.960] 体力よりも拾うのが多いしねあそれ何そう
[02:51:54.920] いう指標なのHPと疲労のあのなんか高い
[02:52:01.239] 方がいいんだそこが目安なんだあそういう
[02:52:04.800] ことかHPがあってHPがあってうわもう
[02:52:09.200] 最悪HPがあってそれが許容範囲になるん
[02:52:12.319] だ広のHPが高ければそらしてても
[02:52:15.479] 頑張れるよHPが低いと
[02:52:18.680] が高い方がいいのよそういうことね体力
[02:52:21.120] じゃもうじゃあもう宿屋で働くしかねえよ
[02:52:23.920] な宿屋で働くしかねえんじゃない笑笑なん
[02:52:27.239] で
[02:52:28.160] て疲労が31じゃどうしようもないじゃん
[02:52:34.520] まあお前らもそう思う
[02:52:37.960] だろだから
[02:52:39.400] [音楽]
[02:52:41.600] ねだから
[02:52:45.560] ねいやでも1回休ませてあげてけどな
[02:52:50.160] 休ませてあげたいけどピザ大丈夫かピザ
[02:52:53.720] まだ多分届かないよ1mも入ってこない
[02:52:56.479] ピザまだ届かない
[02:52:57.840] よ道具が見たいカブが見たいちょっと待て
[02:53:02.160] あんまりヒトのが引けるけどなプレイには
[02:53:06.000] ある
[02:53:08.080] 程度あちら助かるあら
[02:53:12.720] 助かるしつこいのしつこいの
[02:53:19.720] 変顔を変えようか
[02:53:21.430] [音楽]
[02:53:26.960] じゃ変顔ではないけどなこれ変顔ではない
[02:53:31.080] けどな
[02:53:33.080] これ顔が変なわでは
[02:53:37.080] ない笑笑おは稼ぎましょう
[02:53:41.160] えもうじゃもうでも体力つつけるしかない
[02:53:44.279] じゃんけ回待って
[02:53:49.800] やり直しえ休ませてあげつつを変わって
[02:53:54.560] たらいんとこに攻撃げてたらこうな
[02:53:58.520] るっていうシミュレーションです頭げてえ
[02:54:02.479] な2度とやらねえ
[02:54:04.840] から自分に当てはめてみるといいのです
[02:54:08.000] 体力ないに集中したり使う仕事でミス絶対
[02:54:12.920] いうるかというのと照らし合わせるの
[02:54:16.359] アイアンマン知らねえよなこのネタな
[02:54:19.399] アイアンマンこのネ知らないよな
[02:54:23.479] えっとね休ませてあげてえお金を稼ぎます
[02:54:28.479] 体力を上げます体力や基礎体力よやっぱり
[02:54:31.600] ねやっぱ基礎体力よか暇になっちゃういい
[02:54:36.160] じゃないですかあでもこれモラル減るんだ
[02:54:38.560] よ
[02:54:39.279] なモラルが減るねんなこれなんだら力がっ
[02:54:43.600] たわ
[02:54:46.279] オオはい頑張り
[02:54:49.920] はいまでも体力上げんのはいいことだよね
[02:54:53.080] あ本当だHPがあああ本当だ本当だすげえ
[02:54:59.040] すげえ大成功あすごいすごいあルール
[02:55:02.960] 分かったこれHPよりも疲労が低ければ
[02:55:05.520] いいんだHPより疲労が上回っちゃってる
[02:55:09.359] と失敗しまくるんだだからHPが高ければ
[02:55:11.319] 高いほど疲労が溜まっててもある程度
[02:55:13.520] 大丈夫になるんだはいあすごいじゃんはい
[02:55:17.600] えたら永遠にセーフじゃないあ見せした
[02:55:20.200] そんなことはないんだあまま確率があるよ
[02:55:23.120] ねでも確率はねほらほらほらでもすごいよ
[02:55:26.399] しまった宿もらま
[02:55:30.680] まおはいニコこんばんはニコニコお疲れ
[02:55:34.560] じゃない
[02:55:35.479] からこのゲーム神ゲーだぞこのゲーム神
[02:55:39.279] ゲーだ
[02:55:40.200] ぞあそういうわけじゃないんだオ
[02:55:46.560] ありがとうならそは実際の子育てと一緒
[02:55:50.279] なるほどなニコ紹介するよニコニコ紹介
[02:55:53.479] するうちの俺の娘橋本青いちゃんです橋本
[02:55:58.319] あいちゃんえ名前の由来聞く名前の由来
[02:56:00.880] 聞く俺ね娘ができたらお花の名前がつけ
[02:56:03.880] たかったの
[02:56:05.060] [音楽]
[02:56:06.880] 笑笑俺娘ができたらお花の名前が使つけ
[02:56:10.680] たいんだ俺の名前もお花じゃんますね
[02:56:14.640] 子育て頑張ってねありがとうあさんまた
[02:56:16.960] 遊び来てねありがとう
[02:56:18.840] もちこれマジでなこれマジでマジで気持ち
[02:56:22.479] 悪いだろ俺橋元ガーベラとかでよクソだせ
[02:56:27.479] じゃねえかガーベラあいってめちゃくちゃ
[02:56:30.399] 可愛くない蒼い
[02:56:32.800] ちゃんさあ
[02:56:34.800] えHPが増えたところでえっとじゃちょ街
[02:56:39.120] に評判聞きに行くかちゃんいいですね青い
[02:56:41.600] ちゃんめっちゃ可愛いよ
[02:56:43.960] ねああ知ってるよ赤いリボンの子だろあ
[02:56:47.040] までも確が減るてだけなのでほどう腕力も
[02:56:51.800] 必要なの俺女の子に腕力必要ないと思う
[02:56:55.359] もう男がやることだろうが力仕事は女の子
[02:56:59.560] だから力は強くないんだぜそれでいいじゃ
[02:57:01.120] ねえかよなるほど2月だねオッケーじゃ
[02:57:03.479] ちょっと話す代じゃないぞや年代見てくれ
[02:57:06.520] よ1672連だぞやあおいお前はとても
[02:57:10.200] 上品な子だね感情入しすぎ
[02:57:13.720] ちょっと最初から見てごらんもうやばい
[02:57:17.359] バカキモいよ
[02:57:20.200] バカキモいよね根性が減るんだけど
[02:57:25.520] うざちょっと待ってくれ
[02:57:27.960] よちょっと待って
[02:57:30.080] くれモラル根性が18気品2003気品
[02:57:34.560] アルル女は気品と色気それだけでいいわけ
[02:57:37.920] ですよも色気あげたくてしょうがないいつ
[02:57:39.760] にだったら色気あげれんだよむんむんか
[02:57:43.200] 色気むんむんで行こう枕営業させよ王様に
[02:57:48.520] 王様に枕営業させてあよけばお父さんに
[02:57:51.439] 仕事をくれぱ水ちゃん可愛いですまだわけ
[02:57:55.040] かなまだ12生12生12歳だかなそこ
[02:57:59.760] だけあげてくれいやマジ色気あげて12生
[02:58:04.359] 12生じゃよまだ色気上がんねえべ
[02:58:07.680] よちょっとじゃあもう1回行こうか娘を
[02:58:11.840] バイトちょっと待ってでもさバイト先の
[02:58:14.880] 人々最低限の力ねと役に立たやっぱ力必要
[02:58:19.960] 女は30から
[02:58:22.279] よいいねそう女は30からだよまだまだ
[02:58:26.800] 焦る時間じゃねえや笑笑え
[02:58:30.439] きこりきこりとかやっともちろん腕力
[02:58:33.279] 上がるし腕力上がるんだよ
[02:58:36.160] きこりでもなあキ女の子に女の子にキ
[02:58:41.439] 女の子にきこりさせらんねえべ
[02:58:44.600] よモワ体力上げて腕力って何であがんのよ
[02:58:49.520] きこりであがんの腕力って別に強くなる
[02:58:52.200] ためだけではないですよあこちゃん
[02:58:54.560] こんばんは持つのも腕力ですスプーンより
[02:58:57.920] ほどねえだからさ腕力ってどうやって
[02:59:00.600] あげんのよ腕力ってどうやってあげんの
[02:59:02.880] 超えきこり
[02:59:05.200] きこり腕力きこり
[02:59:10.479] かよ腕力だからなでも要腕力だからね必要
[02:59:14.640] まあいっかまだこれ失敗しそうで怖いんだ
[02:59:17.439] よながいるんちゃうそうそうそうそうそう
[02:59:19.760] だよねでもどうなんだろう安だろう知らん
[02:59:24.319] けどちょっと待ってここでごめんバカンス
[02:59:26.680] 行くわ1回バカンス行ってやんねえと
[02:59:28.520] ちょっとかわいそうだわ娘の稼いだ金だ
[02:59:31.040] けど武者修行で上がりそう武者修行無理だ
[02:59:34.040] よこれ
[02:59:37.479] はい宿泊名簿書き間違えたいやあミスるな
[02:59:42.640] オ宿泊き間違えちゃった何事も始めないと
[02:59:47.200] 始まらない
[02:59:48.760] そうだ
[02:59:50.439] な部可愛いから許す可愛いから
[02:59:55.550] [音楽]
[03:00:02.200] 許す12よないやミスが多い
[03:00:07.720] のミス
[03:00:09.720] が24円しかくれないちょっとミスやり
[03:00:13.640] すぎそうめっちゃミスるんだよええ
[03:00:18.960] 大丈夫かきこり行けるかこの仕事はな腕に
[03:00:22.120] 筋肉がつくんだなはいよし筋肉あげろねで
[03:00:27.080] もこれ品
[03:00:28.760] 下がる品が下がるんだよなこれ
[03:00:32.399] なを斧で傷つけちゃったのく
[03:00:37.600] ないを根性がねえからダメなんだべこれ
[03:00:42.120] なっているのている人の倒れてクミスっ
[03:00:46.680] てるはだめだミスが多
[03:00:49.970] [音楽]
[03:00:52.000] すぎる4日分60円ええまあまあでも
[03:00:55.600] 60円もらでいっかわ人
[03:00:59.080] のる散々甘やかしてますからね笑クソかい
[03:01:03.279] 雪食ってるああひよしひはオ雪食ってら
[03:01:07.520] モラルがねえ全然やめな雪なんて汚いんだ
[03:01:11.279] からか笑笑は可愛すぎるでしょちょっと
[03:01:15.560] 寒かったけど楽しかった
[03:01:18.880] 俺おが元気になってくれ
[03:01:20.600] たこのゲームですねニコこのゲームすげえ
[03:01:24.680] んだよこのゲームすげえんだよなんとこの
[03:01:27.880] ゲーム涙ずるない涙ぼクソエロいよなこの
[03:01:32.439] ゲームなんとです
[03:01:33.760] ね衣替えシステム搭載です全く意味がない
[03:01:39.520] 衣替え手動
[03:01:42.200] ですこの機能いる年かこ2年目なんだけど
[03:01:48.120] ぐら気づかなかったけど何にもなかっ
[03:01:49.800] たいらないと思うんだよね多分さいたや
[03:01:52.319] そういらないと思うんだよね多分この
[03:01:56.000] 機能主人の
[03:01:59.319] 200円200円ある
[03:02:01.880] でしょうヒロ回復するかここでじゃあいや
[03:02:05.720] 気品200切ってる
[03:02:07.920] しただ根性もあげてえよな根性あげて
[03:02:13.279] さきこりだな根性あげてきこりえどう
[03:02:18.359] しよう
[03:02:20.279] うわ本気
[03:02:22.520] 悩みいやだって金がねえと何も始まんねえ
[03:02:25.840] じゃん教育もしてやりてえけどさあやっぱ
[03:02:30.239] 武器とか買っといたいやこんな買えないよ
[03:02:32.479] こんな
[03:02:33.439] のいやでもモンスター倒してみたい
[03:02:40.359] なガチの
[03:02:42.640] 子育て当たりだろうが当たりだろが遊び
[03:02:46.160] じゃねえんだよ子育ては面だよ俺今日から
[03:02:48.800] メ乗るからなメメとかいう普通に当たり前
[03:02:53.560] のことをやってるだけで当たり前のこと
