[00:00:22.800] ぐーぐい。お疲れ。
[01:47:34.840] もうこれエロ音声やん、これ。DLサイト
[01:47:38.440] で売ってるやつじゃん、これ。
[01:47:42.800] いや、ちょっとこれ、いや、ちょっと立て
[01:47:45.400] ない、立てない。2人でしてあげましょう
[01:47:48.760] だって。
[01:47:53.719] いや、これあれだろ。あの、なんかあの、
[01:47:57.239] あのカウントダウンされるやつじゃないの
[01:47:59.320] 、これ?[笑い]
[01:48:01.520] あの、カウントダウンされるやつじゃない
[01:48:03.080] の?
[01:48:05.760] これはすごいね。これは絶対き、これはき
[01:48:10.199] た。これは皆さんやった方がいいっすわ。
[01:48:19.639] [鼻息]
[01:48:25.239] このね、ちょっとみんなにちょっとこ
[01:48:29.119] 、
[01:48:31.080] 今日の餌はみんなもうこれ
[01:48:34.280] 今日の餌はみんなこれ
[01:48:40.600] [笑い]
[01:48:43.360] 長い
[01:48:45.360] 長い[笑い]
[01:48:48.119] 長い。全然終わんない
[01:48:53.520] これ。
[01:48:55.920] これみんな見た方がいいよ、これ。
[01:49:04.960] いや、これ、[笑い]
[01:49:08.400] あの、ちょっと、あの、真面目に
[01:49:11.280] 、え、見えてる?何が?何が見えてる?あ
[01:49:14.040] 、もしかしてあれ、スマホの反射で?
[01:49:16.239] スマホの反射で?
[01:49:19.900] [笑い]
[01:49:20.880] そんな、そんな違法師長、そんな違法視聴
[01:49:24.080] するなよ。
[01:49:25.140] [笑い]
[01:49:25.360] そんな、そんな違視聴するなよ。あれ
[01:49:29.159] みてえじゃねえか。あの、あの
[01:49:32.760] いや、エロちょっと待って。
[01:49:35.679] ちょっとあのさ、あの安田大サーカス団長
[01:49:40.000] のさ、あのゲーム配信みたいな知ってる?
[01:49:43.159] 安田大サーカス団長のあのゲーム配信。
[01:49:45.920] あいつやり方全然わかんなくて、あの
[01:49:47.840] テレビにテレビの画面、ゲーム画面を
[01:49:50.000] 直取りしながらテレビの横にカメラを置い
[01:49:52.320] て自分のワイプにしてたわ。あ、テレビの
[01:49:54.920] こにあの手鏡を置いてかそれをカメラで
[01:49:58.560] 取ってこうワイプにしてた。
[01:50:01.821] [笑い]
[01:50:04.280] いやこれはエッジ
[01:50:07.199] もう出して。
[01:50:10.480] あ、確かに確かにな。それあったよな。
[01:50:12.760] チャずみこんばんは。
[01:50:15.320] いやこれエロいよ。これエロいよ。何が
[01:50:19.080] さっきからなんかね、もう、もうさっき
[01:50:22.159] から出しちゃえ、出しちゃえって言われ
[01:50:23.920] てる。耳元で。
[01:50:30.920] これは
[01:50:37.199] いや、これはすごい。これは見と。俺今
[01:50:41.239] まで全部スルーしてたけど、これ全部見る
[01:50:43.719] べきだったわ。これ
[01:50:46.280] マジ長い。マジマジ終わった。終わった。
[01:50:48.320] 終わった。終わった。終わりました。
[01:50:51.480] いや、普通に普通に普通にあの今戻すけど
[01:50:55.280] 、ちょっと待ってね。普通にあの抜きに
[01:50:58.119] なってた。今一瞬マジで。
[01:51:01.119] いやあ、みんな今日の餌はいいぞ。助かる
[01:51:04.040] 。今日の餌はいいぞ。みんな今日の餌は
[01:51:07.760] もう縄物ですよ。
[01:51:10.800] いや、びっくりした。
[01:51:11.920] えろ。あの、普通にも舐めてたわ。普通にエロい。
[01:51:18.599] 楽しかったわ。
[01:51:20.920] 次は会えるのかしら。
[01:51:23.000] 普通にエロいっす。
[01:51:26.520] 私のお願い聞いてくれない?今度。
[01:51:28.937] [音楽]
[01:51:30.639] ああ。いいよ、いいよ。い
[01:51:34.560] や、えち。
[01:51:35.159] まだ舐めて。
[01:51:39.719] 舐めてたわでびっくりしちゃった。
[01:51:42.000] あ、なめ。あ、なめた。そういうことじゃねえよ。そういうことじゃねえよ。
[01:51:44.002] [笑い]
[01:51:47.639] やっぱりまた会えたわね。
[01:51:53.040] お互いに
[01:51:53.679] いや、これASMRということかしら。
[01:51:56.119] 聞かないのはもったいないわ。
[01:51:57.719] 自然と会えてしまう。
[01:51:58.920] なんか配信であれだからとか思ってたけど関係ない。見た方が見ますわ。これからず全部ごめんな。全部拾っていく。もったいない。これ
[01:52:07.880] クティが高い。
[01:52:09.719] くなってしまったわ。
[01:52:12.360] まあま風法はも守っておりますのね。
[01:52:14.880] もう
[01:52:15.440] もちろん落ちはエッチなことしてたわけじゃありませんっていう感じなんだよ。そのボイスではなんかあ、硬くなっちゃってんとかなんか言われてるんだけど出しちゃえ出しちゃいとか言われてんだけど最後はそうじゃなかったっていうちね。
[01:52:27.679] あなたはこの後の予定を
[01:52:29.320] なんだけどま、そこまでの家庭大事なのは結果ではない。家庭
[01:52:33.920] そうなのね。じゃあ私も帰ろうかしら。
[01:52:39.000] ええ、言えないわ。だって今それを言ってしまったら
[01:52:45.280] うわ、もったいない。今まで何パターンか見逃してるってことでしょ。うわ、全部見て
[01:52:50.119] にそうだけどにくるよね。みんなはね、あの、終わった後の画像、画像しかあの見れないんだけど、これあの
[01:52:59.880] AMSASMR
[01:53:02.040] のクオリティもめっちゃ高いっす。今さっき女の子
[01:53:04.880] 2人で耳元でこ普通にエロかったで。
[01:53:09.079] 普通にエロかったで。普通に普通にエロかったで。とか使ってるのかな?全部出す。
[01:53:18.960] それ全部出す。なりかけたよ、本当に。何やそれ?
[01:53:26.400] CU100
[01:53:27.159] って何?なんか売ってないかな?特になし
[01:53:35.560] というアスムア専用マイク。
[01:53:37.800] 大100万え。
[01:53:44.440] あのなんかあのエロい女がよく使うあのあれ耳の形してるマイク。
[01:53:48.719] 耳の形してるマイクあるよな。
[01:53:52.520] 最高よ。連れてきてくれてありがとう。
[01:53:56.520] 味噌かかっこ味噌。
[01:54:00.119] ショライスの出番は麺を食べ終わってから。
[01:54:03.800] うわ、嘘。お前インしちゃうタイプ。
[01:54:05.960] 少し行がて
[01:54:09.119] スープのうご飯を入れてね。
[01:54:13.480] うまいよね。それ大好きだけどでも太るよ、それは。全部おっぱいに行っちゃうんかな。
[01:54:18.840] やっぱり
[01:54:19.599] 全部おっぱいに行っちゃうのかな?だ。
[01:54:21.560] それでこの体かあなたがなら今日は諦めるか。
[01:54:25.960] 詳しいな。運10万
[01:54:27.480] 詳しいな。
[01:54:30.374] [笑い]
[01:54:31.440] ありがとう。はあ。よいしょ。
[01:54:36.119] 今日は美味しい。お、
[01:54:38.360] おっぱいに行っちゃうかな?
[01:54:40.280] 矢印こ[笑い]
[01:54:42.760] おっぱいに行っちゃうのかな?
[01:54:44.440] いらっしゃいませ。
[01:54:46.960] 土変態やん。
[01:54:47.960] ここまでありがとう。何?
[01:54:50.599] さあ、ボトル入れるよ、今日も。えー、今日室行けねえの?
[01:54:54.920] ね。
[01:54:56.000] 個室ルームツアー行け。あ、網。うー、なかなかに。
[01:55:00.360] なかなかにクオリティの高いアみたいツ
[01:55:04.320] なかなかにクオリティの高いアタツを見て見ませて見させてもらいました。
[01:55:10.880] ごめんなさい。
[01:55:11.840] 何?
[01:55:13.639] 全部話すわ。
[01:55:15.679] 何お前つもそうやって言ってなんかわけわかんないこと言うじゃん。
[01:55:20.920] え?え?え?何?え?何?あ、え、ごめん。全然覚えてない。
[01:55:28.520] なんだっけ?何これ?え、わかる。覚えてねえ?何これ?覚えてねえよ。なんだよ。
[01:55:34.280] 残念ね、あなたのこと。
[01:55:37.639] ああ、急に急に来るなあ。え、今のでもうバッドエンド?
[01:55:42.159] やっぱりあなたにしか話せないの。ある日。
[01:55:47.280] あ、出た。
[01:55:47.760] パートナーの子に呼び出されて、
[01:55:49.400] まだその話続いてたんか。
[01:55:52.280] あなたのせいで人生が狂った。[音楽]
[01:55:55.599] だからその仮を返せ。
[01:55:58.520] ひどいね。それドブガメスさんは一時的が利用にな何何怖い怖い。急に何?何?怖い怖い怖い。ええされたら情報
[01:56:10.040] 怖い怖い怖い怖い。こめちゃんこんばんは。
[01:56:12.320] あ、びっくりした。びっくりした。なんだよ。怖いな。びっくりしたな。
[01:56:15.079] MTF
[01:56:15.360] さんもこんばんは。怖いな俺。今敏感なんだから。それ敏感なんだから。
[01:56:19.800] 潰しとって
[01:56:21.320] もう一番怖いんだよ。その文章が
[01:56:23.520] じゃないのに。笑笑。
[01:56:24.920] 怖いんだよ。
[01:56:26.560] 半分は私への嫌がらせでしょうね。
[01:56:29.760] 感度1万倍。[笑い]
[01:56:32.520] タイマニ。あ、そういえばそういえば美
[01:56:34.560] IO
[01:56:34.679] にさ、美オにお金もらってタイマ人のあれ買おうと思ったけど、まだ買ってないんだけど。
[01:56:39.760] そうか。それ無ろたらチャットも打てないから。
[01:56:41.280] にこの世界に対してもう希望なんて残ってなかった。だからスパイになることを引き受けたと。
[01:56:48.580] [音楽]
[01:56:50.079] え、本当にスパイなの?
[01:56:51.480] 食材のつもりでね。
[01:56:54.560] 前に冗談で言ってたこと本当だったんだ。
[01:56:56.159] 嘘をついてごめんなさい。あの時も
[01:57:01.040] え、
[01:57:02.360] 本当のこと?
[01:57:03.159] そんな話ここでするんだ。さっきのビップルームでしろよ、その話。
[01:57:06.560] でも途中で怖くなって冗談みたいにしてごまかしてしまったの。頼まれたのは内部情報の入手。
[01:57:18.760] うーん。でも結局
[01:57:21.800] 1
[01:57:21.920] 度も彼女に情報は渡していないがここで過ごしているうちにこの世界への情熱が再び蘇ってしまったから何より
[01:57:34.520] うん。
[01:57:34.840] バニーガーデンのことが
[01:57:36.119] いい子ばっかだからな。
[01:57:37.520] キャストの子たちのことが大好きになっちゃった。だから私にはスパイなんてできなかったの。
[01:57:46.880] タイマ人で話1個も入ってこん[笑い]
[01:57:51.119] タ人しちゃったらな。でもあれ
[01:57:52.840] banれそうで怖いんだよな。あまりにもおっぱいが出すぎているあれは。
[01:57:56.400] ええ、
[01:57:56.840] 肌色の面積が多すぎる。
[01:57:59.960] いいえ。アウトよ。大切な人たちを騙していたんだから。でもあなたにこうして打ち明けることができた。だからは彼たちにも話さなきゃ。
[01:58:19.760] そうかしらね。ありがとう。嬉しいわ。何を飲むの?
[01:58:28.719] マジであれだったんだな。マジであの
[01:58:31.480] 私の
