[00:00:50.559] うしゃっす。
[02:24:18.840] それほんま好き。
[02:24:20.240] 裏切りおにぎりな。まさお。笑笑。おにぎり。裏切りおにぎり。ちゃん馬。
[02:24:27.279] ぼうちゃんじゃねえよ。裏切り。おにぎり。ちんち。
[02:24:31.319] 橋本お。お母ちゃん。ひ。
[02:24:38.520] よし。助けたぜ。
[02:24:41.080] ぶっ飛ばすぜ。ベイベ。お願いします。ベッバ。
[02:24:44.000] あの声でき
[02:24:44.680] 嫌われてるキャラ来たな。
[02:24:46.600] 韓国で1
[02:24:47.200] 番嫌われてるキャラ。そうなの?おい、またこいつ育てなかんの?これ金せっかく貯めたのによ。ただ安くてた安くて助かるね。
[02:24:56.399] ちょっと余裕が戻ってきたね。
[02:24:57.880] 安くて助かるね。クリアんじゃねえか。これどうだ?クリアけんじゃねえか。
[02:25:04.760] まさおカの味噌汁田矢印好き。金かからない男はいいぞ。
[02:25:11.080] 金かからない音
[02:25:17.640] さ。やりますよ。
[02:25:21.520] 気をつけてよ。潰されたりしないでね。
[02:25:24.279] それだけはマジで気をつけてよ。
[02:25:32.640] これ多分落とすんだろうな。
[02:25:39.920] 落として持ってくんだろうな、これな。
[02:25:41.439] 多分な。でもさ、気状態が押せねえんだよ
[02:25:43.680] 。ただ俺さ、どうせ2段階ジャンプできる
[02:25:45.520] くらい一緒だよな。
[02:25:48.920] なんだこれ?何なんだな?何なんだ?何が
[02:25:51.920] どうなってんだこれ?やめろよ。
[02:25:55.439] 怖い怖い怖い怖い。
[02:26:03.279] これ稼げたりしないかな?さすがにないよ
[02:26:06.040] ね。あんな簡単に稼げるわけないよな。
[02:26:10.560] やだな、またこれ落ちたら終わりだよ。落ちたら終わりなんだぜ。ちょっとこと雲やめて。な、
[02:26:24.120] ここ
[02:26:25.040] 雲やめてよ。これ落ちたらマジで終わりだから。あ、ああ。ああ。落ちるなよ。
[02:26:38.359] 絶対落ちるなよ。笑。あ、ぐ。ビグサッド。ビグサ。ビグサッド。やっちまったな。あ、今心に入る音した。
[02:27:07.880] お疲れ様でした。まっすぐ落ちてたら足場あったのに。
[02:27:18.640] 嘘。余計なことした。
[02:27:21.200] え、なんすか?
[02:27:23.279] 余計なことした。
[02:27:50.359] え
[02:27:53.160] 、ちょっと待って。もうこれ物理的に行け
[02:27:57.319] ないのやめろって。
[02:27:58.240] 積んでんじゃねえかよ。これどうやって行くんだよ。石持ってくんのかな?だとしてもじゃねとはいえだろ、これ。
[02:28:09.840] ここ騎士か無理。マジ
[02:28:19.160] 落ちるなよ。絶対に落ちるなよ。ダブルシスムスックスに取れ。オフうす。
[02:28:28.080] しんどい。
[02:28:31.960] 地獄ですわ。
[02:28:34.399] こんなもん地獄ですわ。
[02:28:58.160] これ落としたところでじゃない?
[02:29:01.120] いや、もう1個あるんね。もう1
[02:29:02.399] 個あるんだよ。もう
[02:29:04.080] 1
[02:29:04.160] 個別のとこにあんだよ。すっげえ遠いとこに。もう邪魔くせ。ほら、あの上のやつ。もうやだよ。だるいね。
[02:29:17.479] クソリ。ほんまよし。も取っちゃおうか。
[02:29:29.560] 間違えた。ちょ、ちょ、ちょ、もうだるいって。
[02:29:39.399] 全盛紀のランゴスタぐらいうざい。
[02:29:41.520] ほんまに全盛紀ランゴスタだよ、これ。
[02:30:00.520] Gかな?
[02:30:01.040] 頑張れ、頑張れ。あれ?これ
[02:30:04.720] 2
[02:30:04.920] つある?もうそんなさ、何もできちょっとこいつらマジでゴミすぎるでしょね。これ考えちょっと待てや。
[02:30:18.600] おい、これもう犯罪だって。やっていいことでやっちゃダメなことあるだろ。もうもう
[02:30:30.520] 1個落とす必あんのかな?
[02:30:35.200] ちょ待ってよ。
[02:30:38.040] ゴミやな、こいつら。オふ。あ、なるほどね。こいつ使えばいい。
[02:30:51.439] 美しい。
[02:30:55.080] ちょっと待て。
[02:31:00.760] ねえ、これじゃ無理だよ。これじゃ無理だ
[02:31:05.600] よ。いや、木。木あるけど。
[02:31:22.640] 笑笑。
[02:31:24.240] あれ、ここって木のダンジョンだっけ?ここって木のダンジョンか?そうだよね。
[02:31:28.840] 1
[02:31:28.920] 番最初のとこだよね、これね。ああ、よかった。
[02:31:34.920] こっちには、こっちにはこれがある。
[02:31:37.319] 聞いたことない声した。
[02:31:43.560] 聞いたこともない声も出ますわ。
[02:31:46.000] 遠距離熱い。
[02:31:50.160] そう、この遠距離ができんだよ、こいつは。この木の状態だとな。もうこれ本当にね、これ俺が下手くそだと思うじゃん。
[02:32:00.840] 俺が下手くそなんだけど、ジャンプの挙動が本当に難しいのよ。あの、空中が効か、あの、悪魔城ドラと同じでさ、
[02:32:08.920] 1
[02:32:09.120] 回飛んじゃったらもう効かないのよ。その飛んだ瞬間の
[02:32:13.160] では、
[02:32:15.520] あ、そうだ。あ、そうだ。これ空調歩けるんだ。忘れてた。こいつ強え。強え。
[02:32:29.000] え、
[02:32:29.800] 空中歩きるんだこいつ。じゃ、これ違う。これあの木の状態。木の哀楽の木の状態だと
[02:32:36.640] あの主人公もう1人でピンクは2
[02:32:38.439] 段ジャンプができて、こいつは空中方向ができんだよ。だ、もう木がめっちゃ強いのよ。
[02:32:43.520] あっつ。
[02:32:44.319] 木がめっちゃ強いの、このゲーム。これさ、
[02:32:46.760] 5
[02:32:46.920] 円でもいいから数けない。た、落ちても大丈夫だよね。針とかないよね。針とかないよね。
[02:33:03.120] 結構
[02:33:03.439] マジか。おい、こういうことね。え、あ、は、怖え。俺このまんま潰されっかと思った、今。
[02:33:18.120] 笑笑。俺は嬉しの時仕事のスピードが早くなる。
[02:33:22.240] 怖いよ。俺は怒りの時に早くなるけどね。
[02:33:35.080] 危ね。あ、ここアか。うわ、
[02:33:38.319] 100円だ。100円だ。
[02:33:41.279] 警犯財宝1条35
[02:33:43.640] 次の場合は交流及び過了。
[02:33:46.080] 愛どこ愛どこを驚してスのクソマップにしようぜ。
[02:33:52.600] 危ない危ない危ない。
[02:33:54.399] 愛どこ?愛なくない?あった。ここだ。
[02:33:58.960] 愛なんよ。
[02:34:01.160] 100円助かる。
[02:34:04.640] 愛っていかなきゃいけないんだな。なるほどね。
[02:34:07.560] 愛ですよ。7ち
[02:34:09.560] 愛なんだな。ちょタイミング合わない。
[02:34:22.439] いや、いや、もうちょ、お前ら出すぎな。むずい。もうだりいいな。おい。
[02:34:51.800] だるいて。
[02:34:52.920] 邪毛は怒りに燃えている。
[02:34:55.319] ちょっとこれだるすぎ。こいつら
[02:34:57.439] このハゲ。
[02:35:00.080] このハゲーだよ。本当にここゾンビ出すぎだろ。
[02:35:24.600] うまい。危ね。
[02:35:33.520] う。
[02:35:44.840] 敵の生成速度が
[02:35:48.040] 早すぎる。
[02:35:57.600] てか1回回復させて。もう難しすぎる。
[02:36:11.160] もうやめてよ。
[02:36:25.359] だるい。マジこ当たり判定がなんでそんな
[02:36:28.240] でけんだよ。やべえか。
[02:36:46.880] ちょっともう
[02:37:02.600] 頑張れ頑張れ
[02:37:05.040] 。
[02:37:16.640] れへんって。そんなたくさん出てこられ
[02:37:18.120] たら
[02:37:19.640] ちょっとちょっとちょっとさ。おいおい
[02:37:22.319] おい。
[02:37:24.319] やばいやばいやばいやばい危ねえ。もう
[02:37:26.359] ちょっとやめ。死ぬ死ぬし。もうちょっと
[02:37:29.040] 疲れた。
[02:37:32.040] 疲れる。ここもう
[02:37:36.120] ひー草
[02:37:42.920] か行こう。
[02:37:45.160] ここのステージをクリアするか死ぬかするまではやに行けない。ここの
[02:37:49.359] 蓄積蓄積されたこの指の感覚っていうのをなくしたくない。
[02:37:57.520] レプロゲーする時は心を落ち着かせないといけない。
[02:38:03.319] ちょっとマジゴミなんだけどこれ。
[02:38:16.840] 男前やな。信じてっからスロットで当たってる時にとかトイレ行きたくないのと同じ心理。
[02:38:30.960] そういうことだろうな。もうくそ。
[02:38:38.040] 笑笑屋に吸ってるよ。しょちゅ吸いってんじゃん。配信中。やっと行ったぜ。やっと行ったけどごめん。これ戻るよ。
[02:39:01.000] 扉だけ開けて
[02:39:07.760] 。
[02:39:16.720] これ状態でかねえとな。
[02:39:26.640] やっぱこれだね。ああ、なるほど。
[02:39:30.319] これ状態だと敵が逃げるんだ。だか通りで木状態だとサクサク行くんだよ。ほら敵があっち側に歩いてくでしょ。
[02:39:40.960] キッキーのき、
[02:39:42.080] きのきあけッキーのきあいあ
[02:39:51.840] おムく
[02:39:55.000] OMMC
[02:39:57.479] ちょっと声大きいよ。
[02:40:00.800] ウッキー今年は猿ルドし
[02:40:03.560] 何それ?
[02:40:04.520] 声大きいよ。
[02:40:05.800] 声大きい。あ、いやあ、やっと来た。これは多分勝てると思う。ああ、助かった。よかった。死んだかと思った。
[02:40:44.640] こいつだけが癒し。
[02:40:46.399] 本当だよ。このボスだけだよ。弱いの割と割とよし。
[02:40:59.279] くそ疲れるな。よかった。よかった。ウィット帰ってきた。グブ。
[02:41:06.880] ああ。で、こいつをなあかんからさ。これも金かかんねんな。
[02:41:14.160] うわあ、待って。これ金くそ。
[02:41:16.279] 1200円しかねえ。
[02:41:18.520] テヤンクスで済ませるな。
[02:41:20.359] 本当だよ。土下立ちろ。バカだ。
[02:41:21.920] 行ってらっしゃい。
[02:41:26.439] 地獄金かかる男稼げ
[02:41:46.120] ねえかなこい
[02:41:48.319] かなディノディノディノ金
[02:41:52.880] かかるのは女だけにしてくれ。
[02:41:55.200] ここなんどなんだ結構簡単に木を取らせてくれるのか。ここ稼ぎ場所でバチこり稼がない。
[02:42:04.399] いやあ、どっか稼ぎ場所見つか見つけんとな。
[02:42:09.399] ばっこりいかんとっつりガンゴリーカント
[02:42:23.560] ジャンゼリーカントだ。ジャンゼリ
[02:42:25.800] ジャンゼリと
[02:42:31.680] これ1
[02:42:32.080] 回外出て中入ればコイン復活してないん?
[02:42:35.160] いや、してない。してるところとしてないところがあんだ。
[02:42:47.319] 戦してないな。
[02:42:49.680] 全部しろや。
[02:42:57.399] さすがにしないよね。
[02:43:10.920] さすがに回復しないよね。
[02:43:24.160] さすがに。さすがに。うっそ。ここ30円
[02:43:29.520] 。
[02:43:34.439] いや、でも
[02:43:35.000] マジか。
[02:43:35.600] いや、でもでもさ、
[02:43:40.279] 銀さんもいますと。
[02:43:42.240] あ、待って。これだ。
[02:43:44.000] 30円取らないでさ、みんな30
[02:43:45.880] 円取らないで。これかも。ああ、来たかも。これ。いやあ、ここで
[02:43:49.840] 5000円貯めよう。ここで
[02:43:53.520] 5000円めよ。
[02:43:54.439] 5000行くべ。
[02:43:55.760] 5000
[02:44:01.479] めっちゃ楽だ。ああ、い神。
[02:44:04.120] ジャンプ力様さやで。
[02:44:05.720] 本当だ。良かった。よかった。えっと、誰かこれ代わりやっといてくんだ。俺タバコ吸ってくからさ。吸ってくるから。これ誰かやっていてくんねえかよ。めっちゃ楽だここ。しかもめっちゃ楽だ。誰かやっといてくれよ。これ誰かやっといてくれ。
[02:44:31.359] これ
[02:44:33.279] せよ。
