[00:00:36.879] バンはどうした
[04:47:35.280] いや、マジわかんない。マジで。
[04:47:36.280] それハインじゃないんよね。確かピネ発見。ピネ発見。
[04:47:40.160] ピネ発見。ピネ発見。これはピネガき。これはピネ書きとか言わせないと欲しいよ。一緒だよ、全部。ああ、わけわかんね。ああ、わけわかめ。
[04:48:18.000] ここにドリルがあるからさ、ここに石コロ
[04:48:20.000] 君が来ても乗れねえんだよ。
[04:48:23.440] よ、できてはる。うん。よきできてはるわ
[04:48:26.360] 。
[04:48:43.760] はい
[04:48:55.680] 。
[04:49:14.040] もうこ閉ちても大丈夫でしょ、別に。
[04:49:40.080] ああ、もうわからん。
[04:49:44.520] イライラしてきた。
[04:49:46.840] わかんなくって。
[04:49:59.360] 矢にすべ。え、ヤ吸ってきていい?マジで
[04:50:02.400] むかつくわ。わけわかんねえよ、これ。
[04:50:10.240] いや、もうなんか俺もアイコスにしよっか
[04:50:12.040] な。アイコスだったら別にさ、部屋で吸っ
[04:50:15.240] てもいいじゃん。
[04:50:17.400] 吸いながらやりてえ。めんどくせえ。
[04:50:18.798] わざわざ外まで行くの。
[04:50:23.558] チャンディとかの配信見ててさ、キ村さん
[04:50:25.958] とかもそうだけどさ、キムとかさ、
[04:50:28.638] チャンディの配信見てた。
[04:50:30.040] あのさ、知ってる?あ、あの人たちさ、あのなんだ
[04:50:33.440] でも部屋切、
[04:50:34.320] あのゲームやりながらタバコ吸いたいからってマイクスタンドと別にあのアイコスタンドあんだぜ。ここにアイコスあってこうやってやってんの吸いながらどんだけどんだけやに
[04:50:47.000] ヤニカスもヤニカスだろ。あの
[04:50:48.600] 2人やすぎ。笑。
[04:50:51.520] アイコスタンドあんだから。
[04:50:52.718] そんなんあるん?
[04:50:54.040] いや自作だろうけど。排出だから。
[04:50:56.760] いや、だから俺もさ、俺もいいなと思っ
[04:50:58.920] ゃフェッショナル
[04:50:59.958] にゃニフェッショナル本当に
[04:51:07.000] さすがにかすさ。ダ音不
[04:51:11.160] さすがにかすさ。さすがにヤニかさだよな。本当に
[04:51:22.000] すげえな。
[04:51:26.120] いや、わかんねえ。全然わからん。
[04:51:55.240] やばいな、ここ。なんかその
[04:51:58.160] 正解の引っかかりも感じられない。
[04:52:02.840] あ、危ね。
[04:52:25.160] で、どう取んねん、これ。
[04:52:29.760] 道具の使う順番調べたけど聞きたい。あ、きまず最初に何使うか教えてく。
[04:52:53.400] ドリル。あ、俺持ってもそうじゃない?
[04:53:00.320] 1
[04:53:00.440] 番最初ドリル使ってるだろ。まあ、道具使う順番自体はいくつかありそうですわ。しかも間違えた。
[04:53:18.558] ドリルじゃなかった。ここ先にスコップだったろ。
[04:53:22.958] ワイトもそう思います。
[04:53:24.200] ワイトもそう思う。え、やっぱ正解何パターンもあんのかな?やっぱそう。俺どうなん?俺惜しいの?俺のそれも全く全く基礎そ展開な感じ。俺惜しいの?惜しいとこにいんの?
[04:53:41.520] 他のヒントで言うとかなり往復させられてる。
[04:53:44.680] へえ。
[04:53:46.558] ここの取り方がマジで
[04:53:48.160] 1mmもあの思いつかないよね。
[04:53:51.200] けど惜しいよ。
[04:53:52.680] 適当なこと言うな。
[04:53:59.718] ある意味で言えば目
[04:54:01.638] 目
[04:54:10.920] 惜しいんじゃないかと。
[04:54:12.840] ゴール付近の掘り方が整理できれば見え
[04:54:15.400] やすくなるのかも。
[04:54:21.480] うー。
[04:54:34.600] ちょっと待って。
[04:54:36.718] ちょっと待って。なんかガラちゃんから
[04:54:39.160] Disccord来たんだけど。コの通話
[04:54:42.120] が来てるんだけどさ。
[04:54:44.680] ちょっと待って。今配信中や。
[04:55:06.480] なんだろう。
[04:55:29.360] ガラちゃんから電話来た。
[04:55:33.718] 配信中に連絡すんの集中しろって帰ってき
[04:55:36.480] たけど。あんたや。
[04:55:39.320] あんたじゃ。電話してきた。なんやねん。
[04:55:41.600] びっくりしたの。
[04:55:45.878] 何それ?
[04:55:49.160] まあいいや。まあいいや。ちコめ。
[04:55:52.000] びっくりした。なんだろう。
[04:55:58.480] あ、もう今ので全部飛んじゃった。
[04:56:01.240] 今ので全部飛んじゃったよ。
[04:56:08.160] あの、言い方をしたら
[04:56:09.520] うん。
[04:56:20.160] え、何?他の言い方をしたらなんかでもね、俺ここは合ってると思うよ。思うよな。合ってると思うよな。ここは
[04:56:32.160] のゲームもこれ成功法って感じのパターンあった。
[04:56:36.120] 嘘。そんな感じ?これ成功法崩かよって
[04:56:39.480] いうのがあるんだ。
[04:56:52.558] うーん。なんだろうな。わかんねえよ、
[04:56:54.840] マジで。
[04:57:13.878] うスのダメージ食らって壁超えるみたいなあんな感じがする。
[04:57:18.160] ええ、なんかええでもこのゲームノックバックないからね。
[04:57:27.160] ずに
[04:57:34.920] なんだああいうそういうなんかゲームの
[04:57:37.360] システムを使った
[04:57:41.120] ゲームのシステムを使ったなんかあれなの
[04:57:43.120] かな
[04:57:59.120] 使えるものは何でも使え精神。
[04:58:01.958] 使えるものは何でも使えた。使えるもん。使えるもん。
[04:58:35.080] えー、ごめん。全然わかんねえわ。
[04:58:42.080] これここで積むんちゃうか?マジで?あと絶対掘るんだったらここだな。だってこ穴掘っちゃった入っちゃったら出れないもんね。ここだったら出れるもん。その代わり
[04:59:07.680] ドリル2つ使うのか。
[04:59:09.600] うーん。わけわからん。もう私分からない
[04:59:13.120] わ。
[04:59:19.240] もう全然なんかその
[04:59:23.320] 何も思いつかない。
[04:59:41.160] 全然わかんねえわ。
[04:59:44.760] ああ、これどうなんだよ、これ。
[04:59:59.600] 苦しんでるね。笑。
[05:00:04.360] えんちゃん、お疲れ。ありがとうね。昨日
[05:00:06.680] ありがとう。めっちゃ楽しかったわ。
[05:00:09.718] めっちゃ楽しかった。いや、じや、これマジわかんねえ。こ
[05:00:15.200] と奥までアイテム運べるのでこれがここで使えたらいいなみたいに考えるのもいさんと見てるよ。
[05:00:23.920] あ、そうな。なんかさ、だからさ、さっきガラちゃんから電話あったんだけどなんな見てんのに電話してきたんかよ。いや、むず。おむずすぎるこれ。ちょっと本当に。
[05:00:39.280] あの、今えんちゃんね、えんちゃん昨日えんちゃんやってましたからこれえんちゃんが仮面ライダークラブやってるんでみんなもねよかったらもう次やるかわかんねえけど俺箱付きで持ってるから。箱付きで持ってるからな。とんでもねえクソゲー
[05:00:53.878] ありがとう。
[05:00:55.120] ぜひみんな見に行ってくれ。マジおもろいから。レトロゲー好き見に行った方がいいよ。クソ笑ったわ。んでだ。ほんでだ。
[05:01:06.878] 今日俺がやってんのはMSX
[05:01:08.840] のエルギーザの封印っていうゲームやってんだけど、まあ難しい。頭を使うんですわ。えちゃんには無理
[05:01:16.878] 配信に集中してください。
[05:01:20.080] 何だったんだよ。さっきの電話。
[05:01:22.520] さっきの電話何だったんだよ。えー、もうちょっと、ちょっとこれヒントくれ。ヒントマジで。
[05:01:32.280] おい、パカにすんな。
[05:01:33.840] パカ。
[05:01:34.558] もう、もう、もう、そのパカがパカやん、もう。えっと、何な何だっけ?結構遠くまでアイテム運べるので、それがここで使えたらいいなみたいな考えるか。ここで使えたらいいな。ここで使えたらいいな。
[05:01:49.920] ちゃまって可愛いね。
[05:01:51.958] ま、そうなんだけど。ま、それはそうなんだけど。運動会ありがとうね。運動会ありがとね。マジでね、みんなと仲良くなれたら超嬉しかった。危ねえバカ野郎。
[05:02:03.718] このハンマーをどこかに持っていく。なんだよそれ。
[05:02:10.160] え、このハンマーをどっかに持ってくとか遠くに持っていく的な感じではないのかい。だからまず壁に穴開けるか。
[05:02:23.558] ハンマー持ってかないで。
[05:02:24.878] ハンマー持ってくよ。持ってかなあかんねん。
[05:02:28.440] 置いといて。
[05:02:29.558] 全然このゲーム知らないのにな。
[05:02:31.360] なんとか少ない知識でなんとかコメントし
[05:02:34.558] てくれてる。
[05:02:38.360] 一応説明するとどんなゲームかっていうう
[05:02:39.760] と、このな、この金玉があるじゃないです
[05:02:41.320] か。このフィールド上の金玉を全部集めて
[05:02:45.040] あれ扉まで行ったらクリアっていうゲーム
[05:02:46.638] なんだけど、
[05:02:48.798] まあむずくてでこのスコップとかハンマー
[05:02:51.680] とかで壁とか床を掘れるんだけどその回数
[05:02:55.600] もその1回使ったらなくなっちゃうんだ
[05:02:57.480] けどその個数を考えてどこをどう掘るか
[05:03:00.680] みたいな
[05:03:02.600] ゲームなんだわ。
[05:03:05.958] いや、これハンマー持てきたけどなんか
[05:03:07.920] 違う気がするけどな。金玉だのホルだの
[05:03:10.400] 金玉だのホルダの
[05:03:12.480] 難しいな。
[05:03:13.558] いや、マジで難しいんだって。
[05:03:15.440] 34捨テまで来たのよ。60
[05:03:18.040] のな。マジで全然でここに来てもう
[05:03:25.718] 1時間ぐらい止まってんだよね。
[05:03:27.600] 俺にはできねえや
[05:03:28.840] な。無理だろうな。えっちゃんがこれやってんの見てえな。
[05:03:37.718] ステージ2
[05:03:38.440] ぐらいで積みそう。もたもた。道具ストラ。
[05:03:45.638] えー、ちょっとこれヒントもらっちゃおうかな。なんか迷うな。なんかこれヒントもらってクリアして俺ま、なんか後悔しそうな感じするな。どうかな?もらおうかな。でもわかんねえもん。
[05:04:03.160] これマジわかんねえ。もうえ、これハンマーって使うよな?
[05:04:14.480] 大丈夫大丈夫。35
[05:04:16.160] でまた積むかな?邪魔さんならいける。
[05:04:19.080] それやもうだってやもうなしんどいよ。この仮面ばっか見てんのマジでわかんないだ。ちょ、ヒントくれって。ヒントヒント。
[05:04:38.360] まず最初に何するか教えてくんない?まず
[05:04:41.440] 1点目。1点目するか1点目。
[05:04:45.360] ヒント時計全を取れば次のステージに進める。
[05:04:49.718] 何それ?もうそれ知ってんだ。ヒント時計。何のヒントだそれ?でここ
[05:04:55.360] 3つ取るでしょう。
[05:04:59.240] ここもわかんねえんだよ。
