[00:01:26.840] エた。
[04:09:04.640] A。それは
[04:09:05.880] A賞と最後でしょうが欲しいでしょうよ。
[04:09:10.600] だ、なんか、あの
[04:09:12.439] 当たりなんな、なん
[04:09:13.560] 当たりはA
[04:09:14.880] 賞がなんかね、なんだっけ?なんかドラクエ石板セットっていうなんか
[04:09:22.399] 最後でさ、ラストワンとかすごいよね。
[04:09:25.359] そう、ラストワンがオルゴデミーラフィギュアだった。でっかい。で、なん、俺が言ってるゲーム屋さんがなんかちょっと前なんだよね、これ。ちょっと前。
[04:09:35.239] これが発売された時に出たやつだから
[04:09:37.080] ちょっと前でもうなんかね、20%オフ
[04:09:40.000] だったの。てかもうさ、1番くじ高ない?
[04:09:43.960] 800円だぜ。高いよな。俺ら子供の時
[04:09:47.119] 500円だったんだけど1番くじって。
[04:09:51.640] で、20%オフで
[04:09:54.680] 500円。600円ぐらい。そんなする。
[04:09:56.960] そんなする。
[04:09:59.199] で、600いくらだったのだから割と回し
[04:10:02.080] たんだよ。
[04:10:03.040] もう額割引きされててで結構引かれてたのでまだ
[04:10:08.279] A賞とB
[04:10:09.040] 賞が残ってたからこれワンチャンあるんじゃねえかなと思って引いたんだけど
[04:10:14.640] 1番良くてD賞まだ[音楽]
[04:10:18.000] AもBも残ってんだ。お疲れ。
[04:10:20.040] MDX
[04:10:20.399] さんこんばんは。ドラクエを未だにやっていますよ。私は欲しかったな。
[04:10:25.359] A賞俺はでもひってさこにさ、
[04:10:30.479] 使わないと当たらないよね。
[04:10:32.040] を使わないと当たらないんだよ、俺は。でもさ、多分
[04:10:36.040] 1
[04:10:36.279] 万円ぐらいかければ当たってのかもしんない。もしかしたら
[04:10:39.640] 何回ぐらい引いたかな?いや、
[04:10:41.439] 10回も引いてないね。10
[04:10:42.560] 回も引いてない。
[04:10:44.960] 56回もったいねえと思って。だってさ、
[04:10:46.178] [笑い]
[04:10:48.439] A賞とB
[04:10:49.359] 賞は欲しいよ。あとラストワンも欲しいけど
[04:10:54.560] 800円だ。高いやろ。これで
[04:10:57.968] [笑い]
[04:10:59.479] 800円だで。いや、まだいいよ。
[04:11:01.399] これならまだいいんだけど、おめえら俺どこもし
[04:11:04.080] たら8000円か。
[04:11:05.439] どこどこやっちゃったかわかんないけど、
[04:11:08.399] これより下のF賞とかひどい。で、
[04:11:11.760] F
[04:11:12.000] 賞なんか種キホルダーだよ。種キーホルダー。もう現物どっかやっちゃったけど。
[04:11:16.309] [笑い]
[04:11:20.399] 種キーホルダー。なんか力の種とかの形をした
[04:11:23.514] [音楽]
[04:11:26.960] キーホルダー。しかもなんかそのフィギュアとかじゃないね。
[04:11:29.479] あの
[04:11:31.040] 競久々に見たガラスプラ久に見たわ。スマホのあの携帯のガラス服わふわのやつ。昔よくあったやつ。
[04:11:46.199] 昔よくあった。あ、これこれこれこれだよ。これこれこれそうそうそう。
[04:11:57.720] 全体的に渋くない?
[04:11:59.439] 結構渋いよ。結構渋い。
[04:12:02.560] 1回800円高かない?
[04:12:06.640] A
[04:12:06.800] 賞石板セット。これ欲しかった。これめっちゃ良くない?何なんだかわかんないんだけど。石板の何なのこれ?ピンバッチかな?
[04:12:16.239] のデスクにオルゴデミーラいる。
[04:12:17.800] え、嘘?あ、買ったの?買ったの?あ、
[04:12:22.479] Z番お疲れ。ごめん。Z
[04:12:23.399] 番お疲れ。お疲れ。ごめん。あの、挨拶してください。うい。お疲れじゃん。
[04:12:26.720] 2日目でやっぱ
[04:12:27.880] からの楽さすごい。
[04:12:29.439] そう。
[04:12:30.000] Yじゃない上司。
[04:12:31.600] あ、上司が当てたんだ。いい。いい会社だよ。これ何なんだろうね。これ欲しかったな。で、
[04:12:36.920] B
[04:12:37.119] 賞もあったね。で、これはなかった。エリーの、エリーの貯金箱ぶ破したから。
[04:12:42.199] あ、そうなんや。Bいいよね。で、
[04:12:47.520] D賞。これ、D賞の楽さ、えぐない?これ
[04:12:52.399] 800
[04:12:52.800] 円だね。ま、まだマしか。でも、でもまだマしか。
[04:12:56.239] まだましか?まだマしかな。もう俺にそっくりね。このグラゴス
[04:13:00.640] 一気に雑に
[04:13:02.479] で。あ、そうでこれ見て。これどう?え、衣装の衣装のタンブラーどう?
[04:13:08.359] Fがマしな[音楽]1
[04:13:09.359] 番くじ減ってきたよね。
[04:13:11.159] いや、もうF賞はひどいね。タンブラー
[04:13:14.920] 強いやん。タンブラーのがいいだろ。笑
[04:13:17.520] いや、ちょっとお前ら現物見せてやるよ。タンブラーの現物見せてやる。
[04:13:20.520] このタンブラーいいね。
[04:13:25.080] キーファなどイラン主人公とマリベルの組み合わせが良かった。あるんかい?
[04:13:31.399] あるんだ。笑笑いなと思ったんだよ。俺も
[04:13:39.560] タンブラーは
[04:13:40.520] 結構ええやんて。衣装で衣装でタンブラーなんて結構ね、
[04:13:46.479] にしようぜ。結構さ、あの、
[04:13:51.199] 太っぱらやん、今回って思ってタンブラー
[04:13:53.960] にしたんすよ。
[04:13:56.720] 分かる?このチャッジさ、ね、
[04:13:59.319] プラスチックなんよ。[笑い]
[04:14:02.880] なんでペコペコペコペコ
[04:14:05.960] なんよ、結構。
[04:14:08.159] 笑笑あれ
[04:14:11.159] にありそう。プラコップ。笑。ダめだ。笑
[04:14:15.080] 。
[04:14:16.040] タンでそうタンブラーってさ、タンブラーって言うか?プラスチックのコップってタンブラーって言うの?わか、タンブラーの定義を知らんよ、俺は。タンブラーの定義は知らんけど、プラチックなガラスかと思うやん。ま、でも、ま、書いて
[04:14:36.319] ガラスでショットグラスにしてくれ。
[04:14:38.239] そう、そう。せめてガラスでガラスでちっちゃくてもいいから。
[04:14:42.800] ちっちゃくてもいいからショットグラスとかにしてくれた方が全然良かったよね。どうこれ?
[04:14:48.319] 2
[04:14:48.479] 月きであれ800
[04:14:49.840] 円ですらちゃんと牛乳瓶やったのに
[04:14:52.399] 800
[04:14:52.760] 円です。で、これこれでこっからそこが平な場の飲料用容器ということ。
[04:15:01.319] ほほぼタンブラーや。じゃあ全てこの世のコップでここからびっくりするぜ。種たネキーホルダーね。はい。
[04:15:09.491] [笑い]
[04:15:11.680] これ800円です。しかもこれ
[04:15:15.800] 笑。え、
[04:15:16.840] これびっくりする。今例は例は
[04:15:20.319] 7
[04:15:20.560] 年になって久々に見たけどあのガラ系のガラス、ガラのガラ系のさ、あの画面服わふわのやつあるやん。綿みたいのが入ったふわふわの裏側灰色のやつ。
[04:15:32.359] ナッツ。
[04:15:33.560] それ久々に見たで俺。これ[笑い]
[04:15:39.319] 4つ当たったからね。
[04:15:40.932] [笑い]
[04:15:41.040] ダブル53
[04:15:42.960] 昔なめのやつけてた。スマホクリー笑。
[04:15:47.119] 8士32。これ、これ4つで3200
[04:15:50.600] 円です。とかどこにつけんねん。[笑い]
[04:15:53.800] 3200円だ。きついやろ。きついやろ。
[04:15:59.600] 3200円だ。で、全然それより
[04:16:05.199] 1個したのG賞の方が全然いい。
[04:16:10.279] ラバーキーホルダーの方がいいよな。なんでここれひどくない?いらんの?
[04:16:17.600] F賞よね。なんでこれ
[04:16:21.000] 1番下やろ?も
[04:16:24.920] BGMも悲しいしなんか。
[04:16:27.437] [笑い]
[04:16:28.080] BGM
[04:16:28.680] も悲しいしなんか。いや、これのがいいわ。だったら
[04:16:33.040] だったらこれのがいいわ。
[04:16:35.319] で、これラストワンしよう。
[04:16:36.720] オルゴデミーラフィギュア欲しかった。これ
[04:16:40.000] ばんはたまピおつ笑んこれラスト暗賞いいよね。
[04:16:46.279] オルデゴミーラ
[04:16:47.439] オルデゴミーラオルゴデミーラなオルデゴミーラアペンドチャンス何?アペンドチャンス。
[04:16:54.319] 鬼ネタバレか。笑。
[04:16:56.439] 鬼ネタバレ。鬼ネタバレでもま、知ってるでしょ。
[04:16:57.567] [笑い]
[04:17:01.560] 油。
[04:17:02.000] あ、これは鬼ねえ待って。アペンドチャンスバカ。鬼ネタバレじゃないこれ。
[04:17:07.800] ABラストに金かけづいたね。これだ。
[04:17:09.840] A
[04:17:10.040] 賞がマジで金かかってると思うんだよね。これが何なのかわかんないんだけど。これ何なんだろうね。石板の何これ?ピンバッチな何なんだろうね?これなん?何なんだろうね?この石板の何な
[04:17:25.880] んだ?
[04:17:26.840] 何なんだろうね。
[04:17:27.399] これ石板セットって言ってるけど石板のなピンバッチかな?あの何
[04:17:34.239] ピンズ?
[04:17:35.920] エナメルピンズわかんない。
[04:17:38.119] 何それ
[04:17:39.720] な?な何なん?A賞石板セット
[04:17:42.720] 金属性なら熱い
[04:17:44.159] 金属性でもなんか
[04:17:45.080] リアル石であれ
[04:17:46.239] リアル石リアル石板っちゃ金かかってるやん。そしたら
[04:17:51.278] [音楽]
[04:17:51.800] B賞がこれねで
[04:17:53.720] A賞とB賞が残ってたんだよ。
[04:17:57.479] もっと粘ればよかったかな?価値ありそう。
[04:18:00.520] もっと粘ればよかったかな?粘
[04:18:03.040] でできる。
[04:18:04.239] いや、もうね、もうないと思う。もう結構前だから。俺がこないだ
[04:18:08.199] 1
[04:18:08.399] ヶ月ぐらい前にいじんちゃんとあれ行った帰りだ。あのモンハンフェスタ行った帰りになんか
[04:18:16.840] ん前か。
[04:18:17.720] あのや1ヶ月も前じゃないかな。2
[04:18:19.920] 週間前。ま、ほぼ1ヶ月前。じんちゃんと
[04:18:21.960] モンハンフェスタ行った帰りにゲーム屋
[04:18:23.920] さん寄ってたらこれ[鼻息]が割引きされ
[04:18:26.119] て20%割引きで半分ぐらい引かれてたん
[04:18:29.080] だよ。で、A賞が残ってるって聞いて、
[04:18:31.760] A賞とB
[04:18:32.399] 賞が残ってるって聞いたから、あ、ワンチャンあると思って
[04:18:36.239] 5回やったんだけど、もうほんまに
[04:18:39.439] 56回やって4つ4
[04:18:41.560] つねたキーホルダーあんま人いないからまだ
[04:18:44.520] 9時残ってるべ。
[04:18:45.680] いや、それがさ、そのこないだまだ残ってたらやろっかなと思って行ったらもう全部引かれてた。なくなってた。まあ、でもあそこまで行ったら欲しいやつは金出すよな。いや、これ
[04:18:55.880] 800円はないでしょ。
[04:18:58.439] 1番くじめっちゃ両親的やったんやな。
[04:19:01.279] ドンキーの1
[04:19:01.960] 番くじってどんなの?ドンキーコング。これ
[04:19:02.019] [音楽]
[04:19:04.639] [鼻息]
