[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[04:23:54.840] ちっちゃくてほとんど見えないけど。その
[04:23:56.399] スタンプ。
[04:24:07.907] [音楽]
[04:24:14.199] わあ、こいつは若干怖いよ。ベギラマ打っ
[04:24:16.479] てくる可能性が
[04:24:26.720] 強いね。
[04:24:30.239] めちゃめちゃ強いね。
[04:24:40.319] いいですよ。おお、メラミ来た。
[04:24:46.680] 結局メラミなんすよね。1番強いのは
[04:24:51.680] 単体に大ダメージ1番強いから。
[04:24:56.560] これボス行けるな。このままボス行っ
[04:24:58.479] ちゃいましょう。
[04:25:00.600] で、レミラーマスホーム使っていく。
[04:25:07.239] おお、いっぱいアイテムあるな。
[04:25:15.373] [音楽]
[04:25:21.520] 肉が全然落ちてない。あった。
[04:25:30.279] おお、
[04:25:32.880] 強い。
[04:25:37.960] つ、[笑い]
[04:25:40.279] 強いな、お前ら。いいね。
[04:25:45.119] こ、こいつらでいい。これでいいじゃない
[04:25:47.520] 。なんかちゃんとなんか特技が育ってんの
[04:25:49.479] がめちゃめちゃ嬉しい。
[04:25:52.159] 特技がちゃんと育ってる。前回特技マジ
[04:25:55.640] 終わってたもんな。誰も技覚えてなかった
[04:25:58.640] もん。もうグーで殴るだけ。
[04:26:06.800] マグいらない。[音楽]
[04:26:27.920] こんなもうもうすぐ1時間経っちゃうな。
[04:26:31.199] もう17時40分。
[04:26:37.249] [音楽]
[04:26:41.720] お菓子を買いに行くかとても悩んでいるよ、俺は今。
[04:26:46.600] お菓子食べたい。よくお。
[04:26:48.080] いや、お菓子食べたいだ。お菓子食べたいのよ。プロテイン飲ぜ。
[04:26:52.314] [笑い]
[04:26:53.279] あ、確かにな。プロテイン飲むか。あ、それだな。プロテイン飲むか。プロテイン飲んでいい?じゃあ確かに飲んどく。今日飲んでないわ。まだ強。
[04:27:12.520] あり
[04:27:13.399] ありだよね。
[04:27:14.439] 甘いし。それで満足して。
[04:27:15.880] ま、確かにね。確かにプロテイン飲んどくか。え、ちょっと作ってきていい?作ってきていい?
[04:27:23.960] どこのやつ飲んでんの?
[04:27:25.439] え、ちょっと待って。えっと、俺はあれだよ。え、なんだっけ?あの緑色のやつ。あの緑色のやつな何だっけ?え、なんだっけ?名前分かってないけど。
[04:27:37.840] 緑色のさ、
[04:27:38.840] 豆乳とかで作ろう。
[04:27:40.600] あの、今豆乳ねえな。今豆乳ない。飲んじゃった。あったけど、こないだ。アルプロンだっけ?緑色のやつ。
[04:27:53.479] か?
[04:27:56.560] アルプロン。アルプロン。なんかそんなそんなそんな名前のやつたにお勧めされたんだよね。なんてだ?あ、な忘れちゃった名前。
[04:28:09.239] それの前はなんかね、チョコチップ入り
[04:28:11.479] みたいなやつお勧めされたんだよ。で、
[04:28:13.880] インド行った時チョコチップ入りのやつ
[04:28:15.560] 持ってって飲んでたんだけど、最初は
[04:28:17.600] うまいんだけど、なんかプロテーンって別
[04:28:21.199] にさ、味わって飲むもんじゃないじゃん。
[04:28:23.960] 言ってももうガーっていくやつじゃん。だ
[04:28:25.880] からね、結局ね、チョコチップ邪魔になる
[04:28:28.040] んだよね。
[04:28:30.680] 別にそんななんか美味しく飲むもんじゃ
[04:28:32.840] ないじゃん、正直。うまい方がそれ嬉しい
[04:28:34.920] けど。うん。結局さ、筋トレとかして
[04:28:41.040] 言ってもさ、あのプロテインの美味しい
[04:28:44.439] プロテインンって言あんま美味しくないん
[04:28:46.399] だよ、プロテインンってなんか
[04:28:48.520] タンパク質のさ、独特のなんて言えばいい
[04:28:53.199] んだろうというかやっぱじゃん。手ごるわ
[04:28:56.399] 。そう。だからそこになんかチョコチップ
[04:28:59.640] とか入れても結局邪魔なんだよね。
[04:29:03.315] [笑い]
[04:29:04.840] そんな別に美味しく飲もうとしてないから
[04:29:06.359] こっちも別にそんな求めてない。
[04:29:12.080] え、じゃ、ちょっと作ってこうな。
[04:29:22.000] あの究極だから俺ブラックコーヒーにより
[04:29:25.439] ミルクで割ると飲みやすい。
[04:29:26.960] まあね、口当たりが違うからね。俺普通にコーヒーで作ったりするよ。コーヒーで。うん。ブラックコーヒーにコアのうん。
[04:29:37.080] うまいよね。
[04:29:37.880] これ全然ありでしょ。しかもめっちゃいいんだよね。カフェイン取れるし。朝それ無敵だからね。朝それ飲んだったらマジ無敵だよ。完璧。まず朝一で
[04:29:50.279] ホット。
[04:29:51.199] いや、ホットじゃないよ。
[04:29:51.840] 普通に普通にあのシェイカーに入れて。
[04:29:58.520] あ、そういうことか。
[04:29:59.760] うん。で、MTCオイル。MCTオイル。
[04:30:03.119] M
[04:30:04.760] なななんちゃらオイル。最強だから。朝。それだよ。まだ朝一にね、お腹にブラックコーヒー入れるってのはめっちゃ
[04:30:14.600] いや、マジでね、全然うまいよね。普通にカペオレ見たくなる気。
[04:30:30.920] ね、ちょっと作ってこようかな。
[04:30:45.239] なんか腹に何も入れないのにも良くねえし
[04:30:47.080] 。ちょっと作ってくるわ。[笑い]
[04:30:49.399] ちょっと作ってきていい?うん。ちょ、待ってて。
[04:30:52.199] 2、3分で作れるから待ってて。
[04:31:07.112] [音楽]
[04:32:33.159] インデンテリーバイト。
[04:32:37.560] よいしょ。よいしょ。よし。ちょっと作りますわ。やっぱタンパク質大事よな。タンパク質大事なんよ。ま、白飛びして見えねえけど。これに普通に
[04:33:00.960] ブラックコーヒーで作るよ、俺は。
[04:33:04.279] 結構ね、俺多めに多めに薄めるのが好きなんだよ。
[04:33:10.279] 多めに薄めんのが好き。
[04:33:14.080] 350
[04:33:14.920] ぐらい入れちゃうね。本当は。なんか
[04:33:17.199] 200
[04:33:17.561] ぐらいで作るって書いてあるんだけどな。あんま粉っぽいの残ってんのだから結構多めに入れちゃう俺。てかもうこっだ。結構多めに入れちゃう。
[04:33:30.520] ほんで、ほんでここにこれですよ。
[04:33:35.359] MCTオイル100%これな
[04:33:37.279] 青汁。
[04:33:38.279] 青汁じゃない。えっと、あのプロテインでここに
[04:33:42.639] MCTオイル。これはちょびっとな。
[04:33:46.199] 買いたくならない。プロテイン。びだけちょびットだけ。
[04:33:50.400] ちょびットだけ。プロテインの効果はまず
[04:33:53.119] タンパク質っていうのはタンパク質を取る
[04:33:55.561] というのはあのなんて言うの?体をな何て
[04:33:58.520] 言うのかな?あのまず
[04:34:02.279] 金分解を防ぐっていう
[04:34:06.400] あのなんであの筋トレしてるやつがあの
[04:34:11.639] プロテイン飲むかって言うと金分解
[04:34:13.600] しちゃうんですよ。筋肉分解するんですよ
[04:34:16.039] 。
[04:34:16.439] ってエンジンオイルのことじゃなかったのか?
[04:34:18.879] 違う違う違う。なかなかこの下に溜まったのか。
[04:34:22.840] のために飲んでる。
[04:34:23.959] ま、そうなま、とりあえずタンパ質ってのはね、神マジでタンパ質ってのは神だからとりあえず取っといた方がいいんだよ。何にでもなるから肌も良くなるし。やべ、これ下に固まったのが取れない。下にさ、
[04:34:39.920] と30分以内に飲むと。
[04:34:41.799] そう、そう、そう。すぐ飲んだ方がいいんだよね。
[04:34:43.600] 3
[04:34:43.799] 大栄養素ですからね。
[04:34:45.639] タ質なんだよ。で、自分の体重×
[04:34:49.840] 0.1
[04:34:50.799] 取んなきゃいけないんだよ。だから俺が
[04:34:52.639] 100
[04:34:53.520] 俺入れるとまざりだよね。毎日肉食ってるけどでも飲も意識して取りまくらないと全然足りないから。あの体重
[04:35:03.160] 100kgのやつはあの
[04:35:05.719] 100gと100g
[04:35:07.000] 取んなきゃいけないんだよ、大体な。
[04:35:09.680] 100gってこれ1杯で20だからね。
[04:35:13.199] そう考えたら全然少ねえだろ。これ
[04:35:15.400] 5杯飲まなきゃいけないんだ。1
[04:35:16.639] 日。それは無理。さすがに無理だから。無理だから。あの目標値だけど質って貯蓄もされないはずだから一気にそう。一気にがっつり取っても吸収できる量って決まってるから。だからちょっとずつちょっとずつ毎食毎食んなきゃいけないのよ。で、朝ここでじゃあこれ
[04:35:35.799] 5
[04:35:35.959] 杯ガーって飲んでもあの取ったことなんないんだよね。
[04:35:39.719] へえ。
[04:35:40.760] だから定期的にで、あの、タンパク質お腹
[04:35:43.080] にずっと入れとくと、あの、なんて言うの
[04:35:45.199] 、脂肪燃焼のモードにもなりやすくて、体
[04:35:48.080] が
[04:35:50.320] 女です。まあね、あの、全然美味しそうに
[04:35:53.240] 見えないんだけどでも見てブラック
[04:35:55.320] コーヒーがちょっとなんかカフェオ見たく
[04:35:56.840] なったっしょ。これがうまいんだよ。
[04:36:01.520] 普通にクソうまい。[笑い]
[04:36:04.039] やっぱブラックコーヒーにあのコココココアにでこれ
[04:36:09.439] MCG
[04:36:09.920] オイル入れるとなん粉っぽさがあんま感じないんだよね。やっぱオイルだから粉っぽさあんま感じなくなるんだよ。
[04:36:16.000] 俺デブだからプロテイン必要ないと思ってた。
[04:36:18.959] デブだって飲んだ方がいい。本当に俺だって飲んでんだからデブなのに。でも俺これやって痩せたからね。マジで普通に満足感ある。めプロテイン。
[04:36:27.410] [音楽]
[04:36:31.240] うん。全然うまい。
[04:36:35.240] 高いけどね。高いけどね。あとプロテはあの一気に飲まなきゃちょっと時間起きたくないからこれ飲んじゃうわ。
[04:36:42.799] 高なったよね。
[04:36:44.879] 高いよね。しないとプロテインは意味ないと思ってた。
[04:36:49.279] うん。そんなことない。全然そんなことない。あ、
[04:36:56.639] 匂い出るからな。
[04:36:58.240] そう。
[04:36:58.520] 昔は今の半額ぐらいだった気がする。
[04:37:01.520] 高いよね。は気をつけよね。
[04:37:04.279] ま、確かに腹弱い人はあのなんつうの消化にね、結構消化大変だからこれ。うまい。あ、だいぶなんかお菓子食った感あるわ。
[04:37:17.000] お水につけてきなさい。
[04:37:18.799] 確かにこれ落ちなくなるからね。これ確かに落ちなくなるからね。これカピカピになるから。緑けてくるわ。あとタバコも
[04:37:26.561] 1本吸ってくる。よろしく。タバコも
[04:37:29.480] 1本吸って。
[04:37:29.879] 洗ってきたっていい。
[04:37:32.840] 廊下の電気消せ。笑笑ってくれ。
[04:38:12.211] [音楽]
[04:39:48.520] ສ
[04:39:56.358] [音楽]
[04:40:09.920] えい。じゃあ続きやるか。
[04:40:12.798] 続きやるよ。続き行くよ。
[04:40:17.160] はい。あ、なんかだいぶ満足感あるね。
[04:40:20.440] タバコもう終わったの?
[04:40:22.200] 最近ね、タバコね、最近タバコね、あの、半分ぐらいで十分なんやな、
[04:40:28.600] やっぱり半分ぐらいで十分。もうえなくなった。なんか半分ぐらいでもういいやつ。
[04:40:33.040] [笑い]
