[00:00:50.800] ひ茶まどびっくり。[音楽]
[06:14:27.400] レッツゴー。
[06:14:30.718] そうや。耐久だよ。120枚耐久。あ。
[06:14:41.280] あ、ちょっと待って。
[06:15:42.040] ましたけど届きました
[06:15:44.120] けどバカでけえ。何を食ったん?これ住所釣りそう。
[06:15:50.320] 何それ?笑。
[06:15:51.798] いや、なんか蜂が蜂がなんか俺に誕生日プレゼント送ってくれたらしいんだよ。蜂と叔父が。蜂と叔父から。え、ちょっとどうしよう。開ける?飯食ってる時でいいか?飯食ってる時に開けよう。ちょ、後で開けよう。
[06:16:05.280] やった。何?え、これそうだよね。
[06:16:07.558] 八王子から
[06:16:11.160] だだいぶちょっと住所が映らないようにちょっと待って剥しちゃうね。これで住所は大丈夫。
[06:16:25.120] 髪切った。タイマし忍のぶボックス
[06:16:27.878] 噛切った。今、今、今なんなお前。なんか
[06:16:29.900] [笑い]
[06:16:32.280] 届いた。届いたま
[06:16:33.920] で。笑。
[06:16:35.920] ありがとうございます。
[06:16:36.638] ちょっとこ飯食ってる時に開けようぜ。ちょっと
[06:16:38.638] 9
[06:16:38.798] 時まではちょっと俺あのあれやんなきゃいけねえからね。
[06:16:41.718] 9時までに行かなきゃいけねえから。
[06:16:44.280] 9
[06:16:44.440] 時までに行かなきゃいけねえからよ。よし。ちょっとどうでもいいんだけど。この続けてマリオするっておもろくない?マリオってい
[06:16:47.584] [叫び声]
[06:16:55.478] マリオって同詞だったんだ。
[06:16:57.798] 続けてマリオする。
[06:17:03.798] 飯食ってる時にあげる。そう。かけ合ってるからね。
[06:17:07.478] あと15枚だ。あと15
[06:17:08.878] 枚ぐらいいけるやろ。どぶっちゃけ。あと
[06:17:11.920] 15
[06:17:12.200] 枚ぐらい。するでしょ。マリオするよな。
[06:17:15.120] てかマリオ64マジおしれえ。
[06:17:17.714] [叫び声]
[06:17:18.520] これは名作やで。これは名作ですね。おもろいもん。
[06:17:24.360] 髪切ったんか。ほんでうるしつけえな。切ってねえよ。切ってねえよ。なんで切ってねえって。
[06:17:34.718] なんでそんな気になるんだ?切ってないよ。切ったように見えた。
[06:17:39.320] 切ったっていうか逆に逆に切ったというより
[06:17:43.558] じゃあ今切ろう。
[06:17:45.040] 切らねえよ。なんやねん。なんやねんお前ら。なんやねんお前ら。
[06:17:49.156] [笑い]
[06:17:51.120] 笑笑。
[06:17:51.760] エビこ
[06:17:52.520] エビコー。
[06:17:54.878] 笑笑。
[06:17:57.200] これどうすんの?これ。
[06:18:00.920] どこ?
[06:18:02.520] 紙減った。笑。
[06:18:04.320] 紙減ってない。増えてんだよ。じゃ、あの、ここさ、横さ、全部刈り上げしてたじゃん。ま、今も刈り上げしてるんだけど。
[06:18:11.520] 太った。
[06:18:12.400] 太った。バカ。バカ。もう
[06:18:15.600] 1回やせて。バカ。去年から
[06:18:17.680] 13kgやってたっつうの。11km。
[06:18:19.200] ごめん。た。11kmやたっつ。
[06:18:24.080] すげえ。
[06:18:26.200] ま、お
[06:18:29.600] え、すごい。
[06:18:30.920] そうでしょ。どうしよう。
[06:18:34.680] まま、
[06:18:35.080] どうやって。
[06:18:35.760] え、普通にうんと毎日じゃないけどウォーキングとジムかな。今日の午前中もジム行ってきましたよ。ちょっと違うとこ行こう。
[06:18:48.798] 一丁前にとか言うな。なんだ一丁前にって。
[06:18:53.638] ボスドン結行くか。ボスド結
[06:18:57.478] ガチやん。遅れましたがレイドからこんばんは。
[06:19:02.200] え、ジム行ってんの?
[06:19:03.280] ジム行ってるよ。ジム行って。ま、食事制限はそんなに考えてないけどね。ま、多少は考えてるけど不安だろうな。デブ、デブ仲間がいなくなって不安なんだろう。俺は待ってるぜ。お前も上がってこい。このステージに。
[06:19:12.996] [笑い]
[06:19:27.360] 置いてくな。何キあったんですか?ちゃんらしくしろ。トップ
[06:19:28.716] [笑い]
[06:19:33.440] 最高106ぐらいあって。106
[06:19:37.160] ぐらいあって今95ぐらいまで下げた。
[06:19:40.160] 80台行きてえな。
[06:19:43.320] 80
[06:19:43.680] 台行きてえな。早く
[06:19:46.840] ちょっとほ。おいおいおいおい。
[06:19:48.760] こいつ強くねえか。うまい。はい。うまし。え、なんでそんな遠いとこに行くの?そこに行くまでか。
[06:20:04.400] アップラウセブレ役。アプラウセブレ役。アップラウセブレ。
[06:20:10.200] 僕は丸い方がいいな。
[06:20:12.280] 今でも十分。今でもまだまだ全然丸いっつうの。まだまだ全然丸い。
[06:20:22.478] だってもう去年のてかその配信俺半年ぐらい休んでたじゃん。その間あの運動してたん。運動とかやることなさすぎてジム通ってたんだよ。
[06:20:32.798] 膝に来たりしないの?
[06:20:34.400] あの最初は来たよ。最初は来た。
[06:20:36.718] これでアガの田中みたいになったら魅力になるからな。
[06:20:40.200] そんなああいう風にはならない。なれないでしょ。
[06:20:46.840] あつい。
[06:20:48.798] ちょっと
[06:20:52.200] ド体ってどこ?あれか?一
[06:20:58.080] 腸前にプロテイン飲んでるんすわ。な
[06:21:00.878] んなんだその一丁前ってなんで悪いか?デブがデブが運動し悪いかよ。
[06:21:08.000] 笑笑
[06:21:09.000] ああかん。お前もこっちまで。お前もこっち側に来い。
[06:21:13.920] 待ってるぜ。お前もこのステージに来い。
[06:21:22.000] これ全員ドンケツ倒せばいいの?
[06:21:24.878] きっかけとかあったんですか?え、
[06:21:30.040] なんだろうな。別にないかな。半年配信休んでたからさ、俺。去年
[06:21:35.920] 行ったらた死亡落ちたけど筋肉増えて体重増えたことあります。
[06:21:40.558] うん。
[06:21:40.920] もうだからね、あのね、結局ね、大事なのはね、あの、体重じゃないんすよ。あの、ボディラインというか、まだ全然デブな俺が言っても何のあれなんないけど体重がただのあれだからね。数字でしかないからね。
[06:21:59.200] あとそう、代謝も上がるしね。マジです。
[06:22:04.610] [叫び声]
[06:22:05.878] 健康診断で何か言われたりした?
[06:22:09.638] 言われなかったんだよ。褒めてもらえるかなと思ったらあのじじ
[06:22:14.320] 言うことも一丁前やな。
[06:22:17.052] [笑い]
[06:22:17.958] 一前になってたの。
[06:22:21.638] チャマゲームのファンからはあんまりあの評判は良くないね。確かに。
[06:22:25.040] 笑笑
[06:22:26.000] チャマゲームのファンからはあまり評判は良くない。
[06:22:30.478] 筋肉の方が重いから痩せて。
[06:22:32.638] 体重は逆に増えること。
[06:22:34.200] そう、そう、そう。それはマジだ。
[06:22:42.360] 正直嫌だ。
[06:22:46.600] ああ、おい、おい、おい。でもさ、でもさ、さすがにね、ちょっと太りすぎだって
[06:22:55.840] 健康に気をつけて長期してほしい。
[06:22:58.280] ちょっとね、太りすぎだったんですよ、真面目に。
[06:23:09.360] オ、取れるとこからやっちゃおっか。
[06:23:18.120] あのね、体重106km
[06:23:19.558] もあるとね、あのね、本当にうちあの家
[06:23:24.958] 2階、アパート2階なんだけど、アパート
[06:23:26.798] 2
[06:23:26.920] 階というかなんて言うの?玄関開けたら家ん中に階段がある。
[06:23:32.160] あの家っていうかなんだけど、もうその
[06:23:34.878] 階段でちょっと心臓ドキドキするんだよね
[06:23:37.600] 。[笑い]
[06:23:39.638] やばいしょ。生命の危機を感じるよね。
[06:23:41.798] そうなると
[06:23:43.600] やまいなと思ってまずいなと思ってさ。
[06:23:50.200] 上下に家があるやつですね。それは
[06:23:52.760] 大げよな。いや大げじゃないんだって。
[06:23:54.760] マジだって。100kgるのはセンスが
[06:23:57.400] ない。体がずっとだる。
[06:24:00.000] あの、体がずっとだるのよ。106kg
[06:24:01.920] あると配信とかでも体重のせいだけじゃないだろうけど。あ、もう寝不足も重なってかな。代謝が悪すぎた。俺本当に代謝が悪すぎて今だいぶ楽
[06:24:15.240] センスがあるだった。
[06:24:16.600] あとはあのなんつうのもう普通にあれだからね。あの筋肉やっ増えた階らないといけないんだけどさん絶対めないわ。
[06:24:26.360] 体力上がっ
[06:24:27.120] そうだね。141だ。何それ?
[06:24:30.040] ありそう。
[06:24:31.760] ま、タバコも本当はやめた方がいいんだよね。タバコも本当はやめた方がいいんで。分かってんだよ。分かってんねん、そんなことは。でもタバコはいいのよ。いや、本当に代謝が上がると本当にいいですよ。もういいことしかないから。
[06:24:37.224] [笑い]
[06:24:53.558] うまい、うまい、うまい。
[06:24:54.400] 吸ってたっけ?
[06:24:55.360] 吸ってるよ。
[06:24:56.400] て普通に髪
[06:24:57.360] うん。神タバコ吸ってるよ。アイコス吸ってるやつはあの弱者って持ってるから。過激化過激派。
[06:25:05.390] [笑い]
[06:25:11.120] 弱みを吸うといいよ。
[06:25:14.360] 熱い。あ、ていうか、あ、あそこの
[06:25:17.040] 3匹やん。絶対
[06:25:19.000] 多くの配信者を
[06:25:21.112] [笑い]
[06:25:22.280] たまにそういう話聞くよね。
[06:25:24.160] 冗談です。冗談。
[06:25:26.760] ま、俺はでも神だな。ヤッホー。
[06:25:30.958] だからアイコスを否定するわけじゃないけど、アイコスはアイコスなんよな。タバコはタバコなのよ。
[06:25:37.120] ベイプにニコちン入れてる派です。弱。
[06:25:40.240] うん。なんかタバコっていうカテゴリーに入らないんだよね。俺の中でみたい。笑。髪吸ってる人はタバコ吸いたい人で電子吸ってる人はニコちン摂取し。
[06:25:51.080] あ。うん。うん。うん。そうかもね。そういうそういうイメージかも。
[06:25:54.440] タバコではないね。笑笑
[06:25:56.280] そう。なんかね、髪はね、タバコじゃないんだよ。あれを否定するわけじゃないんだけど、俺はタバコタバコを吸いたい。あの奥にあの言ってもそんなスパスパスわないけどね。
[06:26:10.320] 1日言っても多くても
[06:26:13.440] 34本、56本、4、5本。
[06:26:21.558] あ、ま、仕事してるとどうしても吸いたくなっちゃうんだよな。
[06:26:27.240] 俺は数派を下に見てるよ。
[06:26:29.280] まあまあ吸うやつは全員ゴミだけどね。うん。アイコスも何でも
[06:26:32.798] 4
[06:26:33.360] アイコスでも何でも
[06:26:35.760] アイコス
[06:26:36.878] でも何でも神タバコでも吸うやつはま、全員全員全員ゴミだと思うけど。そんなの分かった上で吸ってんねん。
[06:26:43.920] こっちは白い目で見られながら釣ってんねん。こっちは。
[06:26:51.440] そうなんだよな。こ
[06:26:55.798] うまい。おう。え、
[06:26:58.638] かわいそうなもんだよ。
[06:27:01.958] 本当に最近喫煙者の片身は狭いかにゃん。
[06:27:11.806] [泣き声]
[06:27:12.638] あ、
[06:27:15.520] オケ。
[06:27:18.958] おい、おい、こんなん9時までに60
[06:27:20.638] 枚行っちゃうよ、こんなの。
[06:27:23.280] 9時までに行っちゃう。し
[06:27:25.240] 高くなったね。もち出ちゃった。今ニコ中の猛中出た。今高くなったね。
