[00:00:15.960] こんぽ
[03:03:38.520] 灰色ちは
[03:03:41.880] 何?不思議な石板銀ってどこだよ?こっち
[03:03:46.399] か?
[03:03:49.680] 何?銀色の石板ってそんなあった?
[03:03:54.920] ま、いいや。じゃあ行こう。じゃあもう
[03:03:56.200] 黄色のんとこ行こう。
[03:04:01.640] 行くか。
[03:04:17.479] お、
[03:04:19.920] なんかパっとみ敵弱そうだな、ここ。
[03:04:24.120] もう全然わからん。これどういう
[03:04:25.680] ストーリーだろ、ここ。75
[03:04:27.840] の経験値。あ、経験値増えてるよ。あ、
[03:04:34.880] せい。
[03:04:35.479] いいね。ここ稼げるな。また
[03:04:37.160] せア。
[03:04:37.920] 職業レベル上がるぞ、これ。また。
[03:04:41.200] あ、キラパンサーだ。
[03:04:42.359] せ、
[03:04:42.880] キラパンサーおる。ゲレゲレ
[03:04:48.439] ここなんてとこ?ナイラ。知らない。あ、もうこれ多分初見だわ。はプックルだろうが。
[03:04:58.239] チロルなはチロルな。
[03:05:01.160] ゲレゲレボロンゴプックルチロルね。ア、
[03:05:04.439] あとなんかあったっけ?まだなんかあんだっけ?
[03:05:06.800] さすがに。おいおいさすがにこれも倒せちゃうんだ。俺強くなりすぎたな。
[03:05:11.520] せア
[03:05:11.920] 俺強くなりすぎてしまったかもしんない
[03:05:14.760] よ。せい。
[03:05:18.520] キラーパンサーはまだ初見なんだ。
[03:05:23.680] ちょっとレベル上げすぎたのかな?あ、何これ?あ、待つがいるじゃん。待つ。
[03:05:27.268] [笑い]
[03:05:31.960] はあ。
[03:05:34.160] 松の心。待つの心手に入んのか、これ。待の心。あ、待って。でもこれやばいか。あ、これまずかったかな?覚えてないよ、これ。多分あれのまま来ちゃったよ、俺。
[03:05:51.239] あ、まずい。ア
[03:05:54.760] 何してんねん。おい。
[03:05:55.600] りゃ
[03:05:57.600] ああ、しったかな?これ
[03:05:59.439] 転職してくればよかったかな?
[03:06:09.000] あち、こんばんは。
[03:06:11.239] やってますぜ。
[03:06:14.080] こんな姿になっちゃって。
[03:06:16.080] 松、
[03:06:17.720] 何それ?え、強。
[03:06:19.800] 何それ?
[03:06:22.359] それはまずいよ。ちょっと命令させて
[03:06:24.800] もらおうか。
[03:06:27.880] もう
[03:06:29.800] バカまずい
[03:06:31.560] よ、これ。
[03:06:33.680] リホイホイホイ覚え
[03:06:35.560] てんだ
[03:06:38.279] 。
[03:06:39.840] 回復魔力が低いからしょべえな。はい
[03:06:47.000] 。いつまでやっ?あ、マリベルも攻撃
[03:06:51.560] できるようになってる。[笑い]
[03:06:53.720] マリベルも攻撃できるようになってるんだ
[03:06:55.319] けど。
[03:06:59.279] サップダンス。うーん。攻撃していいのか
[03:07:01.760] な、これ?これガ待ちしてるでしょ。
[03:07:04.600] ガ待ちガち。こら、
[03:07:07.720] これガ待ちしてるよね、今こいつね。これ
[03:07:10.319] も食らう。あ、物理じゃなきゃいいんだ。
[03:07:12.800] 物理じゃなきゃ[音楽]いいんだ。じゃあ
[03:07:14.279] 行けるわ。
[03:07:16.720] れ
[03:07:18.800] ガ末
[03:07:20.120] が末メタパニダンスやめてね
[03:07:28.439] ね。メダパニダンスやめ。おいおい
[03:07:32.600] メダパニダンスはやめてよ。
[03:07:36.680] まずい。
[03:07:37.800] メダパニダンスやめてほしい。マジで
[03:07:40.000] ガモ。
[03:07:41.560] またピネだ。
[03:07:44.920] おい、おい、ピネやめろ。ピネ。突っコみ欲しいね。ツっコみ。
[03:07:54.200] それ
[03:07:54.840] ツッコミ欲しいな。や、やっぱ転職するときついな。マトンアタック。マトンアタック。行くか。眠ったりしないもんね。
[03:08:09.880] おひょ。ほい。
[03:08:12.239] 眠んないよね。
[03:08:13.120] そうだよね。おいじゃん。いや、強い。もう強い。
[03:08:26.720] はあ。[叫び声]
[03:08:27.960] 大丈夫か?
[03:08:31.000] ちゃまさんこんばんは。
[03:08:32.319] あ、むいちゃん、こんばんは。
[03:08:34.080] やってますぜ。ドラクエ。転職したらめっちゃむずなったわ。転職したらめっちゃむずなった。
[03:08:42.080] これ殴る。殴った方がいいか?
[03:08:44.439] あー、殴った方が強いかな?やめてよ。どっちのが強いかな?
[03:08:51.760] 何に転職したの?
[03:08:53.359] え、えっとね、えっと踊り子、踊り子。もうね、
[03:08:58.359] 1つマスターしたの。
[03:09:00.040] もうなんかフィールドで剣振り回してたらもうモンスター全部借り尽くしてなんかめっちゃレベル上がって
[03:09:00.146] [笑い]
[03:09:08.760] もうねな
[03:09:10.000] んだっけだからこれ次マスターしたら上級色行けるんだよね俺はもう戦士マ戦士と僧侶と戦士僧侶盗賊マスターしてで今俺が主人公がな何だっけ?あ主人公今踊り子踊り子でマリベルが魔法使いでガボが何だっけ?羊会だ
[03:09:29.520] 魔法使いと送で賢者になれるし。やっぱさ、忘れちゃうんだよね。それまでの技を。だからこれ今すげえめっちゃむずくなってる。何も覚えてねえから。そこはきついわな。
[03:09:38.791] [音楽]
[03:09:43.920] それ
[03:09:47.840] やばい。それあ、まただ。またピネだ。
[03:09:52.279] リセットされちゃう感じなんだ。
[03:09:54.160] そうなんだよね。忘れちゃうんだよ。それまでの特技を。
[03:09:56.800] それ
[03:09:59.520] だからね、めっちゃ弱くなる。
[03:10:01.720] 能力値は弱くないんだけど、
[03:10:04.239] 2
[03:10:04.439] ターンの内で隣なる魔法が暴走する。オッケー。
[03:10:06.359] 行くわよ。
[03:10:09.279] このなんかバースト使った時のマリベル可愛すぎな。
[03:10:16.399] 熱いわよ。
[03:10:17.680] え、強い。いいね。
[03:10:27.399] ベル
[03:10:29.000] めっちゃ強くない?バカ何やってんねん。
[03:10:34.920] それ
[03:10:39.920] 強い。てかめっちゃ強くね、こいつ。まだ体力全然あるよね。多分
[03:10:46.600] ノいばっか何やっとんね。あ、あ、オレンジになってる。
[03:10:53.200] 今のうちにダメージ稼いとかんとガー。
[03:11:06.920] おお、いいね。いいね、いいね、いいね。やばい。もうわ、終わり。終わった。終わりだわ。終わった。終わった。これももう終わりやろ。これも終わりやろ、今の。え?あ、オッケー、オッケー。
[03:11:15.077] [笑い]
[03:11:19.960] あ、でも
[03:11:20.720] 茶窓びっくり。
[03:11:22.680] やべえ。これまずいね。これさすがにもう落ちないよな、これな。まずいな。まずいぞ。条約症使っとくしかねえよな。あ、いいね、いいね、いいね、いいね。こいつ強い。待つ。
[03:11:49.720] バカ。あ、よしよしよし。危ねえ。
[03:11:57.652] [音楽]
[03:11:59.840] いや、もう落ちねえか。何してんねん
[03:12:10.760] と。
[03:12:18.279] やばい。もう強いなあ。
[03:12:20.578] [笑い]
[03:12:27.319] 強いね。
[03:12:33.600] おい、
[03:12:35.439] それ
[03:12:38.080] まだか。
[03:12:47.000] おい、おい、おい、おい、おい、おい。
[03:12:48.880] それ全然死なないんですけど、こいつ何?
[03:12:54.720] 頑張れ。ありがとね。
[03:13:02.680] いや、もういや、やめてよ。やめてよ。
[03:13:15.680] りゃ。
[03:13:16.080] 頼む。ナイス。え、倒せない。行け行け行け行け。よしよし。危ね。
[03:13:23.080] どんなもんだ。
[03:13:24.160] 吸よ。てかもう転職した手は無理やって。
[03:13:30.279] サボテンボールド。ここや。ぐ。
[03:13:34.319] いや、しんど。しんどいて。しんどいて。
[03:13:42.720] やられたらやり返ずトゲトゲしい精神物理
[03:13:45.479] 攻撃で受けたダメージに100%を跳ね返
[03:14:08.439] めちゃめちゃ強く
[03:14:11.239] よし。
[03:14:11.760] やっぱさ、あれだってい
[03:14:13.920] 魔法ランク上げなあかんて。またここでこうやって
[03:14:17.359] 30
[03:14:17.760] 分ぐらいこうやってやってまたレベル上げないと。
[03:14:21.520] はあ。
[03:14:25.319] せや。はあ。せい。
[03:14:37.279] これでもやりすぎるとぬるくなるからな。
[03:14:40.560] 職業レベルだけ開けたいよな。せい。
[03:14:47.439] これ食歴技あるんだよな。
[03:14:51.560] せア
[03:14:52.080] 食歴技ないとしたら俺やってる意味全くないよ。この踊り子の職業
[03:14:56.840] 経験とかできんの?
[03:14:59.160] あ、どうなの?できんじゃない?
[03:15:01.399] あ、もうほらレベル上がっちゃった。
[03:15:03.000] レベルが上がっちゃうんすよね。レベルが上がってまうねんな。い、
[03:15:03.020] [笑い]
[03:15:08.840] いや、まあでももうあんまりこれここはいじんないことにしたんだよ。難易度設定は獲得獲得職業塾もたくさんにしちゃおうかな、これな。いや、もうやめよう。やめ、それじない、いじない。ここいじんのやめよ。や、
[03:15:23.960] ここはいじんのやめる。
[03:15:25.520] はあ。
[03:15:30.640] 結構しんどいよ。でもここんおはぷんちゃな
[03:15:36.359] んやねん。それ[笑い]
[03:15:38.640] みちゃんおはよう。みちゃんおはよう。せ
[03:15:41.600] ドラクエやっとるがね。
[03:15:44.239] セア。
[03:15:45.120] ちょっとでも俺なさすがにレベル上がりすぎてまうねんな。
[03:15:52.160] 今ねレベル上げてんだよ。職業レベルを。
[03:15:59.359] え、待って。戦いの前ねえ。これさ、いつ、え、これマスターしなきゃダメなんだっけ?マスターしなきゃダメなんだっけ?あの剣の舞いって。
[03:16:13.600] 剣の舞だけ覚えてればもうこの踊り込んの職業いらないんだよな、正直。
[03:16:20.800] せい
[03:16:21.479] 剣の舞だけ覚えたいんだけど。
[03:16:24.800] はあ。
[03:16:27.199] あ、マいっぱいいる。
[03:16:29.279] せやたてい。ちょっと割り
[03:16:39.680] 1個だけ使うわ。[音楽]
[03:16:41.271] [笑い]
[03:16:41.960] 1
[03:16:42.120] 個だけ使わせて。ごめん。これで覚えんじゃねえかな。
[03:16:48.560] MP
[03:16:48.880] パサ。あ、覚えねえ。だめだ。覚えなかった。
[03:16:51.399] 買おうとすると大体ドラクエ
[03:16:53.160] 7とコラボしとる。
[03:16:55.560] ええ、嘘?そうなんだ。今なんかコラボしてんの?今コラボしてんの?なんか
[03:16:58.956] [音楽]
[03:17:01.640] せア
[03:17:02.080] え、これ剣の前?もしかしてさ、
[03:17:06.279] 剣の前って
[03:17:08.080] は
[03:17:08.960] もしかしてあれですか?ナフされた
[03:17:12.439] 剣の前とかな?
[03:17:14.520] あ、そうなんだ。なんかもらえんの?なんかもらえんの?
[03:17:18.920] せやた。
[03:17:23.600] ま、いいやめよ。
[03:17:24.120] もうそうそやめ。これもう進めるわ。ごめん。もう
[03:17:26.359] がドラクエなだけ。
[03:17:27.560] あ、そうなんだ。
[03:17:28.239] せいよ。
