[00:00:01.280] つけましたよ、もう。
[04:40:14.718] ワンワンって水だっけ?あれだっけ?あの爆弾だっけ?あの爆弾のさ、同
[04:40:21.360] カウントじゃないの?あの
[04:40:22.360] カウントカウントの時にさ、こう爆弾の火がさ、こうやってこうやって来てさ、あのふふふって消そうとするやつあるやん。で、コンティニューすると火が消えてほってなるやつ。
[04:40:34.480] あ、そうなんだ。
[04:40:35.360] なんやねん。お前やってへんやろ。やってへんやろお前。
[04:40:38.840] たてねえだろ。なんだよ。ええ、その
[04:40:44.240] 3
[04:40:44.400] つなんだ。まあそうだね。最近で言ったら色々あるけどね。
[04:40:50.480] 面白いな。うん。そう。最近でもよかったな。
[04:40:52.360] え、ちなみにモンハンはどの作品が
[04:40:53.958] 1番ですか?
[04:40:56.760] どの作品が1
[04:40:57.798] 番?いや、わ、どれもいいんじゃない?どれもいいんじゃない?セカジーとかつても覚えてないからな。
[04:41:08.840] 覚えてないくてもでもやっぱセカジーちゃう。
[04:41:14.718] ま、記憶、ま、覚えてないても記憶としてその楽しかったモンハンだなって思うのはやっぱそこになるよね。
[04:41:23.718] うーん。やっぱ思い出補正かかるよな、これはな。
[04:41:26.760] そう、そう、そう、そう、そう、そう。
[04:41:27.920] これは思い出補正かかるわ。
[04:41:30.360] あるね。もセカンドセカンドとかセカじだろうな。行っちゃったもんな。俺なんか多分何千時間かやってたと思うよ。
[04:41:37.878] 当時
[04:41:40.280] そうだね。
[04:41:40.958] 3000
[04:41:41.280] 時間くらいやったんじゃないかな。
[04:41:44.480] ま、あれだね。あの携帯機だったってのもあるしね。
[04:41:47.840] そうね。そう。モンハン離れはね、俺のモンハン離れはそこかもな。
[04:41:52.600] うん。
[04:41:53.240] あ、ま、今携帯機でも出てたけどさ、
[04:41:55.760] もう正味DSでやるモンハンきついやろ。
[04:42:00.520] いや、俺も楽しかった。あれはあれで
[04:42:04.240] やりづらいんだよな。PSP
[04:42:06.320] って良かったよな。
[04:42:08.680] ま、こういう感じね。
[04:42:10.440] うん。
[04:42:14.638] はい。
[04:42:15.440] あるね。
[04:42:16.000] うん。もうトークが出てきません。
[04:42:19.280] もう、
[04:42:20.000] もう、もう過剰書きみたいな。今
[04:42:28.120] 過剰書きみたいな。
[04:42:30.600] のあれはベスト
[04:42:33.080] 3。ね、難しいな。
[04:42:38.320] 配信配信でか?
[04:42:41.878] いや、何でもいいんじゃない?別に配信とは書いてないからね。
[04:42:44.120] 配信と書いてないもんな。いや、そうなると余計むずいわ。
[04:42:48.160] 選べん。
[04:42:51.600] 配信で一番面白かったのは
[04:42:54.878] うん。
[04:42:55.360] スナッチャーやな。こ何回も言ってる。
[04:42:57.760] ああ、小島監督作品。
[04:43:00.958] はいはいはい。
[04:43:01.718] あれやばいこと面白いよ。本当に初見でやったらな。
[04:43:07.440] え、俺、え、
[04:43:08.600] やってほしいわ。だ、じんちゃんに理解できるかあんだけど、もうね、世界観がめっちゃもう俺のなんつうか
[04:43:14.560] うん。
[04:43:15.280] 俺のさ、ただ、ま、今俺こういう、ま、ラジオの背景とかもそうだけど、なんかちょこちょっとこういうネオンと紫とドット絵もう全部あのゲームから来てるからね。
[04:43:26.638] ああ、
[04:43:27.120] エンディ、俺のさ、配信のエンディング画面とかも全部あのゲームっぽいなんかその
[04:43:33.760] なんか全てがなんかあのゲームはね、俺好みすぎるのよ。曲もいいし世界もい
[04:43:39.798] なるほどね。
[04:43:40.958] なんか
[04:43:41.440] 俺しっちゃって
[04:43:43.200] うん。
[04:43:44.160] こういうゲームだと思って。何?
[04:43:49.400] あの銃打つゲームじゃないの?
[04:43:52.320] 違う違う違う。全然違う。
[04:43:54.080] あ、違うんだ。FPSってこと?
[04:43:57.080] あ、見たいな。
[04:43:57.840] あ、違うね。全然違う。アドベンチャーなんだけど。
[04:43:59.718] はい。
[04:44:00.760] あ、ません。
[04:44:01.638] いや、めっちゃいいんだよな。なんかマジで映画なんかね、配信してて、いや、ま、いろんなゲームやってて早くやりてえなってのあるんだけど、あのゲームほど早く続きやりてえってなかなか思ったことないね。
[04:44:17.560] いや、どのゲームもドラ、今やってるドラクとかおもろいけど。
[04:44:21.320] あれはもうなんか
[04:44:24.320] もう
[04:44:24.798] 続きが気になっちゃって。いや、あれも是非やって欲しいっすね。
[04:44:28.600] ぜひやってほしい。なっちゃってあの何
[04:44:32.360] ゲーム機?
[04:44:32.920] パパ。あ、ゲーム。
[04:44:34.280] いや、いろんなのはいろんなのあるけど
[04:44:36.840] 1番やるべきならPCエンジかな。
[04:44:40.840] 無理だね。
[04:44:41.638] うん。無理だね。
[04:44:45.760] 無理っすね。PCエンジンCD
[04:44:47.638] ロームロブ動くやつ3
[04:44:48.878] 万ぐらいするからな。ま、そこからだわ。うん。
[04:44:52.200] あのプレステとかにも出てるんだよ。プレステ
[04:44:54.638] 1
[04:44:54.840] とかセガサンでも出てんだけどあれはね違うんだよな。
[04:44:59.200] あれは違うの。
[04:45:00.040] 違うんか?
[04:45:01.320] 違くなっちゃってんのよ。なんか
[04:45:04.360] ああ、まあまあその思いはなんか分かるわな。こモハもこれもちょっと違うなってのはあるからね。
[04:45:09.520] あ、やっぱ当時
[04:45:11.120] チャバの家の持ってっていうの良くねえわ。
[04:45:13.080] あとお前スイッチや。スイッチ持ってってますけど。
[04:45:20.400] 持てますね。
[04:45:21.320] うん。あとベスト
[04:45:22.958] 3ベストって言われたらむずいな。
[04:45:25.360] FF10も入るかな?
[04:45:27.920] FF10
[04:45:28.560] も良かったかな?これもちょっと配信に限らせて配信外になったらちょっともう決まらん。
[04:45:34.718] はいはいはいはいはい。
[04:45:36.120] FF10
[04:45:36.958] 良かったね。あれめっちゃおもろかった。やったことなかった。
[04:45:41.878] FF10
[04:45:42.520] 変のやつやってたやつ。
[04:45:43.760] あ、そうそうそうそうそう。あのな
[04:45:45.920] んだっけ?え?ワッカな。ワッカ。
[04:45:48.280] そう。
[04:45:49.520] あれも配信でやってたけど俺やったことないんだよね。点は
[04:45:53.440] ファイナルファンタジー自体そこまで俺あれじゃないのよね。ファイナルファンタジー派じゃなくてドラクエ派だから。
[04:46:00.638] はいはいはいはいはい。
[04:46:01.718] スタンプ投げられてますけど。そうそう。この
[04:46:04.360] エボ玉ね。あのめいやんかあれはすっげえ良かった。めっちゃ泣いたもん普通に。
[04:46:11.718] あ、感動するんだね。
[04:46:13.080] 全然そうよ。配信で泣いたんだよ、俺。良すぎて。
[04:46:18.680] ラスどっちが泣くワ?
[04:46:20.480] ラスは別に泣くまではいかない。感動的だしでも
[04:46:26.320] ああ、
[04:46:26.920] 壮絶だしうわかってのあるけどあれはもうなんか涙が出てくんだもうみたいな。俺切れたもん泣きながら。
[04:46:35.798] なんでこんな面白いゲーム俺に教えないの?なんでお前ら俺にこれ隠してたの?嘘つきとか泣きながら怒ったっていうわ。
[04:46:47.520] ええ、そんなにストーリーいいんだ。
[04:46:50.080] めっちゃ良かった。あれめっちゃあれすごいであれ。あ、タ、お疲れ。タツお疲れ。まだやってんの?
[04:46:56.400] お疲れ。
[04:46:57.240] こうなるんだよな。
[04:46:59.240] グタラジオって。うん。そう。グータラジオなんで。
[04:47:02.200] ターラジこうなるんだよな。おはよう。おはよう。そっか。
[04:47:04.680] 2つもう起きる時間か。
[04:47:07.600] そうだ。
[04:47:09.320] あとFF
[04:47:10.360] がね、いいね。あれめっちゃいいゲームだと思う。
[04:47:14.958] え、できるかな?
[04:47:16.000] できるんじゃない?やりたきゃカすし。あの
[04:47:19.160] Stt版持ってるから。
[04:47:21.240] あ、スイッチ版あるんだ。
[04:47:22.760] 俺から借りて俺からゲームソフトあの借りて俺から借りたスイッチでやれや。
[04:47:32.320] あ、つまりやれってことだね。
[04:47:35.280] ま、貸してあげてもいいでしょう。
[04:47:37.920] いいでしょう。
[04:47:40.958] ありがとうございます。
[04:47:41.718] うん。貸してやってもいいんでしょ?あれマジで面白いから。
[04:47:44.600] えー、
[04:47:45.520] だ、じゅんちゃんがさ、そこまでなんか感動とかするのかな?感動して泣くことあんの?じんちゃん
[04:47:51.080] ゲームで泣いたことないかな?別に
[04:47:53.798] 心がねえ。いや、ま、だからあとなんだろう。
[04:47:58.878] あとベスト3だ。もう1
[04:48:00.080] 個だよな。うわ、むずいな。もう
[04:48:02.360] 1個なんだろうな。選べねえよ。ない。
[04:48:09.080] 黒のトリガーって言っちゃったら黒のトリガーだしな。
[04:48:15.638] 1
[04:48:16.000] 回や。
[04:48:16.480] ドラクエ11って言ったらドラクエ11
[04:48:19.520] だしな。
[04:48:22.280] でもRPGはもうFF10
[04:48:26.520] から
[04:48:29.760] ポケモン入ってこないんだ。意外だな。
[04:48:31.840] ポケモンはベスト
[04:48:33.600] 3
[04:48:34.080] ってわけじゃない。も、それはポケモンがおもろいのはもう当たり前。分かってる。ポケモンやておもろいよ。
[04:48:39.040] うん。
[04:48:39.360] おもろい。ただそれは配信だかっていうよりは俺の人生のゲームでだったらもしか入るかもしんないけど
[04:48:46.120] はいはいはいはい。
[04:48:46.798] 今配信でってや、今までやった配信で何がおもろかったかなと思ったらや、なんだろうなあ。むずいなあ。自分が面白かったやつでいいんだよ。別に受けが良かったとかじゃなくて。
[04:49:05.080] いや、受けが良かったとか別に関係ないよ。
[04:49:07.240] 関係ないってことでしょ?
[04:49:08.200] やっててもてかかった。いや、でもあ、ああ。
[04:49:11.160] いや、これベスト
[04:49:13.878] 3レトロゲーム枠で言うと
[04:49:17.480] うん。ま、まだ俺配信でやってないしな。
[04:49:27.440] 好きだけど。もちろん好きだけど。
[04:49:29.958] あ、あれマザー2とかは
[04:49:32.240] マザー2
[04:49:32.558] も好きだよ。大好き。大好きだけど別配信でやってないんだよ俺普通。普通に好き。
