[00:00:29.560] ああ
[04:20:38.040] なきゃ俺のあのマイクラのイベントの時の晴れのさの俺に対するだ。
[04:20:49.720] さらっと言ってたから。
[04:20:50.520] さらっと言った。
[04:20:57.760] まずいまずいまずいまずい。まずいまずい。あ、
[04:21:03.239] やばい。ふ人巻きたい。
[04:21:09.760] ないけどね。
[04:21:10.479] チアのこと豚だと思ってたんだね。
[04:21:19.600] なんか頭に当たってるはずなんだけど。
[04:21:29.840] 当たらん。
[04:21:36.080] こいつくらい詰め長いな。
[04:21:44.520] こういうギャグ何何どうしたの?このたゴキブリールいる。それブ逃げる。
[04:22:01.960] 逃げれそうな匂い。あ、い
[04:22:26.840] やあ、弾かれるね。うんち。
[04:22:35.080] くさ、
[04:22:36.319] くっさ。くっさ。
[04:22:40.159] ええ、ためも弾かれ。やばいね。コンボが繋がりな。
[04:22:57.760] あれこのた。うわ、ちょっと待って。すごい逃げ。あ、どこ?だめだ。
[04:23:25.399] ちょっとこれよ。
[04:23:28.439] 勝てるよ。勝てる。勝てる。
[04:23:30.119] うん。なんかこれ、これだったらいけるな。
[04:23:32.199] うん。相当時間かかるぞ。武器がね。しょうがない。勝てる。
[04:23:52.960] 手に難すけど。
[04:23:57.479] これはと石に数あるの?
[04:23:59.560] やっぱさ、イメトレって重要じゃない?うん。
[04:24:02.279] に数あるよ。20個。20
[04:24:04.319] 個あれば全然こいつは平気なる。ねっちゃうんだよね。
[04:24:10.600] やばい。いいやついるじゃん。
[04:24:12.159] ないね。いいよ。
[04:24:34.520] 6
[04:24:34.760] だよな。このね、この爪がすごいのよね、こいつ。
[04:24:42.040] ビュンビュンビュンビュンか。うん。
[04:24:50.680] はい。全然頭だ。
[04:25:12.560] よし。
[04:25:13.960] これで頭ってんだ。
[04:25:26.319] いた。うざ。たよ。何それ?あ、え、眠たね。ちょっとあ、終わった。
[04:25:48.040] そうですか。大飯こっからだからね。
[04:25:57.319] 天使毒は撃せえな。マジで。いやん。これきついぞ。
[04:26:08.000] いや、勝てる、勝てる。
[04:26:12.600] 時間がかかるだけ。
[04:26:22.640] はい。神
[04:26:32.359] ちょ待って。
[04:26:33.880] え、でもちゃん、モンハン配信者の顔にな、ちょっとね、見は許してくれたよ。ちゃん、モンハン配信者の顔になってる。ちゃった。
[04:27:00.359] え、うん。
[04:27:01.000] だって食ら食らってるけど死んでないもん。ちょ待って。
[04:27:07.840] いやいやいや、そういうことじゃなくなめんなよっていうね。あれをパターンを見てんだよ。こいつのやめんな。今とじちゃんのさすごかった。
[04:27:34.040] ああ、しんどいな。危ない。
[04:27:51.720] え、なんですか?あ、やあ、やられた。今のは完全にやられた。
[04:28:11.159] 無理だよ。やめたい。時間かかるだけ?笑笑。
[04:28:16.439] ああ、やられたな。
[04:28:18.359] は、
[04:28:21.279] おもろいじゃないか。
[04:28:24.560] でも死ぬの順ちゃんの好き。
[04:28:27.920] まだ参る。あ、
[04:28:32.319] まだ参える。
[04:28:35.399] あ、ペいら。あ、飛ぶんだっけ?持ってる。
[04:28:42.640] あ、ありがとう。な、これ、
[04:29:03.319] これでギって言ってるよ。じゃ、まだまだで。痛い。
[04:29:19.159] 頭当たんない。回戦。スパルた。あれよ。あの
[04:29:34.600] 1試合に50分とかやってるからね。
[04:29:39.560] 試合試合さを乗り越えた順チャンネルだ。や
[04:29:50.279] ないな。う、
[04:29:53.640] 終った。
[04:29:54.199] 逃げたね。
[04:29:55.720] 俺もったいないからタンプで回復して。
[04:29:57.560] オ、データ俺になるとね。かも
[04:30:05.720] モンハン配信者やな。
[04:30:07.760] ターゲットは俺ってことね。モ
[04:30:12.479] モンハ配信者やな。
[04:30:15.239] かっけ
[04:30:16.279] 逃げた。
[04:30:17.080] ターゲットは俺ってことね。カモン
[04:30:22.239] 何がかもんだ。
[04:30:24.960] かっきよ。
[04:30:25.760] かっきいな。おい。
[04:30:35.000] あ、毒
[04:30:45.279] 回復薬無限代じゃない時代。
[04:30:48.479] 回復薬無限何?回復薬って無限なの?今。
[04:30:52.119] いや、そんなことない。そうだ。
[04:30:54.479] 嘘つか。俺が知らないと思って。
[04:30:58.840] あ、待。
[04:30:59.600] うわ、くっさ。うんこマんや。うんこん。
[04:31:03.920] お前これ今日からうんこマ。
[04:31:05.000] やばい。これ回復できねえじゃん。ボックスが飛びに戻れるじゃん。
[04:31:09.199] やばい。
[04:31:10.119] 誰にも当たるな。もう雑魚にやられるぞ。
[04:31:15.359] うんけメン。
[04:31:16.040] 出口どこ?うんけメン。
[04:31:20.439] やあ、うんこん。
[04:31:21.520] イエーイ。うんこメン。あれじゃ?めちゃ学校の程でした。
[04:31:29.560] 俺は毎回言ってるけど、学校のうんち、学校でうんち我慢してさ、小学生すぎて声で家、家までうんち腹に入れて持ち帰ってる方が気ねえね。あの事業中に行くやついなかった。い、言うでしょ。いや、もうやっぱあ、
[04:31:53.199] これやっちゃう。まずい。あ、ちょ、終わりかも。
[04:31:57.800] 終わりかも。1万、
[04:31:59.000] この配信終わりかも。この配信終わり。
[04:32:01.600] あ、
[04:32:02.040] 死んだら終わりじゃないから。
[04:32:03.359] 終わりね。
[04:32:08.760] そうなの?
[04:32:09.880] そうなの?は。
[04:32:15.800] あ、あ、
[04:32:17.199] 無理じゃないだよね。
[04:32:18.000] あ、うんけ麺。危ね。
[04:32:20.080] エリア移動があるよ。いや、大丈夫。
[04:32:28.880] 今終わろうとしてた。
[04:32:31.119] 終わろうとはしてないよ。
[04:32:34.040] あ、
[04:32:57.080] 嘘でしょ?これはまずい。しびれちゃった。
[04:33:00.080] いや、こっち向かないでよ。
[04:33:01.399] もうこれは終わったのではいねえ。
[04:33:10.719] ま、やばかっこま。いや、これもうまいこと作られてるね。マりがうざいっていう。
[04:33:25.879] 何?急に急にモンハンのなんかなんかげなん?う
[04:33:42.039] ああ、食ってんな。
[04:33:45.920] おお、どうも、どうも。
[04:33:48.119] はい、どうも。
[04:33:53.959] もう尻硬いんだよ
[04:34:06.080] 。
[04:34:15.799] あ、間違えた。もったね。ナイス。あ、
[04:34:38.959] いや、もうこれ全然弾かれちゃだめだ。
[04:34:43.920] いできますよ。真っ赤だけど。うわ、こっち来た。俺ね、俺にはガチないと。
[04:35:07.840] 頭壊れた。
[04:35:09.520] 誰?
[04:35:10.639] 頭と一緒に
[04:35:12.359] 行った?
[04:35:12.840] 行ったね。
[04:35:13.799] じゃ、お前な。
[04:35:15.119] あ、俺。
[04:35:15.639] うん。
[04:35:16.719] あ、俺が行ったの。
[04:35:18.359] 死んだことにも気づいてないですよ。
[04:35:21.719] え、なんで行ったの?
[04:35:23.320] なんで行ったのって言られたんで。
[04:35:26.760] お疲れ様です。
[04:35:28.760] いつもこんばんは。
[04:35:31.520] え、え、俺絶対死ないモードだったんだけど。
[04:35:40.160] 疲労
[04:35:42.799] 絶対死なないモード。絶対死ないモードだったけど。ワンク疲れんねんな、本当。うん。
[04:36:03.320] ああ、死ぬとアイテムなくなんだよな。
[04:36:15.400] あれ、そうなの?持ってったやつが
[04:36:18.080] うん。
[04:36:19.520] 使ったやつなくなん?あ
[04:36:20.600] あ、使ったやつはね、それはもうしょうがない。買うしかない。
[04:36:25.119] はい。めげない。しげない。ないちゃだめ。
[04:36:27.520] やべ。他に1000円しかない。あ、
[04:36:32.039] 800
[04:36:32.400] 円になっちゃった。ああ、しまった。え、置いたね。
[04:36:46.199] ガーンこちゃ。
[04:36:47.320] 置いたね。
[04:36:50.600] お兄んちゃん飲みちゃんも飲みながらじゃないと
[04:36:54.480] 分解しないよ。
[04:36:59.199] そっと置くのやめてね。
[04:37:01.039] なんか思考があればいい。何?
[04:37:08.199] あの考えてることがある。
[04:37:10.920] どう?
[04:37:11.719] あ、ない。じゃあ行こう。
[04:37:15.879] じゃあ行こう。
[04:37:16.279] じゃあ行くしかないんだ。
[04:37:17.439] うん。じゃ、もう1
[04:37:18.400] 回やんの?じゃ、俺そういうそういうもうそういう人なの。
[04:37:24.639] 笑笑。
[04:37:26.879] だって俺ミラボニアス回負けてるから配信者だ。
[04:37:32.039] それやっと1
[04:37:32.719] 回倒したんだよ。回負けてるってやばくない?
[04:37:35.680] うん。
[04:37:39.600] 初立ちで行って。
[04:37:45.920] あのせめてもう1段階強くしたいと。ス
[04:37:49.199] イッチの入り固なのおもろい。
[04:37:57.520] うん。
[04:37:58.080] マジでつが構え違う。笑うね。ま、それは
[04:38:01.840] いや、もうさだ。弾かるすぎな。
[04:38:03.439] それは分かるわ。で、俺もちょっと村それは分かる。い、
[04:38:09.320] 今日の目標ドブランゴにしよっか。
[04:38:11.240] 防具よりなんだっけ?バコガに。
[04:38:19.000] え、バコガの上は何なんだ?うん。
[04:38:39.799] よ。
[04:38:41.000] 笑笑。
[04:38:42.000] 本当に
[04:38:45.760] スイッチ
[04:38:46.080] やっぱレトロだよね。
[04:38:47.199] あなたはね、そう考えると
[04:38:49.119] これもレトだ。
[04:38:50.359] え、けどさ、あのカエルのゲームとかあってたよ。カエルのゲームな
[04:38:55.959] んだっけ?
[04:38:56.879] バトル。
[04:38:57.561] あ、そう。
[04:38:58.760] あれくそむずかったじゃん。
[04:39:02.080] あ、けど結局こんなになるんか。
[04:39:06.000] あ、なんだ?やば。
[04:39:14.561] アイアンストライクだよな。これは厳しい。
[04:39:19.639] じゃ、何が必要なの?
[04:39:20.680] 円盤石20個。
[04:39:26.320] ちなみに今何個?4個。
[04:39:32.520] なるほどね。
[04:39:35.439] なるほどね。だ、
[04:39:36.639] なるほどね。だよね。
[04:39:37.400] なるほど。
[04:39:37.718] なるほどね。
[04:39:38.840] 元ネタか。笑笑けな。
[04:39:42.638] 今こんなにやる気の鉄。
[04:39:45.560] あ、鉄なの?俺骨なんです。いや、
[04:39:52.440] 時間でしょ。あ、
[04:39:52.958] 元ネタでよいよい。はい。やれねるべ。
[04:39:59.480] で、この業情が
[04:40:03.120] 可愛い。
[04:40:06.240] アーディバラ。
[04:40:07.120] アンディバラグ。
[04:40:11.958] ええ、じゃ、ちょっと
[04:40:16.638] 2、今から猫がたまに半殺しっていうの聞いてほしい。
[04:40:20.200] 猫バーがたまで半殺しっていうの
[04:40:23.560] 2時までさ、
[04:40:26.480] 今何時?ああ、1
[04:40:27.560] 時40分ぐらい。
[04:40:28.638] ああ、そうね。2
[04:40:29.480] 時までそ別に
[04:40:32.480] 教のために行こう。
[04:40:36.320] あ、別々いいってこと。
[04:40:37.440] もう自分の好きなもんあるでしょ。だ行きたいのもあるじゃん。
[04:40:39.958] 黙々とやってていいと。
[04:40:41.120] うん。俺も今から
[04:40:43.760] 2時まで最初の最初のたに出る。
[04:40:47.878] あれ、ま、集会所は一緒ってことな。別々に行けるもん。ていうか、ま、オフラインでいんだよ。あ、ここの周会場で別にでもいける。
[04:40:59.000] ま、まあまあ任せる
[04:41:00.520] だからあれだよ。
[04:41:02.280] 2時に集合して倒く
[04:41:05.798] で俺あれだ。あのワンピースを詳しくねえけどあるじゃん。
[04:41:08.798] ワンピースもなんかじゃあ何年後になんとか初島でみたいな。もう一旦別れてみんなで今それ。はい。
[04:41:16.718] 今それよし。
[04:41:21.600] 2
[04:41:21.760] 時までね。2
[04:41:22.440] 時まで。オ2
[04:41:23.200] 年後にシャボンディ頭。
[04:41:25.000] シャボンディ島編始まった。シャボンディ頭
[04:41:27.560] 17
[04:41:28.040] 分後に集回初1で会おう。17
[04:41:31.400] 分じゃった。あんまりあんまりあれかもしんないけど。
[04:41:34.280] え、オフライン?
[04:41:35.400] 俺オフラインにだって別にオンラインでしないじゃ。
[04:41:39.638] 変わんねえよ。
[04:41:40.680] 変わんねえ。
[04:41:42.600] じゃあ
[04:41:43.400] 結局俺あれだしね。素材だしね。欲しい。このモンスターじゃなくてあの石とか。
