[00:00:17.800] 来た。
[02:34:41.479] ここまで女の子の絵の番で成功の
[02:34:44.731] [笑い]
[02:34:46.040] 盛大に騙された気分
[02:34:47.880] 備超級娯楽
[02:34:49.720] パニックちゃん出せ早
[02:34:51.640] よしよし。あ、あれ?あ、
[02:34:59.399] あらんだ。
[02:35:00.279] 来た。
[02:35:00.680] 何?
[02:35:01.479] う、うえ。
[02:35:03.120] 何?何?何?何?
[02:35:05.399] 何?ここどこ?え?
[02:35:09.160] むほ。
[02:35:09.760] ああ。君は
[02:35:11.800] ムほ。
[02:35:14.120] エチだね。
[02:35:16.960] コレクターか。
[02:35:18.080] まるでそっくりじゃん。
[02:35:19.680] コレクターゆい。僕の書いた絵にウり2
[02:35:21.920] つだ。
[02:35:23.240] そうなの?
[02:35:24.439] さすがにエチとさせていただきます。い
[02:35:26.080] でしょ?
[02:35:26.520] 髪の毛どうなってん
[02:35:27.680] の書知って?[笑い]
[02:35:29.680] ああいうパンあるよな。あのああいうパンない?なんか
[02:35:34.479] ワープロ[笑い]
[02:35:35.359] ああいうパンあるよね。
[02:35:37.080] そう。なんかよくわかんないけど募集されてましたよね。
[02:35:44.479] 声ちっちゃいな。
[02:35:46.040] カリッと私だ。
[02:35:47.920] 雇っていただけませんか?
[02:35:49.200] クロアさん系の層になってるやつ。
[02:35:52.640] ダメならいいんですけど。そんなに無理は
[02:35:55.640] いや、大々大歓迎。
[02:35:57.800] 本当に
[02:35:58.560] もちろん。あ、
[02:36:01.240] この補習君のために書いたようなもんだったから。
[02:36:04.399] そうですよね。
[02:36:06.607] [笑い]
[02:36:09.240] で、
[02:36:09.880] あ、これ。あ、これはね、新しいテレビ電話システムなの。
[02:36:15.319] そうさそう。そうなの。
[02:36:17.000] テレビ電話。テレビ電話ね。
[02:36:20.240] 良いゲームじゃん。
[02:36:21.200] は通信用の入って
[02:36:22.640] 絵がよくてもノりがきつい。あ、で行ったっけか。
[02:36:24.948] [笑い]
[02:36:27.120] そうそう。忘れちゃった。あ、アニメ。
[02:36:30.188] [笑い]
[02:36:31.520] なんか面白いね、君。
[02:36:33.399] さ、あの
[02:36:35.080] MTT
[02:36:35.680] がね、テレビ電話システムのモニター探してて。
[02:36:39.240] ああ、それが僕に当たったってわけだ。
[02:36:41.840] そうなのよ。ず何天んだ君は?
[02:36:45.840] 私はパニック
[02:36:47.520] ずっと何をしてんの?これ
[02:36:48.800] に働かせてくれる?
[02:36:50.200] こっちが心配になるよ。
[02:36:52.000] MTDTなんて大企業なのにいいの?
[02:36:54.880] だって豪華使の形何をされてる方なの?ピック。
[02:37:00.319] これ何待ちの時間なの?それはあのその
[02:37:05.120] 冗談私メンタルビデオ屋さんで働きたかった
[02:37:09.560] と。うん。
[02:37:11.439] 意外に面白いんだぜ、ここ。
[02:37:13.120] うん。
[02:37:13.720] 店長の大喜びさん。
[02:37:15.200] うん。
[02:37:15.800] 明日からでいい。店長には行っておくから。
[02:37:17.880] はい。
[02:37:18.319] じゃ、明日の朝に。
[02:37:19.680] はい。ありがとうございます。
[02:37:21.800] あとはもういいのかな?
[02:37:24.080] どうだっていいんですか?
[02:37:25.040] そもそも何喋ってるか聞こえづらくて。
[02:37:27.828] [笑い]
[02:37:28.680] ご協力ありがとうございました。
[02:37:31.080] これゲーム上わ上がんねえよ、これ以上。
[02:37:33.520] はい。
[02:37:54.720] あの、これさ、アドベンチャーゲーム、アドベンチャーゲームってさ、選択肢とかなにもしてないからね、俺。
[02:38:04.760] ただボタン押してま、進んでるだけなんだよ。これ普通なんか選択肢があってさ、
[02:38:11.080] 選択肢があってなんかそれによって人の変わる喋る内容が変わるとかじゃなくてさ、ただただ
[02:38:18.200] 1
[02:38:18.399] 回選択肢あったよ。
[02:38:20.279] あった。え、でもここ
[02:38:22.680] 1
[02:38:22.920] 回だけだってこのこのだ見てこれまたこれ
[02:38:28.920] 10分ぐらい喋るで。これでまだ
[02:38:31.680] 10分ぐらい喋んだろこれ。
[02:38:34.720] これゲームなのか
[02:38:36.604] [笑い]
[02:38:37.080] なあ。アニメ作った方が良かったんちゃう?
[02:38:45.279] こんばんは。アニメを見せるゲームさんこんばんは。なんだろうなあ。パニックちゃんね。パニックちゃん可愛いですよ。パニックちゃんマジで可愛い。
[02:38:47.739] [笑い]
[02:39:02.000] 女の子はマジ可愛いね。
[02:39:07.640] ま、またこれだ。またこの風景。いや、風景かどうかも分からない。ただいつもこの冷たそうな雨がなんだろう。よいしょ。すいません。もう限界です。ありがとうございました。
[02:39:25.729] [笑い]
[02:39:28.520] ダブルダブルキャラデザだけで売ろうとしたゲーム。
[02:39:32.920] いやあ、あのね、キャラデザはめっちゃいいね。キャラデザはマジでめちゃくちゃいい。ちょっと待って。
[02:39:37.521] [笑い]
[02:39:40.795] [音楽]
[02:39:41.800] いや、気になるだろ。
[02:39:44.920] えー、これ、これ行く。これクリアまでやんの?俺、俺文章読むのめちゃくちゃ大変なんだけど。
[02:39:52.920] キャラデザで尽きてそう。
[02:39:55.840] 音がでかいな。
[02:39:57.399] ゲーム音とさ、システムの音がな。
[02:40:03.240] ええ、いろんなゲームがあるんやね。本当やね。本当やね。俺さっき見たんだけどさ、これ。
[02:40:24.080] うお。
[02:40:25.080] 違う。これさ、あれできない。
[02:40:29.520] アドベンチャーじゃなくてベルゲーやんね。
[02:40:31.760] このさ、このさ、
[02:40:34.000] BGMを設定するってどうやってやんの?
[02:40:36.880] BGMを設定する。これ何?ホーム画面の
[02:40:43.359] BGM
[02:40:43.760] にできるってこと?うん。よくわかんないね。やり方が。
[02:40:49.160] なんか
[02:40:50.920] え、できるの?
[02:40:52.479] え、じゃ、X
[02:40:53.439] って言われてもわかんねえんだよ。あれがちげえから。
[02:40:55.800] X
[02:40:56.040] って何ボたんだよ。これじゃないの?コピー中。
[02:41:01.560] ポリメガでも読み込めないソフトは多少あるの?
[02:41:04.840] どうなんだろうね。
[02:41:08.479] 画面の下にはそう書いてるよ。あ
[02:41:13.800] あ、でもダめだね。ま、ま、別にいい。ま、別にいいんだけど。できなくてもいいんだけど。できなくてもいい。
[02:41:18.680] できるのかなってちょっと思っただけ。しかもさ、ごめん。しかもパニックちゃんせっかくやったのに、あの、インストールすんの忘れてた。ま、いっかちゃんはインストールしないで。
[02:41:23.631] [笑い]
[02:41:33.120] パニックちゃんはインストールしなくていっか。
[02:41:34.720] 笑笑
[02:41:36.160] 別に
[02:41:36.600] もうええでしょ。
[02:41:37.520] パニックちゃんはもうええでしょ。パニックちゃんはええわ。ただね、このキャラデザは好きだな。パニックちゃんちょっとエッチで好きだな。
[02:41:46.359] 気が向いたらやろう。
[02:41:47.560] ま、気が向いたらね、気が向いたらね、これシャ枠じゃねえか。シャ枠。いや、でもこれキャラデザめっちゃいいよね。めっちゃエッチよね。キャラデザは超いい。超いいんだけど。超いいんだけど。
[02:42:04.242] [音楽]
[02:42:04.399] おっぱいの暴力。
[02:42:05.640] おっぱいの暴力やなあ。
[02:42:08.359] 巨匠が作ったんやぞ。
[02:42:10.200] あのね、あの
[02:42:16.120] あと何かあるかな?何インストールする?
[02:42:19.240] 何インストールする?
[02:42:22.279] 次回から何やろっかな?
[02:42:27.760] こんなのもありますけどね。
[02:42:29.520] こんなのもありますけど
[02:42:30.640] さん調べたけどガチで巨少臭いぞ。手のゲームちゃんとしたゲームまで行けるの平気で
[02:42:36.439] 1
[02:42:36.640] 枚な。こんなのあるけどどう思う?みんなどう思う?これプレステバージョンのドラゴンクエストモータスワツインストールしとくかな?
[02:42:47.520] うひ
[02:42:49.120] インストールしときます。
[02:42:51.439] ええですやん。
[02:42:52.399] インストールしときます。
[02:42:53.800] ドラゴンクエスト1&amp;2
[02:42:57.880] 行っときますかね。
[02:43:03.800] インストールだけじゃ終わらねえ。
[02:43:05.640] そうなんだよな。こんなんやり始めてもうたらこんなんやり始めてもうたらって話なんすよ。終わらんどこもん。
[02:43:06.468] [笑い]
[02:43:23.800] これ意外とレアだからね、これね。
[02:43:26.279] 元々グブ中ても終わらんな。
[02:43:29.479] そう。いや、こんなのうちにあるディスク全部入れようとしたらマジで終わんないよ。マジで終わんないと思う。これさ、ディスクの自動再生フにしたい。
[02:43:41.520] うー。ま、リメイクっちゃ。リメイクでもほぼ移植だけどね。ほぼべ移植だけど。
[02:43:46.920] ただ画質とかが良くなってるけど別にアニメーションとかもしないし、ま、そんなに悪くはないんだけど、あの画質は上がってる。画質というかドットとか
[02:43:56.319] 23日かかりそう。
[02:43:57.479] いや、かかるよ。うちマジ膨大にあるもんさ、インストールしながらプレイができねえのかな。もうちょプレイしたいわ。プレイしたい。
[02:44:13.359] え、インストールしながらプレイってできてないの?これダメなんかな?でもなんかインストールしながらプレるとここすっげえアプグ起動して最初の戦闘まで
[02:44:29.600] 2時間かかったこともある。
[02:44:31.319] あ、そういうのあるね。いや、見してくれ。見たいねん。見たいねん、これ。
[02:44:36.858] [鼻息]
[02:44:42.279] だめかな?やっぱやっぱね、すげえ時間
[02:44:44.279] かかんない。
[02:44:44.640] インストールしながら起動するとあ、来た。グぐくぐ。音ちっちゃい。音が
[02:44:59.160] 音ちっちゃ。音ちっちゃくない?グーぐ。
[02:45:07.279] あ、ごめんなさい。通しちゃった。音ちっちゃいな。
[02:45:11.880] これさ、ゲーム音のさ、ゲーム音の差が
[02:45:16.520] 激しいね。PSXが多分あれだよな。
[02:45:20.160] プレステだよね。
[02:45:24.240] これどうかな?あ、いいじゃない?あ、
[02:45:28.399] え、
[02:45:30.080] あ、いいじゃない。
[02:45:32.840] なんか重たい。なんか重たい。うわ、
[02:45:35.640] しかも見て。テリーのアンダーランドルカ
