[00:00:07.919] そ
[02:23:36.760] 炎履いてるのは景品表示法違反。
[02:23:40.319] 何がそうだね。これはあの尺入れなきゃだめだよな。尺。この写真はイメージですって。昼入れないと。
[02:23:53.960] ジャロ案件。
[02:23:57.279] ジャロ何?ジャロってジャスラックみたいなこと。
[02:24:12.080] うん。
[02:24:22.399] 日本国審査。
[02:24:24.279] それジャロって言うんだ。ええ、知らんかった。ジャスラックみたいな感じだ。ジャスラックみたいな感じね。
[02:24:37.840] ペクペクンぷンクンペクン
[02:24:43.200] 。
[02:24:46.760] あ、この4つのさ、もしかしてだけどさ、
[02:24:50.160] この4つのさ、旅の扉が全部精霊のとこに
[02:24:54.080] 繋がってんちゃうのんちゃうのん。そうな
[02:24:57.359] んちゃうのん。
[02:25:01.760] うーん。これキ。これ
[02:25:04.560] キプ。
[02:25:05.240] ああ、キプ出たね。出ちゃったか。キップ、キプカ。
[02:25:16.760] あら。
[02:25:28.439] お。
[02:25:29.920] うん。急に暗黒に思われたと思っていたら
[02:25:33.080] 今度は謎の船。この村はこの村は呪われ
[02:25:35.840] てるのかしら?
[02:25:38.640] あ、お帰りなさい。そうか。この村は
[02:25:40.399] あなたがいるんだもん。大丈夫よね。
[02:25:48.040] なんやねん。え、何?沖からああ船がいる
[02:25:52.560] まっすぐ光のが伸びてるんだ。まさか俺
[02:25:55.000] たちを誘ってるみたいだな。どう見ても線
[02:25:58.399] や線じゃねえな。かっていうと戦いのせだ
[02:26:01.600] 。船だぜ。ありゃ。何があんの?どうした
[02:26:04.279] の?こっから見て大きさだ。かなりでかい
[02:26:06.680] 船だな。なんか船が。あ、
[02:26:09.560] もしかしてあれマールデドラゴンが復活し
[02:26:13.000] たか。マールデドラゴーンが
[02:26:18.479] ねえ。
[02:26:20.560] うん。あの光のずに導かれるようにやって
[02:26:24.040] きてそれっきり動こうとしない。どっちら
[02:26:26.760] どうもこちらの様子を伺ってるようなんだ
[02:26:28.439] 。
[02:26:28.920] ならばこちらから乗り込んでやろうと思ってな、準備をしてるところだ。なんでそんな喧嘩っぱないの?もしかしたら父さんはあの船に助けられていや、まさかね。でも
[02:26:39.960] あら
[02:26:40.479] あら連んかい無事な世でほっとしたよ。お前にまでなんかあったら母さんはおっと行けない。それよりもね、あの船をあみさんたちと見に行ってくれないかい?あの船がこの近くを通ってんなら通ったんなら父さんのことなんかしてるかもしれないだろ。
[02:26:54.279] オま、本当の父さんが乗ってると思ってるけどな、俺。あの、あの船に
[02:27:00.200] ねえ、
[02:27:04.160] ガモ。
[02:27:09.439] うん。
[02:27:11.760] 行きましょうよ。え、絶対マールデドラゴーンだろ。
[02:27:23.319] お前は行かなくていいよ。危ないから。やみ上がりなんだから。
[02:27:31.080] なあ、
[02:27:32.800] ちゃまさんは昔の7やったことある?
[02:27:35.160] ない、ない、ない、ない、ないのよな。ね、途中まであの本当にもう本当にキーファが抜ける瞬間ぐらいまでやったことあ。そうだ。もうほぼほぼほぼ全然初見
[02:27:46.319] ムお疲れ。
[02:27:47.760] お疲れさんお疲れ。
[02:27:50.800] ドラクエジドラクエ。よいしょ。
[02:27:57.399] キーファね。
[02:28:00.359] キーファめっちゃ嫌ってんだよな。チザピな。
[02:28:05.600] なんかこの前さ、ちょっと目話した隙に知らん人の配信になってたんだけど、あれどういうこと?
[02:28:12.399] すぐ死んだんだよ。すぐ死んだ。だキファは王族のつ汚し
[02:28:18.640] でけえ。
[02:28:19.279] こんなでかい船は見たことないぜ。
[02:28:21.319] ああ。
[02:28:22.200] よし、船りについてロープを投げろ。どっからロープ生えてんの?いや、これおかしいやろ。ロープ生えてる場所。なんでそこ適当なんだよ。どっからロープ生えてんの?あれ?
[02:28:42.120] これ絶対あれやんな。マールデドラゴンやんな。あ、
[02:28:47.760] いい。
[02:28:48.520] う、魔物の目しこりにもなくまた襲ってきやがったか。あ、てめに種は食わせねえって思いながら素早さの種。
[02:28:58.200] あ、なんかTwitterにあげてたね。
[02:28:59.680] Twitter
[02:28:59.920] にあげてたね。素早さの種。おい、今の音はなんだ?
[02:29:05.240] はい
[02:29:06.279] はい。カデル様。え、魔物の集めがまた襲ってこようとして。なんだと?この辺り魔物とんど倒したはずはなかったか?どれ?ちょっと見てみてよ。
[02:29:17.920] バカモ魔物がロープで上がってくるか見ろ。人間だ。すぐには橋け船を下ろして海に落ちたものを引き上げろ。
[02:29:29.520] バカも俺はシャーク。ほらやっぱシャークアイなんだよ。本当のお父さんなんだきっと。
[02:29:43.560] それアイドが我らの軍を引きてう。
[02:29:48.160] まるでドラゴーンの活躍は目覚ましいものです。
[02:29:51.479] そんなのたな。
[02:29:53.240] え、広
[02:29:56.880] マールデドラゴン
[02:29:57.960] 魔物はどんなに倒してもまた何倍もの数で押し寄せて霧りがありません。
[02:30:04.560] うん。
[02:30:05.920] どうやら我々は闇の世界から目をつけられてい
[02:30:09.840] あ、なんかそんなようなんばっかだろ。広かってあんまわかんないけど。
[02:30:15.439] 実は明日シャークアイドルが魔物の軍勢を沖へとき出しだっけな。
[02:30:21.120] 一気に消
[02:30:21.720] 俺もね、途中まで見たんだよな。途中まで見たんだよね。なんだっけな。なんかいっぱいヒーロー出てきたのに名前全然覚えてねえわ。
[02:30:30.960] 何がたっけ?え、ジャイアントマイクみたいなかった。ジャイアントマイク。
[02:30:37.439] そ、そんな危険な。いくら最強の海賊とはいえ闇の王に狙われたら叶いませんぞ。
[02:30:45.840] しかもつい咲や兄エス殿の赤ちゃんがいることが分かったばかりではありませんか。
[02:30:52.279] このお、お腹の赤ちゃんっていうのが主人公なんじゃないのと
[02:30:57.000] 分かっておる。
[02:30:58.720] しかしシャークアイドルは
[02:31:01.279] 1度言ったことは必ず実行する男だ。
[02:31:04.880] さすが我が友コスタル王実によく分かっておられる。
[02:31:10.960] ええ声やな。シャークアイラグナの声だよな。ドラクエ
[02:31:17.479] 分かっているはずだ。
[02:31:18.600] プレゼントマイクね。
[02:31:19.640] このされるのも時間の問題だということを
[02:31:24.359] うんちゃんが答えるぞ。知ってるんだ。あれなんだっけな。
[02:31:27.720] れちゃった。広わ。広わさおもろい。
[02:31:32.359] めっちゃおもろいんだけどさ、なんか長く
[02:31:34.120] て見れなかった。なんかめっちゃ
[02:31:36.000] おもろかったけど。あれ途中まで見て。あ
[02:31:37.800] 、そう。広アに出てくる女の子可愛すぎ
[02:31:40.080] やろ。全部可愛いよな。広に出てくる
[02:31:42.399] 女の子。だが俺は諦めてはいない。ここで
[02:31:47.399] 我らがやめればった
[02:31:50.880] から世界
[02:31:52.560] はびるだろう。
[02:31:56.359] そうか。
[02:31:57.720] 国王としてはに刺さるようにできてるよな。
[02:32:02.279] 全部の
[02:32:03.040] キャプテン、
[02:32:03.680] 全部の属性いるよな。全部の属性いるよな。広の女の子って全部のなんか属性持ちいいよね。可愛いよな、みんな。あの、あの先生がこ
[02:32:20.760] コスタールの民は偉大なを持って幸せだな。
[02:32:24.359] おちゃこ、おちゃこ、おちゃこちゃんね。おちゃこちゃん。
[02:32:27.319] あと何がたっけ?名前が出てこないんだな。
[02:32:30.040] さて、今夜は我らの船にて我が妻アニエスのための祝だ。後で船に来てくれ。
[02:32:37.720] あ、透明な子も可愛いんだよな。透明な子も。
[02:32:42.640] ケモナーっぽいんだよなの作者。
[02:32:45.319] ああ、そうなんかなあ。ただ、あの、本当に作者は多分スから遠く離れる前にの群に追いつかれまぞ。
[02:32:56.240] 進路を南性に変更する。おい、ボロンゴ。
[02:32:59.240] ボロンゴ
[02:32:59.720] ほっとしてねえで戦闘員以外は戦。
[02:33:03.000] チロルな。
[02:33:06.120] あ、はい。カデル様、今すぐ伝例します。
[02:33:10.920] ボロンゴ、
[02:33:12.479] ボロンゴ。チロルプック。
[02:33:13.760] シャークアイドの
[02:33:14.760] ゲレゲレな。
[02:33:15.359] 私とてコスタールを代表する兵士。いくら止められても魔物との決戦には我々も協力させていただきますぞ。
[02:33:28.160] あなたの頑固さはここまでの船旅を共にし
[02:33:31.680] てよくわかっていますよ。あなたにも。
[02:33:34.840] そして俺を信じてここまでついてきてくれ
[02:33:38.359] た一族の皆にもすまないことをした。
[02:33:44.160] この戦いで我々に勝利の女神が微笑むこと
[02:33:48.560] はおそらくないだろう。闇の王の力は
[02:33:51.880] 測り知れんからな。だが無駄地には決して
[02:33:57.000] ない。コスタールの民や少しでも多くの
[02:34:00.520] 人々を守るため力を貸してもらおう。
[02:34:07.240] シャークア様、我々には水の精霊様の守り
[02:34:10.960] がついています。魔物なんてとっとと
[02:34:14.080] 片付けてコスタールのアニエス様の元へ
[02:34:17.479] 帰りましょうや。
[02:34:21.120] そうだな。
[02:34:22.760] ではそろそろ周りの海の様子を見てくるとしよう。
[02:34:26.439] あの氷付けにされる前の日ね、これね、多分。カデルの様子はどうだ?
[02:34:40.960] キャプテンシャ。もちろん予想通りとんでもない魔物の大軍ですぜ。
[02:34:52.640] 予想通りか。ではこちらも予定通り闇の王のお出まを願うとしよう。
[02:35:00.359] 我々一族の民は最後までシャーク愛様についていく覚悟です。あなたのその身に宿された水の精霊の紋章に誓って。
[02:35:09.840] ああ、そういや主人公にもあるんだっけ?なんか変なが。
[02:35:14.479] カデル、俺が持って生まれてきたは水の紋章の本の一部でしかない。
[02:35:23.279] これな、これ、これ、これ。
[02:35:25.359] おそらく俺にはわ罪に使える本当の力はないだろ。
[02:35:32.600] しかし一族の僧として俺にできるだけのことはやり遂げねばならん。
