[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[04:24:57.159] あれ名作ですね。
[04:24:58.319] あれめっちゃおもろいね。あ、ニ田さんこんばんは。あれめちゃくちゃ面白い。教子郎
[04:25:03.880] 2000
[04:25:04.560] なんちゃらみたいなやつやね。あれめっちゃおもろい。ま、全部読んでないんだけど。
[04:25:12.479] ユネクスト契約したとこの時のユネクスト
[04:25:14.920] の月2000円分ので買ってたから月に3
[04:25:18.199] 冊ぐらいしか買えなくて
[04:25:20.840] なんか意地でも課金したくなくてでなんか
[04:25:24.000] 1ヶ月待ってる間に終わっちゃったけど熱
[04:25:25.880] がでもあれおもろかったなんか
[04:25:29.439] 未来の話で
[04:25:32.040] 好きな女とこうセックスするために頑張る
[04:25:35.560] 漫画なのよ。それがめっちゃおもろい。
[04:25:38.840] なんかバーチャルリアティの中ではその女の子と会ってエッチできるんだけど現実でしたいってなってその世界のどっかにいるその女の子を後輩しためっちゃもうディストピアみたいな世界で探すっていうとふざけた作品みたい
[04:25:53.479] そう思うじゃん。めっちゃおもろいのよ。それがめちゃくちゃ面白い。俺も続き読もっかな。
[04:26:07.520] えー、で、何だっけ?あ、セーブ、セーブ
[04:26:09.319] 、セーブ。
[04:26:17.159] 結構ね、長な、関数結構あって
[04:26:21.760] やばくね、前のセーブレベル52だぞ。
[04:26:36.680] あ、福引き飛なりすぎたな。
[04:26:39.560] いや、なるでしょ。嫌でもレベル
[04:26:42.760] 20
[04:26:43.080] ぐらい上がっちゃった。にも行ってもいいかもね。いと思うけど。最近あの作者さんを真面目に再評価する話題がバズって本当にすごいさんすごいと思うわ。
[04:26:55.680] なんか一見ふざけてんのかもしんないように見えるかもしんないけど、めっちゃ話深くて馬鹿げてるような、え、絵柄もちょっとね、馬鹿げてる。え、なるなんか変な犬の変な犬のキャラクターが喋る犬のキャラクターが出てきたりさ。いや、おもろいよあれ。めっちゃ不思議なレ欲しい。はい。
[04:27:02.140] [音楽]
[04:27:16.239] 10回。
[04:27:20.199] まあまあまあまあまままま。
[04:27:25.064] [音楽]
[04:27:26.119] 不思議なボレロが出るまで回そうな。
[04:27:28.840] ぶっちゃけもういらないかもしんねえけど
[04:27:30.199] 。
[04:27:34.199] お来た来た
[04:27:37.720] 来たぜ。
[04:27:44.920] ボンバンボンボンボンパン
[04:27:48.359] ボン。
[04:27:51.279] 不思議なモレロ来た。
[04:27:54.880] やったぜ。
[04:27:55.640] 当たり
[04:27:56.960] なし遂げたぜ。あ、地獄の鎧い来てるから歯脱げねえや。で、これ来た方がいいよね。どうなんだろう。今更。これ今更かな?これどう思う?これ今更。
[04:28:15.479] 今更だな。
[04:28:16.960] ぶっちゃけ今更か。まあでももうだってラスボスしかいねえしな。
[04:28:22.479] まあ、まあ、確かにそうだわ。確かにそうかも。
[04:28:28.720] 水着来て裏ボスと戦えばいいんじゃない?
[04:28:31.119] やだよ。やだよ。えー、メダロの城
[04:28:36.960] 1
[04:28:37.119] 回行っとくか。最後かもしれないだろ。ちゃんと話しておきやがったんだ。
[04:28:49.359] だ。
[04:28:51.920] 早、早。俺のボケ分かるの早。よくわかったら今ので。よくよくわかったら今ので。奇跡の剣枠の剣まあいらんわな。ま、いいらんわな。え、じゃあ行くよみんな。もう最後最後んいう。
[04:28:52.836] [笑い]
[04:29:16.560] え、ラスボス誰なん?え、なんかさ、よっち族っぽかったんだよな。え、マジで?あの、
[04:29:27.840] ラプソンりちゃん最後なの?
[04:29:30.171] [笑い]
[04:29:30.199] いや、嘘だ。え、りうちゃん最後でしょ。いや、りうちゃんと戦うわけじゃないだろうけど。
[04:29:36.721] [音楽]
[04:29:38.319] いや、楽しみすぎる。ちょっと待って。どこだっけ?ええ。
[04:29:46.960] 誰なのよ。ミドゼルファっぽかったよ。声はこれがだからあれでしょ?裕ジが言ってたさ。チゴに圧くってこれだろ?多分
[04:30:03.680] ニズてゼルは大穴でガルマット
[04:30:07.506] [笑い]
[04:30:08.239] にゃーつって。ガルマットだったらやばいっしょ。
[04:30:13.239] だいぶ飛躍してるでしょ。どれどれ。見せてみ。見せてみろ。
[04:30:21.720] お前たち温かな光を感じるぞ。
[04:30:25.720] 見せてみろ。
[04:30:26.840] まさか
[04:30:29.119] 大塚フォーチン
[04:30:29.960] 持ってきましたよ。
[04:30:30.880] 大塚フォン。ひ子さんの一部だと言っていたもの。ヒカルちげえよ。ヒカルってあのあの
[04:30:35.017] [笑い]
[04:30:38.359] LINEな。ヒカルの
[04:30:39.760] 地雷先生。
[04:30:40.960] 地雷ね。地雷やな。
[04:30:42.800] 光の弾が。
[04:30:44.000] え、こいつ何?龍に覚醒
[04:30:46.359] 入れてきてくれたのだな。
[04:30:47.880] え、裏切りルートある。に我がも
[04:30:52.040] どうするこれで?これで裏ボスマジでくんだったら
[04:30:56.000] ずっと。
[04:30:56.760] お疲れ様でしたもん。
[04:30:59.439] 本当にここまでやるとは思わなかったもん。
[04:31:03.640] 体の中に光の玉が
[04:31:08.640] ありがとう。
[04:31:10.000] 見せてみろて。
[04:31:10.720] これヒカルが元ネタトだった。俺もよく分かってなかった。
[04:31:13.359] 配信を取り戻したような気分です。
[04:31:17.199] え、
[04:31:18.040] ようやくこの時が
[04:31:21.600] 裏切るのかな?
[04:31:22.640] さん、裏切りルート
[04:31:24.439] なんだか雰囲気が前とは違いますね。もっとずっと大きい感じがするというか。
[04:31:34.640] 闇を聞く。
[04:31:35.399] お、すまぬ。
[04:31:37.159] 力が戻り一瞬遠い昔に戻ったような。いや、今昔を取り戻したような。
[04:31:48.680] 待て。BGMが不穏だから。
[04:31:50.080] にしても我が真の力を感じ取るとは
[04:31:55.000] お前たちも随分腕を上げたようだな。
[04:31:59.439] では約束通り鍛えてやるとしよう。
[04:32:02.960] 何てやる?そんな約束したっけ?
[04:32:04.760] わしとこと戦い自信をつけて
[04:32:09.439] ハーゴン。何?何?何?いや、そんなそんなことのために俺
[04:32:13.080] に真の力を取り戻したわ。
[04:32:16.439] いやいやいやいやいや。
[04:32:17.439] 伝説の者の装備を揃えたお前。
[04:32:20.520] そんな話ちゃいません。裏ボスは
[04:32:23.560] え
[04:32:23.880] 実に興味深いしな。お
[04:32:26.600] 1のおじか。
[04:32:28.880] いやいやいやいやいやいやいやいや。
[04:32:30.920] そんな話ちゃいますやんか。え、何これ?え、これでラストじゃないよね。
[04:32:36.520] この後だね。
[04:32:37.399] あ、この後かよかった。びっくりした。なんでこれ戦った方がいいんだ?じゃあみる。戦ってみよっか。なるほど。
[04:32:47.119] よくぞっと勇者の血を償者たちよ。
[04:32:51.319] ああ、なるほど。ちゃんと1
[04:32:52.880] なるほどね。第
[04:32:54.439] 1形態と第2
[04:32:55.279] 形態広げさせることができるかな。
[04:33:04.639] わ、しかもBGMがワンの
[04:33:06.561] 見ててよ。
[04:33:07.959] 音だ。
[04:33:08.879] マジックバリア
[04:33:12.119] 声出してこ。お、
[04:33:14.439] さすがに
[04:33:15.039] ちょっと待ってくれ。
[04:33:17.080] こんなのはどうだ?見事だ。
[04:33:21.840] いや、これは負けへんやろ。ぶっちゃけ。これはもう命令しなくていいよ。余りんやろな。
[04:33:27.359] 1
[04:33:27.480] 人じゃないわ。これはだって
[04:33:32.400] 痛いぞ。
[04:33:35.160] 弱い弱い弱い
[04:33:36.959] 弱いっては持ちだ。
[04:33:39.320] なめるなよ俺をせ。
[04:33:41.439] まだまだここからだぞ。
[04:33:44.199] 優しさを1人じゃないわ。
[04:33:46.000] 優しいな。優しさを感じる。
[04:33:49.240] 頑張れそう。
[04:33:51.480] いや、さすがにこれ。おお。ま、やっぱつく波動ぐらいはやってくれないとな。
[04:34:01.760] 1
[04:34:01.879] 人じゃないわ。
[04:34:05.080] 逃がさないよ。
[04:34:07.320] 声出してこう。
[04:34:11.039] この人は味方なんだ?
[04:34:12.719] この人味方。この人味方よ。ワンのラスボスだったけどワンの世界から
[04:34:17.879] 100年経ってるから。
[04:34:18.760] これはワンのラスボスの竜王のひです。ひはもう
[04:34:22.959] 力を
[04:34:23.760] 仲間なんです。
[04:34:25.080] 見ててよ。
[04:34:27.480] 頑張れそう。
[04:34:32.879] 邪魔でひない。
[04:34:36.160] いるわけねえだろ。できるかな。
[04:34:37.920] あ、
[04:34:40.879] 何?
[04:34:44.119] 1
[04:34:44.279] 人じゃないわ。
[04:34:46.320] 逃がさないよ。
[04:34:49.119] あ、絶対そっちの方がいいじゃん。
[04:34:52.080] こんなのはどうだ?
[04:34:53.680] いやあ、一稼動結構うざいね。
[04:35:02.914] [音楽]1
[04:35:03.359] 人じゃないわ。
[04:35:04.959] いや、命令した方がいいかな。なんか命令しよっか。なんかね、味けないね。
[04:35:09.160] 逃がさないよ。
[04:35:10.359] もうこいつ。
[04:35:10.799] もうこれしかやんなくなっちゃっ
[04:35:18.480] 行くぞ。おお。ちょっと命令するわ。命令にしよう。あ、呪文が。あ、なるほど。呪文が使えなかったんだね。ま、じゃあやってみな。
[04:35:31.959] 見ててよ。
[04:35:32.600] じゃあ見せてみな。お、いいね。出してこう。
[04:35:40.520] あ、え、これ意外と強くない?ああ、分かった。命令で令しましょう。しょうがねえな。えー、政権好きのあ、え、いや、倍イキルト入れてくんねえとよ。
[04:36:09.039] しょうがねえな。
[04:36:12.320] ま、まさかベホマもそう。[音楽]
[04:36:17.799] それはないよ。
[04:36:19.359] ベホマ
[04:36:21.000] 助かったよ。力を
[04:36:25.520] 声出してこう。
[04:36:28.400] こんなのはどうだ?お手波拝見
[04:36:32.199] あべ。集中の気がしない。
[04:36:36.879] うん。やっぱりこれよ。
[04:36:39.719] やっぱりこれ、これやってりゃいいんだから。
[04:36:46.039] これなんだよね。結局
[04:36:49.799] どうかしら。
[04:36:54.320] 声出してこう。どうだ?
[04:37:01.639] あ、マジックバリアが。
[04:37:03.680] マジックバリアが
[04:37:05.760] な。2507
[04:37:11.000] まあ、どうせ本気出してくんでしょ。本気出してくんでしょ。どうせ
[04:37:20.600] ふ。思った以上だ。出会った頃とは天と地の差だな。もおう。
[04:37:30.119] 誰もお前たちを勇者の卵とは弱い。
[04:37:35.400] じゃ、ひさんより私たちの方が強いってことでいいの?
[04:37:39.000] 確かに確かに全然おじいちゃんより強い。
[04:37:41.426] [笑い]
[04:37:42.680] それはちょっとと気が早いな。
[04:37:44.879] 本気出してくんでしょ?どうせ?
[04:37:45.959] まだお前たちに取り戻してもらった真の力を見せておらぬぞ。
[04:37:52.639] 来るか?ちと
[04:37:55.959] 来るぞ。
[04:37:56.561] く来くる。
[04:37:57.199] この姿になるのは初めて言え。わしも手加減できわからぬが。
[04:38:07.439] おお。意外とすっとな。う、白い
[04:38:14.920] ひさん大変です。龍の姿になっちゃってます。
[04:38:20.959] すげえ
[04:38:22.000] かっけの誠の姿、
[04:38:26.439] お前たちのおかげで取り戻すことができたのだ。
[04:38:30.119] お、かっこいいじゃん。感謝し。演出。
[04:38:33.439] いい演出。白くなってんのいいね。やっぱ闇じゃないからね。
[04:38:37.119] のと意を継ぐもだもんね。[笑い]
[04:38:39.760] そっちの方がなるギじゃ。
