[00:00:32.680] わこつ
[02:00:18.639] 遊戯会馬場のうちがU
[02:00:20.239] のコスプレして出てくるやつなんだっけ?
[02:00:22.880] 何それ?ちょ、ピッキーちょっと残して欲しいけどな。これピッキー残しで行きたいな。倒しちゃうんで。
[02:00:35.040] ローラー
[02:00:35.960] 倒しちゃうんですよね。上下みたいなやつね。
[02:00:45.800] あれコナミコマンドでしょだってあれちょっともう
[02:00:52.440] 1レベ上かんない?
[02:00:53.400] グックスまでしかわからんわ。ルール含めて。
[02:00:56.040] 俺もそう。GX
[02:00:56.800] までしかわかんない。それ以降はもうシンクロってもう全然わかんないわ。スターダストドラゴンとかのやつあれ全然わかんない。うわ、やべ。
[02:01:11.079] スラボガもHP100
[02:01:19.079] アンティークアゴーレム編シンクロならなんとかおじさんはライトロードとイービルヒーローでギリよペンデ
[02:01:27.520] ライトロードもうなんだペンデュラムってペンデュラム消化もうあのイ贄のことリースって言い出したあたりからもう終わったなと思ったの俺はイ贄のことをリースとか言い出して何を言ってるの?イ贄で
[02:01:40.719] でしょ。
[02:01:41.400] アドバンス召喚
[02:01:42.360] なんで?アドバイ生贄召喚だろ?
[02:01:44.119] 見切り早い。
[02:01:46.239] なんだそれって?アドバンス召喚だったらもうその召喚も変えろよ。だったらこれちょピキさん仲間にしたいんでちょっと燻製ていいすか?
[02:02:00.239] 言葉なんて言うんや。
[02:02:01.480] 本当だよな。ピッキー残し頼むよ。おいおい。
[02:02:08.199] だからなんでピッキーやっちゃうんだよ。
[02:02:12.800] ガガガキゴ5GBガガガキゴね。
[02:02:17.599] ちょっと窓ハンド落としで行ってくれよ。
[02:02:19.719] 窓ハンド落しで。
[02:02:28.560] オ。あ、間違えた。危ね。えっと、
[02:02:31.880] ガンガン
[02:02:35.560] 色
[02:02:37.280] 命。ここちょっともさすがにちょっとここ
[02:02:41.199] でさ、骨つき肉使うのはさ、ちょっと
[02:02:43.840] もったいないから。燻
[02:02:49.440] さすがに
[02:02:52.360] ここではあんま似てねえな、今日。
[02:02:55.880] 今日あんま似てなそう。ああ、
[02:02:58.760] 来た。
[02:03:01.079] 山ほどブラックマジシャンあったけど親戚のが金所に全部あげたわ。状態綺麗だったからあげなきゃよかった。
[02:03:07.960] 今あげなかったんちゃ
[02:03:10.079] 今あげなかったらとんでもないことなんじゃない?これ。あ、もうめんどくせえ。もう名前つけんの?パキン。お前の名前パキンな。
[02:03:27.480] [笑い]
[02:03:34.639] よし。こい。
[02:03:36.440] こんだけいたらいいよな。なんてさがこんな答するなんて夢にも思わん。
[02:03:41.235] [音楽]
[02:03:42.599] いや、思わねえよ。思わねえ。俺も全部捨ちゃったもん。
[02:03:45.199] カードもバブってきて。
[02:03:47.480] 何バブってくるって?バブリー?バブリーってこと?いや、もうなんかカードえぐいよね。最近めちゃめちゃなんかもう投資の怖いよな。
[02:03:57.800] ポケモンカードとか平気でなんか何十万とかするじゃん。持ってたけどな。あんな昔のやつ全部捨てたけどもったいねえ。
[02:04:08.440] おじオです。
[02:04:10.199] バブってるね。
[02:04:10.920] なんてスリーブになんてレンでワゴムで十字にしたんだ。
[02:04:14.640] [笑い]
[02:04:15.239] わゴム十字あるよね。ワゴム十字で普通に俺あの公園のコンクリの床にジャッつってやつよ。
[02:04:23.810] [笑い]
[02:04:24.400] ジャジっつってカード伏せてジャリジャリ
[02:04:27.199] ジャリってやつ。もうボコボコになってた
[02:04:29.320] 。
[02:04:42.679] まあ今の当時の綺麗に残ってる人はすごい
[02:04:44.760] よね。ま、何でもだけど。レトロゲーム
[02:04:46.119] もそうだけどね。レトロゲームとかもそう
[02:04:48.360] だけど。楽しかったな。まあそれが1番
[02:04:50.520] 楽しかったんだよ。してるやつだけ
[02:04:52.360] ファイルに入れてた。あったな、ファイル
[02:04:54.960] な。
[02:04:58.400] ま、あんくらいが楽しいんよ、結局。
[02:05:01.159] アくらいが結局楽しいんだよ。こんな
[02:05:03.920] なんか価値がどうとかどうでも良くて
[02:05:08.119] 純粋に楽しんでる時が一番楽しんだ。
[02:05:09.960] ポケモンとかもそうだよな。ポケモンとか
[02:05:12.280] もよなんかあの
[02:05:16.159] 育成とかどうでも良くて育成とかどうでも
[02:05:18.760] 良くてさ、もう好きなポケモンでもう
[02:05:21.639] 付き勝ってやんのが一番楽しいんだよ。
[02:05:23.880] レックーザに嫌い切り覚えさせんだから俺。
[02:05:26.159] ガキのお
[02:05:27.079] レックーザにい切り覚えさせんだから。うん。いいや、こいつ別に使わねえしつって。レックーザのことあの嫌い切りとかあの曰砕きと覚させたよ。もうそろ行きますか?もうそろ行ってもいいっしょ。もうそろ行ってもいいっしょ。
[02:05:31.931] [笑い]
[02:06:00.119] ちょっとここでじゃあもう行きますわ。これホレベル上がんねえかな?あ、来た。オケー。よし、これでさすがにさすがにこれでもう行く。さすがにこれでもう行きますわ。じゃあちょっとボス行きます。
[02:06:09.960] に波のりダイビング滝きのり覚えさせちまってただのホエル王にさせたことあるわ。
[02:06:15.440] いいね。それでいいんだよ。
[02:06:24.639] ね、これさ、種ってどうしたらいいの?種って食べちゃった方がいいかな?これ種もったいねえ気もするけどな。ちょっとね。ま、いや、行こう。行きます。ダーにする。
[02:06:36.777] [笑い]
[02:06:38.079] あるよ、たぬき。どっかどこだっけ?どっかどっかあるな。
[02:06:41.159] こな間だ発掘したやつかたき。あれ
[02:06:46.119] 3つでさ、2600
[02:06:47.719] 円で買わねえかなあ。たぬき
[02:06:51.079] 3つで2600円で売ってやるよ。
[02:06:55.559] 笑笑グい。
[02:06:57.737] [笑い]
[02:06:58.360] いや、マジでグいって。マジで
[02:07:00.520] 2600
[02:07:01.159] 円も価値ねえからあれ本当に。あ、あ、ゴレムス来たよ。ゴレムス。
[02:07:11.960] これ行けるよね、さすがに。え、行けるよね、これさ、全滅とかねえよな、さすがにな。行くわ。ちょっと待って欲しいんだな。
[02:07:22.400] 風切ってる。
[02:07:23.159] いや、か、もうこのこれだからけいいよ。かけだって。かけだってかけダメだったら俺死ぬってことでしょ。ここは通すわけにはいかないんだな。
[02:07:23.938] [笑い]
[02:07:35.400] なぜかと言うと僕はここを通すなと言われた街の用人棒ゴーレムのゴレムスなんだからな。お背景凝ってるね。
[02:07:37.693] [音楽]
[02:07:47.360] ト、
[02:07:48.239] これあれトンニー。よかったな。待って。全然え、待って。なんだこれ?全然な。
[02:07:52.758] [笑い]
[02:07:59.440] リアルメルキド。ええやん。
[02:08:00.960] メルキド。メルキドメ銃な。
[02:08:04.360] ちなみにちなみにメルキド市面あでもあまあまあ余裕だわ。魔
[02:08:13.199] な。一時期俺の配信で流行ったよね。
[02:08:15.280] それ仮面魔獣マスクのエルレイザー弱体化の仮面しあじゃないすかなんすか余裕
[02:08:16.338] [笑い]
[02:08:29.679] 中黒は必須
[02:08:31.559] 中黒必須
[02:08:32.520] おナイス
[02:08:33.960] いいぜ来た
[02:08:36.040] 名前何しようかな何しようかな
[02:08:38.480] んちゃニメちゃまんちゃめちゃまんちゃめもう読むの疲れた
[02:08:43.960] ググーグヤザ岩を
[02:08:47.599] えーどうしようかな。
[02:08:50.400] ボスも仲間になるん?
[02:08:51.800] そう、ボスも仲間になる。なんならボスは確定で仲間になるやつ仲間やつが決まってる。イベントというかもう決まってるから。ええ、
[02:09:03.840] ど
[02:09:05.464] [笑い]
[02:09:06.320] どひどいな。ターハがご
[02:09:10.679] ええ。
[02:09:13.324] [鼻息]
[02:09:14.360] の歩き方でるわ。瓦
[02:09:17.320] 歴瓦礫があ
[02:09:21.440] 顔でか
[02:09:23.280] なあ。これモンスターの名前がよ。アンバー。
[02:09:32.960] ゴンニー
[02:09:34.079] ごいいね。ごにごじゃん。[笑い]
[02:09:40.179] [笑い]
[02:09:41.559] ゴニーにしようよ。ゴンニー
[02:09:45.320] ちっちゃいって。おい、ちっちゃいねえの
[02:09:47.599] かよ。ちっちゃいわ。あるじゃん。ゴに
[02:09:51.679] あ、いい。ゴにいいね。ゴに
[02:09:54.840] 終わる。ゴーレもは2だっけ
[02:09:59.079] 連れてく。え、どうしよう。連れてく。
[02:10:02.480] 攻撃がいる。43。うわ、でもちょっと
[02:10:05.960] 弱い。ああ、ちょっと弱いけど。52どう
[02:10:09.880] しよう。レベル5なんだ。
[02:10:12.559] うわあ、でもなんか
[02:10:13.360] ちょっと弱い。
[02:10:14.239] ちょっと弱いね。攻撃力43504
[02:10:17.960] でもレベル5
[02:10:18.800] だからね。うわ、どうしよう。どうする?例えばホイみんはいるじゃん。絶対
[02:10:32.239] ホイミン外せしな
[02:10:33.679] なあ。テロってまあもうワンチャンすらもう
[02:10:38.639] 悩ましい。
[02:10:39.679] 仲間になりゴレムスという名前捨ててゴンニーとして生きるなら来てもいいぞってなかなかえぐいこと。もう読
[02:10:46.400] お前はゴニだ。
[02:10:48.880] 悩ましいね。テロテロレベル
[02:10:50.440] 10
[02:10:50.679] になんねえとな。とりあえずゴニ下げでテロ程度がレベル
[02:10:55.920] 10になったら5
[02:10:57.520] 人入れよっか。うん。うん。それで行こう。それで行こう。
[02:11:03.520] ま、誰かが落ちてもゴンニーが後ろにいるというこ感あるから。おい、なんでお前ゴレムスな乗った?お前はゴニーだろうが。何てめえゴレムスまだ名乗ってんだよ。お前はゴニだよ。転生したんだよ。
[02:11:12.535] [鼻息]
[02:11:17.199] 笑笑
[02:11:18.000] なんでこいつまだゴレムス名乗ってんの?せっかく買ったのに町には入れないんだな。
[02:11:24.719] マジか。
[02:11:25.599] まあゴニだろ。この町はゴレムス君が見てる幻なんだな。
[02:11:30.480] だから中に入ることはできないんだなって
[02:11:32.280] 。あれ言葉遣いが変なきた。さあ、帰るん
[02:11:34.760] だ。可愛い。
[02:11:38.559] また棒可愛いっすね、やっぱり。
[02:11:42.559] うわ、今日背合行けるか?どうだろう?
[02:11:48.280] その小さな体で倒すとはまさに小さな巨人
[02:11:50.800] 。さすがのゴーレムもその後にかかれば
[02:11:53.159] 石コ同然というわけか。ゴーレムの石コ
[02:11:55.520] などぞ手でお手玉というわけじゃな。それ
[02:11:58.520] 言いすぎ。これ好き。
[02:12:00.079] この流れ好き。ここ世界レベルジャッピー。
[02:12:06.679] あ、ちょっとさ、あれしようぜ。あれ、それ正解。ちょっと待って。これちょっとあのさすがにもうちょっと預けに行くわ。あれメダル預けに行こう。ちょっとアイテム引っ迫してる。
