[00:00:15.360] ひひひちゃまうすんの
[03:05:43.920] KチャンネルからDM来て、あの、以前
[03:05:46.560] 言ってくれたあのイやらないんですか?
[03:05:49.080] みたいなこと[笑い]言てあ
[03:05:53.399] 全然考えてないやて。あの、僕がやっても
[03:05:56.720] いいですか?ダブル[笑い]
[03:05:59.399] あ、全然全然いいよ、いいよ。ああ、もう
[03:06:01.239] もう全然あのKチャンネル主催にし
[03:06:04.000] ちゃおう。
[03:06:05.120] のもう丸投げありがとういちゃん本当に行動力
[03:06:06.568] [笑い]
[03:06:09.920] その前ロケハしたんやで。
[03:06:11.760] その前にロケハしたの?
[03:06:12.680] 語なの?
[03:06:14.840] 茶まげ語。あ、ま、敬語、敬語使うよ。でも敬語使うよ、けいちゃん俺に。あ、でも普段に別に普段あれだけど敬語使う時もある。そう。で、俺がリーダーシッぺなのに全く何もやってない。
[03:06:20.979] [音楽]
[03:06:30.804] [笑い]
[03:06:33.040] まあまあまあこと誘われたんで、ま、出ますわな。出ますわな。俺もうあれあれなんだも俺あのマイクラマイクラ買い直さなきゃいけないんだよ。なんかマイクラ俺前配信でやったじゃん。
[03:06:43.600] PC
[03:06:43.880] 版やったじゃん。参加型で死んだらリセットでエンダー倒すまで寝られません。
[03:06:48.359] ええ?何それ?リスナー参加型なの?あ、ごめん。全然聞いてなかった。そうなんだ。あ、リスナー参加型なん?あ、そうな。あ、じゃない。あ、じゃなくて、あ、じゃなくてロケハがね、ロケハがね、
[03:06:53.074] [笑い]
[03:06:59.920] ロケハね。
[03:07:00.640] あ、ロケハがね。
[03:07:01.640] でもそうそうそうであのなんかあのさ
[03:07:06.120] PC
[03:07:06.399] 版のマイクラなんかさ、あのもやんもジャングもやんがさ、なんか人狼またあの買収されてさなんか
[03:07:15.439] Micros
[03:07:15.640] rったじゃん時に買なんかメールが
[03:07:19.200] 1
[03:07:19.359] つ飛んできてもやんのアカウントでマイクラ買ってた人は
[03:07:24.520] 3日以内にこのURL
[03:07:26.000] からダウンロードしてくださいみたいなのが来てて全然知らなくてダウンロードしそびれ
[03:07:30.479] で、もう1回買うはめになった。いや
[03:07:33.029] [笑い]、それひどない?それひどない?
[03:07:35.160] それ何?そのそんなんGmailなんて
[03:07:38.399] 普段そんなん確認せんて
[03:07:43.680] 。前買ってた人はもうそのURL期限切れ
[03:07:47.200] ちゃったら、ま、買い直しなんだよ。
[03:07:49.239] 54000円ぐらいすんのにもったいねえ
[03:07:51.319] 。
[03:07:52.880] ま、買い直しますけどもね。そう。やる
[03:07:55.160] から。うん。で、それでよかったら、ま、
[03:07:57.279] また俺もなんかもうね、前みたいにあの、
[03:08:00.880] マイクラの配信やってもいいかなと思って
[03:08:03.720] 。マイクラちょっとやりてえしね。なんか
[03:08:05.359] やりてえし。うん。
[03:08:09.399] そうなんでやんす。そうなんでやんす。
[03:08:12.920] 乳首がか、でな、
[03:08:16.600] これなんで乳首これ右だけ痒いねん。これ
[03:08:18.920] 何なんだろう?マジで病気かな?なんか
[03:08:21.200] 痒いね。ちにじゃないからね、これ。
[03:08:24.720] 乳首感じないもん、俺。乳首感じ。乳首
[03:08:28.160] 感じない。マジで全然こ感じない。くすぐったいのはあるよ。トライアゲくすぐったいのはあるけどってすごない?できるやつだけでだって感じるってことでしょ?無理無理無理無理無理無理やで。飽きるって途中で。
[03:08:47.960] デブは特部感じがち。自分では無理やな。
[03:08:51.080] まあ、まあ、人、ま、ま、そらさ、そらそにって
[03:08:55.520] 1人でやることだからね。
[03:08:57.680] 誰かに触ってもらってたらもうそれはもうエッチですからよろしくお願いします。そこんとこ
[03:09:03.960] 1つ。ここは1つ。1
[03:09:06.680] 人でやっててさね、達することできないやろ。ま、中にいるんだろうな。できるやつもな。
[03:09:13.560] 力説。
[03:09:14.479] 力、力説、力説。[笑い]
[03:09:18.640] 人をいじってもらったらそれはちにでは
[03:09:21.680] ないということでドラクやってきます。
[03:09:23.479] はい、よろしく。マイクラの配信も
[03:09:26.080] よろしく。
[03:09:28.600] あ、やべ、変なやつした。ちょっと待って
[03:09:30.200] 。
[03:09:33.840] さあ、やっていこう。さあ、やっていこう
[03:09:36.120] 。なんだっけで?ああ、なんか神の石が
[03:09:40.239] あだこうだな。取り行けますわ。取り行き
[03:09:42.600] ますわ。行けばいいんでしょ?行けば。あ
[03:09:45.239] 、猶よ。宿屋あった。お宿屋宿屋はないか
[03:09:48.720] 。
[03:09:50.960] なんでワイプ大きくやねん、この
[03:09:52.399] タイミングで。
[03:10:01.439] どうも
[03:10:04.040] じゃもう2度20顎がほらもう出て
[03:10:06.640] きちゃったもん。
[03:10:09.160] でもさちっちゃったよな。20顎もっと
[03:10:11.800] あったで俺こんくらったからな。
[03:10:16.200] 全盛紀、全盛紀チバゲーム
[03:10:19.640] 20はバカったからね。
[03:10:21.000] 痩せたと思う。
[03:10:22.000] うん。痩せたよ。11
[03:10:23.120] キ痩せたもんだって。
[03:10:24.040] そんピアス開けたらタプー入れたくならねえ。いや、なるけどでもね、仕事俺あの仕事とかやっぱあるしね。いや、別にタトゥーは全然いいと思うん。うん。俺
[03:10:35.520] 11kmやった。半年で。
[03:10:37.600] 11kmてもこれやで。どんだけ前太ってて。例え入れたくなるけど。うん。
[03:10:46.080] 入れれるんだったら入れるよね。でもやっぱ仕事もあるし。てか俺お風呂好きだしね。俺戦闘とか行くし。
[03:10:51.359] よ獣長袖でタプ可いいけど温泉入られ。
[03:10:54.771] [音楽]
[03:10:55.479] そうなんだ。そうなんよ。そうなんよ。やっぱ温泉とか入りたいから。うん。入れられるんだったら全然抵抗はない。全然抵抗はないね。入ってる人のことも。てか友達に入ってるのとかやっぱいるし。バンドやってたらな。そんなんいっぱいいるし。
[03:11:12.920] あと無理受けられへんのも困る。
[03:11:15.040] ああ。あ、そうかもね。MRI
[03:11:17.080] もしがっつり背中におきな恋人中長袖では派ぶ。そうな、そうだな。もうなんなら俺たまにもう半袖で寝ちゃう時あるしなあ。風呂上がりであったかい時ほとんど大丈夫よ。
[03:11:28.177] [笑い]
[03:11:33.600] 相なんだ。ま、でもな
[03:11:35.319] りたいものが思いつかない。
[03:11:36.720] ま、それもそう。うん。確かにそれもそう。なんかそのせっかく掘るんならこうなんか意味のあるもん掘りたいもんね。
[03:11:44.319] ないんだよね、今。別に俺そんな
[03:11:45.479] 今はもう大丈夫って言われて。
[03:11:47.160] あ、そうなんだ。まあでもやっぱうわ、サウナとか好きだしね。温泉戦闘好きだからさ。
[03:11:56.600] 風呂入れたら入れられるな。
[03:11:58.279] ま、でも俺は仕事的に無理だからな。チカはいいね。チカ滅べ。ここに。これさ、あのヤザのあれみたいにさ、ここにさ、あのチ川とさ、蜂割の入れべ。
[03:12:02.237] [笑い]
[03:12:10.920] ここにこうやって
[03:12:13.720] や。
[03:12:14.720] 笑笑。
[03:12:16.640] あのよりじゃなくて和ボりで
[03:12:19.268] [笑い]
[03:12:20.279] 洋風のタトゥーじゃなくて入れ済みで掘るべ。こうやって
[03:12:22.720] キャラクター入れてる人も多いよ。
[03:12:24.520] ま、多いよね。多いけどさ、あれこそだからかなりなんかキャラクター入れちゃうってなかなかすごいよな。
[03:12:35.040] もうそれも入れなきゃならボりがいい。あの血液の血にあの
[03:12:45.160] 異性の胃に
[03:12:48.520] チカ難しいやつで。あ、間違った。俺命令セロな。
[03:12:54.120] 10
[03:12:54.359] 年経ったら死にたくなるだろ。
[03:12:56.604] [笑い]
[03:12:58.680] そうだな。そうだね。
[03:13:02.160] だから、ま、入れたけり入れりゃいいと思うしね。別にね、全然
[03:13:08.394] [笑い]
[03:13:11.000] あれくない?あれ結構俺あれ結構エッチだと思うわ。陰門、あの、あれだろ?ここにここにあのここ映んであの足が足が短くてあの
[03:13:11.668] [叫び声]
[03:13:26.078] [笑い]
[03:13:27.600] だめだ。笑笑。
[03:13:28.720] 足がでくて
[03:13:29.880] 切り戦。
[03:13:30.840] あれエッジよね。あれエッチよね。
[03:13:33.600] 笑笑。う、
[03:13:35.040] あれエッジよな。
[03:13:37.600] あれエッチなんよ。
[03:13:40.080] さあ、
[03:13:40.640] あ、エッチなんよな。あれエッチなんよな。
[03:13:44.239] やったわね。
[03:13:45.399] エッチなんよな。エッチなんすわ。あれ好き。
[03:13:50.313] [笑い]
[03:13:58.520] タいね。エだね。
[03:14:02.120] せア。
[03:14:03.520] これどこ行けばいいの?あっち。あ、あっち側すか。あっち側ってどうやって行くの?これ出る場所間違えたね。でもなかなか日本じゃね、タトゥーって。
[03:14:23.399] 問入れてるって告白されたらどんな顔しているかわからんわ。笑
[03:14:26.994] [笑い]
[03:14:27.840] あの本当になんかなんかその例えばだけど
[03:14:34.160] 風呂で見てにするし
[03:14:35.960] そのなんかその一屋だけの付き合いでやったらめっちゃテンション上がるんよ。ただ自分の彼女に入ったら超やだね。そ
[03:14:47.954] [笑い]
[03:14:50.200] 1やだけどね。
[03:14:51.399] あれだったらテンションバ上がる。バカ上がるけど
[03:14:55.120] お前マジかエロつって終わるけどそれで順上がって終わるけど自分の彼女が入れすらやだな。自分の彼女せらきついわ。俺の知り合いのバンドマンさ。
[03:15:02.364] [笑い]
[03:15:12.845] [笑い]あの、俺の知り合いのバンドマン
[03:15:16.560] であんまりあの、バンド名言わ言うとあれ
[03:15:19.960] かもしんないけど、あの、知り合のバンド
[03:15:22.720] マンのフロントマンバンドで本気でやっ
[03:15:25.000] てくつって。じゃ、気合いに入れて手首に
[03:15:27.439] バンド名掘るつってさ。ま、バンド名の
[03:15:30.920] 略勝がNDなのね。なんちゃら、え、なん
[03:15:34.640] ちゃら、なんちゃらで。NDなんだけど。
[03:15:36.120] そ、NDって入れたんだけどさ、そのバカ
[03:15:37.800] すぎてさ、Nが逆やのよ。[笑い]
[03:15:41.359] あれ?あれは?あれはあかんで。堀しも教えてあげてや、それ。
[03:15:46.040] 笑笑。
[03:15:46.760] え、堀しもそれ教えたってや。え、これ逆あ、でも意味あるのかなって。でも思っちゃうよ。でも思っちゃうよな。でも思っちゃうよな。意味あるのかな?あ、そういう
[03:15:57.399] そういうあれなのかなっていう。
[03:15:59.239] 逆にかっこいいかも。
[03:16:00.520] 逆にかっこいいか。逆にかっこいいか。
[03:16:03.936] [音楽]
[03:16:04.439] これどどこに行けばいいの?ん?どっから出てきた?こかっこいいか。
[03:16:14.760] おさんって書くみたいな。
[03:16:16.640] ああ、まあまあまあるな。あのターン
[03:16:19.199] AとかR
[03:16:19.920] とかもね、逆に書くのあるしね。ま、それ意図してやったんだったらいいけど。あいつはあのあ、ミスっちったよつって笑ってたけどあ、バカなんだなと思って。あ、良かった。
