[00:00:11.559] Да
[04:34:47.600] 残りの金は全部ロケランと。
[04:34:59.439] オ、よしよし
[04:35:02.160] よしよしよしよしよし。
[04:35:15.000] なんだかなあ。なんかこのラストのこの何
[04:35:19.359] 遊園地今から入るってこまただいぶしんど
[04:35:22.719] そうやね。多分投げんだろうな。
[04:35:26.119] ダンジョンがイベンイベントシーンまで
[04:35:28.879] めっちゃ長いんだろうな。
[04:35:33.719] 腹立つぐらいでもBGMかっけえな。
[04:35:38.160] なんでこんなよ。
[04:35:42.959] 配信向きのゲーム
[04:35:45.600] どこがやねん。全然向いてないって。全然向いてないけどやるんです。文句言っても好きだから。好きだから文句言ってます。うん。車止めとけよ。
[04:36:07.000] 視聴率より愛を取る男。
[04:36:08.639] そういうこと。
[04:36:18.760] あ、やべえ。お金がねえ。
[04:36:20.039] なかなか長いで末え長くな。
[04:36:23.160] やべ、お金ないや。買ってきちゃった。泣がな。
[04:36:27.600] SD
[04:36:28.240] がなかなか長いで末長くな。出ましたよ。皆さんどうですか?やも目だるいな、これ。
[04:36:36.639] お金ちょっとお金がないやんか。あ、待って。違う。まいっか。お金が
[04:36:48.080] 2位。金がなかった。
[04:36:50.879] 500円も取られるんかい。
[04:36:55.879] 金ねえんだわ。
[04:36:56.879] 金ねえんだわ。なだ本当に。
[04:37:07.400] だあ、もうだるいな。
[04:37:18.279] え、
[04:37:21.959] こ、こいつはやだ。俺こいつはもう戦え
[04:37:24.039] へん。いや、この、このやだ。このこいつ
[04:37:26.039] はやだ。まだせめてあのお前お前お前お前
[04:37:29.520] やお前お前お前。よし。
[04:37:59.840] こんな俺の顔見ておもろい
[04:38:03.561] そうだ。俺の顔を巨大化しておもろいかね。あ、でもこれデカワイプやって思うんだよ。顔ちっちゃくなったと思うわ。マジで。マジで顔ちっちゃくなったと思うわ。
[04:38:19.600] もうワイプ小さくお茶いいんじゃない?
[04:38:22.561] 逆にね。でも好きなのだってもっともっとだって画面有率あったもん。顔でかすぎて。
[04:38:31.000] 顔がでかすぎてもっと画面埋まってたもん。顔で後ろの棚見えんかったよね。
[04:38:41.680] 顔でかすぎて。そう。顔でかすぎて後ろの棚見えんかったよ。
[04:38:46.320] ちっちゃく見えてたもんね。
[04:38:47.680] うん。そう。見えんかった。ふモやん。
[04:39:01.039] 部屋が狭く感じるっていう
[04:39:05.400] 球体液晶ええな。
[04:39:07.160] あれえやろ。あれえやろ。
[04:39:13.359] 買いたいのに売ってない。
[04:39:14.879] え、メルカリとか探せば売ってるよ。高いかもしんない。楽見のワールドアイってやつな。学見のワールドアイってやつあげねえばか。
[04:39:24.840] まだあげるってあげるか。楽見のワールドアイってやつ。
[04:39:30.600] あれ買った時ドラゴンクエスト
[04:39:32.199] 4やったの。あれよかった。
[04:39:33.959] 何何何?買った時ドラゴンクエストなんだっけ?何あれって何?あれ良かったって何が?ドラゴンクエストのやったのあれ。ちょっと俺毒解力ねえからわかんねえ。毒力
[04:39:46.680] クエスト4の画面。
[04:39:49.280] ああ、球体液晶。ああ、あの今も流れるよ。
[04:39:54.400] 今あれ多分よく見えないと思うけど、今
[04:39:56.240] あれ多分マザー2のマザー2の
[04:39:58.400] オープニングが流れてる。ドラあのま、
[04:40:01.320] 多分ね、ずっと待ってればランダムで
[04:40:03.040] 流れる。俺が好きなゲームの
[04:40:05.000] オープニングっ入れてあるから。ほら、
[04:40:07.480] マザー2。あれはさすがに分かるから。
[04:40:12.958] ドラゴンクエスト4も多分流れると思う。
[04:40:14.718] すげ
[04:40:17.280] めっちゃいよね。本当はもっと目立すとこ
[04:40:19.440] に置きたいんだけど、置く場所がなくてさ
[04:40:21.000] 。
[04:40:22.080] だから多分ちょっと俺棚が全部来たらちょっとここの後ろにでっかい棚が置いちゃおうかなと思う。あ、でもそれでもあ、そしたら映んねんか。雑談の画面じゃないと映んない。
[04:40:30.560] もったいない。
[04:40:32.040] 雑談ほとんどしねえのにもったいないよね。もっとなんか目立すとこに。
[04:40:36.878] この辺何条だろうな。
[04:40:38.520] 86ではないと思うんだよな。6
[04:40:40.600] の次って何条?7
[04:40:42.000] か。今アホなこと聞いたな。
[04:40:45.080] 8ぐらいあんじゃない?
[04:40:46.958] 7.5ぐらいだったかな?確かなんか
[04:40:48.840] 7.5とか8
[04:40:50.680] ぐらい青なこと聞いた。今ね
[04:40:54.080] 6の次って何もそれ7やろ?
[04:40:57.040] 7.5だったと思うよ。
[04:40:58.638] 調べてみる。
[04:40:59.760] いや、怖いな。調べてみる。
[04:41:01.638] 6の次な。
[04:41:06.440] はい。入りますよ。
[04:41:15.160] なんな7cmぐらいのなら1万で
[04:41:18.440] Amazon
[04:41:18.798] になった。あった。アパート。
[04:41:21.320] え、何それ?7cmぐらいのなら17cm
[04:41:23.718] って何が?え、球体球体液晶の
[04:41:26.760] 7cm。
[04:41:27.280] そんなちっちゃいのなんの?逆に欲しいな。ちっちゃい方が。あれバカでけえんだよ、あれ。あれでかくてさ、置く場所ねえんだよ。
[04:41:34.760] こんくらいのここら辺に置けたらめっちゃ
[04:41:36.240] 良くない?可愛くない?
[04:41:39.240] え、シドガーデンはサウスエリアとノース
[04:41:40.760] エリア2つに分かれています。ここは
[04:41:41.958] サウスエリアです。ノースエリアの方が
[04:41:43.760] 大きいですけどね。あ、そう。なんで動物
[04:41:46.520] 園やねん。急に
[04:41:49.160] どういう世界やねん。おい、初代、おい。
[04:41:52.440] あ、あいつを追っかければいいんか。
[04:41:53.920] 初代ポケモン、おい、見て。初代ポケモン
[04:41:55.840] のあの初代ポケモンのハイドルポンプや。
[04:41:59.520] シシ初代ポケモンのハイドルポンプみたいな誰にも伝わりませんと。はい。誰にも伝わりませんとね。
[04:42:17.520] わかるよ。
[04:42:18.440] あ、おじ反応せや。ママイスクリーブ。ママはアイスクリームじゃありません。
[04:42:29.680] メリークリスマス。良いクリスマスも。あ、やっぱクリスマスのトイレです。
[04:42:33.878] 先生良くないな。すいません。シャッター押してもらさだめ。そう。ケッチ。
[04:42:40.680] えっと
[04:42:41.638] ね、先生やトイレじゃありませんなんて言いながらな。夜はどうなんでしょうかね。つってバカろ。バカ野郎。やっていきます。よろしくお願いします。
[04:43:03.240] バイオ、バイオカルスアイスクリームは
[04:43:05.160] いかが?ドリアン、タラコ、熱パラ味も
[04:43:07.560] あります。まずそう。
[04:43:10.718] タラコ味のタらコ味のあ、ちょっとうま
[04:43:14.958] そうか?ちょっとうまそうかもな。
[04:43:17.280] タラコ味のアイスクリームなんかまヨ、明太マヨ、明よみたいな感じで兄ちゃん
[04:43:26.520] A
[04:43:26.638] から出しとんな。ジャンカーならへんか?え、あんたジャンカーか。これはお味それいいたしました。
[04:43:31.638] ナポリタン味のガリガリ。
[04:43:33.280] あれゴミだったな。あれゴミだったな。マジでな。あのコンポタージはまだギリ食えた。ロボットレビューは今休間でございますね。
[04:43:44.040] ロボットレビュー
[04:43:45.638] コンポタージは好きだった。
[04:43:47.360] まだ食えたな。なんで俺こんなとこ来てんねん。
[04:43:59.760] 動物園がラストなの?
[04:44:17.440] お前なんやねん。
[04:44:20.080] 楽しんでおられますか?血げシード博士。
[04:44:22.760] お菓しのものは見つかりましたか?パンダ
[04:44:24.840] のスタイルをしてみました。シード博士
[04:44:27.760] 調子に乗るやちゃんか。ジェミーは我々の
[04:44:30.760] 手の中にある。こいつなんか情緒おかしく
[04:44:32.878] ね?
[04:44:34.560] お前が、お前だら調子乗ってんの?お前が
[04:44:37.560] 調子乗ってるんだろ?ジェミーやは我々の
[04:44:40.440] 手の中にある。あの辺りをかき回っても
[04:44:42.520] 無駄。この辺りをかき回っても無駄だ。
[04:44:44.120] 貴様は記憶がないんだからな。
[04:44:47.840] なんやねんそれ。
[04:44:56.798] え、パンダがどうかしましたか?
[04:45:03.560] え、どうすんのこれ?
[04:45:09.200] ん?
[04:45:13.680] 向こう側に行くのかな
[04:45:27.360] いや、行けない。
[04:45:28.360] なんだ?どうすんの?これ
[04:45:39.600] ちゃどうすんの?
[04:45:42.320] 行ける場所ないよね?ん?あ、ここに階段あったわ。見えずれえ。
[04:46:00.240] なんやねんな。なんさっきからあいつ
[04:46:05.000] 遅いな。ナ者確かサウスステーションで
[04:46:07.200] 待ち合わせなんだかな。
[04:46:18.440] な、なんなんこれ?何?お、乗って。あ、
[04:46:33.000] 何をされてる方なの?
[04:46:34.440] うん。何待ちの時間?おい、どっか行っちゃったよ。おい、このモノレルは酸素エリアルとノースエリアを結ぶ高速で結ぶ有乱戦です。ノースステーションへ直行します。
[04:46:47.840] 無料でお乗りになられます。ノ通ステ行きましょう。行きましょう。
[04:46:57.440] hik
[04:46:59.440] さすが後ろ
[04:47:01.160] やりましょう。て何モニター?
[04:47:03.638] え?後ろのって何モニター?だから楽見のワールドアイだって。学見のワールドアイネオだっけな?なんかわかわかんない。
[04:47:13.120] そんなそんな感じのやつなんか
[04:47:14.400] IPSば
[04:47:15.840] あ、ええ、わかんない。そういうのわかんない。そういうのわかんない。難しい。何?うん。な
[04:47:26.400] んだろうね。あれくらいだっけ?
[04:47:28.080] いや、そんなしなかった。俺が買った時は
[04:47:29.600] 9000
[04:47:29.840] 円ぐらいで中買ったけどだ。なんかその後なんかプレミアついてめっちゃ高くなっちゃったけど
[04:47:34.878] Amazonで4万で売ってた。俺
[04:47:40.080] 9000円で買ったべ。中古
[04:47:44.958] モノレールの車体は中ブライナ1号を
[04:47:47.440] デフォルメしてるんだよ。2022年頃
[04:47:51.000] までは1万あそんだもん勝ったな。その頃
[04:47:53.718] だもん。その頃いやいやそも後なわかん
[04:47:56.040] ないけどなんかね、そうTwitterで
[04:47:58.920] なんかバズっちゃったんだよね。なんか
[04:48:00.480] あの
[04:48:01.080] 先の名
[04:48:02.120] なんか普通にこれあの楽が出るからなんか
[04:48:05.000] 理下室とかで使うなんか地球儀なのよ。
