[00:00:31.199] おしゃ、毒。
[02:22:44.920] だる。笑。
[02:22:57.720] うわ、
[02:23:00.040] ま、
[02:23:03.080] ごめん。ちょっとこれさ、いや、回復もし
[02:23:05.319] てえけど、ちょっとジャンプ上げるわ。
[02:23:06.520] さすがに
[02:23:10.120] さすがに無理だ。
[02:23:13.080] え、でも無理だもんな。
[02:23:18.240] 乗れないか。
[02:23:35.240] いや、これ相当タイミングしびぞ。
[02:23:47.399] ちびいよ、これ。
[02:24:03.439] ちゃま君本当申し訳ないんだけど難しそうに見えない。え?
[02:24:10.640] いやいやいや、これめっちゃむずいからね。しかも待ってもこれで無理だって。どうやって倒すねん。
[02:24:35.160] 嘘。おい、おい、おい、おい。
[02:24:54.439] ブレジュムプ。
[02:24:55.399] これは
[02:24:57.399] これイらつくわ。笑。
[02:25:01.479] これは来たね。ちょっとさ、すいません。ちょっとあの
[02:25:06.600] 10
[02:25:08.240] 米カートリッチのさ、ちょっとさ、ちょっと
[02:25:13.040] 10
[02:25:13.279] 米カートリッチでさ、なんかそのこれバックアップ、
[02:25:16.399] バックアップ以外にもなんかさ、
[02:25:18.560] 10倍。
[02:25:19.840] そう、10倍。10倍。カートリッチ。
[02:25:22.960] これでなんかさ、まだなんかできんのあん
[02:25:25.720] だよね、色々。ちょっと待って。これウス
[02:25:27.319] 何ができんだろう?
[02:25:29.520] このね、このなんか早み表があるのよ。
[02:25:32.560] このゲームごとにゲームごとにこの上に
[02:25:35.800] 書いてあるこのシークレット機能とか
[02:25:38.200] なんかゲームセーブとかポーズ
[02:25:40.680] スローモーションとかなんかステージ2
[02:25:42.439] 選択とかなんかそういうのがよ。
[02:25:44.800] これが横にで、こっちの軸がこのゲーム
[02:25:47.840] 全部入りのあるのかい?
[02:25:49.319] ゲームでゲームでそれで何が対応してるかってのが書いたんでうシャスは何ができるの?ウシャスどこ?ウシャスはポーズ。ま、ポーズなんかできるだろ。駒送り、スローモーションステージ数できるんだ。ステージ数選択やらないけど。で、画面セーブ完全アップ。
[02:26:10.680] あんまり、あんまり、あんまり意味ねえな
[02:26:14.160] ちゃうんだよね。俺がやりたいのって。
[02:26:15.760] あの、ステージ数セレクトとかじゃないん
[02:26:18.880] だよ。あの、このなんて言うのね、
[02:26:22.479] パラメーターなんだよね。パラメーターを
[02:26:26.040] 維持させて欲しいんだよな。
[02:26:30.160] いや、そうか。
[02:26:37.439] ちなみにさ、ステージ2ってさ、稼ぎどこ
[02:26:40.399] あったっけ?さっきステージ3だった
[02:26:42.000] じゃん。いや、ステージ2からやるか。
[02:26:44.920] ステージ2でどっかで稼ぎまくって。
[02:26:48.000] ステージ2のあのあそこでさ、やっぱさ、
[02:26:49.800] 3000ぐらい稼いでさ、ステージ2の
[02:26:53.000] パスワード忘せちゃったな。何だっけ?何
[02:26:54.760] ?何?ルーインズだっけ?
[02:26:57.560] 何ルーインズだったかな?ちょっと待って
[02:26:59.479] ね。
[02:27:02.720] えっと、10場。
[02:27:11.120] こっからやるしかないんじゃない?間違え
[02:27:13.279] てった。何?間違えてた。今こっからやる
[02:27:16.200] しかないな。ちょっとステージさんは
[02:27:18.359] あまりにもちょっと稼ぎどころがなさ
[02:27:19.920] すぎる。
[02:27:29.800] え、なんでなんで入れてるよね?何が違う
[02:27:32.520] んだ。も腹ラッパーも本当の遺跡の名前な
[02:27:35.439] の好きです。え、そうなんだ。
[02:27:37.200] スペース。
[02:27:38.359] あ、スペース抜けてた。あ、そうなんだ。腹ラっぱ遺跡ってのがあるんだ。へえ。式出たね。白式やね。シバなんか文字化けしてんだけど。文字化けしてるね。もうい、文字化けして。文字化けしてるのはそっちの都合だろう。おい、文字化けしてるのは都合だろかい。
[02:28:05.720] なんでこれで俺が間違ってま、間違ってる扱いされなあかんねん。おいおいおいおいおい。文字化けしてるのはそっちの都合やろか。なんでこれ文字化けしちゃうの?
[02:28:18.960] みさ
[02:28:20.359] なんでこれ文字化けしちゃうんだ?
[02:28:21.600] A売ってない。
[02:28:22.920] A売ってない。A売ってA
[02:28:24.319] 打ってないよ。だって
[02:28:26.040] UとA間違えないでしょ。
[02:28:30.479] JUあ、入った。
[02:28:33.279] BA10
[02:28:37.640] ル
[02:28:39.359] うん。オあ、いった。
[02:28:44.120] まあもうこっからやるしかねえよな。
[02:28:48.080] ここのどっかで稼ぐ。あのどこだっけ?
[02:28:49.880] あのさっきのさ、
[02:28:52.520] あれどこだったっけ?あの階段で稼げる
[02:28:54.640] ところウ
[02:28:59.080] 。なんかウィットが久しぶりだわ。
[02:29:01.760] ウィットがなんか久しぶりだわ。
[02:29:07.080] ああ、そこまで行くのが大変だよね。
[02:29:23.359] どこだったかな?でもこのステージだよ。
[02:29:26.399] 多分
[02:29:28.319] またここでちょっと30分貯めるわ。
[02:29:31.720] 30分ためい。
[02:29:34.279] ブグムはマジでブグムはいい。ブグムがいいね。
[02:29:39.880] ててててレててルテルルルルルルルルルルルルルクテクめっちゃ
[02:30:01.840] いいな。マジでここの2番目の曲もいいよ
[02:30:04.840] ね。はい。ここははい。地獄の地獄の稼ぎ
[02:30:08.080] が始まった。
[02:30:08.920] ちゃニメ茶どぷンのが始まりましたよ。
[02:30:17.479] これ1時半まで
[02:30:19.680] 1時半までな、これ。
[02:30:22.200] 1時半まで。これで
[02:30:23.279] のクオリティとクソゲードは比例する。
[02:30:25.439] いや、マジでそうだよ。マジでそう。あ、これ俺ね、決してうシャスはクソゲーじゃない。マジでよくできてる。
[02:30:33.760] マジでよくできてるゲームだと思う。これすごくない?このゲーム。
[02:30:38.680] MSX
[02:30:39.319] でここまでやるかっていうクソゲーじゃないよ、全然。とりあえずスピード上げさせて。
[02:30:45.960] 左に見えますのはクソです。
[02:30:48.200] そう、左に見えてのはクッソね。この出てきてるやつ。これクッソね。泣きのメロディがいい。
[02:30:55.520] デデキテクテクテクテクテク
[02:31:13.960] なんかなあ
[02:31:18.120] ちょっとずつさ、
[02:31:20.520] 前はなんか配信再開した時はなんなんか
[02:31:25.640] もう配信長くてもちょっと1時までで
[02:31:28.000] 終わろうとか思ってたんだけどなんか
[02:31:30.319] ちょっとずつ後ろにずれてってんねんな。
[02:31:34.680] ちょっとずつ後ろにずれてんな。じわじわ
[02:31:38.160] と。お前らしめしめと思んだろ。
[02:31:42.920] 閉めしめと思んだろ歴史。笑笑
[02:31:46.520] これでまた俺が睡眠不足
[02:31:48.840] に陥ってゲーム
[02:31:50.680] を楽しめなくなって半年休むはめになるん
[02:31:52.800] だぞ。いつも先に寝てる。
[02:31:57.680] いいよな。お前らは羨ましいよ。チマゲームという
[02:32:03.880] 心の中を読まないで。笑。
[02:32:06.960] チャ魔ゲームを第3
[02:32:08.200] 者視点で見れる君たちが俺は羨ましいよ。こんな面白い配信者羨ましいね。俺は見ることできないんだから。チマゲームを。こんなおもろい配信者いいな。いいな。いい暇つぶしだろ。
[02:32:28.200] 時代に生まれてよかった。しかも、しかもそんな有名じゃないし。自分で言ってて悲しいけど。そんな有名じゃないしね。なんか適度にコメントできるしね。いや、これがあれよ。もうコメントなんか読めないような有名配信者だったらなかなかね。
[02:32:52.840] なかなかね、あれだけどないよ、こんな配信者。大切にしないよ、本当に。むしろコメントしないと寂しがるしな。
[02:33:08.240] 可愛いだろ。そういうとこも。そういうとこも憎めないだろ。
[02:33:11.960] 読んでもらうことになれすぎちまった。
[02:33:15.600] 本当だよ。コメント読んでもらって当たり前なんと思ってんだから。いや、ま、いい。
[02:33:20.600] 当たり前ですよ。僕ごときの配信者がコメント読み逃すなんて。ま、読み逃すけど。ガンガン読み逃すし。なんならなんなら意識して読まないのもあるし。あ、これ読まんどこ。明らかにコメの
[02:33:33.560] するじゃんね。茶まく
[02:33:35.960] 明らかに全然読めるコメのスピードなのに読まない時あるからね。あ、これ読まねえ。全然より襟り好みしますから。
[02:33:49.399] ま、でもこのコメント欄に残ってんのは別に読まれなくても何とも思わない人たちだと思ってるからな。多分ね、コメント読まれない。俺に最初俺の配信に来てちょっとコメントして
[02:34:04.760] 何とも思わないわけじゃない。
[02:34:06.319] なんかそうちょっとはなんか思ってんの?
[02:34:10.800] いいや。怒ってるよ。怒ってる。怒ってる。怒ってる。
[02:34:14.479] まあまあでもそんなその程度じゃん。その程度でしょ。
[02:34:17.000] でも本当にむっとしたら来なくなるからな。みんなな。
[02:34:21.760] 高確率でコメント飛ばしてんなって思った配信はフォロー除して。
[02:34:26.880] 嘘でしょ?本当?え、待って。俺さ、リスナーの気持ちがわかんないんだけどさ、コメント俺あの人の配信見てもコメントなんかあの全くしないからあれなんだけど、え、やっぱコメントって読まれなかったらそういう感じ?
[02:34:42.319] こう言っておかないと雑に扱われるから言わなきゃ。
[02:34:47.319] わかんないんだけどやっぱまでも
[02:34:49.760] リスナーじりしてるくせに自分がいじらせてめんどくせえのとかいるし。
[02:34:54.319] ああ、なるほどなるほどなるほどね。なるほどね。
[02:35:00.200] 邪まげに人の心は分からぬ。
[02:35:02.160] わかんないわ。
[02:35:09.279] 元々抜粋してる人もいるけど、自分だけ一生読み飛ばされてたら。
[02:35:15.080] あ、そうそうそうそうそう。それはそれはそれはこっちも気にする。そのね、気持ちはわかるね。そのなんかそのね、やっぱね、俺もコメント全部さ、ちゃ集中してる時とかバーってコメントさ、
[02:35:29.680] あの、バーってコメント流れてる時とかさ、やっぱどうしても全部読めないじゃん。
[02:35:33.279] 全部読める人は読めるすごいと思うんだけど、まーブルとかすげえなと思うんだけどでもやっぱりあ、今誰々のコメント読めなかったな。で、
[02:35:41.800] 2
[02:35:42.000] 回目来てまたわってなった時にあ、でもさっき例えばね、例えばだけどイぞさんのコメント読めなかったから次は読もうってやっぱそれは考えるよ、俺も。
[02:35:49.279] でもから言うとマジでたまたま重なそうだよ。そうなんだよ。やっぱね、
[02:35:54.560] 優しいね。
[02:35:55.319] 意識外のいや、本当に優しいのは全員読むことだ。
[02:35:59.080] マーブルの配信はすごい
[02:36:01.520] ちゃま
[02:36:02.600] でもね。それは全部読むのが
