[00:00:15.719] ポコっす。
[02:17:46.519] さ行かないんすよ。さくちゃんはあのね、やとくっつくわけですよ。いや、それもいいんだよ。ボルトめっちゃおもろいからね。言っとくけど。ボルトめっちゃおもろい。で、
[02:18:01.000] あんたたち
[02:18:01.519] ごめん。じゃあ何って
[02:18:02.559] 先ほど魔物を倒すために黙って出てこうとしたのじゃ。
[02:18:07.200] え、こいつじゃんだよな。
[02:18:08.679] よかった。失恋した女の子。
[02:18:10.760] なかったんだ。
[02:18:13.639] あ、ちなみに点々はまだ独身ね。ては周り全員結婚してるけど。面白いって
[02:18:19.880] 全然あの周り全員結婚してるけど点々だけはボルトが一番面白い。めっちゃ面白いでしたね。ナルトの息子って乾き最近のやつね。
[02:18:36.719] 遺伝の能力。あれってなんだっけ?あのナルトの妹がボルトの妹が百んだよな。ザブザ。
[02:18:46.719] あんたたちは昔わしの一族を何の見返り助けてくれた若者。ジんじゃん。じゃんじゃん。
[02:19:00.080] 遠い昔のことで姿が
[02:19:06.160] 強い石を宿したあの目だけは忘れまい。
[02:19:11.880] 見たらじゃ彼らに見ておる。
[02:19:16.000] そう考えてオンリーで戦うあんたたちに頼みたいんじゃ。
[02:19:21.559] どうかわしの誓を引き継いで元境たる魔物を退治してくれぬか。
[02:19:29.280] ええ、でかすごい。これでもなんかこれジャンだとしたらなんかアイラがここにいるのちょっと熱くね?熱くねえか?あ、熱くねえか。普通に寝取られたと先の子供なもんな。熱くや。あ、あわ。何?何?何?何?牙
[02:19:49.120] そうか。これ本してないのか
[02:19:53.600] ならばわ
[02:19:55.280] そうだよな。だからじゃ
[02:19:57.080] 230年ぐらいしかないてことだな。寝
[02:19:59.160] られた女と男の子孫
[02:20:00.960] 最悪やん。
[02:20:02.600] この塔の下の貝で万が一に備えて小舟を用意しておいた。
[02:20:08.880] よかったら使ってくれ。
[02:20:10.880] あ、牙バってもしかしてこのガボガボのこと
[02:20:14.160] ガボのこと言ってる。
[02:20:15.439] 確かに牙の牙の原型みたいな
[02:20:18.160] どっちにも顔似てるの辛すぎ。
[02:20:20.479] それからこいつも持っていく。
[02:20:22.640] おかげあるんだろうな。祈りの指輪。
[02:20:28.000] その指輪はまあわしにとってのお守りじゃ。ご利役は確かじゃぞ。わしの誓を引き継いでくれるのじゃからな。これくらいはさせてくれ。
[02:20:41.359] そこはピンクパール欲しかった。
[02:20:46.960] 使用済み。
[02:20:48.439] 使用済み。ピンクパールな
[02:20:49.840] ねえ
[02:20:51.080] え。なんで
[02:20:52.399] こいつがジャンであることをなんで誰もなんで誰も言及しないの?これ絶対ジャんやろ。
[02:21:00.920] え、なんでそのことを誰も
[02:21:03.479] ええ、
[02:21:04.399] なんでそのことを誰も言わないの?
[02:21:06.160] ああ、
[02:21:09.960] 気まずいから。
[02:21:11.920] 気まずいからなのかな。やっぱりやっぱアイラがいることをちょっと気まずいと思ってんのかな、やっぱ。
[02:21:16.319] はい。
[02:21:17.560] 笑笑。
[02:21:21.319] そういうことなんかやっぱり。あ、セーブし。あ、セーブしよう。ま、でも確かに気まずいよな。
[02:21:27.479] たらキーファの代わりに殴られると思ってる。
[02:21:31.319] やっぱりあれはやっぱり悪いって思ってたんだよ、みんな。
[02:21:40.040] え、ちなみにこのアイ、あのライとライとキーファの子供だよって。
[02:21:46.359] ライラとキーファの子供ですって。
[02:21:48.720] ガモ。
[02:21:54.160] 申し訳ない。なんか申し訳なくなってきたな。
[02:21:56.000] おむおむじゃん。くん見てる。
[02:22:05.399] じゃ、ちょっと、ま、じゃ、まあまあでも
[02:22:07.680] 他ならぬジャンの頼みだったらな。しょう
[02:22:11.040] がねえ。助けに行ってやるか。
[02:22:17.760] 一切一切みやこい
[02:22:21.479] のかよ。ここは水水浸しになってていいの
[02:22:23.960] かよ。ジャんのみだけは聞いてあげなく
[02:22:27.280] ちゃ。ちょっとあの、俺らも悪いことし
[02:22:29.000] てるからね。
[02:22:34.880] あ、いや、これはいいんかい?
[02:22:39.160] いや、これはいいんかい?
[02:22:49.399] これ回ってた骨をアイラが引き継いる説も
[02:22:52.880] あったらしいけど関係。あ、そうなんだ。
[02:22:55.760] これなんかさっき帰らしい。
[02:22:58.399] アイラがなんか仲間になった時
[02:23:07.200] いや、もうゴールデンスライブめっちゃ出てくるやん。
[02:23:11.920] 山内な。山内な。
[02:23:19.760] はまけね。
[02:23:22.960] ま、どっちもなんだけど。どっちもなんだけど。
[02:23:29.000] もういいよ。こいつらの相手すんのだるいって。そんな強ないんやから。い、
[02:23:33.240] もうガボがスライム呼びしかやんなくなっちゃったよ。も、
[02:23:38.560] 1
[02:23:38.720] 回受けが良かったからて同じこと繰り返すやつや。
[02:23:41.200] ま、ざっとこんなもんね。気に入ってるねん。
[02:23:45.960] 成功体験になってしまった。せ、成功体験すりおじさんになっちゃったよ。
[02:23:52.120] ガボが
[02:23:52.920] もう味しないね。
[02:23:56.359] 最初に俺があんなびっくりしちゃったから。え、ゴールデンスレイブ出るじゃんて言ったらもうガボが、もうガボがそれしかやんなくなっちゃったよ。ほらにもなりますと。
[02:24:08.279] 振り注げ。
[02:24:09.240] どなすんねん。この空気
[02:24:14.080] 楽勝。
[02:24:17.880] 職業レベル上がんないな、全然。
[02:24:19.960] やっぱ上級色ってさ、上がりにくいんかね。
[02:24:24.600] 育て方失敗したね。
[02:24:29.760] そ、こて失敗。これ突然レの腕の技が熱くなり輝き出した。は?何それ?え、俺に腕の?え、こんな、え、急、急に何?腕のって?え、そんな話あったっけ?何?俺の
[02:24:45.399] あったか?
[02:24:46.200] お、なんだ俺の腕の技って?ドラク
[02:24:48.120] 11やん。
[02:24:51.880] お、お、お、お、お、お、お。なんかクソ、クソしべえタンブラーのこのマークじゃん。
[02:24:59.439] クソしべえ。クソしべえタンブラーのこのマークや。
[02:25:02.439] 何だったのよ、今の。普通じゃないわよ。あんたの。も、この渦も伏線回収来たね。
[02:25:10.680] 800円です。これ
[02:25:11.760] 漢字の水。キってたよ。お前の技が羨ましかった。
[02:25:15.760] え、嘘?そんなの言ってた?そんな言ってた。何この朝?
[02:25:21.760] タンブラー買っといてよかった。ま、なくてもいいけど。
[02:25:25.399] 800円の。
[02:25:26.600] 800円のですけど。
[02:25:27.960] セリアにありそう。
[02:25:32.880] セリアやりそう。
[02:25:33.800] 腕のがこの大を作ったってこととにかく変よ。
[02:25:40.279] 聞いてますやん。マリベル姉さん。うん。うんって頷かれたし。
[02:25:45.160] 頷いてんじゃねえよ。海底都市にやってまいりました。うん。
[02:25:50.920] おお。生きた人間を見るのは何百で無理なのかな。わしたちはこの年が沈められた時に都市と運命を灯したものです。え、海の魔人グラコスの呪いによって今もこうして海の底に閉まりつけられてるんです。
[02:26:04.960] グラコスは元々島1
[02:26:06.479] つを沈めるほどの恐ろしい力を持った魔物です。ですが大陸
[02:26:10.600] 1
[02:26:10.720] つを海に沈めるほどの力を持ったのはつい最近のこと。
[02:26:15.880] 存在感ありすぎるよな。
[02:26:28.920] んくねえ。
[02:26:32.880] 海の中ってロマンチックなはずなのに。ここはなんだか嫌な空気ね。海の中なのに自然と不思議と息はできるのね。でもこれ鼻に水が入ってくる。嫌ね。気持ち悪い。
[02:26:43.680] あ、水の中なんだ、これ。え、水の中って
[02:26:46.040] いう設定なの?
[02:26:48.279] エヴァンゲリオンのああLCLみたいな
[02:26:50.120] 感じ。シけ
[02:26:53.520] て
[02:26:55.120] 死になさい。
[02:26:59.960] 言ってない。
[02:27:03.760] 大人のキスよ。
[02:27:08.240] 帰ったら続きをしましょう。ちジ君、あなた体験あなたのとこ好きとけるのやめてくれる。
[02:27:17.439] あ、ありがとう。知りなさい。あの確かに言ってないけどこれに近いことは言いました。これに近いことは言いました。エヴァで乗って戦って
[02:27:31.760] あなたの後
[02:27:32.720] そして死ななさいみたいなそんなことは言ってる。
[02:27:36.840] そして死になさいみたいなことは言ってる。
[02:27:40.640] 死ねさって言って言ってるやん。
[02:27:42.960] え、でも言ってまジ言ってるよ。あのエヴァに乗ってこのまま何もしないんだったらエヴァに乗って戦ってそして死になさいみたいな言ってると思う。言ってたと思うよ。
[02:27:56.279] 急激で言ってなかったかな?はいきます。これ
[02:27:59.479] なんか
[02:28:00.479] なんかこれあれあれっぽいわ。あれだと思うわ。なんかこれあれだと思う。
[02:28:04.120] なんかこれ前半の山場だと思います、これ多分。これ多分結構強いでしょ?これ結構強いでしょ、これ。多分前半の山場ですね。行ってきます。
[02:28:17.080] 山ん場。ブラコロ
[02:28:19.359] 俺似て
[02:28:20.520] 似とるの?俺に
[02:28:23.319] 俺に似てるな。次のコスプレで行くか。わっかの次はグラコスで行くか。
[02:28:31.200] 笑笑なんか唇ないな。
[02:28:34.160] 笑笑。
[02:28:35.000] あ、本当だ。唇がない。色も合わせてきてる。オレンジ色で。
[02:28:39.479] 海底は全て。我が庭も同じ。貴様がここに来ること。その目的も宣告知よ。
[02:28:52.439] 緑のパーカー。
[02:28:55.000] 緑のパーカー来て。
[02:28:56.319] 貴様らも見たであろう。この海底にとわれし。
[02:29:02.479] こんなアイコンと一致
[02:29:07.120] あんな連中で監視の目としてくの役には立つわけだ。それとおもちゃくらいにはな。
[02:29:17.960] こいつめっちゃめっちゃこんな酔うで。そんなんだ。お前自分の揺れで酔うだろ。お前そんな揺れたら
[02:29:25.439] 自分も似てる。
[02:29:26.800] 似てねえよ俺。そんな感じか。
[02:29:31.240] あ、何?
