[00:00:29.080] あ。
[02:47:27.840] あの、このなんて言うの?あの、
[02:47:31.760] この
[02:47:33.560] リクエスト枠のをなんか朝チャップして
[02:47:37.600] ちょっと次リクエスト枠やる、どうするっ
[02:47:39.880] ていうところなんすよ。
[02:47:42.359] シルバーサーファーはだってもうみんな
[02:47:44.600] 分かってますやん。もう今更
[02:47:47.439] 別に別に今更シルバーサーファー
[02:47:52.720] こす。いやも、あの、リクエストやらない
[02:47:55.000] とかじゃなくて、今ね、アタチップする
[02:47:57.720] 必要もないというか、もうみんな分かっ
[02:48:00.520] てるもんだって。
[02:48:03.720] ちょっとやるじゃ、ちょっとだけ
[02:48:09.399] 音で
[02:48:11.520] 音い
[02:48:15.640] 。
[02:48:17.880] いや、まあ、いいけど。曲いいけど。
[02:48:21.760] マーベルなんや。
[02:48:23.479] そう、マーベルのキャラだよ。映画にも出てくるらしいよ。ブーブーブー。
[02:48:33.560] いや、いいけど。確かに。ボップルボプボップ。ルイルボプボップ。ほん
[02:48:38.920] 確かに曲いいんだけどな。
[02:48:45.359] きっこ男せ。きっこ男せ。きっこ男せ。
[02:48:50.160] 7
[02:48:50.359] 位セックスになってますね、名前が。
[02:48:52.399] 7
[02:48:52.640] 位がセックスになってた。今俺か?俺がやったんかな?
[02:48:55.880] きぬんきっこぬんきっこぬん笑めよう。
[02:49:09.359] ほな次回はこれか。
[02:49:15.040] ベースラインが良すぎるな。
[02:49:19.760] で、もう、あの、アメリカのゲーム、あの、日本で発売されてないゲームなんで、日本語が一切ない。日本語が一切なくて何言ってくか全然わからない。
[02:49:29.920] 低音えぐい。
[02:49:30.960] 低音えぐいよね。で、
[02:49:33.239] ブグムは
[02:49:34.239] で、しかもあのこのロックマンシステムでどれから行ってもいいっていうなんかなんかこれでなんかわかんね。
[02:49:44.960] くチっと
[02:49:50.640] ブグムだけはいい。
[02:49:52.319] 笑笑SEもロックマンぽい。
[02:49:55.000] さあ、やっていこう。早い。かっこいい曲。マジで曲かっ。
[02:50:11.120] 何この曲?こけや。
[02:50:18.479] 低音えぐいよね。あ、俺もね。あ、
[02:50:33.720] 笑笑ダブル。
[02:50:35.160] 俺もうくなったねんて言おうとしたら全然下手だった。
[02:50:41.720] 配信で毎回こするけど、このステージしか
[02:50:44.120] できないっていう。
[02:50:52.120] なんで攻撃アンダースローなんだろうな。
[02:50:56.040] 攻撃がアンダースローな。あ、え、当たっ
[02:50:59.239] たか今?
[02:51:02.720] 足ピン何ですか?足ピンって。
[02:51:06.760] シピンって何?
[02:51:10.080] シビア?
[02:51:11.520] いや、これ当たり判定マジでシビアだから。上行ってみるか。これ上行ってみよう。
[02:51:32.279] これ当たり判定がくそう。クソしびやべえ。
[02:51:36.640] 足ピンは各自調べよう。
[02:51:38.720] あの、もう、あの、このもうなんなんだよ。全然進まねえぞ。
[02:52:03.520] いやいやいやいやいやいや
[02:52:08.080] いやいやいやいや今のダめかい?
[02:52:14.920] 敵が勝てえ。
[02:52:42.640] はいはいはいはい以上です。はい、以上
[02:52:47.120] です。ありがとうございました。
[02:52:49.920] いや、無理だよ、これ。
[02:52:52.560] 無理やな。いや、曲はいいんだけどさ。曲がいいのはわかんだけどさ。え、
[02:53:03.600] 触るのは半年後くらいかな。
[02:53:06.640] ディープダンジョン3
[02:53:08.479] への旅。いや、これもうクソゲーって聞いてんだよな。これもめちゃめちゃクソゲーらしいんだよね。
[02:53:14.680] ちょっとやってみる。
[02:53:16.880] ディープダンジョン3への旅入れてたっけ
[02:53:19.800] ?
[02:53:23.399] あ、入れてねえかもな。
[02:53:30.840] ああ、あった、あった。クソゲーだし
[02:53:33.239] スクエアだしBGMガが運けちょっと待っ
[02:53:35.680] て。しかもやんじゃん
[02:53:40.640] が。
[02:53:43.399] BGMがうんこなんだ。そんなことあるん
[02:53:47.200] だ。なんかすごい目に悪そうなこの
[02:53:52.560] タイトル画面。目おかしなるでこれ。
[02:53:58.880] その夜この国には珍しく嵐に見舞われた。
[02:54:03.120] 雨と風の浮きかれる中で飛び人はひっそり
[02:54:06.520] と夜を過ごした。次の技の剣士は国の1人
[02:54:10.359] のざ抜きで目を覚ました。宿屋の窓から
[02:54:13.680] 除くと昨日はなかったと高い壁が国を
[02:54:16.160] 取り囲んでいたのだった。やがてや宿を出
[02:54:19.359] てみると読みずれえな。北の方に人が
[02:54:22.200] 集まってるのでそこに行くと地下へ続く
[02:54:24.200] 階段の中から傷だらけ傷だらけの男が生出
[02:54:28.399] てきてこの中は魔物でいっぱいだ。しかし
[02:54:32.479] この国では出口がない。だから誰かこの町
[02:54:34.840] を国を国を救ってくれ。そう言って男は
[02:54:37.319] 鍛えた。よし、俺が魔物を打ち倒してやる
[02:54:39.319] ぞ。こう言って名乗りをあげたのは旅の
[02:54:41.439] 若い剣士だった。
[02:54:46.479] そこ止まるんかい?あの映画の映画で1番
[02:54:50.160] 最後監督の名前が止まる時みたいな。
[02:54:54.399] そこ止まるんかい?
[02:54:58.439] メおかしなるこれ。はい、やってきます。
[02:55:01.520] キャラクターを作る。あ、でもなんかレ
[02:55:03.560] 作ってあるよ。キャラクター消しとう。
[02:55:06.960] 一前にセー武機能あるんかい?
[02:55:14.560] 名前は?名前はチャーまで行こう。どこ?
[02:55:17.960] た
[02:55:20.520] 気持ち悪い並び方。
[02:55:23.399] 赤サ
[02:55:25.680] なんでこの気持ち悪い並べ方?これ
[02:55:29.160] 分かりづれえ。
[02:55:31.960] 気持ち悪い並び方だな、これ。どこだか
[02:55:35.399] わかんなくなるよね。
[02:55:37.279] 普通さ、赤さな浜だよね。
[02:55:41.080] 盾にすればいいのに。な
[02:55:42.680] んでなんでこうやって並べたの?気持ち悪い。え、
[02:55:48.680] 2番目の人。2番目の人。
[02:55:52.479] 2番目の人。
[02:55:55.920] 2
[02:55:56.160] 番目の人の職業。まあ、ま、僧侶欲しいよね。やっぱ回復は必要でしょ。あ、いるんだ。
[02:56:06.520] え、
[02:56:08.359] 2番目の人リクエストされた囚人さんに
[02:56:11.840] しようか。
[02:56:17.120] これちっちゃいとこ。
[02:56:23.279] あ、修字になっちゃった。楽天一文字の
[02:56:27.040] タイプね。修字になっちゃいました。修ジ
[02:56:30.680] とあ。
[02:56:32.319] あ、え、囚人って入れようとしたら囚人になっちゃった。え、もう何人作ればいいんだよ、これ。
[02:56:42.680] 俺たちはいつでも
[02:56:44.479] せじゃあだろ、もうこれじゃあだよな。もうな、修字とあだよ。せい、俺たち何人作ればいいんだよ。わか
[02:56:59.319] じゃあもう信だろうか、これは。
[02:57:03.160] のぶ太だろうがここはここ
[02:57:08.920] BGMないんかい?始めます。
[02:57:13.279] バイバイセコ。
[02:57:14.880] バイセコ。バイバイセコ。音うるさ。喋る音でか。何?宿に止まる冒険の記録。パーティーの組み替え外に外に出ます。無理なさらないように。
[02:57:29.160] ルイだ。
[02:57:32.319] うわ、
[02:57:39.560] でしょ?
[02:57:41.680] こういう感じだ。なんか
[02:57:45.279] 俺のベッドの夏用のシーツこんな感サラ
[02:57:50.000] みたいなやつ。サラみたいなやつ。笑笑
[02:57:54.200] こあるよな。
[02:57:55.200] オレンジのベッドのこれシーツこんなの?
[02:57:56.920] ニト
[02:57:58.239] ニトの痛い。壁にぶつかってしまった。え、これさ、だってこれさ、ダンジョンなんでしょ?これだ、あの、あの、今ダンジョンじゃなくてさ、あれだよな。街にいるんだよね、これ。
[02:58:14.840] 街のマッも必要ってこと。街のマッピング
[02:58:18.479] も
[02:58:23.200] 音でかくね?
[02:58:25.600] あれ?この喋りの音でかない?
[02:58:30.840] これ開けれないの?話す。
[02:58:35.040] え、これどうやって開けるの?
[02:58:41.640] え?
[02:58:45.720] あ、
[02:58:48.520] うるせえな。
[02:58:51.319] 喋る音がでけえよ。
[02:58:59.359] え、呪文を覚える
[02:59:01.920] 修字。あなたには教えてあげられないよ。
[02:59:05.160] え、あは
[02:59:07.880] レベルが上がればまた来るといい。
[02:59:11.000] ノブはあなたに教えてあげらんないよ。
[02:59:13.680] だそれ。
[02:59:45.000] 強犬、狂犬が現れたよ、みんな。
[02:59:53.880] ただの動物。
[03:00:00.920] ちっさ
[03:00:06.520] 小さいのちょっと可愛い。笑。
[03:00:10.000] あれ?あ、え、え、え、え、あ、死んだんだけど。え、あ死んだよ。
[03:00:19.120] そうだよ。必殺の
[03:00:30.960] 戦闘バランスやばい。で亀なし。
[03:00:33.760] 必殺の一撃って言って3
[03:00:35.359] しかダメージ与えられてない。
[03:00:40.319] あ、だ。
[03:00:48.479] あ、扉あった。え、向き変えただけで
[03:00:51.479] スライム。
[03:00:54.000] う、いっぱいいるな。
[03:00:56.560] いっぱいいるな。
[03:01:05.080] え、これ死ぬ。
[03:01:11.760] え、
[03:01:23.439] え、絶対叶わなくない?こんなの。
[03:01:28.439] え、
[03:01:30.160] 一撃強すんぎ。
[03:01:36.520] な、
[03:01:36.960] あのテキストの音がうるせえ。それしか
[03:01:42.880] 元じゃ負け知らずなんだけど。
[03:01:44.560] あの、それしか、それしかないっすね、感想が。あの
[03:01:48.520] BGM
[03:01:49.239] ちっちゃくてよ。あのテキストのテリりりがうるせえ。
[03:01:55.800] ピロピロピロピロ。
[03:01:57.040] これめっちゃうるさくない?いや、もう最初からあれなんだ。どうやってレベル上げりゃいいんだよ。
[03:02:05.560] どうやってレベル上げすんだよ。
[03:02:08.479] うるさい。
[03:02:09.560] めっちゃうるさいよね。
[03:02:18.720] 我がにどんなご用ですか?
[03:02:31.080] ん、
[03:02:36.680] 何が?
[03:02:39.120] あの祈りを捧げるってやるとなんか音楽が
[03:02:41.279] 流れるな。
[03:02:47.200] なんか音楽がなり終わる前に操作ができるんだけどな。何なのこれ?
[03:02:54.080] これ一そ、
[03:02:55.640] SE
[03:02:56.239] エフェクト全部省いた方が量作になったんじゃないかな。
[03:03:00.359] なんか曲のクオリティもまあまあ低いしね。いや、ちょっと俺、あ、すいません。
