[00:00:36.399] ひ下
[02:45:46.399] ま、無限コンティニューがあるからなんと
[02:45:47.920] かなってるものの
[02:45:51.240] ンドン。
[02:45:53.800] このBGM噛みすぎるだろ。
[02:45:57.359] ドンドンドンドン
[02:46:01.399] 。
[02:46:06.000] え、やっぱあれなんかな。
[02:46:11.479] コ波み。
[02:46:12.800] あ、そ、やっぱやっぱ
[02:46:15.840] これテルプ復刻版とかあるんですかね?
[02:46:18.439] ああ、これあるね。あのレコード出てるね。レコードあるよ、これ。あのファミコン版のファミコン版のえっとなんだっけ?グラデウス
[02:46:30.319] 2と同じ同じな同時収録されてるんだよ。
[02:46:34.800] A面がファミコン版のグラディウスの
[02:46:37.359] サントラで、B面がMSX版のサントラに
[02:46:40.880] なってんだよ。おつじゃない?結構結構お
[02:46:43.279] つじゃない?それは
[02:46:48.760] MSX音いいよな。音かなり好きだわ。
[02:46:52.439] MSXの
[02:46:55.439] 危ねえ、危ね、危ねえ、危ねえからね。気
[02:46:58.240] をつけてね。
[02:47:01.920] これミサイル必要やわ。
[02:47:06.600] その後ろからう
[02:47:10.080] そういうカップリングとは珍しい。
[02:47:16.080] NSX
[02:47:16.680] って何?バイクだっけ?なんか前も前もそのそれ聞いたな。
[02:47:22.399] NSX
[02:47:23.000] ってなんだっけ?バイクぶねえ。マぽいや。
[02:47:32.359] 車か?車か?危ねえよ。スポーツカーですね。
[02:47:38.800] スポーツカーか。俺その辺全くあれだから。あの、あ、
[02:47:45.840] NSX
[02:47:46.960] 会者。
[02:47:48.279] あ、そうなんだ。やっぱでも
[02:47:50.479] NSXよりMSXですわ。NSXより
[02:47:54.160] MSXですわ。わしは。うん。
[02:48:02.080] 笑笑。
[02:48:03.920] どっちかといえば。よし。危ね。できるだけ。このお前らは来る。お前らは壁を貫通してくる。
[02:48:33.439] このさ、後ろの背景のさ、黄色い星が
[02:48:36.000] めっちゃ見づれえ。マジでこれのせいで
[02:48:39.520] マジで見づらいの敵の弾が。
[02:48:43.479] いや、無理、無理、無理、無理、無理、
[02:48:44.479] 無理、無理、無理、無理。奇跡や、今の。
[02:48:46.359] え、何?今なんかおかしくなかったですか
[02:48:49.880] ?今
[02:48:55.359] 難しい。
[02:49:05.359] 本田の車つったらさ、ステップワゴンぐらいしか出てこないんだけど、俺車も全然知識ないんだよな。レトロゲーに全ぶりして生きてきたからさ。残るんですね。
[02:49:19.200] なんかね、一瞬消えたと思ったんだけど。
[02:49:24.560] え、ステップワゴンしか今日、あの、
[02:49:26.040] わかんないけど。本田は
[02:49:34.640] ん。ちっちゃい頃はね、車好きだったんだ
[02:49:38.200] けどね。車と電車好きだったんだけど
[02:49:43.160] 分かんなくなっちゃったな。うーん。
[02:49:45.680] ちょっとざお話ししながらさせて。お話し
[02:49:50.160] しながらさせてえや。
[02:50:14.439] う
[02:50:16.720] だ。
[02:50:25.160] 難しい。
[02:50:37.120] 1速ぐらいはさ、スピード取っとかねえと
[02:50:40.880] さ。
[02:50:50.080] なあ、もうちょっとこが難うずっとここにいるな。結構結構ない時間もここになっちゃってるな。うん。
[02:51:19.359] BGMので保ってる。
[02:51:21.640] もう、もう、もうあの、あの、あそこに出てくる青いのがめっちゃ早い。ほんまに。
[02:51:28.120] なあ、もう
[02:51:30.120] BGMの良さで繋いでますよ、本当に。
[02:51:33.960] これBGMが全然良くなかったらほんまあ
[02:51:36.479] かんで、このゲーム。グラディウスそう
[02:51:38.960] いうとこある。グラディウス結構色々やっ
[02:51:40.600] てきたけど結構そういうことある。そう
[02:51:42.399] いうとこあるよな。あのBGMがいいから
[02:51:45.920] なんとか続けられるみたいな。
[02:51:50.800] 俺が下手なんだけどさ。俺が下手なのが
[02:51:52.439] 悪いんだけど。お前らがバカ早えからよ。
[02:51:55.520] よし。
[02:51:57.279] で、あいつらもうえぐい。あいつらもう
[02:51:58.960] こう撃ってくるからね。ちゃんと撃って
[02:52:00.720] くるからね。よし。
[02:52:05.120] やめて、やめてよ。やだよ。やだよ。やだ
[02:52:07.239] 。行っちゃいっちゃい。
[02:52:10.439] 危な。危ない危ない。危ないから。危ない
[02:52:13.239] から。それすごいすごいすごい。
[02:52:18.200] 全然進めね。全然進めなくなってきた。
[02:52:21.760] くそ
[02:52:25.040] 笑。
[02:52:26.359] 全然スズメなってきた
[02:52:28.479] 一瞬さ、結構進んだんだけどね。なんかね
[02:52:31.120] 、結構あるんだよね。あの、これ
[02:52:34.640] シューティングゲームやってるとさ、最初
[02:52:36.600] 行けたのにな、1回はまり始めるとなんか
[02:52:39.160] 全然いけなくなるパターン。
[02:52:42.399] 最初全然行けてたのになんか1回詰まると
[02:52:44.720] なんかいけなくなるんだよな。これ
[02:52:46.560] あるあるだわ。
[02:52:50.560] こいつらえぐいからちゃんと倒してで、
[02:52:53.560] この下を行く。
[02:52:58.520] なんで画面こんなカクカクなスクロ、
[02:53:00.560] スクロールなのにさ、あの隕石みたいな
[02:53:03.279] やつだけめちゃくちゃ早く動くの。それ
[02:53:06.200] できるんだったらなんかできそうじゃない
[02:53:07.800] ?スクロールもとんでもねえ速さで動いて
[02:53:10.840] んじゃねえかよ。
[02:53:15.560] あいつらやばいよ。あいつらやばいよ。
[02:53:17.160] あいつら撃ってくる。ほらね。撃って
[02:53:18.200] くるって言ったじゃん。
[02:53:20.800] 分かってんのよ。
[02:53:40.920] これは厳しい戦いですね。
[02:53:43.520] いや、これ相当きりよ。よし。ま、でもね、レトルゲってそんなもんだからね。レトルゲってそんなもんだから。うん。文句言いながらさ、少しずつやるようなもんだから。
[02:54:02.880] これだ。
[02:54:08.960] うん。
[02:54:12.479] また下手くそだけど定期的にやりたくなる
[02:54:15.760] んよね。
[02:54:29.560] 敵の速さがマジ尋常じゃねえぐらい早いから。
[02:54:41.520] レトロゲーの良さは分かります。
[02:54:44.760] そう、レトロゲーはね、やっぱね、な、何なんだろうね。ま、いや、最新のゲームも好きだけどね。全然プレステ
[02:54:50.680] 5とかやるし、
[02:54:52.520] S2
[02:54:53.040] とかも買ったし、ほとんどやってないけど。
[02:55:02.160] 危ないよ。危ないよ。気をつけてよ。
[02:55:09.840] ナイス。よくしていった。今
[02:55:13.479] 気をつけて。気をつけてよ。
[02:55:16.399] 奴ら来るからね。思ったより来るからね、
[02:55:18.399] こいつら。
[02:55:22.200] よしよしよしよしよしよしよしよし。抜け
[02:55:24.479] た。いや、ちょっとスピード欲しいかな。
[02:55:27.439] 足遅くね。めっちゃ足遅い。い、お前ら
[02:55:55.279] 。
[02:56:03.319] ひどいでもなんかさ、今日これ単発でやるとかつったけど、なんここまで来たらさ、なんかクリアまでやりたいよ。
[02:56:34.040] えぐい、えぐい、えぐい、えぐい、えぐい。いや、えぐい、えぐい、えぐいわ。そらも無理ですよ。
[02:56:42.399] クリア耐久何面あるんやろ?
[02:56:46.640] いや、もうクリア耐久はしないけど。クリア耐久はしないけどね。
[02:56:52.680] までやめれません。
[02:56:54.000] やだよ。何面まだあんだろうな、これ。本当にな。何面まであるんだろう。
[02:57:07.760] Kチャンネルは山登ってんだぞ。
[02:57:10.080] 知らねえよ。何?
[02:57:11.640] Kチャンネル今何やっておいて?笑。
[02:57:18.399] クリア耐久はしないわ。普通に普通の配信枠として。
[02:57:23.760] かけてあのやるのはありだと思う。え、嘘?蒼点のあれやってんの?蒼点の白き神のクやってんの?へえ。
[02:57:37.319] それ
[02:57:37.880] やってんだ。また渋いゲームやるな。あれもおもろいけど。あれめっちゃおもろいよね。
[02:57:44.760] 1
[02:57:44.920] 回俺も配信でやったけどあれめっちゃよし。いやもう弾見えてへん。
[02:57:50.960] 今なんかさ、もうて弾出すぎて弾消えてた
[02:57:54.000] やろ。
[02:57:55.160] ねえ、そっちにも落ちぞあるやん。
[02:58:15.120] 男なら折れろ。
[02:58:18.160] 何?何?何?
[02:58:20.560] 男なら相手の落ち度なんかいや、これ相手
[02:58:24.800] が可愛い女の子だったら俺も許すけどさ、
[02:58:26.640] グラディースだもんだって許す義りないよ
[02:58:29.399] ね、別に。
[02:58:31.439] いや、相手が可愛い女の子だって許すよ。
[02:58:33.239] そらあ、いいよ、俺が。うん。わかった。
[02:58:35.680] いいよ。うん。そうだね。グラディウスや
[02:58:38.279] もん、別に。
[02:58:56.080] よしよしよしよしよし。意外とこのこれ当てんのむずいす。よしよしよし。
[02:59:18.200] 気をつけてよ。気をつけ。うわ、早いって
[02:59:21.439] 。このとんでもねえ、この隕石の速さマジ
[02:59:25.000] で
[02:59:29.760] 負けないでも負けない。
[02:59:34.000] 負ける。負けるかもしれん。
[02:59:36.920] 無理かもしれん。うん。
[02:59:47.359] ちょっとごめん。ちょっとさ、ちょっと
[02:59:50.000] これ
[02:59:54.239] やばいっすわ、ちょっと。
[03:00:03.800] 頑張れ、頑張れ。
[03:00:09.200] ちょっとあの
[03:00:13.760] 5分休憩で
[03:00:17.120] 5分休憩。5分休憩ちょっと5分、5
[03:00:20.080] 分休憩させてください。ちょっと
[03:00:21.800] ヤニタイム
[03:00:23.160] ちょっといや兄じゃない。や兄じゃない。
[03:00:25.279] ちょっと気分がちょっと
[03:00:26.560] か
[03:00:27.279] ちょっと外のってくるから
[03:00:31.479] 逃げ
[03:00:31.920] いやむずいって
[03:00:37.120] 女殴ってくる
[03:00:45.040] 笑笑
[03:01:14.680] 。
[03:02:07.239] はい、ここテストに出ます。ダブル。もし
[03:02:10.560] も全国レトロゲームもしがあったら
[03:02:14.200] 時間潰しにどうぞダブル矢印。
[03:03:40.840] い、終わった。
[03:03:48.040] よいしょと。
[03:03:52.120] 行きますよ。やります。はい。あったかい
[03:03:56.720] ね。外もね、あったかいくなりましたね。
[03:03:59.359] 洗濯物がよく乾くわ。
[03:04:02.640] 逃げじゃねえよ。逃げじゃねえよ。女殴ってくる。女殴ったりしないでしょ。チまゲーは
[03:04:16.120] すきした。うん。やっぱりやっぱこうついね。いやいやい、そんなことしないすよ。そんなことしないですけど。そんなことする相手もいませんが。はい。やってきます。
[03:04:29.640] あし、やるぞ。
[03:04:31.800] ファイトです。
[03:04:32.720] クリアしようぜ。ありがとう。
[03:04:34.479] ありがとう。よし、行く。よし。マジでも
[03:04:42.760] BGM
[03:04:43.120] いいな。ドんドンドンデルんデルんルんは。
[03:05:10.960] 集中集中集中
