[00:00:11.719] ちゃまドペペペちゃまドペペペちゃまドペ
[02:35:33.920] たこ焼き食べさせてくれよたこ焼き食べ
[02:35:36.120] たいなめからめ
[02:35:40.000] からおいたこ焼き食べさせてくれよあ食べ
[02:35:43.399] たい
[02:35:46.720] なやってくれ
[02:35:50.200] なんか話してんな始めからペロ1もう1年
[02:35:54.560] 半以上もう前だからねやねなんか誰か
[02:35:57.760] 固まってんだけどな誰か固まってんだよな
[02:36:01.120] そこに
[02:36:04.359] なもちゃんどこ行くの学校行くのどこの
[02:36:07.439] 学校行くのうんとね立の学校立なんて
[02:36:10.760] 金持ちじゃんえ立行くのお母さんがそう
[02:36:14.600] するってそっか行っちゃうんだ君も行こう
[02:36:19.160] よけね行けないよ次郎うちはお金ないから
[02:36:22.040] 無理だ
[02:36:24.200] よのお小遣いあげる
[02:36:27.040] よこんなお前4歳でもう実だなんだって
[02:36:30.880] 言ってんの怖えな最近のガキ
[02:36:35.080] は受ってやつだな立のをなめる
[02:36:42.560] な残酷だななんかめちゃくちゃ
[02:36:48.520] かかる屋やっててさそんな金あんの絶対敵
[02:36:53.479] じゃねえよ
[02:36:55.279] な絶対裏影終あるじゃんじゃなかったら
[02:36:58.479] 私立の学校なんか行かせられる
[02:37:01.520] か嫁さんも金髪のなんか若い感じだったし
[02:37:04.680] ねなんかまわけ分けありそうだ
[02:37:07.279] なおお
[02:37:10.960] 猫お猫すぎるだろ
[02:37:18.520] これなんかずっと固まってる人いるんだ
[02:37:20.840] けどこれ起こさないのこいつ
[02:37:27.880] はお砂で遊びたいなもえちゃん砂遊びし
[02:37:31.200] たいのかなじろくお砂で
[02:37:34.040] 遊ぼううん遊ぼうちょっとこれは捨てた
[02:37:38.680] な
[02:37:40.880] 早くおすなたこ焼きを降りながら変わった
[02:37:44.600] 粉売ってるのかな初めの父親
[02:37:48.439] そう家にさ
[02:37:51.960] あの小麦粉と称して小麦粉の中に隠してる
[02:37:56.040] んだな粉を隠すには粉の
[02:37:58.399] 中エベレストできたわい
[02:38:03.319] エベレストうわいいなハートしか出ねえな
[02:38:06.960] ハートしか出ねえなあそうだ僕ともい
[02:38:09.920] ちゃんの名前を
[02:38:11.960] 描こうそれだけなのか
[02:38:15.080] なおい告白しろって女の子もお
[02:38:22.160] 君も子供の頃は仲良しの娘いたの男
[02:38:28.920] 見せろ中いたよいいたいた近くの
[02:38:32.640] クリーニングじゃない近くの骨員の
[02:38:36.439] 娘骨員のあの娘がいたんだけど娘っちゃん
[02:38:42.600] 上水器買わ
[02:38:45.359] ない変なおじさんだお金ないもんいらない
[02:38:48.720] よ
[02:38:50.520] 美味しい水が飲めるぞまずい水でもいい
[02:38:53.240] もんどかいらないかい怖いよああ泣い
[02:38:58.720] ちゃった
[02:39:01.160] ああんお前子供に何しとるんじゃえっと
[02:39:04.920] これはです
[02:39:06.040] ねおりゃええ
[02:39:10.680] うううわわでっかでっかでっかでっか
[02:39:14.880] でっかでっかでっかでっかでかうわわかわ
[02:39:17.640] わかんない何がってるこれ
[02:39:20.040] 2度とつみせんだ
[02:39:21.439] ボケ子供に
[02:39:27.920] 吸水普通にぶん殴ってたな絶対ヤザじゃ
[02:39:31.479] ちゃんのパパありがとう絶対ヤザ
[02:39:36.160] じゃんどうやってこ殴り慣れ
[02:39:39.399] てる雰囲気作りが大事だよ
[02:39:42.359] ねすごいな笑どこがいいか
[02:39:46.680] なあの1人固まってんな
[02:39:50.720] 1人固まってんの誰も起こさないのなん
[02:39:53.560] あそこ
[02:40:00.120] だえジャングルジムで告白エベレスト
[02:40:04.920] みたいに高いとこ高いとこが好きなんだな
[02:40:06.920] もちゃんはなあいっぱいハート出していい
[02:40:11.040] ぞもう1個ハート出すもう1個
[02:40:21.080] すげすっごい速さできたな
[02:40:25.000] 今言えよもしかしてああいいよ僕もえ
[02:40:29.560] ちゃんがいえいえいいえ行けるいける
[02:40:32.720] けるな次郎君行けるぞお前男じゃないわ
[02:40:38.880] お前男じゃないわこれはゴミ
[02:40:48.240] すぎるこれちょっとないわ次郎お前さすが
[02:40:51.600] 4歳だからそれない
[02:40:57.000] わあ起こすかこれそそろみちゃん帰って
[02:41:00.720] くるからいやええなんでこのこの人なんで
[02:41:03.640] 起こさないのこれ料またなのか
[02:41:07.840] な日雇いだろあんなの今日こそ白いご飯
[02:41:14.160] を食べれるといい
[02:41:16.680] なえちょっとかもしれんあこれあるよな
[02:41:22.319] あの
[02:41:24.479] あの公園の真ん中にこういうなんか乳首出
[02:41:28.040] てる女のあるよなあれだけは許される世界
[02:41:32.319] で一番許された
[02:41:36.359] 乳首たこ焼き食べさせてやって欲しかった
[02:41:38.920] な
[02:41:53.399] あそこででも多分告白する流れがあるん
[02:41:56.279] だろうな多分まだ何かイベントが足りて
[02:41:59.279] ないんだ
[02:42:11.520] よマジで何回も言っても申し訳ないけど
[02:42:15.200] 本当に似てるお猫
[02:42:30.040] あれこれ兄ちゃんの本か
[02:42:32.080] な兄ちゃんの本だ何エロ本
[02:42:39.520] かどんな本か
[02:42:43.640] な何の本それふむふむお前見てわかんの
[02:42:47.240] これ
[02:42:53.319] うわあ面白いえもらおうか
[02:43:06.760] これちゃんバイトああはいバイト変える
[02:43:09.359] 下りね
[02:43:20.600] いやあもうドク吸えねえよ残り物の弁当が
[02:43:24.000] あるじゃんなるほど
[02:43:26.359] だめだけどなそれ本当はなダメだ
[02:43:30.640] けど廃気もらっちゃだめだ
[02:43:33.240] ぞ僕ももらってましもらったことあるけど
[02:43:37.200] 高校戦
[02:43:42.800] とうちのコンビニなんて廃気しか出ねえん
[02:43:46.399] だクソ出るぞ排気マジで
[02:43:52.800] ご飯食べてるから太ってるんだよそか探し
[02:43:55.040] てみる
[02:44:00.520] よ掃除しよう武音そうをもらった友達が
[02:44:05.479] 大学の研究室に持ってきてくれてそれ食い
[02:44:08.600] まくってた
[02:44:10.439] 懐かしいもたいねえよな廃気だなうの音
[02:44:14.840] なんかやばいよ本にあ2
[02:44:19.359] ぐらいんじゃない1日にも捨てるために
[02:44:22.319] 作ってるようなもんだよ
[02:44:26.319] ないい
[02:44:28.560] なそれをなんか
[02:44:31.760] そのきたねバイトのババーとかがその
[02:44:35.240] まんま袋担いで持って帰るサンタクロース
[02:44:37.840] みてにこんな持ち帰って食えない
[02:44:42.720] じゃんあんたらには1つもやらないわよ
[02:44:45.359] みたいな
[02:44:50.600] 靴磨きやってやってない
[02:44:52.760] けどお腹減っ
[02:44:58.080] て子供8人ぐらいおるんよ
[02:45:01.880] 多分子供8人いたらちゃんと仕事した方が
[02:45:04.960] いいよなバイトじゃ
[02:45:08.520] なく廃気懐かしい
[02:45:13.120] な今でも厳しいよね多分俺らの時代よりね
[02:45:17.080] 多分本にえないは昔ももらえなかったもん
[02:45:20.880] ねふうお腹減ったなでもいつものことだし
[02:45:24.000] 仕方ないよねごめんな後でもう1回やから
[02:45:26.240] なってるああそうなん
[02:45:33.680] だまあもったいねえもん
[02:45:43.279] なやおれなこれなんかなんなんかまったり
[02:45:46.640] できていいわ
[02:45:52.279] え次誰行こっか
[02:46:01.960] なセーブ
[02:46:10.840] 長昨日よりでかいハートがの上に
[02:46:16.160] 見えるもう
[02:46:17.920] あの回の配信のなんか技が急所に当たった
[02:46:21.920] 時バカでけえドがドンって出たら誰か
[02:46:26.240] 吸い取ってくれ
[02:46:28.240] よちょっとさヨネクラ起こしたよネクにし
[02:46:32.160] なきゃヨネクラを起こしましたけどどう
[02:46:34.720] するヨネクラえヨネクラ誠31歳たこ焼き
[02:46:38.720] 屋え性格乱暴すぐに暴力で物事を解決
[02:46:42.760] しようとするため周囲には逆らえないえ
[02:46:45.080] たこ焼きを作りとに激しい情熱を持ち新作
[02:46:48.040] の開発に熱心
[02:46:49.399] え花屋の手え相澤とは親友
[02:46:53.680] 関係え米倉なんてミクなんて読むんだろう
[02:46:59.200] ミクでいいのかえカラオケ店店員あそうな
[02:47:02.000] んだえ趣味はパチンコ占いえ携帯電話で
[02:47:04.880] 長電話夫ゆくことが作ったまずいたこ焼き
[02:47:07.520] を食べさせられにうんざりしているえなん
[02:47:09.520] とか外外食で美味しいものを食べたいと
[02:47:11.200] 願って
[02:47:12.920] いる萌5歳趣をえ公園で働く父にくっつい
[02:47:19.399] て公園で遊ぶいつも自分を守ってくれる父
[02:47:21.640] を楽しく思っているえ公園で靴磨きをして
[02:47:24.720] いるババ次郎のことが好きも両思いじゃ
[02:47:27.359] ないかよお前らまよくら1回置いとこっか
[02:47:31.120] なで
[02:47:31.880] もや1人めっちゃ気になるんだよなこれ
[02:47:35.560] こいつめっちゃ気になるんだよ
[02:47:39.279] なこれめっちゃ気になるんだよ
[02:47:43.520] な小もも自殺しようとしてるやん
[02:47:49.439] これあかん
[02:47:50.760] ややろうこれ行くかちょっとごめんその前
[02:47:54.319] にさトイレ行ってるわが出る未来が見え
[02:47:57.000] ないあこいつやる前にハートめちゃめちゃ
[02:48:00.120] ため込みたい気もするけどねこれ初手初手
[02:48:03.760] にぶっさいとさ感ぶっなさないと死ぬよね
[02:48:06.680] 多分下手したらちょトイレ行ってくるわ
[02:48:18.920] T
[02:48:51.040] 実のところこの4味方が一番苦しいのにね
[02:49:18.840] あ
[02:50:17.640] ああ
[02:51:11.319] はいよよいしょ
[02:51:20.359] よしやるかこの今にも死にそうな
[02:51:27.840] 女たらな俺今ハートどんくらい持ってん
[02:51:32.680] だハートを貯めてから来るってのもあり
[02:51:35.880] なんだけどまい回やってみるかやってみる
[02:51:40.840] かあこういうあああこれで見れるん
[02:51:46.560] だどこにいるかが
[02:51:49.239] 誰がどこに前回このフィールドに
[02:51:52.399] あああお父さんかなこれ小森よ多分いるな
[02:51:58.800] ここに
[02:52:02.279] な初期地まあまあ行ってみるかぜ
[02:52:24.840] 小境そしたらお父さんもやりてえな多分
[02:52:28.080] 出版社行くから出版社のやつ起こせるんだ
[02:52:31.200] よな
[02:52:51.600] 小坂令子18歳朝ビーナス
[02:52:56.600] パレスあ何これ
[02:53:01.840] 差し押さえあ差し押さえって書いてあん
[02:53:06.439] なそっかあれかもうお父さんが倒産寸前
[02:53:13.399] で本当はお金持ちだった社長だからなお
[02:53:17.120] 金持ちだったんだけどってことかそれも
[02:53:19.960] 辛いよなもう1度上がった生活水準は下げ
[02:53:23.279] らんないから
[02:53:25.000] ねすげえそんなとこまで差し押さえされ
[02:53:28.520] てんの頭抱えてる
[02:53:34.439] パパベッド差し押えられてるから布団で寝
[02:53:37.319] てんだベッドの下でえ実際なんか食えなく
[02:53:41.640] なる実際
[02:53:43.439] さベッド差し押さえられたら使うのって
[02:53:46.359] ダメなのこうやって寝なきゃいけないの
[02:53:48.439] ベッドに差し押さえられたら差し押さえて
[02:53:51.279] 普通持ってかれるよ
[02:54:00.200] ねトップバリューなんかマジで食えねえよ
[02:54:03.439] なんて差し押さえるの
[02:54:05.319] かトップバリューなんてマジであの俺も
[02:54:09.080] 金持有識者も1mmも金持ちじゃないけど
[02:54:12.239] トップバリューのあのなんかそのレトルト
[02:54:16.160] 食品みたいなマジでまずいと思う
[02:54:18.960] 安いけどね100円のなんか中華丼の元と
[02:54:22.399] かさめっちゃまずいよなびっくりびっくり
[02:54:25.600] する
[02:54:29.439] けどちょっとこれあれだないいやちょっと
[02:54:31.840] ハート出したらこいつあげよういや本当
[02:54:34.120] いい感ぶっ込みたいけど購入の価格が
[02:54:36.560] 20万以上のもが対になる
[02:54:41.359] へそんなちっちゃいもんはさなんねん
[02:54:47.319] だ投入時のものが20万以上のものなんか
