[00:00:00.199] ちゃまぷんちゃにめ
[03:16:11.000] いや、お前、お前らは正直ね、なんとでもないんだよ。なんとでもないんだよ。
[03:16:16.640] お前らはゴミ雑魚が問題はDJ
[03:16:18.199] すげえよな。めんどくせえのが
[03:16:29.120] すげだるいんだよね。
[03:16:35.479] あれ間に合った。危ねえ。
[03:16:38.960] 強え。
[03:16:40.920] 危ねえな。
[03:16:45.720] よいしょ。
[03:16:49.479] オッケー。オッケー。オッケー。よし。あ、宝箱あんじゃん。あ、爆竹いいね。
[03:17:04.030] [音楽]
[03:17:28.960] ああ、足りなかった。よしよしよしよしよしよしよしよしよしよし。
[03:17:42.279] う。よしよしよしよしよしよしよしよし
[03:17:46.239] よしよし
[03:18:04.760] よしおいねいいねアグレッシブでいい
[03:18:09.239] ねあとはなんかあの今
[03:18:13.600] あそこあったよな。いっぱいあの牢屋があったとこな。ああ。
[03:18:23.840] 犬がだりいいからさ。犬はマジでやべ。犬はもう先倒しちゃう。だるいから。
[03:18:47.120] あんで川取りたいけどそこにおんねんな。
[03:18:48.120] 1匹な。
[03:19:00.520] いただきこいなあ。
[03:19:09.319] あ、犬バレたんか。
[03:19:23.000] 何もねえな。あ、そこまで来てんのか。
[03:19:35.520] いや、だるだるいな。もうてか多いな、敵。やれるか。
[03:19:55.050] [音楽]
[03:20:04.880] いや、さすがにこれはバレるかな?ああ、バレるな。バレるね、これ。暗殺行けないから。
[03:20:08.540] [音楽]
[03:20:25.399] じゃあもういいよ。じゃあもういいよ。
[03:20:36.319] よし。これ牢屋何も入ってないんかな?入ってねえな。
[03:20:54.040] いや、何もないんかい。オ、オッケー。
[03:21:21.520] なんか結構やること多いこ。
[03:21:26.279] よいしょ。よし。あとは高。
[03:21:42.960] ああ、この中とかなんかないかな。
[03:21:47.840] よし。
[03:21:52.840] 結構やること多いね、
[03:21:56.239] ここ。まさに今日やったわ。
[03:21:58.199] あ、本当にやること多いよね、ここね。ほとんど死んだんかな?全部殺したかな?危ね。いたん。
[03:22:08.990] [音楽]
[03:22:17.760] この辺の敵全部やったね、多分ね。あとあっちとあ、違う違う違う違う違う。なんで馬乗ってんだよ。
[03:22:38.680] うん。
[03:22:41.279] あとは犬いたな。今な犬いたべ。あれ?あ、これ奥か。やっちゃうよ。
[03:23:05.500] [音楽]
[03:23:10.359] なんだこれ?爆竹か?なんでこんなとこに爆竹つけてんです?
[03:23:27.960] よしよし。上ボタンで残を呼ぶ。残頭呼んじゃうか。残頭呼んじゃう。
[03:23:31.720] も大した人数いねえんだろ、多分
[03:23:39.720] 。あいつか。あいつだけか。もしかして
[03:23:53.120] 。呼んじゃ。さあかかってこい。
[03:23:58.880] いやいや、それ、それはなしだろ。いや、さあ、かかってこいて弓撃ってくんのかよ。
[03:24:00.850] [笑い]
[03:24:06.840] 弓ってくんのはダめでしょ。
[03:24:09.600] ああ、ここに。いや、すご。うわあ。犬はだめ。犬はやめて。犬はやめて。犬はやめてください。
[03:24:32.160] よし、登りた。これを手に入れて終わりか
[03:24:35.120] 。終わり。終わった。よしよしよしよし
[03:24:38.600] よし。投げかった。ここいやー
[03:24:42.000] 。金もらえんじゃない?金
[03:24:45.560] 。チンハ
[03:24:50.040] をなんか義量も増えたな。
[03:25:02.440] [音楽]
[03:25:08.359] おお、義量もくれるんだ。いいね。おお、金に来たね。いいですね。ドン。オッケー。おお、結構増えたな。
[03:25:16.230] [音楽]
[03:25:23.760] 金
[03:25:24.720] 金にはいいぞ。じゃあちょっと久々に黄金寺ラ戻る。移動できね。ま、終わった後のこの変なムービーが若干この終わんないと移動とかできないんで。これ移動できる。いや、このゲームマジで永遠に遊べるね。本当にね。永遠に遊べるんだけどマジで。
[03:25:54.840] 今更ながらおもろなの玉座はその真ん中にある。
[03:26:00.279] え?あ、来た、来た、来た。やっち上げましょうか。
[03:26:04.439] やったぜ。しゃあ、おめします。
[03:26:08.800] あともう1回。酒井様、うわ、
[03:26:11.120] 十分な素材をお持ちください。
[03:26:13.199] 金
[03:26:15.720] 6。これは相当頑張んなきゃなんねえな。
[03:26:21.199] いや、でも大丈夫。まだこんなに、俺たちに、まだこんなにあるから。こんなに助けるところがあるから。あ、義量行こうぜ。よしよしよしよし。集中の回復時間って何?集中の回復時間って何?集中の回復時間。
[03:26:43.359] あ、またすぐ集中が使えるようにな
[03:26:45.199] るってこと
[03:26:53.120] ?ああ、馬、馬。うん。馬も、ま、悪くな
[03:26:57.359] いって。この辺全部さ、多分やった方が
[03:27:00.479] いいんだよな。
[03:27:03.080] ちょっとさ
[03:27:04.319] 、ちょっと拠点狩りするか。ちょっとあの
[03:27:08.040] 、いや、息のターンもさ、もちろんやり
[03:27:09.960] たいんだけど、ちょっと息のターン
[03:27:12.880] ぶっちゃけ次回からでもいいかな、これ。
[03:27:15.319] こ、こっちガンガン攻めていきたいんだ
[03:27:16.880] けど、
[03:27:17.720] 俺ガツと行きたいんですけど。こっちを
[03:27:21.520] 俺強くしてから行った方が良くね?
[03:27:29.800] めっちゃある。
[03:27:32.520] めちゃめちゃメタんこブーあるんだけど、
[03:27:35.000] まだ。
[03:27:39.199] 行くか
[03:27:42.080] 。お、久しぶり。このお化けがいる森ね
[03:27:51.140] [音楽]
[03:28:01.600] 。木に引っかかってなかなか来れね。
[03:28:07.359] これからも頼むぞ。
[03:28:08.960] お、笑笑。
[03:28:11.080] なかなか木に引っかかっちゃってあれだった。え、このさ、馬でさ、ぶっ殺すのもさ、覚えてった方がいいよね。多分馬で引き殺す。ここか。あ、ここだ。
[03:28:29.359] こんなとこあったんかい?こんなとこあっ
[03:28:32.680] たんかい?高折りから出す敵陣の体調を
[03:28:35.960] 倒す登りを。オッケーオッケーオッケー。
[03:28:40.239] いやいやいやいや。
[03:28:42.000] またいるじゃねえか
[03:28:46.720] 。うんと、とりあえずここ2匹だけだよな
[03:28:57.000] 。
[03:28:58.080] お前をもうちょっとここに寄せたいんだけど。お前どこまで行く?あ、あんまりあれなんかネ
[03:29:10.760] これだったら暗殺2
[03:29:11.760] 人行けるか?行けるな。行ける。届く届く届く届く。うん。オッケー。よしよしよしよし。オッケー。
[03:29:31.479] あ、なんか鳥いる。あ、これパスケード高
[03:29:34.399] か
[03:29:35.040] 。ここにも2匹いるけど、あんまり派手な
[03:29:39.439] ことやるとこれバレそうな気もするけどな
[03:29:42.880] 。行けるかな、ここ
[03:29:45.720] 。あ、ダめだね。
[03:29:55.960] だからこいつを、こいつを。ああ、微妙、微妙なあ。もうちょっと近づいてくれればいいんだ。お前ら
[03:29:56.960] 2人があっちから行くか。
[03:30:15.160] で、あ、違う。
[03:30:30.359] これなんで連き?ナイス。いいね。いいよ。ん?うん。
[03:30:48.760] 自分の思った通りにこの攻略が進む。
[03:30:54.520] ええ
[03:30:56.920] 、これ何?体調じゃね
[03:31:00.000] ?びっくりした。寝てるんかい?普通
[03:31:04.560] にこれあんまさ、騒ぎ大きくしたくない
[03:31:07.199] からまだ寝かせとく。後で起きられても
[03:31:10.520] 困るしな
[03:31:12.239] 。しべたて。
[03:31:35.080] あ、いや、殺せるんかい?ジべたって。え?あ、死んでるよね。死んだよね。よしよし。んで、ここに
[03:31:36.080] 1
[03:31:37.439] 匹いるから。ここに1
[03:31:38.720] 匹いるから。あ、鉄も集めなきゃだめだね。
[03:31:42.720] 鉄とかも集めなきゃだめだ。結構刀の装備
[03:31:46.319] まだいっぱいあったもんな。鉄100必要
[03:31:48.880] だったから
[03:31:51.000] ちょっと物資集めで行きますわ
[03:31:56.040] 。さあ、その裏にもいるな。あっち側の
[03:32:00.000] やつはあ、いるんだな。そこにも
[03:32:03.239] 。バカ、バカ、バカ、バカ、バカ、バカ、
[03:32:05.520] バカ、バカ
[03:32:07.080] 、うん、この上は行けないよ
[03:32:10.560] ね。
[03:32:13.920] ああ、あいつらそんな近くまで来るんだ。いいね。あ、いいじゃない。ああ、一緒に行けないかな、これ。あ、
[03:32:26.760] ダめだ。
[03:32:38.040] ま、バレたら殺せばいいんだよね。うん。バレたら殺せばいい。
[03:32:46.160] こん中見たっけ
[03:32:48.640] ?あ、隊調が寝てたとこね
[03:32:57.160] 。オッケー
[03:32:59.600] 。あと
[03:33:02.680] は結構広いな、これ。
[03:33:17.199] いいね。やべ、これ行けるかな?
[03:33:32.439] 何?
[03:33:34.000] 危ねえ。
[03:33:45.680] あ、登りバもきほ
[03:33:51.439] 。いや、多いね。いっぱいいるな、人
[03:33:58.199] 。あ、まず
[03:34:02.359] まず
[03:34:21.279] おしどうやって倒そっかな
[03:34:26.720] 。お前ら3匹集まったりしない?どうに
[03:34:47.880] かあもうじゃあやる
[03:34:50.800] 。下手くそだな。お前危ねえな。
[03:34:58.000] どうしよう。どうしよう。どうしよう。
[03:35:00.359] どうしよう。どうしよう。や様。オッケー。
[03:35:16.199] オケー。よしよしよしよし。
[03:35:24.640] 行け。うお。おし。
[03:35:25.800] よしよしよし。おお。お。分
[03:35:28.150] [笑い]
[03:35:30.239] クソ適当じゃねえか。それは、それはずるくね。それはずるいだろ。それ海分か。
[03:35:33.620] [笑い]
[03:35:42.399] 笑笑。
[03:35:43.399] それなんかずるくない?うお。よしよしよしとか。そ、それはなんかずるくねえか。
[03:35:52.000] すっぽ。
[03:35:53.640] いやいやいやいやいや。
[03:35:55.000] なんかそれ声優さんらしくないわ。なんかそれあんまりなんかちょっとそれなんか声優さんらしくないな。そのなんかちょっと違うな。
[03:35:59.250] [音楽]
[03:36:12.520] ちゃまさんの言ってる声聞いてたら海分ぽいなと。笑。
[03:36:15.090] [笑い]
[03:36:17.760] それなんか違うな。
[03:36:21.399] チンハロ。
[03:36:22.880] あ、チンハローがもういいよ。殺す。もういい。殺す。殺す。殺す。殺す。殺す。殺す。だったら殺す。だったら殺す。だったら殺す。だったら殺す。ダッダっこダっこダっダっ。
[03:36:36.040] てかお前らそもそも
[03:36:38.000] あれなんだな。
[03:36:40.439] ヘルメットしてねえんだな。もうクソ弱えじゃん。じゃあ
[03:36:50.239] おい、お前だけだよ。
[03:36:51.359] あとは、あ、なんかいっぱい来た。
[03:36:55.840] いっぱい来たけどさ、お前らごきだったらいいよ。
[03:37:08.680] ここもしかして1
[03:37:09.640] 番最初にやるあれだったのかな?こ、めちゃ敵弱いわ。
[03:37:21.720] よっしゃあ。あいつ気づいてない。よし。いいねあ。鉄ちょうだい。鉄ちょうだい。鉄いいね。
[03:37:45.680] お、危ない。爪がい。あとはどこにいんの?いないじゃん、敵。あとはあいつとあいつが隊調ね。
[03:38:11.920] この下にもいるんす。
[03:38:14.120] ああ、こよしゃ。いいね。サクサクやで。うん。
[03:38:31.880] こっから上がれないの?あ、体調あん中入ってくんだ。あぶお。え、なんでそんないきなり?これ体調だった。もしかしてろ。
[03:38:59.680] あら。
[03:39:01.080] やるじゃない。あとはこやつらをぶっ殺すだけですと。こいつをこいつやりたいね。
[03:39:15.160] 海分
[03:39:17.560] 何が何が何が
[03:39:20.640] 海軍じゃないよ。あなただけだよ。海軍言うの俺の配信で開軍じゃない。
[03:39:32.600] お、掃除してる。
[03:39:38.000] 文字開分。
[03:39:40.239] ん、どこが開分だった?アラ。アラーが開分だった。あ、まずまずいまずいまずい。まず殺すよ。
[03:39:59.000] 意外とまだ人いるな。なんかハ
[03:40:05.239] ちんハロ。
[03:40:07.510] [音楽]
[03:40:12.560] よしよしよし。
[03:40:18.319] あれ体調だよね。
[03:40:23.720] うまいことなんか後ろから行けねえかな?あ、行けそう。あ、行けそう。行けそう。行けそう。あい。わお。わお。断面グい。結構断面グい。わお。結構断面図い。
[03:40:32.760] [拍手]
[03:40:56.600] あと何?何すればいいの?あと
[03:41:00.160] お、
