[00:00:14.599] どりゃ
[02:29:22.720] ためっちゃかっこいい
[02:29:29.680] これいやかっこいい
[02:29:46.000] ね
[02:29:48.720] オッケーで
[02:29:54.800] 最近のスラにドララのキャラおるのあいる
[02:29:57.880] んだいるんだよシモンとえっとリヒターが
[02:30:00.319] 出てる
[02:30:01.560] であこれもいいんですよちょっと待って
[02:30:05.200] 今日もうちょっとこういうこと始まったら
[02:30:06.760] もう終わらんよ俺1回あもうあの本当
[02:30:09.800] オタクだからクソキモオタだからキタだ
[02:30:13.520] からあのなんかそのあここ語れると思っ
[02:30:16.720] たら死ぬほど語る
[02:30:18.520] ぞを得た
[02:30:20.640] 魚あんねスマブラアレンジめっちゃ神だよ
[02:30:25.000] マジであのねあのね失わこれ
[02:30:34.600] 神これやばいよね
[02:30:41.960] 笑笑快感かこのこのこのこの後ろでなっ
[02:30:46.920] てるこのかみたいなばっちりな0.1
[02:30:50.680] このみたいなのあこいこれが気持ちいいよ
[02:30:57.880] ね
[02:30:59.560] めっちゃゆったりしていい曲じゃん
[02:31:02.560] めっちゃゆったりしていい曲でしょ
[02:31:05.000] めちゃくちゃゆったりしていい曲俺
[02:31:06.720] めっちゃ好きなんだよこの曲この月下の野
[02:31:10.040] 曲って今聞きねがやってるドラキュラの曲
[02:31:11.960] なんだけどこれめっちゃ好きなのねこれの
[02:31:14.960] スマブラアレンジがえぐいすぎてたて
[02:31:22.600] 歌うだろこれ
[02:31:26.439] 笑笑
[02:31:27.960] ぬ
[02:31:30.120] ルルル
[02:31:31.800] プンプンまこういう曲なんですけどこれの
[02:31:35.479] あのスマブラバージョンがまあかっこ
[02:31:47.120] いいはい神
[02:31:51.120] めっちゃかっこいいよあ図もいいよ
[02:31:56.399] ね目張パルティータね目
[02:31:59.479] パルティータ局局面まで分かるから図書館
[02:32:02.520] のところは目パルティータ曲
[02:32:09.720] ねいい
[02:32:12.760] ねこれじゃないよこれこれあの地下水道だ
[02:32:15.760] よこれは
[02:32:31.160] 噛みすぎるだろこれおいこれいいなやべえ
[02:32:33.560] やべえゲーム音楽聞くかやりてえもうもう
[02:32:39.000] 今日それでいい
[02:32:40.840] あとえちょっともう今日それでいい定期
[02:32:44.319] 開催ゲーム音楽聞くかやりてえいい
[02:32:48.840] よもうあと1時間ないしねちょっと幸福卒
[02:32:52.920] 感
[02:32:53.640] 終わりまたちょっと次回やろうちょっと
[02:32:56.479] もうだめちょっともう
[02:33:00.200] 笑笑ごめん
[02:33:03.600] なさい今日ここ
[02:33:06.080] までまた来年最高だよややるやるもちろん
[02:33:10.600] 次もやる
[02:33:13.000] けどあでもいいなこれが1時間やらないし
[02:33:17.800] なそうだやも終わんないから今日はゲーム
[02:33:23.479] 音楽を聞こういや今日ちょっともう仕事で
[02:33:26.240] 疲れてんだからもう今日はご褒美ご褒美枠
[02:33:31.000] ごめんねやらして
[02:33:35.200] くれいいよないいんだよなスマブラ
[02:33:39.399] アレンジもいいんだよ
[02:33:42.920] な結構ねこのマイナーな曲をねスマブラは
[02:33:46.600] ねなんかね今回出して楽しかったおつ
[02:33:50.880] もうもうもう俺の枠閉じる気ている
[02:33:54.359] じゃんもうこっからわかんないからもう
[02:33:56.600] いいやみたいなごめんてごめんてごめんな
[02:34:00.399] やるよまた次やるけどねちょっとちょっと
[02:34:02.800] もちょっと今もうおキタだからよキモトだ
[02:34:06.600] から
[02:34:10.240] ちょっと俺この曲がめちゃめちゃ好きで
[02:34:20.800] 配信全めっちゃ良くないこれ自慢させて
[02:34:24.840] これめっちゃ良くない
[02:34:27.080] これこの地下水脈のえっとこのボスの
[02:34:33.080] なんかこのシャドウボックスみたいなこの
[02:34:35.319] 海外から取り寄せましたの
[02:34:39.080] でこれめっちゃかっこいいでしょ
[02:34:41.960] これかっこよすぎるこれをねこれを見
[02:34:46.840] ながらこの曲をレコードで
[02:34:51.000] うん
[02:34:58.600] 配信
[02:35:09.680] おいやっぱドラキュラなんよ
[02:35:13.439] なやっぱドラキュラなんよあににおらの
[02:35:18.680] 好きななんかはないのこれかっこいいよ
[02:35:21.000] みたいなああはいはいアウトオブタイムね
[02:35:24.279] ここれもいいよねこの曲もねおうんいくら
[02:35:28.880] ぐらいだったかなわかんねえでも結構
[02:35:30.880] 高かった気がするなんかさちょっとなんか
[02:35:34.359] なんかなんかさなんかなんかゲームお前ら
[02:35:37.000] の好きなゲーム教えてなんか聞こうよドラ
[02:35:39.120] スレ4なんそれ俺が知らね俺の知ってるの
[02:35:42.720] でお願いなんかわかんない
[02:35:46.399] からFFの戦闘局とか聞こうかなも聞いた
[02:35:50.120] んだよ
[02:35:52.080] なドラキュラもいいしドラキュラもいいし
[02:35:57.920] なんだろうなドラゴンスレイヤー読んだよ
[02:36:00.399] ファミコンの知らないよ俺それ知っててお
[02:36:04.160] 馴染みのみたいな感じで言われても俺知ら
[02:36:06.080] ないそれなそれ皆さんお馴染みみたいな
[02:36:08.640] 感じで言ってるけど分からん
[02:36:12.840] 笑笑ドラドラゴンスレイヤーわかんない
[02:36:15.720] ですやったことないですね
[02:36:20.080] え何聞こうか
[02:36:24.880] なちょっと聞きたい曲がちょっと思いなか
[02:36:28.920] せっかくここに来たの
[02:36:30.720] に何の話したかFFFFの曲もま好きだ
[02:36:36.319] けどねFFの曲も好きだけどバレスタイン
[02:36:39.240] うん知らんだから俺のキングダムハーツ俺
[02:36:44.120] のマジで
[02:36:50.080] ま悪くないんだよなキングダムハーツの
[02:36:52.120] BGMいいよねあのあれから聞かせてくれ
[02:36:55.520] よあれから聞かせてくれよあの1番最初
[02:37:01.960] のねこれ誰が作ったのこれ作曲者
[02:37:06.359] 誰これえぐいよ
[02:37:09.000] ねこの
[02:37:11.319] 曲ただ俺キングダムハーツはあんまりやっ
[02:37:15.080] たことないんだよなキングダムハーツって
[02:37:18.520] さキキングダムハーツってスクエア破
[02:37:22.720] クラブしんどくなない途中からもう途中
[02:37:27.600] からしんどくなる筆頭なんだよなうわおれ
[02:37:31.520] 最初めっちゃうわ最高やおもろて思うんだ
[02:37:34.720] けどなんか途中なんかあのもうもうなんか
[02:37:37.880] グミシップとかやらされてる辺りで俺もう
[02:37:40.760] なんで俺こんな何グミシップってて思い
[02:37:44.319] ながらしんどなるのあとセフィロスが強
[02:37:47.920] すぎて勝てといえば下村さんだ下村さんか
[02:37:53.160] 下村さんは神よね黒のトリガーから10年
[02:37:56.960] 離れて久しぶりに遊んだ時はマーの曲マー
[02:38:00.399] の曲あ黒の黒のトリガーも曲がいいあの
[02:38:05.279] 下村ですよ下村ね島村エルフみたい
[02:38:12.200] なえ島村エルフ下村なんかあれじゃん
[02:38:15.479] なんか踏めるじゃん
[02:38:19.760] これあれの曲だあのなんとかシティなん
[02:38:22.359] だっけあの
[02:38:25.319] オレン忘れたどこの曲だ
[02:38:37.800] これめっちゃいいのだねロクサスのなん
[02:38:41.720] だっけトラバースタウントワイライト
[02:38:43.720] タウンだっけトラバースタウンじゃなかっ
[02:38:45.560] たっけトラバースタウンみたいな感じじゃ
[02:38:48.800] ない
[02:38:50.040] あめあめっちゃいい
[02:38:56.399] ないややりてえんだけど
[02:38:59.359] なやりてえんだけどちょっとさが一番最初
[02:39:03.880] に落ちるとこちゃうかなそかを食らう2
[02:39:06.680] ボストワイライトが6あのリビさんも
[02:39:09.840] わかんないそれリさんごめんな俺わかん
[02:39:12.840] ねえわそれ俺の夏休み終わっちゃった
[02:39:16.240] 懐かしい
[02:39:18.359] な店長ア笑最近のやつじゃだめかな最近の
[02:39:23.399] やつでもいいよいやわかない俺の俺が知ら
[02:39:27.520] ねえとななんかあんま盛り上げられねえん
[02:39:29.520] だよ
[02:39:30.439] な俺が知ってそう
[02:39:35.960] な天地を食らう遊ばなきゃだあそうよね笑
[02:39:41.120] あいえなんかさシオンと
[02:39:45.760] か
[02:39:48.319] あファンタジー7のボス曲しってうんま
[02:39:51.720] さらに戦う者たち
[02:39:57.200] デレトロ以外走らない
[02:40:02.600] 手毛さらに戦う者たちだろうが俺の
[02:40:05.800] リメイク版やばかったえ聞きたい聞き
[02:40:10.160] たいえリメイク
[02:40:13.200] 版これ天地想像走って
[02:40:17.359] たクソかっけや
[02:40:20.479] クソかけやけよクソかけやいや聞く聞く
[02:40:28.720] 聞く肌やばかっためっちゃかっこいいね大
[02:40:34.560] あ別に曲だったらいい
[02:40:38.920] でしょバレットバレットってこんなかっこ
[02:40:42.000] よかったっけもうなんかもっとなんか
[02:40:45.439] なんかあれだったよなこんなこんなかっこ
[02:40:48.760] いかったバレットって綺麗な
[02:40:51.720] バレットあの俺プレステのやつはやった
[02:40:54.520] ことあるからストーリー大体分かるんだ
[02:40:57.680] よ天地想像やってねえ
[02:41:01.000] な可愛いなんじゃこりゃちの
[02:41:05.000] さん超の似てるね
[02:41:09.680] いや
[02:41:12.000] テファやって
[02:41:14.479] ほしい想像高いねんクインテット
[02:41:19.560] リメイクからは突然かっこよくなっ
[02:41:25.520] てるでもこんなやつ出てきたっ
[02:41:31.319] け超の
[02:41:40.000] やねそれ
[02:41:42.760] 社長えプレジデントシンだってもっとあれ
[02:41:45.840] じゃなかったデブったなんかおっさんじゃ
[02:41:48.439] なかった
[02:42:03.920] パパパパパパパパパパ確に確かに超の超
[02:42:14.000] のやっぱ展開違うんだね展開違うんだろう
[02:42:17.359] な多分なわかんねけど
[02:42:22.439] へえ最近これ俺ね最近これ好きで見てんだ
[02:42:25.439] よズンダもンズンダもンのズンダもンが
[02:42:29.399] ファミコンのBGM歌うやつ知ってる結構
[02:42:33.000] 好きで見るんだよこれ可愛いんで見
[02:42:36.880] てこれ可愛く
[02:42:39.279] ないめっちゃ可愛くない
[02:42:44.160] これくそ可愛くないこれ
[02:42:49.479] これ可愛くて結構見ちゃうんだよ
[02:42:59.760] なこれ可愛いよねファミンだね結構好きで
[02:43:03.760] 見ちゃいます俺
[02:43:08.840] これンテねちょっと待ってい
[02:43:21.960] 可愛いなサ聞きたい
[02:43:25.000] サっ
[02:43:29.240] たいやもう本当に原曲の3話音と一緒の
[02:43:33.240] 打ち込みだからもう完璧だよベースオンと
[02:43:36.399] か
[02:43:41.680] もこの子なんて言うんだっけなんかわかん
[02:43:44.120] ないよくいるこの子が
[02:43:46.439] めっめっちゃ低いと
[02:43:51.800] 可愛いなんとかベタンだっけ
[02:43:54.640] なんかズンダもン可愛いよ
[02:44:01.200] なか可愛い可愛いですこれめっちゃ俺好き
[02:44:05.040] ですこのいろんな曲やってんだよな
[02:44:07.680] チャンネル登録はしてないけど君も1人で
[02:44:09.560] やってよこれ俺が1人で編集してやる
[02:44:14.439] かみたい
[02:44:16.399] な可愛いんですよねラブソング探しても
[02:44:20.439] 好きあわかる笑笑途中まで見てるやん
[02:44:30.680] これ
