[00:00:09.599] ググググググ
[02:50:47.720] ハート出たよ
[02:50:49.239] 囲い込んだそれなんだ
[02:50:59.399] それ直径15cmはもうナンバーワンじゃ
[02:51:02.880] ナンバーワン国会議事国会議員あれのふが
[02:51:08.800] 見てるふどうしたんだあ意味もなく褒める
[02:51:11.399] ぞまた意味もなく褒めるタイム来たこれ
[02:51:14.680] なんなのこの意味もなく急に褒めるタイム
[02:51:19.680] でもニコニコしてる
[02:51:21.640] し来るぞ込めるタイムが一体どうしたんだ
[02:51:27.479] たすごい
[02:51:29.760] なでもこれハートいっぱいできからいいや
[02:51:32.279] ねマジ尊敬しちゃうよなんだ急に立てて
[02:51:36.920] 生かしてんなうわ
[02:51:41.960] でっかなんだこのハートしか出ないタイム
[02:51:49.040] なんそ雑になんかその雑にハート押し付け
[02:51:53.160] てくるよ
[02:51:56.239] ね気分いいぞお気分いいぞなんだよ
[02:52:03.160] お前
[02:52:05.640] 笑笑さっきからこっちの方を見てまさか
[02:52:09.160] 褒めかしまさか褒め
[02:52:12.840] がしニヤニヤして気持ち悪い気持ち悪いっ
[02:52:15.720] て言われるんじゃない
[02:52:19.080] まかあ来た
[02:52:21.880] 笑笑お前すごいな生急になんだよお前は
[02:52:26.680] 自慢の教え子だ褒められると悪い気分し
[02:52:29.520] ないねあ疲れたんだなんで疲れんだよ褒め
[02:52:34.520] といて意味わかんねあ疲れたじゃないだろ
[02:52:48.960] ももちひろさんに興味あるなら黒柳さんを
[02:52:51.800] 探してください黒柳
[02:52:54.120] さん筋肉の調子はどうだうんまずまずの
[02:52:57.800] 筋肉
[02:52:58.800] だよしこれなら調子
[02:53:01.880] よくひさんに告白できる
[02:53:05.239] ぞひさんの方ではだってひとさん目線は
[02:53:08.520] やったけど告白してたもん
[02:53:12.359] なワンチャンベストエンディング行くん
[02:53:14.840] じゃないか
[02:53:15.880] これさて授業も終わったし
[02:53:23.120] 次はいよいよダス教室だな確かにすげえ
[02:53:25.680] ハート出るわ
[02:53:27.439] こいついい
[02:53:29.880] ねたださあのさ穂坂みがめちゃめちゃ罵倒
[02:53:33.600] するじゃんこいつらのこと細工ですね
[02:53:37.560] あそこでさちょっとあれド出ちゃうんじゃ
[02:53:40.840] ねえか
[02:53:41.960] なあなたたちのようなサは初めてましたと
[02:53:45.800] 言うじゃん普通に払って分の室生徒に対し
[02:53:52.680] て穂坂みつも結構出るよ
[02:54:07.840] ハート黒柳さんって誰だろうな見たこと
[02:54:11.000] ない
[02:54:13.040] わ穂坂さんをハッピーにしてると攻撃的な
[02:54:16.800] 発言少なくなるそうなん
[02:54:19.920] だあワンチャンハッピーなんじゃない
[02:54:23.120] あいつ目線もクリアしてるしなハッピー
[02:54:26.160] だったかなどうだったか
[02:54:29.399] な小坂見嫌いじゃないけどね
[02:54:33.239] おもろいダンスの先生ねあの
[02:54:36.880] ナルシソミツルダンス
[02:54:42.880] スクーあなんかあれなんか1人増えてんな
[02:54:47.840] 誰だあああれださっきのあのいいのかなの
[02:54:53.120] 天使の嫁
[02:54:54.840] だあいつ首にコルセット巻いてきてるここ
[02:55:06.200] にお願いし
[02:55:09.120] ますダンスとは美の贈り物です磨きにいた
[02:55:13.680] その美しさ
[02:55:16.160] をかにるなの
[02:55:20.319] です2個目しかし皆さんと来たらふ見
[02:55:25.080] にくいです
[02:55:27.600] ね私じゃないわねダンスしたところで
[02:55:30.920] 笑い物
[02:55:33.470] [音楽]
[02:55:34.760] でしょういやねえマジさ橋元瞳が
[02:55:39.760] さゴミてにど出すんだよ性格ねじ曲がっ
[02:55:43.399] てく
[02:55:43.890] [音楽]
[02:55:45.279] からうわ全然たまんねえ全然たまんねえ
[02:55:49.439] お前ド出すなマジ
[02:55:53.439] でいや
[02:55:59.040] もうお前なんでドクしか出さねんだよマジ
[02:56:04.160] でなんか卑屈ななんか不な屈な女の悪い
[02:56:07.720] とこ出てるわドしか出さ
[02:56:11.439] ないロックれてるうんすぎるでる
[02:56:18.560] な
[02:56:21.960] 女悪いとこ出てる
[02:56:34.000] わうお気分いいぞまた
[02:56:38.279] だまただスーパー褒め褒めタイム来るぞ
[02:56:42.239] さきからこっちの方見て
[02:56:50.840] 何ニヤニヤしてるん
[02:56:53.319] だろみさんあなたは
[02:56:56.600] 素晴らしい俺にとってる女神だやだわ
[02:57:00.680] そんなああなんか疲れ
[02:57:03.520] たなんなの
[02:57:05.880] このなんで1回疲れるんだろうな疲れない
[02:57:10.160] 条件って何なんだろう疲れない時もあるん
[02:57:12.000] だよ
[02:57:14.399] なお阪先生以外の男って俺もいまいなのよ
[02:57:24.280] [音楽]
[02:57:27.439] ねひさんいいですかえなんです
[02:57:35.800] [音楽]
[02:57:50.520] えあ振られ
[02:57:52.120] た
[02:57:55.239] ええー振られるパターンもあるの家行って
[02:58:00.080] たじゃねえかよ
[02:58:01.640] さっき家行ってもう
[02:58:04.520] なんかもうなんかもう小作り寸前まで行っ
[02:58:08.600] てたじゃん帰るかまた明日があるさは
[02:58:13.680] ないあるんだな振られるパターンさんハピ
[02:58:18.279] たからですねああめんど
[02:58:21.200] くさあめんど
[02:58:24.840] くさ橋元もハッピーにしなきゃ
[02:58:29.720] だめあいつマジドクばっか出すふざけ
[02:58:33.359] やがってあの女マジでおツボ
[02:58:38.080] ねまあまあもうちょもうちょ家帰ってもう
[02:58:41.160] ちょっともうちょっといける
[02:58:45.880] でしょそうか右上の橋元はうんこして
[02:58:50.080] ハッピーなのそうだよこっちはもううんこ
[02:58:51.800] してハッピーなのにでけうんこ出て今日
[02:58:54.800] 嬉しかったマジ
[02:58:57.520] でみんなにも見せたかったなマジでな
[02:59:01.600] Twitter乗せるかマジで悩んだもん
[02:59:03.279] うわくそでけえうんこ出た写真撮ろうかな
[02:59:06.319] と思った
[02:59:09.520] けど久々に出たであんなでかい
[02:59:16.279] の流れるかだっ
[02:59:26.200] た流れたま流れた
[02:59:30.520] けど見送っちゃったよ手振たバイ
[02:59:33.399] バーイまた会おうねてまた会おうぜ俺たち
[03:00:16.239] プーさんみたな格好してな
[03:00:21.000] お前ああ晩飯だ食って食って食いまくっ
[03:00:28.359] てもっと美しい筋肉をさお前100にして
[03:00:32.600] 終われよかプロテインかけてご飯
[03:00:35.680] も結構いける
[03:00:38.760] なプロテイン
[03:00:43.680] ご飯
[03:00:45.720] ええここで
[03:00:48.720] ここで来る
[03:00:51.120] か頼むよもうお前弱くあってくれ
[03:00:56.760] よ
[03:00:58.920] え1回やったキャラの時は出てこないで
[03:01:01.560] くんねえか
[03:01:03.920] なえチドさんこれどうしてたこいつ
[03:01:07.120] めっちゃ強いんだけどめちゃめちゃ早くて
[03:01:09.279] もう対処できねえんだよ自分が一番嫌いな
[03:01:12.640] 要素がいこれマジで邪魔だよな
[03:01:20.260] [音楽]
[03:01:23.960] これめんどい
[03:01:28.439] なもう早早すぎる時はもう感ぶっ込ん
[03:01:31.680] じゃうんだよせる出現頻高すぎなので
[03:01:34.920] クリアもう感使うのあれだよね
[03:01:39.200] もうや
[03:01:51.239] 早
[03:01:55.840] は早すぎる時はいい感使うのは仕方ない
[03:02:02.960] ですいやいい感ために来たのにこれで意味
[03:02:06.680] ねえだろうが
[03:02:10.279] よい感ために来たの
[03:02:15.880] ににれたらやんない
[03:02:20.160] [音楽]
[03:02:27.880] や
[03:02:30.279] ダリいい感結局1個使っちゃったじゃねえ
[03:02:33.080] かよ
[03:03:14.760] ああレなってきた
[03:03:22.040] ロスは行ける
[03:03:23.640] ぞ
[03:03:25.840] 行け眠たくなってきちゃった眠たくなって
[03:03:30.120] きちゃっ
[03:03:34.390] [音楽]
[03:03:38.239] たも1回もう1回行けもう1回もう1回
[03:03:41.600] 行ってまたでかいハート出せよ
[03:03:54.960] 終わった終わったあくそま最後最後満タン
[03:03:59.720] まで行った
[03:04:00.760] けどくそなんだよ
[03:04:07.640] ちくしみこの松岡式充電器もなんだかんだ
[03:04:11.960] 時間かかるから
[03:04:16.720] な配とかでやんなきゃだめだなやらない
[03:04:20.520] けど配信外でやるつもりない
[03:04:23.730] [音楽]
[03:04:28.520] けどいやまプレS端子にしたけどめっちゃ
[03:04:33.120] やっぱ画質いい
[03:04:34.640] なプレステ
[03:04:37.000] 2Sにした
[03:04:40.720] 全あのさ初代プレステ3買うか迷ってんだ
[03:04:44.520] よな買ったんだっけ
[03:04:48.000] で飛びいた方がハート数多いんですよね
[03:04:52.160] 童貞だから分かってないんだろうなちょっ
[03:04:55.000] ちゃってハートも出ないよ初代プレステ3
[03:04:57.359] いいですぞ買ったよくっそ思いし意見が2
[03:05:01.680] 分してるえでもプレステ2できんでしょ
[03:05:05.880] プレステ2をさHDMIでできるでかい
[03:05:08.600] じゃん出てるけどえ待って欲しいえるよえ
[03:05:14.520] 欲しいえ住所を教えるから送って
[03:05:17.760] [笑い]
[03:05:20.120] 代わりにレモン牛乳送るよクソまずクソ
[03:05:23.560] まずレモン
[03:05:25.720] 牛乳なんで初代が欲しいかって言うとの
[03:05:29.160] 分かるけど配信1そうなんだよ初代
[03:05:31.960] プレステ3があればプレステ123が1個
[03:05:35.760] でできんのよそれがマジででかいもう俺
[03:05:39.080] もうプレステ2とプレステ3別々やってく
[03:05:41.399] からさでしかもHDMIになって画質も
[03:05:44.040] いいしね画質もいいしね
[03:05:47.760] 本当それなんだ
[03:05:49.920] [音楽]
[03:05:53.680] よ
[03:05:55.920] えでの本当に楽誰行こっか
[03:06:01.279] な福田エミリー来てけど
[03:06:05.479] なるいHDMできのマジ
[03:06:09.080] でかいえ本当
[03:06:12.720] にっかいいのありがとさんやったん
[03:06:17.960] 何気に高いんだよなやっ配信とかが流行る
[03:06:21.479] ようになって何気に高いんだよそのプレ3
[03:06:25.840] の動くやつて結構したもん結構高いよね
[03:06:30.319] ちゃんと動くやつって
[03:06:33.319] ねえ誰行こっかなえちょっとさ諸星のさ
[03:06:39.200] 女の子になりたい男行って
[03:06:41.920] いい20歳レンタルビデオ店員趣味女装
[03:06:45.200] 女性になりたいと剣に考えているがちられ
[03:06:47.200] ず現天手術をすることを検討中手術の前に
[03:06:50.479] は家族に打ち明けなくてはならないと考え
[03:06:52.399] ている行きます面白そう感ぶっ込むぞ朝
[03:06:56.760] からいかぶっ込む
[03:06:58.580] [音楽]
[03:07:00.840] ぞできるだけやりたくないのは出版者所属
[03:07:04.640] のキャラたちですね出版者は必ずだっった
[03:07:07.160] あそこなあの給料出ないぞでバカバカほど
[03:07:10.479] あれ出るもん
[03:07:13.359] ねドがめっちゃ出るもんねあそこねの子供
[03:07:17.800] だから
[03:07:18.800] ま確かにあそこはなそうなんだよな確定で
[03:07:24.160] ドク出るから
[03:07:28.880] ないいね初代プレステ3はアドホック
[03:07:32.479] パーティやべえよアドえめっちゃイケメン
[03:07:35.120] じゃんこれはイケメンだろこのポリゴンで
[03:07:38.160] もこんなイケメンなんだからわあみんな
[03:07:40.239] 一緒に寝てるん
[03:07:43.160] だイケメンだね確かにイケメンリゴンで
[03:07:47.840] イケメンてことは相当イケメンだぞうわ
[03:07:50.880] 自分の部屋ねえのしんどい
[03:07:58.239] ないやちょっと
[03:08:00.479] これ女になりたい
[03:08:04.720] な今日も女になり見ちゃった
[03:08:08.920] よ
[03:08:10.439] ででこれを
[03:08:15.279] 吸い込むどんなこと言うとどう思うかなで
[03:08:19.479] もお父さん多分えど出ちゃったやべごめん
[03:08:22.399] いや大丈夫だよお父さんお父さん今幸せだ
[03:08:25.160] から受け入れてくれるよ大丈夫大丈夫
[03:08:27.880] ああこれ形だったかすぐまとめたのこれ誰
[03:08:31.800] か起こす時に大変だぞこれこの後朝出てっ
[03:08:34.640] て誰か起すってなったらハート足んねえぞ
[03:08:37.520] 結局い感使ここちょっとハートいっぱい
