[00:00:08.400] う、
[02:34:03.560] え、これゴーレム行ける?ゴーレム行ける?これ
[02:34:18.840] 当たってくだけろ。
[02:34:20.160] ま、1回行ってみるか。
[02:34:25.120] 行ける。
[02:34:28.279] あ、来た。絶対ゴーレム出る。
[02:34:32.160] そもそもいないかも。
[02:34:33.359] 痛い痛い痛い痛い痛い。だゴールドマンにボコボコにされてんだよ。こいつの介護感の
[02:34:38.640] いたわ。
[02:34:42.600] わ、すげえ。お、すごい。
[02:34:45.880] 笛えあるし。
[02:34:47.319] そう、笛えからね。ゴーレムとゴールドまで全然色変わんねえだろ、これ。ま、妖精の笛えですわな。
[02:35:00.560] はい。サラにだよ。
[02:35:08.319] 抱っこ。これでどうだ?
[02:35:17.640] そしたらさあ、
[02:35:20.479] そうしたらビーストモードやってもいいん
[02:35:22.160] じゃないの?
[02:35:32.160] よし。ああ、いいね。ああ、衝撃で。
[02:35:37.960] ここだ。
[02:35:39.560] いや、勝てそう。あんま強くなさそうだな、こいつ。
[02:35:42.920] ああ、よあ、行ける、いける、いける、行ける、行ける。勝てる、勝てる、勝てる。え、ナイス。え、えか。あーん、じゃあやっぱ眠らせながらやるしかないな。
[02:35:59.680] せや、とんでもないやん。なんだよ、今のよ。
[02:36:11.560] ベホイミ
[02:36:18.600] うーんまビーストモードやりながらだよな
[02:36:22.760] 。
[02:36:27.080] あ、ちげえ。防御力下げんの忘れた。
[02:36:30.720] 防御力下げなきゃ。させないぞ。させないぞ。
[02:36:38.600] あ、いいね。いいね。いいね。よしよし。お、いいじゃん。いいじゃん。で、また眠らせればいいんだ。
[02:36:54.319] させないぞ。
[02:36:56.359] オオ、めっちゃ弱いですやん。なんだよ。い、
[02:37:09.439] MPめっちゃ枯渇するな。
[02:37:18.319] これでどうだ?ここだ。ここだ。
[02:37:29.840] いいね。いや、大丈夫、大丈夫。
[02:37:35.240] ここだ。
[02:37:38.319] 大丈夫、大丈夫、大丈夫。いや、これさ、どうだ?いや、でもうん。だめだ。やっぱ怖い。
[02:37:43.720] やっぱ怖いから。やっぱ怖いから。
[02:37:45.319] これでどうだ。えー、ちょ、目覚の早くね。危ない、危ない、危。よし。うーん。ちょっと回復入れて。これだ。
[02:38:00.579] [音楽]
[02:38:08.399] いや、もう1回回復入れよう。
[02:38:19.600] よしよしよしよしよしよしよし。
[02:38:24.560] ここだ。せい。
[02:38:30.160] ナイス。いいぜ。いいぜ。ま、妖精の笛え使いまくってやったけど。
[02:38:38.000] パチパチパチパチ。
[02:38:39.600] ま、でもしょうがないよね。こういうもんだろ。
[02:38:41.120] グーグー余裕でした。
[02:38:43.880] やったね。
[02:38:46.560] まあぶれさんな。
[02:38:47.520] 命の意思って何?
[02:38:49.880] メルキドです。メルキド中のメルキドなが使ってたやつ。バラじゃねえ。マリクが使ってたメルキド市面中の誰も知らなそう。
[02:39:04.760] 懐かしい。
[02:39:06.120] 分かりやついた。メルキドだよな。
[02:39:11.080] 旅の人よ。よくぞーレムを倒してくれた。助かったわ。あいつのせいでずっと町に閉じ込められていたのよ。門を塞いでいたゴーレムは大昔の学者が作った魔法の力で動く人形なんだ。です。ガーディウス。
[02:39:14.595] [音楽]
[02:39:27.720] 懐かしい。マスクドヘルレイザーとか言たよな。え、しかし突然現れた魔物に操られて人間を押すようになってしまった。
[02:39:38.560] そう、あの日
[02:39:42.920] 成獣セルケトとかね。
[02:39:46.240] なんかなんかあの頃のさ、遊戯王のモンス
[02:39:49.439] ターってすげえさ、
[02:39:52.520] 心踊るよな。男の子ワクワクシステム。
[02:39:56.720] けけ。闇の力をすぎ込めばゴーレムは言い
[02:40:00.040] なりにできる。あのお方の言った通りだ。
[02:40:02.560] エイリアンブライ。なんだこいつ。
[02:40:05.960] おけでこの町に伝わるで勇者の異王者の剣
[02:40:09.479] とやらも手に入った。む念。もう人間に用
[02:40:14.319] はない。あの町ドムドラのように皆殺しに
[02:40:17.600] してやろう。
[02:40:21.960] あれドムドーラってなんかロトの鎧がある
[02:40:24.399] んだっけ[音楽]?哀れな魔物どもめ。
[02:40:27.600] こんなに勇者が恐ろしいか。ドムドラを
[02:40:31.160] 滅ぼしゴーレムを惑わす。それでも勇者の
[02:40:33.120] 力が怖い。だからユロトの異品を集めて
[02:40:35.560] いるのだろう。このおい惚れよくもだが
[02:40:39.399] 無駄なことだ。異品は王者の剣だけでは
[02:40:41.520] ない。新たな勇者がそれを見つけたし、
[02:40:43.720] 必ずお前たちを滅ぼすだろう。貴様何を
[02:40:47.439] 知ってる?
[02:40:52.000] 資様はたった1人魔物たちのねじ岩泣き島
[02:40:55.439] に連れ去られてしまったのだ。なんだ
[02:40:57.200] 岩鳴き島。また新たななんか
[02:41:05.399] 司彩様が魔物の気を引いてくれたおかげで
[02:41:08.000] 俺たちは皆殺しにされずに盗んだんだ。
[02:41:11.319] でもゴーレムはおかしくなったままで
[02:41:13.040] 私たちは逃げることも助けを呼ぶことも
[02:41:14.640] できなくなってしまったのよ。
[02:41:17.960] 旅の人よ。あなたはなぜこのメルキド。
[02:41:23.040] おう銀の建事を探しておられるのか。
[02:41:27.520] 大様ならご存知だろう。しかし今となって
[02:41:29.840] は
[02:41:34.120] おい、まさか主さんも助けに行くつもりか
[02:41:36.200] ?
[02:41:38.240] それは無理なんだ。霊の魔物は北製の橋を
[02:41:42.160] 渡った先、北の海沿いにある岩鳴島に
[02:41:45.120] 結びついてる。しかし北製の橋は随分前に
[02:41:48.399] 崩れてしまった。とても人が渡れる状態
[02:41:50.479] じゃないんだ。ああ、だああだからそっち
[02:41:53.600] 行けなかったんだよ。なんかずっと丸い
[02:41:56.640] てるんだけどさ。
[02:42:01.920] 修理も難しいんだ。放事を始めれば魔物が
[02:42:04.479] 襲ってくる。相当な犠牲を払うことになる
[02:42:06.399] だろう。
[02:42:08.359] 魔物たちが気づかないくらい早く直す方法
[02:42:10.680] があればいいんだけど。
[02:42:15.840] そういうわけだ。
[02:42:16.520] 悔しいが、もう俺たちにできることはなんだこのじくシサイドのなんだよこ。ここいいつになんかカメラすぎ。
[02:42:25.202] [音楽]
[02:42:34.000] BGM
[02:42:34.439] 良すぎなマジで。命の紋章。超絶情報。その
[02:42:39.359] 2。
[02:42:40.720] 次のページが追加されました。新しく加えた情報を確認してみましょう。
[02:42:44.160] 何それ?なんだそれ?
[02:42:53.920] 命のこれ。
[02:42:57.840] あ、これか。ゾンビ切りグランドクラし
[02:43:00.960] とるわい。
[02:43:03.120] 悪魔覇王山
[02:43:05.439] 大防具る防具。へえ。
[02:43:10.397] [音楽]
[02:43:12.520] え、悪魔なんて覚えてねえよ。まず俺悪魔
[02:43:15.880] 切りなんて覚えてない。
[02:43:19.399] 覇王ザ山ってドラクエ11にあったやつだ
[02:43:21.439] よね。確かね。これにも出てくるんだ。
[02:43:26.118] [音楽]
[02:43:27.040] パパラパラパラ。
[02:43:31.000] 惜したい。
[02:43:34.633] [音楽]
[02:43:41.920] ああ、炎の剣と身鏡[音楽]の盾か。ええ
[02:43:45.840] 、これの盾買うか。ああ、ちょごめん。
[02:43:51.520] トイレ行ってくるわ。ちょ、おしっこし
[02:43:52.479] たい。おしっこしたい。おしっこしたいっ
[02:43:55.560] て思いながら
[02:43:57.640] うんち出るかもしんないからちょっと待っ
[02:43:59.080] て。ちょい待ち
[02:44:05.200] 行てらっしゃい。タバコ。
[02:44:20.760] ヤギね。
[02:44:25.724] [音楽]
[02:46:06.120] ジェインスモく
[02:46:24.279] [音楽]
[02:48:34.319] 寒い、寒いよ。よいしょ。はい、どうもこんばんは。ジャムゲームです。タバコじゃないよ。お、たくタバコ吸ってない。
[02:48:45.762] [音楽]
[02:48:52.600] 外の空気ハミいいよな。
[02:48:54.359] よいしょ。外だけ。
[02:48:59.520] 外じゃねえつ。ベランダで吸ってると思っ
[02:49:02.800] てる。いや、吸う時はキッチンの換気扇の
[02:49:06.160] 下だからやってないけど。[笑い]
[02:49:09.160] よし。
[02:49:12.200] これさ、三鏡の盾さ、三鏡の盾買うのか、
[02:49:17.800] えっと、炎の盾買うかどっちがいいかだよ
[02:49:20.960] な。三てなんか特殊な効果なさそうだけど
[02:49:24.200] 。
[02:49:31.200] おちさんございます。待って。武器屋何個あんの?もう
[02:49:35.680] 1
[02:49:35.760] 個あるんだけど。ここ。ここにも武器屋ある。なんだお前?友達の雪の風。お幼い物く野郎。
[02:49:43.402] [笑い]
[02:49:46.000] 3
[02:49:46.239] つぐらいあるね。
[02:49:48.080] あ、3
[02:49:48.680] つもあんの?ここ全部見て回ろう。裏ではお互いの店の悪い噂を泣かし合ってるのよ。なんやねん。
[02:49:52.572] [音楽]
[02:49:58.720] 物違うのかね?
[02:50:00.359] 物ってやつ。これが物が。うわ、ドラゴンメイルとかある。もうお金いくらあっても足んねえぞ、こんなん。モギ牛ヘルムとかあるし。いや、もうやっぱゴールドマン狩るしかねえな。ね、ゴールドマンってさ、
[02:50:13.532] [音楽]
[02:50:20.160] 金ねえんだわ。お、神殿の老人。
[02:50:27.287] [音楽]
[02:50:27.960] 農京で有か。
[02:50:30.160] 勇視してもらうしかないかな。で、これさ、視か。
[02:50:34.239] え、ゴールドマンってさ、あのなんだっけ?あれ?あれ聞くの?
[02:50:37.920] るんだよな。
[02:50:40.640] あの笛え聞くんかな?ゴールドマンって。あともう
[02:50:44.680] 1
[02:50:44.760] 個どこ?ああ、俺どこ行った?さっきここ行ったんだっけ?ここ行ったんだっけか。待て。
[02:50:54.239] 精水精水お嬢様精水弱なんやねんこれ店畳めえ
[02:51:04.520] 店ためえっぽい
[02:51:06.560] 何じゃあ勝てるんちゃうんけが欲しいお金ください
[02:51:18.000] 魔人
[02:51:19.960] 魔人どうも金
[02:51:23.040] もピ、うわ、もうMPない。
[02:51:27.399] ちょ、金くれよ、みんな。みんな金くん
[02:51:30.319] ねえか、
[02:51:32.479] ゴールドが。おい、おい、ゴールドマン
[02:51:38.640] 投げろ。
[02:51:43.800] 31ゴールド
[02:51:47.080] ゴールドマンから勝げよ。
[02:51:50.560] ゴールドマンがいます。ゴールドマンがいるね。ありがとうございます。ありがとうございます。
[02:52:00.880] ゴールドマン妹子
[02:52:02.600] なあ。俺が配信やってねえ間もさ、半年間ぐらいさ、ずっとサブスクしてくれるやつが
[02:52:11.080] 9人いてさ、
[02:52:12.920] 2ヶ月に1
[02:52:13.680] 回ぐらい収益入ってくんのマジありがったな。
[02:52:15.760] あれ
[02:52:18.439] マジありがたかったな。2ヶ月に1回
[02:52:21.000] ぐらい8000円ぐらい入ってくんだよ。
[02:52:22.569] [笑い]
[02:52:23.399] 配信してねえのに
[02:52:26.359] ありがてえなあれなあ。
[02:52:28.960] 自動更新にしてらと思って[笑い]
[02:52:33.720] ありがてなあだ。そうに入るんだよ。
[02:52:39.279] あんま言っちゃダメなんだっけ?これの別
[02:52:41.720] にいいんだよな。相手してんだよ。相手し
[02:52:44.160] てくれてんだよな。そうだからたまに
[02:52:46.720] なんかこうOBS開くと通知でチピが
[02:52:51.080] チャトピがなんかあのサブスクを更新し
