[00:00:07.480] あれこれ行ってる
[02:43:35.960] ラジオのさうんあまあでもちょっと激して
[02:43:39.439] もいいのかななんかよくさあの普通のあの
[02:43:42.359] なんて言うの本物のラジオあるでしょ
[02:43:44.960] こんなあの俺らがやってるようなあの
[02:43:46.800] でたらめななんかラジオもどきじゃなくて
[02:43:49.000] あのFMなんとかとかでやってるやつああ
[02:43:52.840] はよくさまどんな曲でもお構えなしにま
[02:43:56.399] ラジオの内容とは別にうんうんあの1番
[02:43:59.479] 最後にテーマテーマ曲っていうかま何月の
[02:44:01.760] テーマ局ってさああはいはいはいねああ
[02:44:05.479] 言って結構激しめのもかかったりするわけ
[02:44:07.439] ようんうんうんま関係ないっちゃあえて
[02:44:10.080] 最後に流すとかねま最後に流すってもう
[02:44:12.439] これネットラジオだから別にさああんあれ
[02:44:15.680] だと思うんだけどどうだろうねただ
[02:44:19.160] あのこれはあれかなうんまぶっちゃけ
[02:44:22.640] ちゃうとそのさ音楽があるとさうん例えば
[02:44:29.640] 3分4分だよねそうだねあじゃあこの人
[02:44:33.439] たちのこの曲ですつっ
[02:44:35.640] てあの書けれるわけじゃんそうだね
[02:44:41.800] うんっていうのがいいよねいやだからま
[02:44:47.240] このグータラジオ本当だったらね俺のね
[02:44:51.359] まあなんていうかま面倒くさい絡みが
[02:44:53.880] なければバンドマンいっぱい知り合いに
[02:44:56.399] いるわけじゃんでもこんな俺が
[02:44:58.560] YouTubeやってるなんてうん一言も
[02:45:01.520] 言ってないからこのラジオのことも言って
[02:45:03.960] ないけどもしそういうのがいればなんかさ
[02:45:07.000] その人たちの曲をここでかけるとかでき
[02:45:09.160] たらめちゃくちゃいいなと思ってるんだ
[02:45:10.880] けどね
[02:45:14.080] どうせだな別にいいんだけどねそうしても
[02:45:18.840] いいんだけどなんとなくそこ辺まあまあ裏
[02:45:21.560] でする話だなまあまあまあそうだねきっと
[02:45:26.040] な
[02:45:27.720] うんそうそうだあのもしあの棒人間
[02:45:33.680] さんがなんかうんね流してくれればああ
[02:45:39.680] 例えばだけどそうそうそういう棒人間さん
[02:45:42.000] とかもそうだけどそういうなんかこの
[02:45:44.279] ラジオでまさこんな別にねあの全然同時
[02:45:47.640] 視聴者者も正直いないすからねあれかも
[02:45:49.680] しんないけどこれがさま俺俺らもどんどん
[02:45:52.240] こうやってやってってま俺も実況とかやっ
[02:45:54.560] てってねちょっとなんかね何十人とか
[02:45:57.160] 集まるようになってきたらなんかCM
[02:45:58.920] みたいなのが流したいなと思っててそうだ
[02:46:01.319] ねそうそバンドで言ったら曲流すとかも
[02:46:04.279] そうだけど例えばそのそれこそその友達の
[02:46:07.640] 実況者棒人間さんだとかそういうね人らに
[02:46:11.479] の例えばなんだろうな
[02:46:14.000] その自分のあの実況とかのとか動画棒人間
[02:46:19.240] だなんかマットとかの
[02:46:21.760] なんか流せるじゃない流してそこの俺らの
[02:46:26.000] ラジオを聞いてる人らに見てもらえるそっ
[02:46:28.920] からそのチャンネルを紹介してみたいな
[02:46:31.840] そうなんかCMみたいなこともやりたいな
[02:46:33.600] なんてね生意気に思ってんだよねそれは
[02:46:37.359] 分かりますねうんだからそういうのすげえ
[02:46:39.960] たそこであのちゃまはいはい何でしょうか
[02:46:42.680] はいどうぞそこで1つ
[02:46:45.520] あれなのが
[02:46:47.560] あの音楽だったらうんポッドキャスト内で
[02:46:51.760] 流せるんですようんうん音声だからうん
[02:46:55.640] ああだ動画ってなったらねいやそれはいや
[02:46:58.040] それは生放送の特権よだだポッキストも
[02:47:01.200] 作ってさ編集してうんね編集済みのポッド
[02:47:04.160] キャストとしてさあのうんあげてますね
[02:47:07.240] あげてるんだよこれあのなんつうの
[02:47:09.920] Spotifyだとかなんだとかあのね
[02:47:13.520] あげてるんだけどまねそっにはま
[02:47:15.680] ぶっちゃけあんまりねそれこそそれ用に
[02:47:19.520] 載せてほしいんであれば音声で参加して
[02:47:22.439] もらってもいいわけじゃんねあいいっすね
[02:47:26.760] ゲストだって別に呼んだっっていいよねあ
[02:47:29.800] ちょうどCM向けなのあるから頼むあぜひ
[02:47:32.000] ぜひぜひ全然俺らなんかでたそれよりそれ
[02:47:35.880] までに俺らがもっと頑張んなきゃいけない
[02:47:37.760] よねすごいすごいいだって頑張るよ人がね
[02:47:41.399] なかなか集まってくんないんだよなやっぱ
[02:47:43.080] さこんなさこの知らないさデブとガリガリ
[02:47:46.279] がさ夜通し話してますよっつったって
[02:47:49.439] なかなか人来ないんだよね実際見えてない
[02:47:53.200] んだよねあのYouTubeの画面が何
[02:47:56.240] どういうことどういうことあ今今今
[02:47:59.640] 何人してこれこれ言うはない言うはない
[02:48:03.560] 教えないあじさんにそういうの教えると
[02:48:06.840] あのなんかテンション下がりそうだ
[02:48:09.279] から関係ない人数なんて関係ないうるさい
[02:48:13.040] もうそのだしんな
[02:48:16.080] でもさこれ今ニコニコでも同時配信してる
[02:48:18.760] のよあみたいですねそうニコニコの方が人
[02:48:21.840] いるあらうんねやっぱさニコニコはそう
[02:48:26.080] いう文化があるんだよななんか昔からそう
[02:48:28.479] いう雑談配信だとかそういう文化がある
[02:48:31.960] サイトだからなんか伸び人がやっぱ来
[02:48:35.080] やすい雰囲気ではあるんだよね
[02:48:38.319] うんだコメントは読めないかねコメいや
[02:48:43.680] まあそうああまあまあまあまあねコメント
[02:48:47.240] 違うコメントねあのねニコニコのしてくん
[02:48:50.120] ないんだよねえしてくれないって言っちゃ
[02:48:53.720] あの見てくれちょしてちょうだいいやマジ
[02:48:56.880] でさ本当に人がいる生放送の面白さ
[02:48:59.520] やばかったぜあのこないだのさあのなん
[02:49:02.960] だっけあれフールガイズ朝までね1位とる
[02:49:06.800] まで寝れません放送でさうん同時接続で
[02:49:10.359] 10人こんなもしょぼいもうこんな
[02:49:12.279] 恥ずかしいわこんな10人なんかで喜ん
[02:49:14.120] でんのでも俺にめちゃくちゃ嬉しかったの
[02:49:15.920] よわかるわすげえ面白かったのうん
[02:49:19.439] ニコニコもねなやってます生息にもうん
[02:49:23.200] なんかちょっとちょっとださ俺がさそう
[02:49:25.319] なんでこのラジオをねこうま聞いて欲しい
[02:49:27.680] かっていうのはまそのはせっかくやるから
[02:49:29.760] 聞いて欲しいってのもあるんだけどまこれ
[02:49:32.720] 何回も言ってるんだけどジさんのそういう
[02:49:35.479] さまさっきもまだそういう話に戻るわけ
[02:49:38.239] じゃないけど同じ境遇みたいな人に届いて
[02:49:41.040] 欲しいんだよねそういうのに悩んでる人に
[02:49:45.439] だからひちょっとでも人の目につくように
[02:49:48.680] ニコニコでもやってこっちでもやってで
[02:49:51.640] ポッドキャストやってってやってだけどね
[02:49:53.840] なかなかこう広まるってのは難しいよねそ
[02:49:57.319] 広まるのはめんどくさいけどめんどくさ
[02:49:59.560] いっていうか難しいけどあの僕の中では
[02:50:04.040] うんやる手は全て打った方がいいと思っ
[02:50:09.880] そうそうそうそうそうだってさねあの
[02:50:12.200] YouTubeと今この何ニコ生でだにで
[02:50:15.160] やってるけど全然さ損はないじゃんねやる
[02:50:18.040] ことにとねそれで全然成果が出なかったと
[02:50:21.399] してもやらないよりはマシなわけよそうで
[02:50:24.880] ポッドキャストの方だってなんだかんだ見
[02:50:28.080] てくれてる人は少なからず少ないいそう
[02:50:30.560] そうそういるんだよ一定数あるよね再生数
[02:50:33.040] がそういてくれてるからそうそうだやら
[02:50:36.960] ないよそこは俺らのうん宣伝の仕方うん
[02:50:44.080] それなうまくなあれなんだよな俺ら苦手な
[02:50:47.800] んだよ宣伝がやちゃもTwitter嫌い
[02:50:51.319] だTwitter嫌いだから俺うんワじゃ
[02:50:54.279] ないんだと思うま分かってる分かってる
[02:50:56.319] 分かってんだけど分かってんだよないやで
[02:50:58.640] もやっぱポッドキャストって
[02:51:02.800] やっぱり俺らのさ周りの人間の客そ客層と
[02:51:07.760] 言ったら言い方悪いかそうとさうんうん
[02:51:10.560] うんいまいちマッチしてないとこあるよね
[02:51:13.560] うんYouTubeでゲーム実況やってる
[02:51:16.399] 人とか見てる人らと別というかさポッド
[02:51:20.960] キャストってどっちかっていうともっと
[02:51:22.560] なんかそういうのは見ないでも勉強アンド
[02:51:26.200] なんかみたいなねそうやってみないと
[02:51:29.399] わからんからなってそう本当に何が当たる
[02:51:32.600] かわかんないからねそうそうなんですよだ
[02:51:36.520] からこう本当にそういう教具でもないけど
[02:51:40.640] そういうねので悩んでますとかさ手術が
[02:51:43.560] 迫ってて怖いですですとか言ったら絶対じ
[02:51:45.920] さんだったら勇気づけられる
[02:51:48.359] もんじゃあさじゃあさつってさあの麻酔と
[02:51:51.720] 戦ってみようよつってあそれはうん言える
[02:51:55.920] な冗談でもねうんうんなんかまわかして
[02:52:00.640] あげるじゃないけどさだそろそどういう教
[02:52:04.239] ねわからんじゃんまわかんないけどだから
[02:52:06.800] ままそそれだけに限った話じゃないよだら
[02:52:09.560] いろんな人に聞いてほしいなってあるけど
[02:52:12.680] そうだよねだからそうそうだねなんかま
